Sender -> Receiver: Amount
88651 -> 52098 : 304
88354 -> 21362 : 2
13213 -> 42610 : 1725
48536 -> 25174 : 23
15075 -> 51104 : 10
38351 -> 29570 : 1
69360 -> 64767 : 77
42987 -> 13763 : 17
52699 -> 47578 : 251
72223 -> 82699 : 1
69415 -> 85873 : 228
65431 -> 54623 : 570
8348 -> 81652 : 29
51104 -> 68535 : 6
76868 -> 8377 : 376
66837 -> 95679 : 2042
64332 -> 97849 : 14815
40746 -> 36365 : 3175
58019 -> 18319 : 14
91271 -> 97973 : 68
93945 -> 69211 : 1
14940 -> 39618 : 3021
17709 -> 65675 : 277
98621 -> 16951 : 101
36365 -> 24220 : 2211
89239 -> 2005 : 3937
91271 -> 25276 : 126
87552 -> 2140 : 277
93672 -> 73528 : 4
50973 -> 45539 : 1
49610 -> 13594 : 1
10089 -> 70615 : 1
98292 -> 19043 : 661
13972 -> 63390 : 22
52622 -> 44344 : 1
12188 -> 69461 : 103
4369 -> 6831 : 4624
26418 -> 67612 : 1
76868 -> 75355 : 3
91271 -> 4940 : 43
18834 -> 84993 : 5
76829 -> 99504 : 30
46692 -> 44117 : 68
2140 -> 53481 : 140
76829 -> 77723 : 10
84161 -> 11224 : 140
16299 -> 92263 : 1851
22988 -> 9664 : 7
96815 -> 37763 : 1
39590 -> 10397 : 8
95679 -> 46479 : 1731
27854 -> 12352 : 7743
47116 -> 82756 : 13
81249 -> 95170 : 146
1155 -> 80509 : 247
78014 -> 2365 : 1
85769 -> 4077 : 18
84888 -> 86279 : 264
14846 -> 40069 : 47
38162 -> 68600 : 5
44247 -> 68446 : 1213
91856 -> 16650 : 319
91653 -> 49399 : 129
74239 -> 78962 : 3
51651 -> 81282 : 34
65675 -> 76175 : 144
10694 -> 15440 : 70
12356 -> 46216 : 19
98525 -> 26981 : 67258
3920 -> 78590 : 2
61670 -> 78657 : 1
59612 -> 49319 : 3825
11224 -> 47001 : 121
10308 -> 79727 : 2175
3260 -> 71875 : 1187
81249 -> 45306 : 18731
64005 -> 19922 : 2
95442 -> 58056 : 1
74659 -> 34139 : 101
59612 -> 28929 : 1966
2005 -> 39529 : 3664
45306 -> 81068 : 12183
29289 -> 63458 : 30
17688 -> 10193 : 22
0 -> 54261 : 2421
18319 -> 25543 : 8
24952 -> 73568 : 72
71875 -> 7618 : 1059
67298 -> 15916 : 95
77243 -> 40738 : 15
28736 -> 71645 : 12
32046 -> 60831 : 1
61330 -> 81966 : 188
23292 -> 53876 : 1
5677 -> 795 : 2
81282 -> 811 : 13
75243 -> 85174 : 38681
11840 -> 82042 : 2
99306 -> 95394 : 2122
75594 -> 8889 : 120
79396 -> 56786 : 6
8797 -> 99911 : 12
10675 -> 83473 : 1
84888 -> 76813 : 17
53012 -> 41891 : 1826
69559 -> 52520 : 347
47116 -> 19397 : 18
48197 -> 55677 : 254
76895 -> 19408 : 2
6851 -> 96591 : 3
3400 -> 91567 : 231
74239 -> 42704 : 1
16650 -> 91426 : 211
27549 -> 96870 : 36
14940 -> 21196 : 580
68600 -> 74520 : 1
73574 -> 87596 : 878
65515 -> 41149 : 4
82957 -> 78808 : 75
43767 -> 16171 : 282
82443 -> 88511 : 9
12441 -> 65479 : 3630
45452 -> 10110 : 9
46692 -> 22007 : 1
73383 -> 6940 : 30
64332 -> 90632 : 617
32979 -> 21129 : 55
16299 -> 8179 : 72
44344 -> 66717 : 1
91653 -> 11187 : 5
93326 -> 12268 : 2
76829 -> 33911 : 25
3935 -> 18351 : 99
97973 -> 79135 : 19
30212 -> 77381 : 26
23292 -> 99118 : 8
97189 -> 81745 : 8
61855 -> 21318 : 2
75243 -> 25636 : 215
35223 -> 37148 : 7
46944 -> 18374 : 1
40301 -> 85720 : 10657
54399 -> 30084 : 19
88511 -> 90828 : 5
2140 -> 56682 : 93
47576 -> 80119 : 35
44743 -> 71626 : 31
92826 -> 96594 : 297
68444 -> 55323 : 3
65730 -> 79288 : 29
95712 -> 9778 : 28
48536 -> 25069 : 4
78590 -> 29343 : 1
39590 -> 76318 : 1
11187 -> 40842 : 5
65479 -> 33213 : 1480
26313 -> 32467 : 4
65479 -> 51334 : 974
16758 -> 15295 : 1
91271 -> 48112 : 392
2711 -> 97776 : 384
58019 -> 47592 : 1
15756 -> 34400 : 17
73383 -> 93965 : 2
17715 -> 22864 : 357
74049 -> 36090 : 235
3400 -> 71499 : 66
10694 -> 13073 : 1
54220 -> 3181 : 137
68444 -> 58263 : 1
5619 -> 73600 : 14
54261 -> 81138 : 1830
74659 -> 30062 : 26
97053 -> 27271 : 16201
14553 -> 62313 : 1
35061 -> 33146 : 3
79135 -> 68371 : 18
92263 -> 75006 : 75
29343 -> 65282 : 1
10110 -> 17590 : 2
41149 -> 52464 : 2
71875 -> 2431 : 91
75006 -> 981 : 37
51651 -> 30358 : 9
22699 -> 23028 : 5
64332 -> 65978 : 4710
19516 -> 14807 : 89
51334 -> 78697 : 444
45539 -> 37098 : 1
21334 -> 83430 : 3
65978 -> 91820 : 2670
22864 -> 85395 : 240
53876 -> 2435 : 1
54475 -> 50977 : 1
94222 -> 65410 : 16
64005 -> 34779 : 1
15075 -> 57313 : 25
12441 -> 78870 : 777
22988 -> 68979 : 2
68371 -> 71238 : 2
27854 -> 24540 : 17
98421 -> 20354 : 1
96594 -> 629 : 7
76260 -> 51026 : 4
17574 -> 47331 : 1135
35328 -> 64275 : 14556
58263 -> 70558 : 1
14846 -> 42722 : 2
17554 -> 48395 : 16666
41149 -> 55443 : 2
39926 -> 97563 : 126
82042 -> 98446 : 2
78870 -> 47286 : 4
85395 -> 89721 : 149
25636 -> 3372 : 37
66936 -> 287 : 54
14777 -> 66332 : 2
19737 -> 19786 : 2
76895 -> 38728 : 3
93945 -> 79682 : 1
68535 -> 30469 : 6
97849 -> 15393 : 8979
14123 -> 89260 : 7586
88651 -> 83347 : 186
79396 -> 98243 : 1
74520 -> 71790 : 1
21186 -> 55292 : 1
75353 -> 99240 : 1
78962 -> 88094 : 1
15267 -> 65043 : 632
28929 -> 65685 : 28
47576 -> 85746 : 34
287 -> 34472 : 16
981 -> 48880 : 5
504 -> 95557 : 752
20775 -> 74282 : 1
47592 -> 51989 : 1
98519 -> 90925 : 12
82699 -> 16946 : 1
55443 -> 87786 : 2
65431 -> 85884 : 273
48250 -> 8043 : 15908
42722 -> 41703 : 2
39529 -> 5274 : 2289
34400 -> 94064 : 3
12352 -> 38895 : 1273
48395 -> 18786 : 15827
41703 -> 44794 : 2
13763 -> 73862 : 4
10397 -> 51450 : 4
52699 -> 74765 : 156
12352 -> 81904 : 1266
97189 -> 74772 : 5
64275 -> 24437 : 2032
77966 -> 44709 : 1
37018 -> 94915 : 223
25636 -> 87585 : 11
49610 -> 74292 : 2
95804 -> 87899 : 50
73383 -> 97406 : 1
56070 -> 3803 : 1
82600 -> 53385 : 1
25027 -> 99746 : 2
2431 -> 27668 : 18
56574 -> 52297 : 5700
38895 -> 86223 : 631
75243 -> 14827 : 6
94222 -> 44158 : 1
81282 -> 57733 : 12
24540 -> 54970 : 13
25069 -> 72966 : 3
94064 -> 54064 : 1
96870 -> 57649 : 20
15267 -> 72479 : 633
99504 -> 10827 : 10
74560 -> 99226 : 1
56682 -> 15608 : 10
56786 -> 56555 : 3
39618 -> 7947 : 1980
87596 -> 50563 : 7
48536 -> 560 : 26
65431 -> 72963 : 5
44158 -> 59335 : 1
43494 -> 69738 : 63
19922 -> 25486 : 1
81249 -> 26720 : 693
48112 -> 43173 : 149
84642 -> 87964 : 3
55485 -> 75025 : 16
38895 -> 87509 : 74
8179 -> 36142 : 15
25174 -> 34087 : 6
67612 -> 6799 : 1
88354 -> 71339 : 5
10247 -> 74331 : 1527
74772 -> 16784 : 5
87899 -> 87812 : 43
51989 -> 58100 : 1
99702 -> 2977 : 416
74659 -> 53921 : 6
47331 -> 43288 : 568
12268 -> 19875 : 1
51870 -> 85640 : 111
10694 -> 68029 : 11
10827 -> 29458 : 7
89721 -> 42117 : 111
71875 -> 6030 : 37
84642 -> 4942 : 1
59461 -> 73657 : 119
17574 -> 34699 : 933
9451 -> 95554 : 13
2005 -> 32142 : 47
45306 -> 28372 : 293
33066 -> 70777 : 6
34400 -> 96176 : 9
15916 -> 3524 : 85
16620 -> 36099 : 1097
84161 -> 71307 : 19
73574 -> 70552 : 269
33213 -> 24396 : 573
47578 -> 47496 : 137
29458 -> 95788 : 3
69461 -> 28371 : 45
44875 -> 8549 : 4
94977 -> 4686 : 1151
52464 -> 66559 : 1
44718 -> 62650 : 2
74049 -> 58953 : 48
14827 -> 92004 : 2
98243 -> 93051 : 1
4343 -> 10058 : 1
91567 -> 29539 : 225
64767 -> 40224 : 54
54399 -> 68329 : 4
16620 -> 37286 : 283
68029 -> 7678 : 10
76318 -> 73377 : 1
17481 -> 6017 : 3040
58953 -> 16877 : 11
64275 -> 64127 : 2326
71694 -> 93969 : 1
795 -> 83126 : 1
2365 -> 88664 : 1
28969 -> 1609 : 57
87786 -> 20700 : 1
28969 -> 80599 : 9
94910 -> 43235 : 34
80119 -> 96704 : 32
38895 -> 18976 : 551
43235 -> 90640 : 16
3181 -> 1308 : 2
97849 -> 3424 : 3555
65556 -> 13184 : 14
6073 -> 5957 : 420
78808 -> 64487 : 56
0 -> 29026 : 3279
65043 -> 5353 : 25
95170 -> 2215 : 73
84888 -> 83575 : 2
64127 -> 13785 : 1227
13629 -> 24894 : 5
26307 -> 69588 : 5
82443 -> 19903 : 43
24003 -> 57771 : 11
81068 -> 9710 : 2488
10397 -> 47999 : 1
37286 -> 126 : 48
16620 -> 84575 : 59
7552 -> 23751 : 1
17590 -> 44122 : 2
1330 -> 95162 : 36
71499 -> 28536 : 29
24220 -> 64516 : 1896
85884 -> 40141 : 254
34087 -> 89610 : 6
68329 -> 89444 : 3
77323 -> 35676 : 1
65978 -> 55409 : 1258
64275 -> 47477 : 5788
35638 -> 59754 : 43
78238 -> 44156 : 148
85746 -> 98547 : 23
77243 -> 67539 : 364
49502 -> 24519 : 98
91653 -> 28060 : 1
61502 -> 65897 : 14
55409 -> 6056 : 28
31555 -> 46401 : 783
2140 -> 93497 : 37
16946 -> 49321 : 1
35328 -> 15727 : 8365
50094 -> 70721 : 2
46276 -> 32421 : 5
51651 -> 76768 : 4
60686 -> 37394 : 1
52098 -> 23689 : 265
57649 -> 22393 : 18
91856 -> 45063 : 96
54261 -> 7576 : 2
21196 -> 2576 : 430
69211 -> 51380 : 1
66837 -> 12739 : 3027
25069 -> 54204 : 1
10623 -> 36207 : 2491
28371 -> 43530 : 43
5951 -> 5616 : 38
78697 -> 93418 : 340
11224 -> 80680 : 19
3372 -> 785 : 23
57916 -> 64745 : 180
44733 -> 71638 : 4
73655 -> 74568 : 3
35676 -> 78400 : 1
3400 -> 70548 : 4
90027 -> 79887 : 547
3920 -> 1988 : 1
15890 -> 76322 : 63
65685 -> 92747 : 13
51026 -> 45934 : 4
64354 -> 46118 : 91
95557 -> 31153 : 566
46276 -> 57250 : 5
14827 -> 5573 : 3
94064 -> 32353 : 2
55323 -> 86247 : 2
70650 -> 52831 : 14
13213 -> 82541 : 1063
52760 -> 72089 : 1
79887 -> 60607 : 16
85884 -> 64662 : 8
83885 -> 4868 : 1
13213 -> 72974 : 677
48197 -> 83792 : 5
42277 -> 39675 : 5
53481 -> 92229 : 121
5573 -> 49866 : 1
15139 -> 95904 : 22
66837 -> 76802 : 745
80599 -> 4123 : 2
51334 -> 54549 : 86
4686 -> 95867 : 247
40738 -> 46056 : 2
18319 -> 86112 : 4
51334 -> 31748 : 422
81249 -> 45159 : 2834
37018 -> 83668 : 1
93497 -> 17039 : 1
4686 -> 5454 : 807
48112 -> 30441 : 213
2787 -> 42980 : 146
85640 -> 72634 : 12
17481 -> 95830 : 1457
25174 -> 80284 : 2
94773 -> 2776 : 3
61729 -> 76916 : 178
73655 -> 46103 : 18
54549 -> 8264 : 76
94915 -> 81367 : 152
75353 -> 85093 : 1
95867 -> 47342 : 165
42277 -> 99749 : 5
24396 -> 37778 : 164
50094 -> 75429 : 1
58953 -> 54840 : 3
73574 -> 24668 : 124
85720 -> 82504 : 5020
48250 -> 83769 : 2256
51334 -> 30719 : 16
9486 -> 89115 : 144
66149 -> 12821 : 1
83769 -> 125 : 897
55677 -> 51085 : 186
52098 -> 35401 : 30
54204 -> 25866 : 1
94910 -> 58611 : 9
26981 -> 25312 : 33952
31748 -> 61863 : 289
95867 -> 59013 : 43
49502 -> 44333 : 15
64662 -> 82966 : 8
95804 -> 88373 : 4
76916 -> 46982 : 92
79396 -> 89581 : 1
95712 -> 8793 : 28
69461 -> 28283 : 45
26720 -> 88100 : 40
84888 -> 67567 : 1
22393 -> 5688 : 1
47477 -> 17531 : 2810
83668 -> 29961 : 1
58953 -> 39677 : 14
47342 -> 86698 : 13
72974 -> 60218 : 473
44709 -> 21494 : 1
51104 -> 11155 : 4
65431 -> 89527 : 2
1330 -> 41288 : 5
15139 -> 29829 : 70
38728 -> 89242 : 1
43392 -> 80469 : 1895
23292 -> 26992 : 5
67962 -> 16713 : 175
25276 -> 65285 : 96
93935 -> 16542 : 22649
76612 -> 94929 : 6
78808 -> 6278 : 5
61729 -> 89603 : 191
5573 -> 27713 : 2
72966 -> 75908 : 1
59774 -> 48615 : 1
57250 -> 78140 : 4
37778 -> 4257 : 114
57649 -> 22108 : 2
98446 -> 10757 : 1
66837 -> 9523 : 1686
81138 -> 85665 : 1768
74592 -> 13143 : 429
76802 -> 41089 : 476
81068 -> 92860 : 7030
70552 -> 95675 : 260
37286 -> 13668 : 14
12268 -> 63974 : 1
25211 -> 67063 : 101
35346 -> 50797 : 9
99226 -> 98197 : 1
87552 -> 5627 : 465
25276 -> 82124 : 30
59754 -> 9375 : 42
72634 -> 159 : 1
89721 -> 54029 : 10
45063 -> 73489 : 13
87596 -> 87316 : 741
82191 -> 58199 : 10
65675 -> 3557 : 52
92845 -> 15644 : 1
34472 -> 42548 : 9
65043 -> 55619 : 457
52760 -> 73162 : 1
88373 -> 11253 : 1
8549 -> 38489 : 4
87576 -> 22913 : 176
4343 -> 29415 : 1
16951 -> 43693 : 25
60831 -> 54747 : 1
12582 -> 8978 : 62
48880 -> 26202 : 4
6278 -> 98924 : 5
28060 -> 9753 : 1
17574 -> 27729 : 307
15727 -> 85429 : 8164
57733 -> 38553 : 6
1308 -> 50716 : 1
20354 -> 81278 : 1
38728 -> 89178 : 2
89581 -> 9003 : 1
35638 -> 85777 : 6
16784 -> 61843 : 4
17039 -> 90839 : 1
70777 -> 52539 : 5
98292 -> 22915 : 495
82756 -> 51423 : 2
37286 -> 9736 : 206
37286 -> 25396 : 4
21196 -> 54453 : 116
287 -> 39005 : 21
88100 -> 87134 : 25
37749 -> 10608 : 499
44875 -> 78177 : 1
22843 -> 9486 : 1
89260 -> 85978 : 1050
63494 -> 66947 : 2
57771 -> 75486 : 11
39590 -> 16802 : 1
75542 -> 9683 : 2
22393 -> 3085 : 10
93751 -> 42982 : 37
2787 -> 68979 : 4
32467 -> 71618 : 1
34472 -> 9233 : 2
25486 -> 40359 : 1
10608 -> 36481 : 423
74331 -> 82749 : 452
66559 -> 3509 : 1
79727 -> 88259 : 684
97563 -> 73000 : 80
74846 -> 44496 : 53
74568 -> 69975 : 3
62650 -> 77331 : 1
31153 -> 2036 : 226
89260 -> 72928 : 6177
59461 -> 60095 : 1
99911 -> 50205 : 8
59013 -> 57173 : 4
39529 -> 37100 : 660
21362 -> 7193 : 1
64332 -> 17113 : 552
84123 -> 87076 : 20
37778 -> 82054 : 6
61729 -> 32771 : 2
36207 -> 37792 : 1070
6799 -> 47498 : 1
71238 -> 70464 : 2
94915 -> 12563 : 6
88511 -> 44149 : 4
59335 -> 61806 : 1
13213 -> 38365 : 519
11191 -> 16529 : 3
4123 -> 53309 : 1
6940 -> 68666 : 11
85978 -> 91393 : 611
59461 -> 23599 : 9
159 -> 82209 : 1
10757 -> 1700 : 1
80469 -> 4056 : 699
1330 -> 9884 : 5
75908 -> 88838 : 1
2215 -> 81134 : 46
6073 -> 93284 : 5
2681 -> 78062 : 130
59013 -> 56565 : 28
89260 -> 44909 : 146
70721 -> 49405 : 2
55409 -> 54256 : 180
23028 -> 63663 : 4
24894 -> 89745 : 3
91856 -> 98568 : 51
69360 -> 3872 : 27
79727 -> 98822 : 1054
47331 -> 41158 : 197
82756 -> 93953 : 6
27729 -> 76216 : 120
9736 -> 68799 : 200
30719 -> 92428 : 16
30210 -> 34978 : 4
30084 -> 43734 : 13
50797 -> 1338 : 6
85997 -> 54872 : 292
25543 -> 92943 : 2
8797 -> 1572 : 1
34541 -> 90622 : 91
13668 -> 22095 : 9
82749 -> 73328 : 308
19397 -> 58831 : 14
87585 -> 99512 : 9
43173 -> 77499 : 144
19516 -> 97092 : 26
95394 -> 34216 : 1867
46944 -> 36129 : 4
0 -> 69265 : 23
92826 -> 88331 : 4
83885 -> 63041 : 1
18701 -> 60373 : 3041
50333 -> 56075 : 22
63663 -> 41779 : 2
15346 -> 12156 : 4
37286 -> 27031 : 9
15644 -> 95838 : 1
54064 -> 27788 : 1
5957 -> 77722 : 362
75355 -> 81265 : 1
80599 -> 96810 : 4
95804 -> 93328 : 1
90622 -> 21765 : 44
981 -> 83083 : 32
14940 -> 9798 : 1177
72262 -> 47482 : 57
47496 -> 13394 : 29
76768 -> 58849 : 4
25396 -> 41660 : 1
23073 -> 89790 : 130
43693 -> 64087 : 20
88331 -> 11832 : 3
89527 -> 71434 : 2
83430 -> 1192 : 3
89115 -> 39338 : 103
51380 -> 41020 : 1
87786 -> 60087 : 1
9753 -> 46689 : 1
60087 -> 17899 : 1
95394 -> 75344 : 212
1572 -> 36453 : 1
50797 -> 50253 : 1
