Sender -> Receiver: Amount
8992 -> 57880 : 2600
1868 -> 56679 : 10
17354 -> 69454 : 1
40841 -> 97934 : 6
98867 -> 10060 : 5
57491 -> 71712 : 23
45491 -> 7706 : 117
40542 -> 94804 : 30
14595 -> 96950 : 410
83659 -> 14441 : 12754
90162 -> 33069 : 554
61370 -> 67501 : 1
32513 -> 36550 : 1442
71198 -> 51569 : 1020
45333 -> 61157 : 29
54809 -> 46888 : 3648
1060 -> 5566 : 1709
94804 -> 88344 : 29
75112 -> 77856 : 2
21330 -> 17105 : 3
20913 -> 21881 : 200
18309 -> 2956 : 2
58057 -> 55669 : 1
35495 -> 38709 : 850
60702 -> 86327 : 6
8992 -> 33694 : 956
66631 -> 42103 : 1
33095 -> 93830 : 285
60702 -> 89151 : 137
70718 -> 3843 : 18
79398 -> 92330 : 1649
75112 -> 19822 : 2
71712 -> 95514 : 22
98080 -> 53824 : 60
30341 -> 27489 : 393
28824 -> 21791 : 321
8181 -> 40968 : 18
32513 -> 93130 : 208
74266 -> 80857 : 1990
7293 -> 42229 : 5597
48389 -> 93352 : 190
21669 -> 85170 : 35
49168 -> 35834 : 1
17769 -> 35628 : 1
57491 -> 88592 : 155
46888 -> 47759 : 3511
69454 -> 21693 : 1
57880 -> 62804 : 877
84270 -> 59773 : 139
6644 -> 82236 : 380
36465 -> 15263 : 2
82129 -> 22027 : 14713
45210 -> 41545 : 24
1060 -> 22559 : 63
21791 -> 26244 : 72
41295 -> 25711 : 1102
92330 -> 1200 : 875
45015 -> 6500 : 3
62824 -> 23230 : 372
11823 -> 66597 : 3013
94804 -> 63026 : 1
22027 -> 21419 : 12227
30865 -> 12096 : 30
68674 -> 600 : 102
66552 -> 29265 : 2387
37403 -> 42342 : 123
33548 -> 77830 : 167
90162 -> 88358 : 390
85170 -> 51246 : 27
90814 -> 25473 : 20
25308 -> 24461 : 21875
42748 -> 57038 : 195
81154 -> 65361 : 5
77709 -> 8677 : 64383
71712 -> 8624 : 1
89151 -> 97347 : 38
40478 -> 15704 : 252
68674 -> 40200 : 35
88344 -> 95038 : 18
45333 -> 57897 : 1
10771 -> 8795 : 1
22027 -> 58080 : 2242
7293 -> 16259 : 2721
42342 -> 30005 : 75
40478 -> 62 : 125
43307 -> 93240 : 450
51569 -> 48729 : 698
17169 -> 86301 : 2
8624 -> 16060 : 1
8181 -> 73348 : 15
66197 -> 88520 : 107
64305 -> 356 : 50
31981 -> 91186 : 8
18093 -> 69379 : 78
66960 -> 45614 : 3
14441 -> 27688 : 11984
67556 -> 42577 : 2923
37252 -> 61413 : 1
11823 -> 81819 : 4241
83452 -> 58917 : 6
21881 -> 35584 : 132
53824 -> 1642 : 26
1868 -> 42958 : 2
11437 -> 43044 : 15
57880 -> 94895 : 212
7670 -> 63219 : 1
86304 -> 29464 : 537
42748 -> 40835 : 310
64654 -> 55296 : 85
84270 -> 37225 : 5
99845 -> 21168 : 20
50280 -> 20244 : 8
4063 -> 65563 : 807
8038 -> 34890 : 193
8038 -> 31769 : 521
43044 -> 63554 : 14
37128 -> 96054 : 2
16259 -> 33389 : 2218
21419 -> 40002 : 6310
69379 -> 51540 : 19
53298 -> 39989 : 112
6765 -> 36828 : 1
25711 -> 54022 : 471
42150 -> 35361 : 11
45210 -> 23852 : 5
58686 -> 9352 : 65
67501 -> 19169 : 1
43307 -> 36125 : 16
42229 -> 67547 : 677
90570 -> 49708 : 1
37403 -> 89137 : 8
33548 -> 65491 : 248
54809 -> 38570 : 389
356 -> 30913 : 19
40200 -> 28847 : 13
64654 -> 30389 : 57
73285 -> 11677 : 3
97684 -> 43197 : 51
58686 -> 53216 : 4
22027 -> 4134 : 87
96054 -> 14428 : 2
88358 -> 80184 : 262
21419 -> 83481 : 154
7293 -> 30584 : 2881
96950 -> 81859 : 189
33069 -> 49450 : 95
10060 -> 72495 : 1
91029 -> 35035 : 3
65491 -> 7001 : 192
21881 -> 10728 : 50
38709 -> 25465 : 642
35361 -> 36742 : 2
1378 -> 47285 : 18
1060 -> 48976 : 361
80435 -> 50446 : 6639
37465 -> 47697 : 184
95514 -> 13271 : 5
80656 -> 71054 : 900
74266 -> 28557 : 1155
81907 -> 81591 : 25
64654 -> 61907 : 17
42342 -> 95975 : 41
11355 -> 64130 : 192
98779 -> 50459 : 4
61370 -> 9580 : 22
66552 -> 63932 : 246
29464 -> 91265 : 337
21669 -> 23225 : 1
32960 -> 69364 : 725
58686 -> 64223 : 1
66960 -> 89414 : 2
95462 -> 81731 : 71
11437 -> 94429 : 58
12096 -> 29769 : 7
37128 -> 82830 : 1
65257 -> 17333 : 1046
89414 -> 46560 : 2
18093 -> 4237 : 12
29265 -> 61101 : 264
37579 -> 15316 : 638
55202 -> 10990 : 651
33694 -> 67126 : 874
23230 -> 50710 : 210
97347 -> 17171 : 18
31769 -> 13780 : 133
30865 -> 15852 : 10
8677 -> 76481 : 43524
55669 -> 3950 : 1
17769 -> 28261 : 2
98079 -> 95544 : 2
42577 -> 38354 : 1620
8038 -> 58360 : 15
94429 -> 49925 : 23
79398 -> 9655 : 471
40002 -> 88211 : 975
41266 -> 52839 : 2
25308 -> 10662 : 344
19190 -> 9542 : 1
82664 -> 27564 : 811
29769 -> 72312 : 5
7001 -> 84951 : 32
19460 -> 63191 : 23
17333 -> 6967 : 565
68656 -> 86024 : 17
97934 -> 30167 : 3
80435 -> 32821 : 2110
45015 -> 43026 : 4
11355 -> 36922 : 54
80857 -> 45769 : 319
15316 -> 29789 : 380
99845 -> 97629 : 6
5433 -> 68737 : 37
99935 -> 98575 : 5422
10060 -> 253 : 3
42103 -> 61265 : 1
63932 -> 35212 : 65
42342 -> 97410 : 4
76481 -> 47017 : 3433
72854 -> 46469 : 41
61907 -> 41036 : 14
32513 -> 48492 : 28
72312 -> 90871 : 3
30865 -> 6909 : 2
2956 -> 70149 : 2
90162 -> 11277 : 40
37328 -> 33278 : 22
37579 -> 62900 : 58
10111 -> 53630 : 14039
27489 -> 10379 : 212
90871 -> 82786 : 1
24461 -> 47869 : 16739
88520 -> 90003 : 106
63144 -> 40927 : 2
64654 -> 31060 : 2
62900 -> 42753 : 5
356 -> 88960 : 11
88344 -> 72336 : 9
66631 -> 34297 : 3
45614 -> 94062 : 3
3485 -> 57034 : 1
32821 -> 25688 : 1743
64130 -> 36660 : 136
78411 -> 57223 : 12
82236 -> 31821 : 201
8992 -> 79548 : 925
9542 -> 67088 : 1
81267 -> 29065 : 161
23225 -> 14726 : 1
19822 -> 23976 : 2
35035 -> 78086 : 1
67126 -> 68991 : 46
33069 -> 6682 : 316
80411 -> 57103 : 7
45210 -> 4932 : 12
28557 -> 29462 : 182
50710 -> 43907 : 112
94062 -> 64352 : 1
30913 -> 14798 : 7
12096 -> 60666 : 21
31060 -> 6246 : 1
66631 -> 95884 : 1
35361 -> 43145 : 6
72495 -> 42223 : 1
21881 -> 7924 : 1
95884 -> 32008 : 1
45210 -> 61993 : 2
7293 -> 6633 : 3716
62824 -> 14348 : 272
95038 -> 42331 : 14
61413 -> 2513 : 1
49450 -> 39460 : 56
97629 -> 77981 : 6
33389 -> 47339 : 1349
29265 -> 31649 : 1854
42748 -> 63791 : 170
30865 -> 51510 : 3
65491 -> 76740 : 18
57897 -> 96521 : 1
81267 -> 56968 : 65
57038 -> 21822 : 5
62804 -> 94316 : 651
253 -> 21922 : 1
86304 -> 61165 : 28
61370 -> 60725 : 2
40170 -> 8933 : 27693
80411 -> 31430 : 4
80857 -> 44950 : 175
33548 -> 59991 : 213
81154 -> 29508 : 7
97710 -> 43742 : 68
77981 -> 59934 : 6
81907 -> 29869 : 7
40478 -> 46271 : 42
0 -> 51361 : 30481
74622 -> 38994 : 4
59773 -> 44047 : 18
59934 -> 43435 : 2
33548 -> 5581 : 146
42748 -> 59820 : 180
3485 -> 91439 : 2
45210 -> 10871 : 1
57223 -> 74949 : 1
58212 -> 19991 : 33
17105 -> 91447 : 3
77830 -> 19040 : 166
33389 -> 94813 : 645
23976 -> 57503 : 1
51569 -> 90400 : 140
35035 -> 65697 : 2
21791 -> 2887 : 159
39460 -> 73124 : 31
33095 -> 62191 : 35
14441 -> 17411 : 753
22078 -> 54826 : 2
15405 -> 34505 : 401
33106 -> 9778 : 1210
88211 -> 1092 : 288
14798 -> 19155 : 6
5743 -> 83205 : 4780
1378 -> 59797 : 30
36742 -> 14352 : 2
56968 -> 83087 : 45
5743 -> 57387 : 2013
29613 -> 20269 : 8
55296 -> 90183 : 33
23230 -> 89846 : 50
78086 -> 71611 : 1
19155 -> 62042 : 2
31769 -> 31606 : 160
5433 -> 70388 : 9
47043 -> 623 : 2
57387 -> 64132 : 38
5966 -> 68210 : 33
94429 -> 61427 : 32
38570 -> 57100 : 178
40200 -> 75220 : 9
1642 -> 34909 : 2
48389 -> 69368 : 168
55296 -> 96664 : 39
64949 -> 6635 : 2
52839 -> 7548 : 1
82236 -> 32210 : 156
49450 -> 43367 : 25
42342 -> 47526 : 2
55202 -> 74375 : 2284
33069 -> 49622 : 99
94062 -> 69916 : 1
61993 -> 71275 : 2
51361 -> 22163 : 14521
33106 -> 40929 : 73
41403 -> 57012 : 39
56968 -> 95433 : 7
17411 -> 32555 : 503
36660 -> 88258 : 40
17333 -> 24604 : 308
46469 -> 73359 : 25
35584 -> 13196 : 46
93830 -> 72667 : 40
51246 -> 77974 : 10
81154 -> 8222 : 3
57012 -> 14076 : 22
11355 -> 74613 : 13
40170 -> 62569 : 309
97410 -> 95851 : 4
94441 -> 63753 : 30
91439 -> 56449 : 1
17072 -> 3119 : 5
47697 -> 69945 : 140
27564 -> 69853 : 765
15316 -> 23952 : 23
43435 -> 559 : 2
60725 -> 17572 : 1
61370 -> 87957 : 2
59934 -> 22319 : 4
47759 -> 60572 : 836
14904 -> 84208 : 2
95514 -> 39595 : 13
60572 -> 81259 : 535
57100 -> 86178 : 149
6633 -> 62127 : 321
47869 -> 25136 : 15441
32821 -> 12171 : 46
74271 -> 21917 : 634
71054 -> 16359 : 18
1642 -> 70336 : 16
94316 -> 1565 : 311
71054 -> 18293 : 622
91029 -> 90394 : 1
22319 -> 96631 : 1
36922 -> 56892 : 29
1200 -> 79720 : 200
47650 -> 69594 : 57201
6909 -> 20596 : 2
35628 -> 8526 : 1
25688 -> 2810 : 109
40835 -> 61939 : 120
68991 -> 69524 : 7
90871 -> 63270 : 2
0 -> 79130 : 1114
63753 -> 89348 : 13
15405 -> 52589 : 301
82830 -> 26266 : 1
26266 -> 98522 : 1
88344 -> 95880 : 2
53298 -> 65026 : 1
73359 -> 37169 : 10
81259 -> 49858 : 141
91447 -> 82784 : 2
31821 -> 29581 : 166
71611 -> 18424 : 1
11355 -> 45015 : 1
30584 -> 55949 : 2312
73348 -> 82057 : 5
35495 -> 44841 : 36
98338 -> 48325 : 214
47285 -> 66123 : 16
49622 -> 4342 : 71
64132 -> 90137 : 35
12171 -> 79688 : 13
95514 -> 59574 : 2
94316 -> 95577 : 235
91265 -> 6842 : 289
66552 -> 38163 : 172
43367 -> 89549 : 14
66123 -> 74525 : 4
95880 -> 66870 : 1
29464 -> 51185 : 137
88520 -> 58224 : 1
78411 -> 6303 : 2
27489 -> 58688 : 38
33069 -> 32224 : 23
58212 -> 24080 : 13
48729 -> 91307 : 52
72336 -> 17947 : 1
81819 -> 92320 : 2354
31125 -> 48921 : 30
57100 -> 32956 : 10
74622 -> 15496 : 46
40641 -> 79308 : 24
48976 -> 37460 : 393
43026 -> 63224 : 4
8992 -> 43593 : 1954
18424 -> 97400 : 1
65026 -> 66710 : 1
356 -> 92375 : 11
57223 -> 67382 : 9
50710 -> 80038 : 14
15263 -> 88484 : 1
19460 -> 34848 : 30
75220 -> 14607 : 8
47339 -> 81534 : 607
96950 -> 46549 : 12
6635 -> 10536 : 1
90394 -> 87912 : 1
32821 -> 57169 : 10
30341 -> 94681 : 67
64352 -> 31849 : 1
40200 -> 36031 : 12
4134 -> 69825 : 19
90183 -> 14742 : 23
36922 -> 30448 : 11
71275 -> 962 : 1
40170 -> 45194 : 204
63791 -> 40521 : 54
54809 -> 66812 : 7
70718 -> 11087 : 19
2810 -> 27394 : 73
90183 -> 11471 : 9
57425 -> 73882 : 1043
13196 -> 27154 : 19
49168 -> 18066 : 2
87841 -> 33612 : 189
35212 -> 68645 : 43
73124 -> 75628 : 15
89137 -> 57528 : 4
47759 -> 32779 : 1809
60702 -> 60627 : 145
65491 -> 63788 : 31
20817 -> 84607 : 7
61370 -> 37806 : 1
69916 -> 57337 : 1
43197 -> 13031 : 46
63191 -> 12396 : 13
15316 -> 38267 : 132
58080 -> 68929 : 1642
58688 -> 62422 : 6
29613 -> 62221 : 1
29581 -> 74676 : 47
53824 -> 45659 : 31
95880 -> 24152 : 1
36550 -> 55447 : 798
46888 -> 47580 : 63
10662 -> 21537 : 191
1642 -> 65900 : 1
54809 -> 81661 : 6
70718 -> 63279 : 133
71275 -> 3843 : 1
95433 -> 6666 : 5
49622 -> 564 : 25
80656 -> 59229 : 29
20913 -> 33931 : 3329
73882 -> 27744 : 652
57100 -> 30416 : 18
91265 -> 8828 : 3
6967 -> 45589 : 516
21537 -> 44857 : 132
94813 -> 99951 : 453
73359 -> 86889 : 14
19991 -> 2581 : 6
21917 -> 7985 : 216
62765 -> 9945 : 25
4134 -> 10630 : 12
35361 -> 56618 : 2
57034 -> 36138 : 1
13271 -> 79277 : 4
24080 -> 11246 : 11
43145 -> 97324 : 2
42331 -> 40077 : 14
35212 -> 66616 : 18
99935 -> 3011 : 799
77830 -> 61455 : 1
14607 -> 14395 : 1
32555 -> 33724 : 152
6644 -> 10334 : 27
59773 -> 31388 : 77
55447 -> 78282 : 564
86024 -> 55373 : 17
91307 -> 23838 : 14
28557 -> 90676 : 544
95544 -> 51359 : 2
94062 -> 4204 : 1
85170 -> 97101 : 2
99951 -> 50414 : 6
47697 -> 80189 : 27
15852 -> 19537 : 8
34699 -> 69104 : 49
40929 -> 49259 : 16
20913 -> 2353 : 1706
97710 -> 12155 : 14
79308 -> 95119 : 14
34909 -> 35350 : 1
40542 -> 45238 : 28
7670 -> 93559 : 2
73348 -> 87109 : 1
65968 -> 1358 : 214
96664 -> 88363 : 33
15263 -> 77432 : 1
51510 -> 15289 : 1
27688 -> 55729 : 9206
38570 -> 97988 : 54
40968 -> 64010 : 12
8795 -> 18340 : 1
20596 -> 2442 : 1
7985 -> 71087 : 160
56968 -> 63713 : 2
55949 -> 5569 : 1054
24080 -> 94233 : 2
3119 -> 6083 : 1
57387 -> 64874 : 1273
10662 -> 19785 : 123
66197 -> 92690 : 993
61074 -> 64047 : 19473
88240 -> 16217 : 14
18066 -> 20034 : 2
58212 -> 64455 : 1
37328 -> 17197 : 5
50414 -> 57364 : 4
23838 -> 74431 : 11
46469 -> 14343 : 16
37225 -> 62156 : 4
59229 -> 37592 : 18
27744 -> 93992 : 572
24461 -> 3481 : 3227
623 -> 26247 : 1
60702 -> 26364 : 45
73124 -> 84227 : 5
44047 -> 36682 : 18
62824 -> 99388 : 86
62127 -> 59139 : 140
95119 -> 62967 : 4
59229 -> 23533 : 6
93352 -> 27779 : 38
86178 -> 1950 : 1
3950 -> 51204 : 1
46888 -> 14633 : 32
62569 -> 63634 : 2
10334 -> 46336 : 3
9778 -> 59515 : 134
2353 -> 49384 : 432
64874 -> 93003 : 964
58868 -> 48926 : 1001
63713 -> 30591 : 2
18340 -> 67469 : 1
19155 -> 90035 : 3
25465 -> 12645 : 455
98079 -> 33858 : 1
81907 -> 25638 : 2
29065 -> 97734 : 11
47545 -> 79560 : 12
74271 -> 63201 : 1110
18293 -> 72760 : 329
67547 -> 1359 : 298
84227 -> 47000 : 4
95038 -> 24024 : 3
82236 -> 39286 : 10
88358 -> 58884 : 127
50446 -> 17016 : 1472
40835 -> 12055 : 51
10990 -> 22931 : 505
25136 -> 70607 : 12465
81859 -> 50281 : 116
58212 -> 74158 : 2
77974 -> 42443 : 7
25136 -> 45587 : 2822
36031 -> 9919 : 10
36660 -> 8850 : 23
11277 -> 54700 : 14
63270 -> 88329 : 2
62156 -> 68122 : 1
70336 -> 27999 : 6
31821 -> 43774 : 30
3485 -> 64194 : 3
21330 -> 7458 : 3
36828 -> 68158 : 1
19991 -> 55342 : 15
1565 -> 45466 : 244
93830 -> 41220 : 220
40927 -> 5641 : 2
5649 -> 26311 : 5609
7293 -> 48956 : 487
75628 -> 54450 : 8
17522 -> 22402 : 2841
63634 -> 58438 : 2
16060 -> 76453 : 1
65900 -> 91146 : 1
68991 -> 32021 : 27
26244 -> 17615 : 57
90183 -> 88387 : 1
81534 -> 75727 : 129
48976 -> 1538 : 215
17197 -> 27984 : 2
33389 -> 30008 : 210
14798 -> 59949 : 1
4333 -> 83262 : 308
37639 -> 74293 : 24
9945 -> 79364 : 18
25711 -> 52226 : 61
64874 -> 19241 : 151
49708 -> 4207 : 1
14441 -> 1208 : 5
72312 -> 68844 : 2
16259 -> 33017 : 411
23230 -> 50433 : 11
94681 -> 50501 : 2
69802 -> 54988 : 72
9945 -> 86858 : 2
58080 -> 7765 : 513
40841 -> 37972 : 9
12055 -> 11204 : 47
67469 -> 44039 : 1
30591 -> 32503 : 2
98522 -> 21653 : 1
41295 -> 96070 : 7
62804 -> 84995 : 34
79720 -> 37335 : 33
17197 -> 46900 : 3
4063 -> 70679 : 1188
66710 -> 85054 : 1
51204 -> 17292 : 1
36138 -> 86338 : 1
96664 -> 92580 : 1
10536 -> 82425 : 1
8526 -> 60181 : 1
96521 -> 85294 : 1
50280 -> 34033 : 1
63279 -> 14327 : 40
74622 -> 91954 : 31
1642 -> 19037 : 1
25136 -> 66479 : 63
97400 -> 88013 : 1
12396 -> 86605 : 8
37972 -> 79185 : 6
64223 -> 15697 : 1
33694 -> 30700 : 55
62804 -> 77372 : 41
2513 -> 60948 : 1
62900 -> 62204 : 16
62127 -> 4604 : 50
17947 -> 63855 : 1
22559 -> 39264 : 2
27394 -> 49211 : 7
87109 -> 67813 : 1
57491 -> 88862 : 45
81591 -> 95566 : 13
72418 -> 21985 : 2892
55447 -> 10678 : 122
89291 -> 78977 : 11
64194 -> 88862 : 3
70607 -> 37271 : 8911
60620 -> 80168 : 853
58360 -> 88328 : 9
66552 -> 26734 : 85
19169 -> 42140 : 1
34505 -> 10248 : 153
88592 -> 79447 : 155
97101 -> 58013 : 2
95392 -> 49529 : 2104
14428 -> 95575 : 1
89846 -> 77395 : 49
59229 -> 35168 : 1
89348 -> 51555 : 8
57880 -> 21805 : 454
21537 -> 48967 : 2
56892 -> 40194 : 15
83262 -> 14981 : 164
74431 -> 49171 : 4
11204 -> 96185 : 42
35361 -> 66843 : 1
43774 -> 89083 : 27
64874 -> 59185 : 32
53630 -> 34503 : 12593
91954 -> 16497 : 7
84270 -> 93203 : 4
80435 -> 65097 : 1582
48492 -> 45236 : 21
80038 -> 80100 : 13
62156 -> 15629 : 2
30700 -> 99633 : 28
69825 -> 5655 : 7
30167 -> 34437 : 2
97324 -> 22690 : 2
49168 -> 48505 : 1
43197 -> 72704 : 4
88329 -> 98263 : 1
91146 -> 6478 : 1
74949 -> 83657 : 1
36922 -> 46776 : 10
48492 -> 42360 : 3
32513 -> 41367 : 97
60572 -> 34964 : 262
22559 -> 82122 : 19
43367 -> 76139 : 4
65097 -> 99794 : 577
39460 -> 80264 : 25
72704 -> 37210 : 1
41295 -> 56042 : 63
33931 -> 35075 : 1925
51359 -> 56938 : 2
59185 -> 94674 : 10
21693 -> 35550 : 1
40542 -> 75251 : 4
51185 -> 6472 : 46
56618 -> 72458 : 2
82236 -> 44583 : 10
47580 -> 87414 : 15
73124 -> 75314 : 7
95566 -> 88969 : 6
20817 -> 33523 : 2
61939 -> 42414 : 116
94681 -> 99544 : 11
95575 -> 24391 : 1
62569 -> 88301 : 274
31125 -> 62273 : 1
58438 -> 73575 : 2
84214 -> 87451 : 383
29789 -> 85043 : 130
3011 -> 93976 : 753
93203 -> 40048 : 3
70336 -> 13895 : 3
73348 -> 27404 : 1
29769 -> 27452 : 2
14981 -> 64633 : 24
88258 -> 88232 : 30
45015 -> 67369 : 10
47650 -> 50189 : 204972
13271 -> 35676 : 1
98779 -> 62621 : 5
60666 -> 48878 : 8
95462 -> 15481 : 53
92320 -> 75974 : 306
90162 -> 75389 : 53
81731 -> 21421 : 1
98575 -> 40971 : 288
82057 -> 82444 : 2
53824 -> 35726 : 1
600 -> 54123 : 2
52589 -> 33510 : 67
49858 -> 78635 : 72
1565 -> 3398 : 58
95433 -> 34709 : 2
23952 -> 87115 : 10
75628 -> 4236 : 3
62 -> 44258 : 75
77622 -> 5674 : 4817
45466 -> 57986 : 218
64654 -> 66202 : 1
53630 -> 24398 : 262
57491 -> 68055 : 39
9945 -> 69820 : 5
80100 -> 84124 : 8
87912 -> 30459 : 1
2882 -> 13051 : 527
10060 -> 23022 : 1
45466 -> 76719 : 18
69364 -> 56067 : 355
88387 -> 45276 : 1
21922 -> 52863 : 1
5966 -> 86593 : 9
61939 -> 18489 : 1
1642 -> 94115 : 6
54123 -> 31697 : 1
62156 -> 18872 : 1
98080 -> 42601 : 87
89549 -> 3371 : 9
40128 -> 23113 : 1899
15629 -> 78402 : 1
73575 -> 51655 : 1
14076 -> 43290 : 11
19037 -> 66622 : 1
57223 -> 7396 : 1
8565 -> 43544 : 126
72458 -> 47355 : 1
52881 -> 8783 : 4132
70679 -> 94260 : 638
33724 -> 13829 : 33
80184 -> 65152 : 220
21822 -> 13846 : 4
21917 -> 91694 : 364
93992 -> 63508 : 441
13051 -> 28738 : 273
7706 -> 57570 : 74
1565 -> 73039 : 9
61101 -> 74292 : 175
33523 -> 51466 : 2
37460 -> 41199 : 229
63554 -> 7798 : 13
90676 -> 44662 : 120
11277 -> 64230 : 23
79308 -> 58340 : 5
49450 -> 44916 : 3
24398 -> 9417 : 19
27688 -> 81142 : 1755
82129 -> 18791 : 820
13036 -> 54970 : 2
16359 -> 61231 : 9
21330 -> 46372 : 1
61455 -> 34843 : 1
62191 -> 20456 : 25
94681 -> 30282 : 50
74266 -> 49608 : 5151
34843 -> 69189 : 1
11204 -> 12803 : 5
40521 -> 76680 : 51
1359 -> 51221 : 170
40478 -> 32044 : 94
63554 -> 7450 : 1
24391 -> 24386 : 1
11087 -> 49696 : 18
41036 -> 46446 : 5
7706 -> 64683 : 10
60702 -> 95121 : 49
67423 -> 39928 : 4
