Sender -> Receiver: Amount
419 -> 262 : 350
202 -> 72 : 202
58 -> 569 : 4
461 -> 887 : 145
338 -> 774 : 31
555 -> 469 : 12
321 -> 982 : 5
803 -> 527 : 1
174 -> 841 : 129
403 -> 21 : 5
29 -> 369 : 1
255 -> 230 : 73
198 -> 646 : 1
713 -> 539 : 7
584 -> 531 : 2662
399 -> 913 : 35
545 -> 879 : 5183
567 -> 738 : 17335
89 -> 772 : 28
637 -> 65 : 2
261 -> 506 : 3525
28 -> 233 : 3
766 -> 75 : 26
387 -> 982 : 2829
671 -> 537 : 1421
555 -> 222 : 55
469 -> 306 : 5
584 -> 750 : 230
18 -> 705 : 474
413 -> 138 : 104
230 -> 169 : 33
774 -> 0 : 24
51 -> 196 : 69
891 -> 368 : 2
408 -> 600 : 517
679 -> 664 : 28
264 -> 932 : 1
185 -> 290 : 25
695 -> 565 : 17284
304 -> 187 : 1
584 -> 270 : 21
993 -> 970 : 292
607 -> 32 : 3
679 -> 698 : 7
750 -> 671 : 178
222 -> 253 : 22
553 -> 719 : 10
501 -> 963 : 3
375 -> 492 : 92
860 -> 44 : 33
553 -> 771 : 5
283 -> 158 : 3
196 -> 114 : 58
600 -> 660 : 198
191 -> 379 : 7
85 -> 318 : 26
836 -> 398 : 36
174 -> 442 : 27
695 -> 933 : 12436
0 -> 431 : 21
938 -> 986 : 558
261 -> 781 : 9938
261 -> 1 : 2278
233 -> 476 : 1
290 -> 364 : 8
517 -> 75 : 13
982 -> 826 : 1024
119 -> 505 : 112
569 -> 448 : 2589
759 -> 847 : 11
738 -> 959 : 13371
719 -> 310 : 6
915 -> 409 : 246
731 -> 277 : 941
860 -> 145 : 5
843 -> 866 : 12
408 -> 821 : 577
507 -> 503 : 16
537 -> 984 : 429
982 -> 491 : 540
255 -> 227 : 167
248 -> 736 : 2658
413 -> 997 : 24
506 -> 264 : 3788
736 -> 83 : 2429
298 -> 546 : 95
731 -> 428 : 1672
72 -> 264 : 202
851 -> 634 : 6
570 -> 190 : 137
191 -> 211 : 4
938 -> 361 : 15
996 -> 217 : 36
836 -> 566 : 5
310 -> 727 : 6
234 -> 327 : 142
85 -> 478 : 3
298 -> 607 : 31
318 -> 139 : 24
973 -> 426 : 24
887 -> 562 : 141
364 -> 377 : 1
1 -> 797 : 227
37 -> 347 : 34
85 -> 284 : 4
708 -> 21 : 15
203 -> 70 : 445
558 -> 523 : 1
759 -> 296 : 22
294 -> 588 : 201
924 -> 750 : 2
652 -> 289 : 539
887 -> 121 : 9
745 -> 313 : 3812
85 -> 134 : 8
781 -> 400 : 9137
517 -> 903 : 152
959 -> 66 : 5716
887 -> 964 : 4
826 -> 267 : 457
903 -> 120 : 47
442 -> 828 : 20
982 -> 283 : 175
187 -> 444 : 1
973 -> 223 : 7
660 -> 641 : 27
253 -> 300 : 9
428 -> 674 : 1141
932 -> 711 : 1
973 -> 987 : 1
843 -> 412 : 2
933 -> 595 : 3810
501 -> 354 : 3
993 -> 378 : 18
595 -> 32 : 236
384 -> 889 : 565
569 -> 402 : 17708
797 -> 314 : 24367
144 -> 713 : 134
569 -> 914 : 9622
377 -> 360 : 1
134 -> 956 : 2293
384 -> 60 : 736
51 -> 328 : 5
139 -> 71 : 13
245 -> 550 : 3017
185 -> 597 : 7
641 -> 557 : 16
177 -> 217 : 6
1 -> 480 : 928
448 -> 116 : 831
174 -> 716 : 9
960 -> 659 : 35
505 -> 796 : 110
222 -> 651 : 3
738 -> 99 : 1096
670 -> 445 : 35
408 -> 208 : 190
695 -> 717 : 1685
914 -> 625 : 7688
600 -> 295 : 125
518 -> 922 : 44
245 -> 902 : 2014
189 -> 153 : 22
413 -> 146 : 254
181 -> 677 : 52307
136 -> 125 : 34
318 -> 716 : 1
652 -> 148 : 1480
476 -> 18 : 1
139 -> 220 : 10
822 -> 147 : 406
851 -> 955 : 7
313 -> 103 : 160
729 -> 835 : 51
148 -> 943 : 360
347 -> 598 : 29
28 -> 845 : 7
572 -> 978 : 3
412 -> 574 : 1
993 -> 92 : 76
361 -> 522 : 9
506 -> 930 : 40206
822 -> 844 : 491
125 -> 855 : 19
139 -> 717 : 1
293 -> 243 : 4176
555 -> 45 : 11
426 -> 3 : 21
361 -> 703 : 2
145 -> 693 : 4
595 -> 604 : 3544
800 -> 254 : 4752
474 -> 936 : 16
190 -> 960 : 46
899 -> 574 : 142
186 -> 953 : 88
136 -> 430 : 26
913 -> 127 : 24
213 -> 648 : 2
478 -> 550 : 1
442 -> 985 : 7
553 -> 760 : 4
672 -> 314 : 1498
984 -> 229 : 3770
956 -> 505 : 135
625 -> 194 : 188
477 -> 86 : 2350
45 -> 117 : 1
136 -> 733 : 10
230 -> 940 : 20
67 -> 906 : 18
506 -> 878 : 3609
943 -> 397 : 341
134 -> 934 : 4341
185 -> 596 : 1
138 -> 602 : 47
22 -> 163 : 4
354 -> 422 : 3
930 -> 664 : 32716
745 -> 842 : 1310
70 -> 151 : 154
295 -> 813 : 68
722 -> 282 : 11
702 -> 494 : 28
203 -> 803 : 706
697 -> 507 : 62
993 -> 897 : 14
1 -> 602 : 117
944 -> 537 : 112652
555 -> 465 : 78
537 -> 354 : 19718
402 -> 571 : 8966
234 -> 299 : 356
174 -> 709 : 61
117 -> 805 : 1
596 -> 485 : 1
986 -> 285 : 501
186 -> 606 : 143
507 -> 514 : 118
813 -> 4 : 12
812 -> 18 : 185
113 -> 992 : 6
392 -> 382 : 6
889 -> 326 : 496
527 -> 435 : 1
546 -> 800 : 70
934 -> 867 : 3406
584 -> 243 : 19
902 -> 827 : 262
868 -> 120 : 116
409 -> 812 : 206
51 -> 283 : 2
414 -> 638 : 593
492 -> 599 : 47
222 -> 676 : 5
620 -> 809 : 70
474 -> 6 : 28
847 -> 297 : 5
158 -> 293 : 1
827 -> 275 : 593
885 -> 597 : 493
769 -> 244 : 3
914 -> 331 : 339
992 -> 418 : 98
416 -> 969 : 1
953 -> 104 : 85
634 -> 975 : 2
716 -> 377 : 6
677 -> 919 : 17727
163 -> 950 : 2
300 -> 330 : 7
828 -> 26 : 49
354 -> 338 : 7427
22 -> 13 : 1
445 -> 808 : 34
545 -> 859 : 4111
984 -> 544 : 44
963 -> 535 : 2
571 -> 909 : 7547
286 -> 61 : 2
944 -> 474 : 14112
835 -> 654 : 33
58 -> 291 : 5
155 -> 116 : 1
66 -> 641 : 740
750 -> 585 : 39
602 -> 988 : 137
826 -> 972 : 277
944 -> 373 : 682
760 -> 749 : 4
127 -> 286 : 23
6 -> 253 : 5
88 -> 629 : 2
781 -> 462 : 774
847 -> 924 : 4
812 -> 958 : 1674
978 -> 602 : 2
531 -> 267 : 2492
253 -> 593 : 9
960 -> 23 : 12
70 -> 485 : 244
922 -> 527 : 19
153 -> 273 : 20
190 -> 213 : 8
338 -> 2 : 7281
526 -> 140 : 47
478 -> 490 : 1
827 -> 565 : 283
120 -> 44 : 97
217 -> 287 : 14539
771 -> 998 : 17
584 -> 629 : 6
813 -> 87 : 51
826 -> 712 : 170
708 -> 15 : 33
203 -> 146 : 510
897 -> 173 : 12
461 -> 90 : 136
223 -> 906 : 61086
674 -> 788 : 998
67 -> 74 : 11
654 -> 706 : 8
698 -> 761 : 1
3 -> 201 : 14
761 -> 301 : 1
571 -> 214 : 110
729 -> 827 : 3
382 -> 191 : 905
58 -> 587 : 2
44 -> 160 : 123
958 -> 946 : 228
66 -> 138 : 4007
853 -> 550 : 5
384 -> 28 : 363
602 -> 273 : 20
866 -> 245 : 2
185 -> 468 : 2
65 -> 9 : 2
170 -> 631 : 71
244 -> 387 : 2
118 -> 934 : 53
138 -> 495 : 3566
174 -> 626 : 1
364 -> 969 : 6
695 -> 59 : 2204
3 -> 263 : 1
421 -> 977 : 43
4 -> 779 : 5
585 -> 793 : 31
539 -> 106 : 6
906 -> 801 : 57709
553 -> 272 : 18
37 -> 15 : 23
711 -> 223 : 1
713 -> 456 : 59
422 -> 242 : 16
648 -> 234 : 2
243 -> 392 : 3649
297 -> 581 : 5
970 -> 28 : 144
606 -> 158 : 37
972 -> 103 : 244
114 -> 100 : 23
291 -> 45 : 1
190 -> 471 : 3
289 -> 806 : 436
170 -> 975 : 14
36 -> 378 : 9
23 -> 930 : 8
214 -> 769 : 57
410 -> 496 : 13134
248 -> 675 : 1498
745 -> 373 : 957
934 -> 668 : 720
745 -> 769 : 19
134 -> 701 : 150
202 -> 841 : 13
705 -> 439 : 233
546 -> 33 : 16
955 -> 822 : 6
972 -> 773 : 6
607 -> 135 : 25
915 -> 474 : 951
826 -> 801 : 112
953 -> 818 : 2
705 -> 168 : 7
277 -> 5 : 750
581 -> 540 : 3
174 -> 229 : 1
946 -> 597 : 142
831 -> 34 : 113
781 -> 545 : 12
629 -> 258 : 28
940 -> 786 : 6
544 -> 652 : 40
773 -> 604 : 406
75 -> 497 : 25
392 -> 506 : 3199
282 -> 692 : 2
298 -> 15 : 29
801 -> 331 : 46846
277 -> 727 : 129
518 -> 627 : 1
33 -> 843 : 1
399 -> 40 : 1
421 -> 823 : 10
253 -> 644 : 1
158 -> 636 : 27
860 -> 631 : 3
503 -> 757 : 3
935 -> 154 : 143
32 -> 91 : 67
745 -> 718 : 4
337 -> 994 : 191
492 -> 753 : 39
560 -> 291 : 1
160 -> 441 : 107
987 -> 825 : 1
634 -> 987 : 2
930 -> 381 : 4238
104 -> 197 : 67
934 -> 147 : 191
955 -> 686 : 1
347 -> 570 : 1
806 -> 52 : 14
973 -> 599 : 1
701 -> 189 : 136
148 -> 800 : 927
364 -> 912 : 1
208 -> 878 : 54
935 -> 115 : 25
677 -> 923 : 30481
821 -> 25 : 482
698 -> 701 : 6
398 -> 565 : 30
812 -> 959 : 257
808 -> 74 : 1
562 -> 873 : 58
570 -> 872 : 9
902 -> 88 : 338
997 -> 268 : 19
527 -> 938 : 11
173 -> 839 : 8
146 -> 118 : 14
677 -> 243 : 2116
114 -> 186 : 10
697 -> 924 : 38
441 -> 438 : 2
774 -> 904 : 2
686 -> 265 : 1
518 -> 978 : 9
198 -> 985 : 13
938 -> 702 : 30
347 -> 193 : 2
766 -> 646 : 7
294 -> 91 : 1464
925 -> 693 : 7
233 -> 676 : 2
919 -> 290 : 5822
539 -> 602 : 1
593 -> 84 : 3
670 -> 947 : 21
843 -> 270 : 1
116 -> 570 : 717
22 -> 187 : 1
198 -> 306 : 5
441 -> 876 : 14
467 -> 586 : 775
822 -> 678 : 30
978 -> 501 : 9
813 -> 692 : 1
265 -> 436 : 1
828 -> 739 : 12
244 -> 412 : 1
227 -> 355 : 58
972 -> 976 : 13
644 -> 280 : 1
924 -> 629 : 18
121 -> 800 : 4
977 -> 789 : 14
85 -> 847 : 2
947 -> 77 : 13
445 -> 837 : 1
570 -> 27 : 494
6 -> 70 : 21
774 -> 890 : 1
1 -> 939 : 69
977 -> 316 : 16
379 -> 644 : 3
413 -> 65 : 13
731 -> 527 : 4938
277 -> 318 : 34
565 -> 798 : 1987
377 -> 750 : 2
940 -> 129 : 13
418 -> 128 : 125
261 -> 543 : 43
997 -> 913 : 3
546 -> 20 : 9
798 -> 204 : 642
412 -> 586 : 2
444 -> 543 : 1
557 -> 987 : 5
268 -> 612 : 11
560 -> 75 : 2
243 -> 413 : 896
294 -> 157 : 153
693 -> 853 : 11
562 -> 818 : 36
33 -> 441 : 10
40 -> 149 : 24
672 -> 424 : 1428
254 -> 947 : 2685
809 -> 240 : 60
803 -> 513 : 125
272 -> 956 : 1
28 -> 65 : 53
3 -> 265 : 4
136 -> 106 : 1
557 -> 294 : 8
140 -> 562 : 43
996 -> 279 : 1
978 -> 134 : 1
498 -> 935 : 4
963 -> 889 : 1
651 -> 162 : 2
129 -> 426 : 10
514 -> 31 : 88
557 -> 659 : 2
749 -> 337 : 4
970 -> 210 : 54
204 -> 796 : 130
118 -> 443 : 14
428 -> 69 : 366
586 -> 782 : 411
191 -> 976 : 397
34 -> 263 : 101
136 -> 146 : 1
34 -> 541 : 10
295 -> 231 : 1
71 -> 984 : 13
84 -> 514 : 1
31 -> 192 : 14
119 -> 678 : 35
944 -> 484 : 6893
976 -> 234 : 359
522 -> 204 : 47
985 -> 939 : 6
906 -> 531 : 802
295 -> 405 : 31
535 -> 916 : 2
467 -> 16 : 6
157 -> 936 : 50
242 -> 348 : 15
361 -> 605 : 2
652 -> 743 : 1737
987 -> 30 : 5
876 -> 816 : 11
103 -> 216 : 35
84 -> 444 : 1
316 -> 59 : 8
99 -> 514 : 148
277 -> 755 : 22
793 -> 697 : 6
695 -> 418 : 6526
719 -> 20 : 3
20 -> 664 : 1
194 -> 227 : 131
736 -> 47 : 133
293 -> 692 : 2271
286 -> 491 : 4
532 -> 679 : 3180
769 -> 895 : 74
148 -> 55 : 7
148 -> 813 : 170
943 -> 412 : 4
421 -> 606 : 3
421 -> 561 : 4
119 -> 925 : 25
757 -> 475 : 2
889 -> 39 : 25
972 -> 441 : 3
773 -> 54 : 75
712 -> 838 : 158
838 -> 693 : 131
61 -> 922 : 2
597 -> 942 : 350
168 -> 73 : 1
634 -> 731 : 1
484 -> 417 : 423
972 -> 824 : 3
736 -> 521 : 18
964 -> 951 : 2
876 -> 536 : 2
263 -> 196 : 49
574 -> 204 : 103
253 -> 620 : 6
328 -> 551 : 4
994 -> 545 : 160
670 -> 334 : 31
956 -> 630 : 1374
326 -> 202 : 329
595 -> 465 : 25
672 -> 632 : 210
354 -> 970 : 12236
585 -> 312 : 5
782 -> 389 : 94
722 -> 425 : 9
116 -> 307 : 70
660 -> 206 : 72
286 -> 251 : 14
676 -> 256 : 5
419 -> 753 : 364
313 -> 40 : 945
375 -> 151 : 19
52 -> 604 : 3006
414 -> 293 : 958
907 -> 98 : 7
355 -> 333 : 23
987 -> 859 : 1
759 -> 380 : 5
213 -> 946 : 2
531 -> 898 : 116
37 -> 500 : 28
907 -> 316 : 8
229 -> 753 : 286
630 -> 769 : 195
860 -> 861 : 1
443 -> 534 : 9
494 -> 423 : 13
855 -> 984 : 8
545 -> 599 : 78
599 -> 16 : 15
251 -> 320 : 3
18 -> 900 : 741
939 -> 512 : 20
253 -> 780 : 2
88 -> 868 : 325
377 -> 15 : 4
399 -> 807 : 1
115 -> 549 : 7
598 -> 97 : 10
228 -> 56 : 64
806 -> 738 : 59
632 -> 96 : 47
187 -> 112 : 1
496 -> 887 : 9024
330 -> 530 : 3
693 -> 186 : 83
831 -> 15 : 12
13 -> 660 : 1
37 -> 566 : 15
808 -> 103 : 32
985 -> 810 : 7
835 -> 898 : 8
3 -> 949 : 1
75 -> 215 : 11
146 -> 408 : 639
204 -> 826 : 196
651 -> 778 : 1
203 -> 426 : 513
145 -> 896 : 1
42 -> 885 : 1
312 -> 797 : 5
675 -> 742 : 1076
586 -> 702 : 97
267 -> 702 : 1056
824 -> 928 : 3
42 -> 740 : 1
964 -> 625 : 1
97 -> 373 : 4
823 -> 761 : 3
500 -> 191 : 16
475 -> 392 : 2
701 -> 255 : 1
147 -> 997 : 449
430 -> 182 : 27
104 -> 604 : 7
807 -> 166 : 1
283 -> 960 : 66
671 -> 436 : 1469
451 -> 257 : 3
503 -> 392 : 3
47 -> 298 : 2
37 -> 156 : 4
413 -> 616 : 762
431 -> 948 : 10
474 -> 295 : 3098
706 -> 300 : 1
231 -> 203 : 1
867 -> 444 : 1075
444 -> 767 : 928
808 -> 978 : 1
419 -> 797 : 100
491 -> 583 : 322
583 -> 652 : 187
320 -> 994 : 1
750 -> 726 : 14
202 -> 949 : 268
993 -> 592 : 4
86 -> 27 : 405
916 -> 860 : 2
280 -> 974 : 1
809 -> 55 : 10
897 -> 285 : 2
708 -> 422 : 8
355 -> 746 : 4
177 -> 407 : 2
679 -> 310 : 1735
697 -> 486 : 7
146 -> 845 : 29
977 -> 723 : 12
135 -> 840 : 10
360 -> 817 : 1
899 -> 234 : 1337
298 -> 944 : 88
912 -> 142 : 1
705 -> 47 : 12
451 -> 474 : 1
497 -> 251 : 24
595 -> 819 : 5
275 -> 244 : 462
873 -> 954 : 316
196 -> 895 : 27
408 -> 768 : 452
517 -> 607 : 44
801 -> 193 : 7274
211 -> 771 : 1
242 -> 733 : 5
282 -> 675 : 3
652 -> 392 : 2472
586 -> 808 : 30
993 -> 830 : 1
294 -> 369 : 225
254 -> 329 : 2005
733 -> 373 : 14
915 -> 421 : 2084
543 -> 749 : 42
719 -> 257 : 1
294 -> 299 : 206
155 -> 513 : 1
191 -> 482 : 185
938 -> 391 : 123
293 -> 257 : 213
828 -> 362 : 1
438 -> 618 : 1
946 -> 855 : 73
860 -> 609 : 2
448 -> 994 : 1570
227 -> 339 : 4
801 -> 832 : 3173
294 -> 369 : 1
314 -> 492 : 11220
193 -> 318 : 6467
100 -> 913 : 20
855 -> 286 : 5
969 -> 175 : 6
636 -> 452 : 17
842 -> 66 : 218
505 -> 650 : 64
39 -> 108 : 11
462 -> 743 : 280
1 -> 482 : 928
618 -> 703 : 1
54 -> 41 : 73
693 -> 495 : 47
254 -> 883 : 48
215 -> 640 : 8
935 -> 545 : 34
951 -> 131 : 1
469 -> 753 : 1
506 -> 954 : 4488
203 -> 330 : 35
978 -> 175 : 1
964 -> 249 : 1
723 -> 288 : 1
570 -> 95 : 63
263 -> 572 : 13
348 -> 907 : 7
482 -> 128 : 1058
947 -> 420 : 20
494 -> 350 : 10
73 -> 940 : 1
766 -> 33 : 1
786 -> 674 : 2
