Sender -> Receiver: Amount
81918 -> 44231 : 7
65613 -> 96246 : 81
59164 -> 61426 : 319
63243 -> 13760 : 806
88628 -> 66378 : 859
3583 -> 29835 : 12537
70575 -> 13680 : 2
84764 -> 873 : 558
49183 -> 33854 : 40
87476 -> 82089 : 64
62878 -> 22745 : 216
82089 -> 97531 : 16
65766 -> 51628 : 72
20528 -> 76534 : 14
61426 -> 23203 : 273
82089 -> 74544 : 30
63367 -> 83400 : 10
63955 -> 51825 : 3144
60047 -> 59684 : 667
83400 -> 36741 : 10
97065 -> 93739 : 45
19739 -> 63053 : 104
9864 -> 21109 : 948
23758 -> 23110 : 16
99020 -> 58429 : 12
16549 -> 70570 : 149
87476 -> 25969 : 12
65613 -> 84125 : 106
70575 -> 99776 : 2
43924 -> 80979 : 11405
51628 -> 7348 : 65
13120 -> 87769 : 9988
29659 -> 53177 : 1468
76534 -> 72773 : 1
3583 -> 60174 : 2024
59432 -> 73208 : 241
21147 -> 76136 : 1687
91888 -> 94921 : 10
65613 -> 99964 : 25
49342 -> 57130 : 2
16549 -> 69654 : 32
73208 -> 75029 : 196
33854 -> 47839 : 14
18402 -> 35167 : 214
48489 -> 25971 : 8113
87769 -> 15459 : 3709
59164 -> 17004 : 41
84637 -> 75924 : 307
75029 -> 1927 : 92
59432 -> 70344 : 16
86382 -> 17630 : 2
10545 -> 34619 : 554
36122 -> 24237 : 145
79861 -> 56768 : 1507
23758 -> 47064 : 9
371 -> 21988 : 2301
81519 -> 15260 : 88
81918 -> 89193 : 1
51825 -> 92990 : 2681
21988 -> 78539 : 2000
57130 -> 521 : 1
44231 -> 91834 : 4
84587 -> 55415 : 9
75924 -> 45166 : 73
75029 -> 12350 : 30
59164 -> 22964 : 5
82089 -> 27777 : 4
92990 -> 62849 : 1929
19739 -> 33893 : 18
81643 -> 68178 : 259
19739 -> 96510 : 44
87192 -> 62979 : 26729
87476 -> 54263 : 4
88149 -> 56316 : 5070
9864 -> 65181 : 3
7029 -> 34292 : 67673
59684 -> 46354 : 660
22745 -> 20766 : 146
18402 -> 88277 : 350
99688 -> 407 : 67
24384 -> 19985 : 25
52850 -> 1476 : 2219
53177 -> 31069 : 560
15459 -> 82914 : 204
53177 -> 37849 : 518
50306 -> 70062 : 3059
87769 -> 39352 : 2288
25164 -> 97062 : 306
49124 -> 97945 : 82
60174 -> 31345 : 218
43490 -> 5181 : 78
24237 -> 37808 : 75
49183 -> 50846 : 33
37808 -> 25023 : 12
70523 -> 49172 : 10848
25164 -> 6804 : 217
56316 -> 85435 : 1217
23203 -> 45013 : 69
99776 -> 99272 : 2
91888 -> 6307 : 33
22193 -> 93124 : 1674
6804 -> 66270 : 106
27777 -> 82819 : 3
92990 -> 42787 : 673
63243 -> 89308 : 1454
97531 -> 22661 : 3
57130 -> 90041 : 1
42120 -> 57414 : 5
99964 -> 57045 : 17
46354 -> 58423 : 114
59432 -> 96626 : 4
6307 -> 87676 : 19
15260 -> 74537 : 8
51825 -> 12636 : 335
51825 -> 52559 : 99
53177 -> 52220 : 170
52220 -> 38853 : 58
18402 -> 6779 : 472
23719 -> 9531 : 26
18242 -> 17187 : 231
93739 -> 50641 : 41
64630 -> 70569 : 541
91254 -> 33167 : 276
33893 -> 88906 : 8
21988 -> 34527 : 60
50306 -> 62198 : 690
47839 -> 97980 : 1
74544 -> 91322 : 5
19739 -> 29923 : 7
58429 -> 73613 : 8
84764 -> 49191 : 2
82525 -> 21151 : 67
29835 -> 18305 : 3289
57526 -> 36759 : 12
42787 -> 72749 : 643
371 -> 54391 : 904
93764 -> 38089 : 4
37849 -> 29286 : 16
70575 -> 41687 : 3
68178 -> 30318 : 2
33893 -> 2999 : 6
91254 -> 34001 : 61
99020 -> 90832 : 4
57414 -> 2048 : 2
59147 -> 14060 : 28351
73613 -> 67980 : 4
88149 -> 4699 : 6382
49342 -> 7259 : 7
84125 -> 48755 : 59
63367 -> 8080 : 1
93124 -> 16193 : 1324
70570 -> 86185 : 93
62198 -> 52221 : 117
29286 -> 5180 : 13
33088 -> 34289 : 6829
50953 -> 51992 : 34
82089 -> 54480 : 10
73208 -> 8161 : 38
18402 -> 16505 : 67
59684 -> 59728 : 5
91888 -> 26344 : 7
39604 -> 7152 : 41
80979 -> 91180 : 3924
5180 -> 59843 : 4
31345 -> 37253 : 44
85435 -> 89613 : 615
43490 -> 72607 : 53
70570 -> 40381 : 45
52220 -> 21943 : 1
72749 -> 79211 : 381
24237 -> 23631 : 60
33088 -> 22320 : 883
78539 -> 84092 : 863
92409 -> 40527 : 2175
70344 -> 25755 : 8
91888 -> 66409 : 5
54480 -> 63625 : 7
56768 -> 64786 : 844
90832 -> 31707 : 4
34001 -> 77502 : 4
34289 -> 12079 : 595
18242 -> 10139 : 141
84764 -> 14443 : 419
34292 -> 53851 : 53118
86382 -> 92246 : 3
2999 -> 99937 : 1
92246 -> 47409 : 2
84637 -> 26670 : 26
25164 -> 70892 : 34
92409 -> 14955 : 45
62878 -> 87407 : 450
73208 -> 73252 : 2
0 -> 75087 : 901
38089 -> 5168 : 2
74738 -> 83012 : 328
77502 -> 73580 : 1
15260 -> 75255 : 32
96626 -> 65268 : 3
10139 -> 83951 : 123
82470 -> 27567 : 327
49124 -> 89333 : 76
88628 -> 22259 : 417
79861 -> 90251 : 152
23203 -> 41535 : 65
39604 -> 17219 : 5
72607 -> 11257 : 13
57526 -> 7523 : 88
15260 -> 4280 : 19
35167 -> 84257 : 186
17219 -> 64638 : 2
58429 -> 97086 : 3
371 -> 85169 : 616
87407 -> 65692 : 198
65766 -> 37663 : 12
58423 -> 53815 : 8
24384 -> 62452 : 126
16193 -> 86815 : 517
10139 -> 8121 : 10
50306 -> 39509 : 382
25164 -> 88652 : 3
86815 -> 17376 : 61
63053 -> 79737 : 6
30318 -> 77086 : 2
13680 -> 42275 : 2
72607 -> 82767 : 31
14955 -> 81570 : 11
49124 -> 28328 : 68
97531 -> 98274 : 11
27777 -> 19286 : 1
65181 -> 38088 : 1
24237 -> 31443 : 3
65181 -> 75348 : 2
873 -> 78482 : 404
59684 -> 54904 : 2
7152 -> 66986 : 8
66986 -> 11797 : 3
88628 -> 29185 : 10
31443 -> 51138 : 3
90041 -> 18435 : 1
9864 -> 13055 : 1
25755 -> 20410 : 8
64638 -> 11612 : 2
67980 -> 15659 : 4
14060 -> 27322 : 21463
34001 -> 70838 : 5
85169 -> 76214 : 26
87192 -> 45326 : 7200
29923 -> 75103 : 7
84092 -> 56945 : 72
44617 -> 13807 : 403
4699 -> 72241 : 3230
75087 -> 70006 : 556
34001 -> 51250 : 23
47064 -> 84942 : 5
20766 -> 54732 : 55
69654 -> 86728 : 19
13760 -> 97209 : 748
66986 -> 8184 : 4
45013 -> 29046 : 14
62198 -> 93682 : 35
88652 -> 94381 : 3
97980 -> 46474 : 1
521 -> 97441 : 1
42787 -> 93098 : 1
62452 -> 68990 : 43
0 -> 69684 : 490
98275 -> 55893 : 471
68178 -> 14773 : 58
88277 -> 71485 : 270
17376 -> 51240 : 37
93550 -> 53517 : 4
34289 -> 44772 : 874
33854 -> 36655 : 10
20528 -> 91234 : 24
33088 -> 24006 : 776
83951 -> 6293 : 17
86815 -> 45175 : 205
3583 -> 98197 : 915
27567 -> 37191 : 159
70006 -> 12071 : 14
69654 -> 24902 : 6
33167 -> 11360 : 213
70164 -> 11037 : 44
78482 -> 11340 : 105
85435 -> 18681 : 220
23203 -> 44174 : 49
45013 -> 28477 : 13
69684 -> 64490 : 252
11797 -> 11341 : 2
2999 -> 4596 : 4
37663 -> 66944 : 1
98275 -> 78917 : 27
93682 -> 76401 : 5
21943 -> 81173 : 1
36655 -> 62424 : 8
10545 -> 34163 : 39
75924 -> 57920 : 217
70062 -> 50743 : 1272
23719 -> 59683 : 10
15659 -> 58998 : 3
57920 -> 14866 : 39
29046 -> 55711 : 1
52850 -> 14408 : 793
8161 -> 36078 : 1
36078 -> 17442 : 1
17187 -> 86484 : 51
44174 -> 55491 : 49
17187 -> 9855 : 148
7348 -> 37452 : 16
98274 -> 34972 : 6
50743 -> 80478 : 23
57414 -> 95331 : 1
38089 -> 47497 : 2
78828 -> 29802 : 2093
57414 -> 91493 : 1
37452 -> 77257 : 11
44231 -> 75930 : 3
94381 -> 87971 : 3
42275 -> 9955 : 1
38853 -> 18426 : 3
99440 -> 65448 : 880
1927 -> 75460 : 40
93739 -> 42547 : 3
64630 -> 97924 : 439
96246 -> 23218 : 51
50953 -> 49145 : 14
52559 -> 53453 : 5
85729 -> 6698 : 135614
21988 -> 69369 : 68
93124 -> 9312 : 119
31069 -> 78195 : 78
19286 -> 67389 : 1
16505 -> 52981 : 61
92033 -> 48848 : 305
5181 -> 96861 : 50
75255 -> 96248 : 13
57526 -> 99809 : 37
50953 -> 82444 : 87
5181 -> 34465 : 11
20410 -> 56664 : 5
84764 -> 91589 : 300
81643 -> 90015 : 785
33854 -> 94555 : 4
89308 -> 89774 : 34
2999 -> 20411 : 1
84257 -> 52650 : 96
68178 -> 25055 : 130
13807 -> 16315 : 280
24006 -> 81702 : 386
46474 -> 99990 : 1
16315 -> 41123 : 276
14773 -> 54568 : 3
38853 -> 54043 : 35
75924 -> 44179 : 9
99990 -> 62648 : 1
60047 -> 46870 : 275
6698 -> 36945 : 24859
10545 -> 71578 : 16
62452 -> 41565 : 16
80478 -> 57719 : 17
34972 -> 70892 : 3
91888 -> 25230 : 9
89613 -> 55184 : 126
41687 -> 17861 : 1
18305 -> 86290 : 903
78917 -> 68908 : 5
77086 -> 64372 : 1
96626 -> 14353 : 1
59683 -> 41290 : 7
65692 -> 58803 : 96
47064 -> 91608 : 4
45023 -> 94590 : 66
4280 -> 42859 : 14
17442 -> 53563 : 1
91234 -> 70140 : 5
18435 -> 73968 : 1
70006 -> 34070 : 512
73968 -> 1292 : 1
50306 -> 84166 : 1050
4699 -> 21968 : 1564
63625 -> 52556 : 4
9531 -> 31208 : 1
96312 -> 18129 : 12631
55893 -> 85617 : 267
76136 -> 33081 : 93
34483 -> 17541 : 5383
45175 -> 1001 : 109
19985 -> 23115 : 19
56768 -> 69785 : 112
71588 -> 27120 : 2
19985 -> 21241 : 6
44617 -> 26766 : 646
50743 -> 56097 : 933
13760 -> 12328 : 8
2048 -> 15368 : 2
17376 -> 76656 : 17
56664 -> 15817 : 5
49124 -> 11144 : 34
42120 -> 37994 : 75
86185 -> 34809 : 40
48755 -> 51228 : 33
23203 -> 50135 : 30
17219 -> 45599 : 2
36945 -> 26771 : 9460
78917 -> 67778 : 22
37994 -> 28413 : 25
9312 -> 69710 : 110
35167 -> 91024 : 2
47839 -> 69220 : 11
33893 -> 27529 : 1
25164 -> 8967 : 4
48489 -> 36430 : 775
7259 -> 36597 : 5
25023 -> 61435 : 7
62967 -> 17284 : 90
69710 -> 43141 : 64
41535 -> 31336 : 58
27322 -> 21307 : 7372
92033 -> 86122 : 25
13760 -> 95815 : 11
21151 -> 48837 : 17
65766 -> 73153 : 12
29659 -> 29074 : 145
69710 -> 43032 : 2
70887 -> 23498 : 28
18681 -> 6412 : 216
12071 -> 47060 : 11
86484 -> 23247 : 42
70570 -> 93819 : 3
47839 -> 92567 : 1
29046 -> 54065 : 7
89613 -> 20394 : 282
92246 -> 77254 : 1
94555 -> 74283 : 3
77254 -> 4558 : 1
34289 -> 21509 : 1334
8121 -> 67116 : 1
17541 -> 33848 : 4447
14955 -> 28422 : 7
36597 -> 94303 : 2
8184 -> 89372 : 3
82525 -> 68380 : 31
22964 -> 76794 : 4
40527 -> 20513 : 539
99964 -> 57355 : 7
71485 -> 45884 : 18
89193 -> 59542 : 1
70164 -> 51124 : 921
27529 -> 45443 : 1
92990 -> 99583 : 37
87676 -> 36006 : 9
31345 -> 46550 : 26
59683 -> 19254 : 3
56316 -> 23173 : 1311
75087 -> 47658 : 329
43924 -> 74090 : 70
50135 -> 66763 : 18
95815 -> 63854 : 7
36945 -> 20311 : 13472
18681 -> 34729 : 2
34465 -> 12727 : 3
75087 -> 2676 : 1
55415 -> 40989 : 9
9312 -> 32776 : 7
37663 -> 81648 : 2
74283 -> 44753 : 3
4280 -> 68011 : 5
34729 -> 95947 : 1
21109 -> 9823 : 889
11341 -> 95927 : 2
80478 -> 85476 : 2
31069 -> 3221 : 58
6412 -> 49834 : 165
45023 -> 22070 : 15
67116 -> 30315 : 1
26670 -> 59347 : 8
33854 -> 51865 : 4
51992 -> 24967 : 18
65692 -> 56740 : 79
16505 -> 44232 : 6
53563 -> 20169 : 1
22964 -> 38045 : 1
69785 -> 10205 : 50
8121 -> 35667 : 3
60047 -> 93339 : 36
37663 -> 35607 : 3
35167 -> 99721 : 8
20766 -> 82092 : 25
20766 -> 45783 : 29
97065 -> 77773 : 67
28328 -> 5907 : 59
78195 -> 30618 : 53
59347 -> 24880 : 8
20411 -> 46973 : 1
1292 -> 46256 : 1
13807 -> 23741 : 116
26670 -> 47054 : 5
42859 -> 76199 : 1
14773 -> 44616 : 35
53177 -> 44588 : 66
17861 -> 17572 : 1
63625 -> 61070 : 1
46256 -> 9590 : 1
82767 -> 67198 : 12
49441 -> 73297 : 27279
86185 -> 39011 : 21
37253 -> 78199 : 33
34619 -> 87012 : 128
99721 -> 90742 : 3
50743 -> 80220 : 192
20394 -> 50349 : 120
55491 -> 88276 : 4
3583 -> 1261 : 1910
77257 -> 93423 : 3
24006 -> 34423 : 21
84637 -> 23760 : 1
69785 -> 12558 : 31
55711 -> 34643 : 1
91180 -> 46716 : 3756
54263 -> 47666 : 4
14866 -> 57691 : 23
43141 -> 76138 : 62
73580 -> 74197 : 1
25971 -> 76388 : 4736
80220 -> 31643 : 58
63955 -> 24046 : 81
15368 -> 14298 : 1
48837 -> 10731 : 12
38045 -> 18320 : 1
53851 -> 41601 : 29486
52850 -> 97137 : 4740
18305 -> 24059 : 1878
1927 -> 17176 : 20
84257 -> 8470 : 42
36741 -> 23870 : 1
21968 -> 31023 : 63
43141 -> 27502 : 1
61435 -> 96976 : 7
34643 -> 3955 : 1
4558 -> 32039 : 1
17004 -> 84888 : 16
75460 -> 55744 : 21
26771 -> 37679 : 8262
14298 -> 87777 : 1
55491 -> 43816 : 27
87769 -> 98382 : 2815
14060 -> 66433 : 5228
36597 -> 35938 : 2
31345 -> 25127 : 125
16549 -> 10261 : 4
86185 -> 10106 : 15
68908 -> 1171 : 1
91493 -> 16521 : 1
25969 -> 16613 : 7
62849 -> 45935 : 1046
59432 -> 87580 : 82
22320 -> 28359 : 224
50602 -> 97265 : 2306
53815 -> 3842 : 6
5907 -> 80785 : 4
65268 -> 7244 : 2
23203 -> 43174 : 26
73208 -> 34750 : 3
15659 -> 28307 : 1
83012 -> 76607 : 289
42120 -> 41100 : 2
75930 -> 89657 : 1
95947 -> 51263 : 1
24059 -> 17332 : 203
54732 -> 26733 : 50
44113 -> 3191 : 118
33081 -> 28482 : 33
18681 -> 12398 : 2
49124 -> 11702 : 2
28422 -> 4100 : 7
18085 -> 92608 : 121
22259 -> 59596 : 397
54732 -> 4134 : 1
57355 -> 74808 : 4
89308 -> 37742 : 642
27567 -> 50488 : 124
22661 -> 35082 : 2
21151 -> 74555 : 21
95815 -> 80524 : 2
59542 -> 34872 : 1
83936 -> 87607 : 17
80785 -> 29701 : 4
16613 -> 78674 : 3
6307 -> 60357 : 13
93819 -> 99984 : 2
43924 -> 85048 : 51
3221 -> 38335 : 54
91254 -> 28555 : 1
22193 -> 55369 : 1299
84888 -> 64409 : 6
97065 -> 57404 : 78
67198 -> 56032 : 10
96976 -> 4636 : 3
19739 -> 43686 : 22
89308 -> 2637 : 563
33854 -> 38403 : 5
9955 -> 53133 : 1
94590 -> 59469 : 49
20513 -> 44305 : 438
52650 -> 67573 : 31
21147 -> 31519 : 658
63625 -> 16127 : 1
79861 -> 84182 : 108
30315 -> 95920 : 1
66986 -> 7994 : 1
54480 -> 23117 : 2
13807 -> 68737 : 6
24967 -> 7171 : 3
36430 -> 95495 : 301
3583 -> 24739 : 46
27120 -> 63648 : 2
75924 -> 42234 : 1
93339 -> 19621 : 31
70570 -> 22628 : 5
64490 -> 82438 : 175
32039 -> 46912 : 1
53133 -> 8684 : 1
46912 -> 38366 : 1
63854 -> 41969 : 2
35167 -> 65419 : 6
2637 -> 18750 : 343
23117 -> 65385 : 2
45935 -> 91884 : 157
37253 -> 78473 : 5
88277 -> 20322 : 55
84257 -> 53412 : 22
24059 -> 88688 : 70
42787 -> 99487 : 11
57414 -> 92598 : 1
58423 -> 10686 : 24
21109 -> 11070 : 45
75087 -> 16729 : 1
43816 -> 95310 : 26
91234 -> 73953 : 9
99688 -> 42793 : 231
57920 -> 5036 : 108
29074 -> 963 : 116
14866 -> 16333 : 9
70140 -> 78933 : 5
47666 -> 82922 : 1
75103 -> 69573 : 2
53517 -> 67826 : 2
78933 -> 19298 : 1
37742 -> 37826 : 465
8470 -> 72057 : 27
38335 -> 18358 : 52
3203 -> 68641 : 22
78933 -> 73471 : 1
7171 -> 88094 : 1
1927 -> 61537 : 12
37452 -> 90771 : 5
75029 -> 12309 : 51
74090 -> 70999 : 58
69369 -> 33860 : 53
72241 -> 51693 : 1826
33860 -> 95062 : 50
77257 -> 23041 : 2
85435 -> 79940 : 91
25230 -> 57381 : 5
23498 -> 98481 : 2
82470 -> 85612 : 269
52220 -> 44417 : 47
38403 -> 38879 : 2
38403 -> 31726 : 2
82470 -> 31501 : 213
45884 -> 32834 : 13
7029 -> 70239 : 125350
37191 -> 48366 : 123
56945 -> 61860 : 22
10686 -> 26089 : 22
78195 -> 72973 : 15
36430 -> 17207 : 56
23110 -> 93491 : 13
12309 -> 58724 : 29
99984 -> 9138 : 2
26766 -> 60250 : 172
99583 -> 30946 : 23
76214 -> 59580 : 5
24739 -> 90874 : 2
87607 -> 9797 : 6
4596 -> 99744 : 2
61070 -> 90830 : 1
93423 -> 12426 : 1
45884 -> 10845 : 2
96248 -> 2226 : 6
72773 -> 98741 : 1
66433 -> 53658 : 3533
51628 -> 88769 : 3
17004 -> 48613 : 23
63854 -> 73114 : 3
20322 -> 5970 : 51
81570 -> 93124 : 10
85048 -> 23464 : 7
39604 -> 17397 : 22
98197 -> 63199 : 878
57719 -> 99087 : 10
88276 -> 58883 : 4
21109 -> 87257 : 9
84587 -> 45420 : 3
78674 -> 65261 : 1
46550 -> 55139 : 9
29046 -> 68317 : 2
51138 -> 30340 : 2
91254 -> 37983 : 1
44179 -> 60706 : 4
55893 -> 13262 : 57
69684 -> 58084 : 229
60706 -> 50681 : 2
56032 -> 23476 : 7
55491 -> 2252 : 7
53658 -> 94445 : 633
41969 -> 40212 : 2
99087 -> 39470 : 6
84125 -> 49745 : 29
99487 -> 75101 : 4
10205 -> 21025 : 7
66763 -> 31470 : 14
43490 -> 93426 : 66
7348 -> 63876 : 48
86382 -> 51518 : 2
66270 -> 89994 : 99
95062 -> 12883 : 47
18085 -> 55560 : 2
95927 -> 64743 : 2
70006 -> 16724 : 3
42787 -> 11049 : 2
37983 -> 38023 : 1
29701 -> 49140 : 1
16333 -> 19395 : 8
69684 -> 58670 : 9
69785 -> 78941 : 30
99583 -> 83367 : 4
97137 -> 47758 : 1260
16724 -> 42847 : 2
99583 -> 62023 : 5
69710 -> 10466 : 38
45443 -> 18895 : 1
61537 -> 77308 : 2
24059 -> 39473 : 7
54480 -> 17882 : 1
7523 -> 69576 : 33
65419 -> 36156 : 1
50602 -> 41684 : 1408
44305 -> 8949 : 111
70523 -> 43057 : 5410
66433 -> 87893 : 1426
82444 -> 67051 : 48
58883 -> 62088 : 2
19395 -> 93828 : 5
73297 -> 1302 : 6973
67389 -> 82430 : 1
1302 -> 91818 : 5024
66944 -> 65734 : 1
59580 -> 56178 : 3
50349 -> 20139 : 12
7259 -> 73904 : 1
41687 -> 80149 : 1
91818 -> 99875 : 3959
98481 -> 35546 : 1
55139 -> 36330 : 3
55184 -> 74354 : 8
84182 -> 98982 : 15
27567 -> 3073 : 21
22661 -> 92313 : 1
24046 -> 54264 : 13
62088 -> 64855 : 1
78933 -> 71872 : 1
97945 -> 42366 : 43
35082 -> 86215 : 2
45326 -> 65844 : 1715
85729 -> 59931 : 114357
65613 -> 52875 : 7
29802 -> 84459 : 885
83367 -> 5745 : 2
59843 -> 36336 : 3
23203 -> 53127 : 14
69785 -> 2883 : 1
87580 -> 87152 : 14
92598 -> 93706 : 1
98741 -> 44572 : 1
83951 -> 39246 : 49
7994 -> 31720 : 1
97945 -> 71212 : 14
87476 -> 58493 : 1
54732 -> 50568 : 3
82438 -> 18111 : 154
32776 -> 51805 : 5
84459 -> 27855 : 429
81702 -> 68932 : 304
36741 -> 31303 : 8
85729 -> 12365 : 14567
90874 -> 9602 : 1
16549 -> 62962 : 13
42793 -> 49558 : 147
70344 -> 92117 : 4
11049 -> 8844 : 1
57381 -> 95888 : 1
33893 -> 84716 : 2
73252 -> 82001 : 2
76214 -> 69851 : 9
54732 -> 57131 : 1
55744 -> 23548 : 13
58670 -> 71231 : 1
24880 -> 49650 : 5
33860 -> 43678 : 2
79737 -> 59455 : 1
34289 -> 26 : 3951
15368 -> 36321 : 1
27567 -> 52979 : 14
68908 -> 72509 : 3
76607 -> 19339 : 7
87012 -> 47668 : 83
89657 -> 38195 : 1
59596 -> 35480 : 233
93423 -> 71871 : 2
71578 -> 91718 : 14
85617 -> 79031 : 169
21151 -> 1164 : 29
17207 -> 26833 : 9
98275 -> 87301 : 7
16613 -> 58149 : 4
31023 -> 93271 : 30
58724 -> 37438 : 18
7523 -> 96851 : 22
96851 -> 13685 : 12
35607 -> 49796 : 3
38023 -> 31529 : 1
50349 -> 26171 : 40
69710 -> 76671 : 3
66270 -> 58654 : 6
33860 -> 89324 : 1
41601 -> 62931 : 17160
76388 -> 2998 : 3414
17219 -> 43491 : 1
26171 -> 44995 : 27
56740 -> 74647 : 54
45175 -> 91644 : 16
97924 -> 36098 : 44
92567 -> 35455 : 1
19621 -> 92958 : 12
91234 -> 58088 : 5
91718 -> 18667 : 7
87607 -> 6758 : 4
51263 -> 22893 : 1
50846 -> 39352 : 21
31303 -> 13971 : 4
93819 -> 96727 : 1
59580 -> 59485 : 2
68908 -> 97629 : 1
27567 -> 16858 : 4
62849 -> 76431 : 545
25971 -> 37733 : 2729
25055 -> 5982 : 40
85476 -> 68349 : 2
38403 -> 11668 : 1
17572 -> 20048 : 1
23548 -> 6425 : 11
87580 -> 11612 : 58
20139 -> 46004 : 5
70838 -> 84272 : 4
12309 -> 90562 : 4
21968 -> 23607 : 117
2676 -> 66034 : 1
65734 -> 19210 : 1
42547 -> 15245 : 2
73114 -> 24349 : 1
91234 -> 25599 : 2
69220 -> 81727 : 4
58654 -> 80065 : 4
22259 -> 9030 : 17
77773 -> 16520 : 62
14408 -> 5905 : 93
56316 -> 11928 : 782
70062 -> 70693 : 415
24384 -> 37697 : 99
64490 -> 40152 : 15
22259 -> 5365 : 1
97945 -> 90251 : 13
41123 -> 39703 : 167
24739 -> 32575 : 9
39703 -> 15539 : 23
11049 -> 18330 : 1
87971 -> 44408 : 1
55560 -> 50780 : 1
10205 -> 82493 : 5
56097 -> 5168 : 526
28328 -> 22955 : 8
62849 -> 87758 : 182
79861 -> 4870 : 32
5745 -> 65405 : 2
65766 -> 55614 : 20
25127 -> 72857 : 62
80524 -> 16092 : 1
57404 -> 68578 : 57
43057 -> 13586 : 1539
43678 -> 46111 : 2
42787 -> 61518 : 5
8121 -> 92248 : 2
11668 -> 86737 : 1
96976 -> 33849 : 3
90562 -> 84033 : 2
18242 -> 35683 : 201
47758 -> 57608 : 54
87192 -> 83791 : 60
82493 -> 85312 : 1
95310 -> 40413 : 18
31303 -> 55081 : 2
33848 -> 96273 : 4295
89324 -> 54444 : 1
36336 -> 43192 : 3
41687 -> 79422 : 1
23203 -> 5373 : 2
99020 -> 66709 : 2
63199 -> 25695 : 53
49796 -> 46947 : 3
37826 -> 83485 : 75
37679 -> 38181 : 574
95920 -> 86820 : 1
54391 -> 64754 : 38
70693 -> 74809 : 232
44179 -> 20542 : 5
18402 -> 35295 : 15
30946 -> 27718 : 20
13262 -> 55855 : 54
57719 -> 31867 : 3
41123 -> 44780 : 79
41100 -> 22997 : 2
30340 -> 30032 : 2
99020 -> 49095 : 1
26733 -> 8785 : 45
46973 -> 51448 : 1
22745 -> 81249 : 38
64754 -> 40951 : 27
80220 -> 44388 : 50
84092 -> 19258 : 495
13971 -> 65006 : 3
43491 -> 74696 : 1
83936 -> 75393 : 36
68178 -> 32970 : 13
37697 -> 18637 : 32
74696 -> 65499 : 1
93491 -> 80055 : 2
80478 -> 91020 : 1
18085 -> 22288 : 6
75924 -> 45668 : 1
36156 -> 74313 : 1
36330 -> 4543 : 3
27331 -> 6281 : 211
91322 -> 64509 : 2
5365 -> 68046 : 1
52220 -> 77491 : 47
93739 -> 92091 : 1
70006 -> 92923 : 13
57691 -> 22555 : 8
86484 -> 18402 : 9
59164 -> 57446 : 13
4543 -> 84551 : 1
48613 -> 79458 : 4
16315 -> 52544 : 1
32575 -> 89011 : 1
84033 -> 38658 : 1
45420 -> 28830 : 3
13760 -> 52116 : 6
