Sender -> Receiver: Amount
82203 -> 33322 : 2
94237 -> 38164 : 1
20795 -> 42819 : 569
66301 -> 18484 : 306
71566 -> 99082 : 1
18366 -> 96587 : 1
97990 -> 39709 : 474
32120 -> 12086 : 2
45425 -> 23731 : 1
67392 -> 93218 : 13
14475 -> 26823 : 594
11487 -> 52707 : 1
65141 -> 98269 : 64
58120 -> 54511 : 9
39222 -> 37901 : 1
88255 -> 68446 : 40
7419 -> 28474 : 5
37840 -> 5166 : 23
5166 -> 68388 : 11
31915 -> 18591 : 1
11586 -> 54152 : 350
75260 -> 50838 : 723
25288 -> 28752 : 1374
76012 -> 48594 : 2
53691 -> 31404 : 2431
26823 -> 33788 : 163
31746 -> 18954 : 1
93849 -> 8271 : 103
19387 -> 23194 : 1
74178 -> 68083 : 499
43140 -> 40283 : 1
38168 -> 57973 : 1
78294 -> 22963 : 3
42161 -> 96618 : 45
29629 -> 4832 : 9
34524 -> 63718 : 2
62021 -> 1175 : 5
26514 -> 62847 : 39
74587 -> 49097 : 5
17241 -> 25670 : 1
44169 -> 87287 : 6
99708 -> 3868 : 981
44623 -> 42265 : 193
6496 -> 6792 : 4
92916 -> 58987 : 4056
97944 -> 38629 : 565
28656 -> 91018 : 23
71506 -> 30408 : 4017
21355 -> 17761 : 72
91682 -> 92194 : 5
91682 -> 92221 : 6
17126 -> 61686 : 100
53372 -> 10306 : 26
88786 -> 63434 : 14
33103 -> 80611 : 5814
99804 -> 94742 : 1
54484 -> 59215 : 10
35684 -> 1830 : 10
56420 -> 39761 : 3
20866 -> 71106 : 4
69920 -> 72840 : 2
50276 -> 62353 : 98
44623 -> 14295 : 359
58120 -> 11534 : 16
28719 -> 31019 : 82
25288 -> 68782 : 27
29657 -> 84668 : 16
10789 -> 31342 : 546
79855 -> 47235 : 11
16512 -> 23310 : 234
38154 -> 87929 : 23
21164 -> 68812 : 4
58134 -> 63481 : 228
80227 -> 24782 : 108
91452 -> 18719 : 1
72778 -> 96073 : 28
13466 -> 37194 : 1
78850 -> 939 : 2
86140 -> 43458 : 17
9738 -> 4348 : 1
82384 -> 31908 : 8
44169 -> 72492 : 6
29657 -> 13775 : 2
6496 -> 43761 : 1
67562 -> 91623 : 260
88831 -> 68965 : 2243
91623 -> 51084 : 237
39761 -> 63019 : 2
41225 -> 94843 : 1
23310 -> 11857 : 29
58681 -> 85556 : 1605
37840 -> 37040 : 7
84472 -> 90800 : 5
54484 -> 76342 : 1
54511 -> 66314 : 1
15257 -> 426 : 13
95505 -> 69514 : 31
741 -> 35754 : 110
39036 -> 72761 : 35
18148 -> 99703 : 1
9501 -> 507 : 38
37621 -> 73030 : 26
68812 -> 88558 : 4
28767 -> 79336 : 3
63784 -> 67983 : 14
57134 -> 97052 : 7
66273 -> 34263 : 168
17927 -> 50838 : 1
38164 -> 52084 : 1
98269 -> 13868 : 29
42446 -> 3801 : 24
80611 -> 61936 : 2187
81035 -> 65136 : 26
63965 -> 46084 : 10
4265 -> 5357 : 76
26823 -> 74302 : 99
95505 -> 91855 : 3
63481 -> 69674 : 108
5357 -> 99609 : 69
53691 -> 48257 : 359
54152 -> 81575 : 306
87287 -> 92105 : 3
73030 -> 35132 : 17
12207 -> 81725 : 640
26660 -> 5162 : 239
78664 -> 76255 : 17
66314 -> 55595 : 1
33103 -> 24187 : 5
1830 -> 54259 : 3
6773 -> 42594 : 4
52084 -> 91893 : 1
95505 -> 35680 : 8
51050 -> 47170 : 1934
78159 -> 4720 : 5372
54238 -> 22516 : 2
76756 -> 78255 : 6
71715 -> 72509 : 2
25529 -> 40809 : 7
23731 -> 3808 : 1
91893 -> 66905 : 1
10306 -> 15281 : 6
81362 -> 42205 : 1331
88558 -> 7050 : 2
46064 -> 8651 : 2
88895 -> 61406 : 2
38811 -> 42779 : 3
84535 -> 10945 : 559
82378 -> 11084 : 2
1602 -> 20329 : 6
6773 -> 40959 : 20
58898 -> 53790 : 1
18408 -> 38838 : 17
71106 -> 8055 : 4
99703 -> 55081 : 1
44602 -> 84949 : 157
8651 -> 59134 : 2
92105 -> 97140 : 1
8825 -> 88778 : 35
80650 -> 98199 : 3
63784 -> 16338 : 18
6184 -> 6371 : 1980
41983 -> 98659 : 3
46388 -> 78591 : 3
91173 -> 98563 : 6
63118 -> 57344 : 1235
96073 -> 83380 : 12
40457 -> 90867 : 2
58681 -> 16484 : 48
17105 -> 11822 : 6
94184 -> 51087 : 1
70354 -> 78612 : 3
18591 -> 70838 : 1
96587 -> 57510 : 1
46382 -> 80124 : 212
31746 -> 37020 : 4
84907 -> 9234 : 41
68548 -> 53744 : 1
52707 -> 64227 : 1
39761 -> 86827 : 1
7098 -> 29237 : 2
74302 -> 19527 : 78
44280 -> 95113 : 3
15044 -> 50372 : 24
24782 -> 94296 : 62
68548 -> 98338 : 1
56113 -> 38473 : 1
67156 -> 35639 : 87
25573 -> 3340 : 111
49300 -> 26919 : 79
44602 -> 45302 : 140
35754 -> 41726 : 105
3801 -> 10906 : 13
14475 -> 59773 : 46
17215 -> 51471 : 3
73259 -> 81184 : 17
98937 -> 38421 : 104
56516 -> 19642 : 2
44623 -> 61676 : 210
44623 -> 37400 : 73
54152 -> 90568 : 44
74178 -> 93175 : 48
85027 -> 45751 : 9
34263 -> 35306 : 77
22516 -> 13515 : 2
72102 -> 65874 : 88
96618 -> 49511 : 28
39092 -> 90475 : 1
17030 -> 94186 : 6
62517 -> 54938 : 29
58082 -> 33812 : 1
88778 -> 42746 : 34
31915 -> 51126 : 1
75992 -> 15178 : 2164
90653 -> 57912 : 5
10306 -> 34962 : 8
29714 -> 13452 : 1
91682 -> 3499 : 2
507 -> 67280 : 35
31019 -> 60799 : 70
13515 -> 43509 : 1
87060 -> 89807 : 1
42161 -> 93763 : 16
2182 -> 90420 : 5
91026 -> 74005 : 4
1621 -> 40781 : 106
56516 -> 82576 : 1
34263 -> 11490 : 70
62375 -> 88628 : 3
26514 -> 98401 : 2
81575 -> 55598 : 249
35484 -> 20712 : 10
49702 -> 97731 : 6
3340 -> 150 : 77
66099 -> 67604 : 7
32409 -> 4776 : 5
507 -> 92839 : 1
51990 -> 42212 : 88
19039 -> 89297 : 1563
96005 -> 79064 : 1
42819 -> 52262 : 533
25982 -> 88891 : 327
79336 -> 23637 : 3
43761 -> 79269 : 1
63984 -> 82612 : 19
96049 -> 14308 : 139
5162 -> 71684 : 71
38629 -> 75331 : 315
13515 -> 55102 : 1
44623 -> 80166 : 91
68831 -> 83817 : 1858
41821 -> 29257 : 663
47170 -> 73908 : 844
26919 -> 81666 : 27
16512 -> 55379 : 959
82576 -> 74027 : 1
81725 -> 49026 : 86
6371 -> 40486 : 143
35684 -> 56470 : 2
74857 -> 91414 : 663
14295 -> 34338 : 142
43509 -> 56119 : 1
3944 -> 28211 : 23
29657 -> 38438 : 20
13938 -> 14428 : 67
18366 -> 2081 : 3
56113 -> 76578 : 10
90475 -> 10745 : 1
14569 -> 58787 : 5
38438 -> 45249 : 10
38168 -> 36925 : 1
38473 -> 37040 : 1
41983 -> 63892 : 1
69514 -> 4246 : 25
54326 -> 74987 : 181
80381 -> 56098 : 23
21579 -> 48589 : 10
88891 -> 23801 : 293
55598 -> 13449 : 236
11822 -> 24883 : 1
4832 -> 56821 : 2
34960 -> 76147 : 83
72761 -> 67254 : 12
98401 -> 41308 : 2
56119 -> 5228 : 1
50372 -> 53484 : 15
55741 -> 36342 : 36
19209 -> 29825 : 208
37901 -> 96375 : 1
25288 -> 57835 : 232
66905 -> 6883 : 1
15924 -> 63727 : 1478
27862 -> 89228 : 1795
78255 -> 3524 : 4
76255 -> 96662 : 16
50372 -> 78405 : 5
88628 -> 47145 : 1
28474 -> 22300 : 2
26660 -> 2791 : 26
66099 -> 68414 : 15
7050 -> 22455 : 1
18148 -> 30933 : 26
94298 -> 93576 : 7
76300 -> 5668 : 343
30408 -> 79833 : 2843
49522 -> 85511 : 23
72778 -> 76993 : 1
5357 -> 61854 : 4
17030 -> 43765 : 50
48372 -> 14692 : 2430
55741 -> 65649 : 3
98937 -> 75665 : 14
28719 -> 94242 : 271
90568 -> 23241 : 31
74005 -> 18027 : 4
41308 -> 86016 : 1
79833 -> 77768 : 1798
71138 -> 90685 : 1
31746 -> 10221 : 2
39709 -> 50490 : 401
51087 -> 73214 : 1
41983 -> 75105 : 2
55595 -> 1686 : 1
58134 -> 1446 : 290
13752 -> 95082 : 649
78159 -> 18515 : 3511
58987 -> 16769 : 1599
26863 -> 44166 : 3
80650 -> 47686 : 1
90449 -> 16908 : 12
34272 -> 2075 : 1
78405 -> 72338 : 3
16483 -> 69607 : 548
29825 -> 7430 : 19
90867 -> 20682 : 2
40608 -> 77321 : 48
15924 -> 30057 : 915
804 -> 73158 : 2
78255 -> 81297 : 2
21547 -> 59646 : 31
1621 -> 62099 : 4
17126 -> 17240 : 29
24823 -> 32724 : 9
32724 -> 22103 : 5
10306 -> 45564 : 3
67280 -> 87764 : 25
50276 -> 60963 : 114
31908 -> 47462 : 4
40457 -> 12322 : 1
39709 -> 19754 : 23
11496 -> 91624 : 1
47145 -> 4454 : 1
70135 -> 80541 : 1
17871 -> 81238 : 3
57973 -> 50469 : 1
45364 -> 21042 : 14
68965 -> 75004 : 136
72848 -> 49267 : 5
30408 -> 23737 : 265
63434 -> 6241 : 10
42746 -> 77152 : 7
66273 -> 9316 : 68
1446 -> 94729 : 176
84535 -> 10870 : 956
3944 -> 37998 : 1
56470 -> 27390 : 1
76578 -> 44831 : 2
13449 -> 98621 : 144
15924 -> 12459 : 844
36313 -> 17538 : 113
28656 -> 68325 : 4
62375 -> 40126 : 1
57835 -> 4224 : 69
75469 -> 62244 : 2
78896 -> 69147 : 24
17030 -> 72233 : 13
18027 -> 67048 : 1
41771 -> 79522 : 11
38629 -> 8915 : 3
14986 -> 65530 : 4
79183 -> 93894 : 73
84030 -> 92153 : 244
91405 -> 19948 : 1
42205 -> 64788 : 373
65136 -> 74419 : 14
41771 -> 64792 : 21
16769 -> 85559 : 860
12459 -> 22376 : 779
93175 -> 31637 : 27
59134 -> 52884 : 2
86672 -> 50050 : 233
34049 -> 41305 : 29
91624 -> 45764 : 1
35306 -> 94052 : 6
57134 -> 48859 : 8
59793 -> 89869 : 328
72509 -> 24529 : 1
35639 -> 68348 : 18
95082 -> 53145 : 75
74587 -> 60495 : 2
36027 -> 6624 : 22
28767 -> 79694 : 18
63783 -> 39399 : 137
1175 -> 53643 : 5
77983 -> 8277 : 1372
81725 -> 44798 : 432
3944 -> 50778 : 2
79833 -> 25507 : 459
97052 -> 14957 : 2
97052 -> 90170 : 4
11586 -> 72857 : 431
2081 -> 11405 : 3
97669 -> 58972 : 6
23241 -> 70854 : 2
6184 -> 36565 : 1034
65874 -> 32131 : 26
22963 -> 97823 : 1
68064 -> 78470 : 121
93576 -> 36850 : 7
37621 -> 97419 : 3
70838 -> 11831 : 1
65874 -> 54385 : 34
97140 -> 76152 : 1
97800 -> 29439 : 11
19948 -> 39285 : 1
99082 -> 43422 : 1
37770 -> 45021 : 1
75004 -> 32435 : 2
69607 -> 5170 : 196
75260 -> 57183 : 29
95833 -> 10991 : 17
51126 -> 51153 : 1
40608 -> 82610 : 4
36565 -> 26721 : 578
85556 -> 45315 : 1072
34812 -> 59173 : 562
72102 -> 82440 : 10
6624 -> 90783 : 11
51383 -> 42651 : 136
9316 -> 37627 : 27
72761 -> 54545 : 12
53996 -> 11537 : 5
97052 -> 58082 : 1
49181 -> 3473 : 7
85415 -> 56347 : 312
19754 -> 39496 : 20
18484 -> 81096 : 268
48372 -> 85737 : 234
19209 -> 8493 : 144
83020 -> 66608 : 11
63019 -> 43765 : 2
65649 -> 35435 : 3
97823 -> 51471 : 1
60522 -> 89269 : 6
76009 -> 56629 : 1706
77983 -> 32987 : 91
40457 -> 4896 : 2
91834 -> 58591 : 1
19642 -> 96056 : 2
96662 -> 62643 : 9
16512 -> 90835 : 298
93218 -> 96641 : 13
32409 -> 88556 : 5
72761 -> 52984 : 2
35306 -> 39070 : 34
56629 -> 89109 : 1052
75055 -> 58354 : 115
43458 -> 88833 : 2
89100 -> 28215 : 143
98937 -> 86267 : 3
33552 -> 28903 : 76
52262 -> 96079 : 465
85556 -> 43668 : 31
78542 -> 36179 : 2
66966 -> 17730 : 6
76012 -> 83676 : 6
33385 -> 13123 : 846
76300 -> 14840 : 8
40457 -> 89998 : 2
5668 -> 23124 : 11
88778 -> 20646 : 1
44831 -> 18538 : 2
53744 -> 82710 : 1
1602 -> 92639 : 5
59173 -> 70772 : 258
85027 -> 4007 : 4
67312 -> 72353 : 23
38989 -> 78468 : 4
47246 -> 93149 : 107
62847 -> 25047 : 21
33003 -> 1018 : 1
28752 -> 39792 : 687
68831 -> 56726 : 4162
61406 -> 2534 : 2
88786 -> 8253 : 12
80193 -> 29443 : 12
83676 -> 88123 : 4
88831 -> 28065 : 110
83893 -> 65749 : 1
78405 -> 48565 : 1
67604 -> 89769 : 4
48372 -> 22129 : 24
92639 -> 93827 : 1
99609 -> 28991 : 3
79833 -> 88331 : 427
51259 -> 48037 : 2
4720 -> 82930 : 3234
86941 -> 22787 : 161
81096 -> 75595 : 90
36925 -> 90029 : 1
93569 -> 72149 : 21738
88331 -> 59948 : 235
98199 -> 60118 : 2
42161 -> 5143 : 9
81297 -> 38799 : 2
95870 -> 92040 : 16
16908 -> 54387 : 3
98621 -> 27170 : 77
7430 -> 87148 : 5
73023 -> 75624 : 234
59760 -> 754 : 1
35484 -> 71232 : 7
90420 -> 62511 : 4
35132 -> 61153 : 5
47247 -> 42170 : 1777
95505 -> 27735 : 1
63965 -> 8180 : 4
48037 -> 13068 : 1
2075 -> 58404 : 1
49492 -> 13703 : 1995
99708 -> 85051 : 1970
94121 -> 22315 : 11
40959 -> 33342 : 11
75624 -> 21323 : 105
83676 -> 68111 : 1
97137 -> 71859 : 3
72761 -> 9452 : 8
37840 -> 31286 : 1
68616 -> 7478 : 264
26823 -> 95307 : 6
28656 -> 34934 : 2
35132 -> 41938 : 5
40781 -> 25634 : 20
24443 -> 30535 : 5
53145 -> 39056 : 57
73030 -> 79054 : 3
40809 -> 80897 : 2
40283 -> 91960 : 1
25573 -> 44209 : 734
27232 -> 3619 : 858
18366 -> 26352 : 3
98338 -> 24693 : 1
11586 -> 12485 : 516
29720 -> 33389 : 1
35306 -> 20128 : 35
48594 -> 99044 : 2
67048 -> 7409 : 1
38838 -> 76638 : 2
41308 -> 84750 : 1
86267 -> 35261 : 3
34049 -> 30880 : 3
90449 -> 20689 : 10
20712 -> 96852 : 1
32724 -> 6662 : 3
92916 -> 5228 : 275
12459 -> 38987 : 26
96056 -> 69734 : 2
84907 -> 13272 : 9
32409 -> 93081 : 1
98563 -> 90239 : 6
44602 -> 35664 : 24
10177 -> 71565 : 42
6184 -> 44160 : 566
24187 -> 54136 : 2
84750 -> 91819 : 1
17215 -> 63018 : 1
42446 -> 96562 : 28
53372 -> 54080 : 3
71684 -> 92072 : 19
53691 -> 93919 : 242
37770 -> 98165 : 1
19754 -> 84029 : 3
41204 -> 69872 : 6
2200 -> 26671 : 411
49097 -> 25125 : 5
55741 -> 20427 : 6
55081 -> 28616 : 1
90170 -> 20745 : 2
85511 -> 43282 : 13
