Sender -> Receiver: Amount
5889 -> 9284 : 68
1541 -> 6370 : 62
3010 -> 5603 : 10
2921 -> 6066 : 78
3 -> 357 : 152
564 -> 7262 : 4
7804 -> 420 : 612
232 -> 5925 : 33
5070 -> 1739 : 3
550 -> 8638 : 316
681 -> 8389 : 7936
6841 -> 5236 : 69
7854 -> 9210 : 1356
6590 -> 9594 : 3435
4893 -> 3680 : 15
2837 -> 9881 : 2
8697 -> 151 : 1469
1999 -> 144 : 19
6590 -> 3928 : 78
8040 -> 1792 : 238
1671 -> 7107 : 9
5086 -> 6939 : 428
387 -> 8739 : 5
9439 -> 8372 : 256
893 -> 6640 : 27
8626 -> 4041 : 404
3489 -> 3708 : 1
1945 -> 4521 : 200
9462 -> 3124 : 782
3010 -> 5643 : 3
6715 -> 8679 : 6
7854 -> 9606 : 72
6640 -> 9295 : 20
1739 -> 3166 : 2
6260 -> 946 : 3
9606 -> 8070 : 71
5925 -> 7022 : 30
7517 -> 2270 : 6
6183 -> 746 : 1911
6187 -> 6521 : 30
8336 -> 5734 : 12
9600 -> 6412 : 80
6590 -> 3977 : 225
3058 -> 2693 : 6
8019 -> 8745 : 15
6047 -> 7261 : 11
7382 -> 3265 : 53
8765 -> 2964 : 4
1945 -> 9566 : 1315
4445 -> 36 : 15
6917 -> 7743 : 1
2591 -> 2247 : 37
6521 -> 1744 : 23
9207 -> 3319 : 288
9934 -> 9131 : 1
1546 -> 5095 : 115
3554 -> 6777 : 484
6640 -> 6298 : 7
5779 -> 5868 : 38
9881 -> 8624 : 1
6841 -> 3537 : 6
7478 -> 4754 : 836
5589 -> 4729 : 243
6183 -> 8664 : 1403
5643 -> 3979 : 1
2434 -> 5697 : 12164
3270 -> 6304 : 33
5889 -> 9894 : 64
3223 -> 2643 : 376
1861 -> 3285 : 1
1999 -> 8533 : 3
7442 -> 1635 : 933
3166 -> 8761 : 2
9600 -> 489 : 1
7425 -> 8668 : 13
123 -> 8425 : 991
7492 -> 9903 : 1317
8603 -> 1901 : 41
3469 -> 9686 : 2187
8399 -> 4465 : 9
3270 -> 7364 : 10
2434 -> 1673 : 22737
6183 -> 4924 : 864
3632 -> 3637 : 1062
820 -> 2104 : 108
3698 -> 7771 : 4
441 -> 4535 : 300
2859 -> 2683 : 518
3537 -> 6113 : 5
2736 -> 8283 : 3
3637 -> 5336 : 969
8271 -> 5564 : 11
5564 -> 4027 : 7
9318 -> 7238 : 9084
3326 -> 9714 : 21
6980 -> 5995 : 39
4077 -> 9865 : 3
9200 -> 142 : 13
8944 -> 7022 : 1
1467 -> 1702 : 239
4867 -> 4775 : 68
4026 -> 5566 : 177
1370 -> 3193 : 5
8970 -> 4968 : 66
8638 -> 9300 : 40
8070 -> 3062 : 13
3058 -> 3702 : 2
6521 -> 6257 : 6
4721 -> 5536 : 1
6411 -> 5169 : 48
2828 -> 7592 : 183
5236 -> 560 : 53
28 -> 4790 : 795
2434 -> 1316 : 2333
6015 -> 4681 : 2
7364 -> 2927 : 19470
6371 -> 2007 : 197
6939 -> 6801 : 173
3928 -> 7893 : 30
1076 -> 7552 : 10738
3809 -> 5558 : 205
2837 -> 5324 : 3
43 -> 6796 : 38
2040 -> 7628 : 35836
43 -> 9529 : 1
3469 -> 9489 : 702
8447 -> 5700 : 2
7779 -> 7217 : 9
8336 -> 1534 : 9
8638 -> 1668 : 70
2221 -> 4279 : 13366
9365 -> 5182 : 1
2828 -> 9563 : 135
2683 -> 1977 : 439
221 -> 971 : 3
7239 -> 6286 : 206
9318 -> 7769 : 5926
9932 -> 6196 : 1421
1587 -> 2088 : 1
6980 -> 3895 : 5
5236 -> 3420 : 4
4754 -> 8404 : 181
7771 -> 6125 : 4
3420 -> 1452 : 4
8336 -> 6145 : 1
769 -> 8547 : 9
6796 -> 3489 : 33
2960 -> 7421 : 62
3607 -> 4812 : 2
3632 -> 6155 : 528
6196 -> 3822 : 390
2104 -> 9383 : 81
5855 -> 5351 : 158
4747 -> 7759 : 8
9888 -> 2893 : 3
5721 -> 7344 : 3562
9600 -> 2682 : 2
3895 -> 9659 : 1
6280 -> 6668 : 2
9865 -> 8775 : 3
7107 -> 289 : 1
9903 -> 7989 : 996
3062 -> 9944 : 2
6572 -> 5125 : 376
8912 -> 4486 : 191
5734 -> 486 : 5
9025 -> 6377 : 18
6583 -> 276 : 225
5919 -> 6989 : 20
6377 -> 5292 : 14
8209 -> 1374 : 1697
5182 -> 6324 : 1
8745 -> 6866 : 14
7515 -> 6610 : 67
2643 -> 3841 : 268
5070 -> 8235 : 3
4631 -> 9368 : 337
8040 -> 3285 : 101
8235 -> 1830 : 2
5214 -> 9450 : 8911
1635 -> 5269 : 790
9563 -> 9139 : 83
8775 -> 4768 : 2
28 -> 5974 : 61
2964 -> 8864 : 1
4899 -> 8553 : 56
5603 -> 5232 : 7
1252 -> 1251 : 471
7421 -> 5815 : 23
6715 -> 6111 : 4
2104 -> 1110 : 23
4258 -> 9044 : 1
9594 -> 7298 : 326
5269 -> 8536 : 345
6610 -> 6634 : 51
1452 -> 1577 : 2
6324 -> 5421 : 1
2487 -> 1346 : 1
1890 -> 6394 : 8
6187 -> 3650 : 3
6715 -> 2221 : 8
4674 -> 9038 : 345
6412 -> 1000 : 64
6980 -> 94 : 4
2602 -> 2139 : 58
6796 -> 7714 : 3
6412 -> 537 : 1
8075 -> 6274 : 2
4968 -> 3899 : 13
5815 -> 1356 : 11
9377 -> 9607 : 19
7238 -> 2803 : 2019
2505 -> 2962 : 25
6377 -> 1712 : 4
3569 -> 1010 : 237
1000 -> 4887 : 36
123 -> 9709 : 28
7492 -> 4067 : 225
7239 -> 6992 : 1
7636 -> 5461 : 19450
4754 -> 5270 : 20
8761 -> 8627 : 10
560 -> 8483 : 15
5169 -> 1805 : 35
5643 -> 4520 : 1
7945 -> 3896 : 48
4521 -> 8149 : 109
9030 -> 3392 : 99
8775 -> 922 : 1
9257 -> 2884 : 32020
9888 -> 9126 : 45
1110 -> 5289 : 2
9489 -> 2662 : 591
5086 -> 4981 : 3
1356 -> 5475 : 9
5519 -> 5802 : 31
363 -> 7868 : 21
690 -> 7273 : 1002
8887 -> 4997 : 65
6583 -> 8610 : 72
3 -> 593 : 166
3928 -> 3790 : 20
3554 -> 1382 : 3510
6286 -> 9065 : 177
3056 -> 6330 : 239
2428 -> 4237 : 1
9429 -> 5849 : 1
7846 -> 9790 : 4861
1830 -> 1520 : 1
2729 -> 6119 : 20
7552 -> 9426 : 3075
9995 -> 8153 : 897
2382 -> 1103 : 2059
6047 -> 5592 : 11
537 -> 4107 : 1
6980 -> 14 : 4
769 -> 1098 : 2
2382 -> 368 : 1459
6989 -> 2133 : 15
94 -> 6219 : 4
5721 -> 9908 : 214
2505 -> 9449 : 3
1999 -> 8281 : 9
2530 -> 9879 : 6
7628 -> 1528 : 9305
3265 -> 7914 : 22
6989 -> 545 : 4
2358 -> 9004 : 11
3459 -> 1653 : 712
3694 -> 5493 : 114
5070 -> 1180 : 2
5592 -> 6623 : 6
6411 -> 5553 : 1
8075 -> 5348 : 5
5475 -> 3400 : 6
7936 -> 9078 : 105
2960 -> 7937 : 7
2729 -> 6349 : 32
7628 -> 8377 : 8609
2693 -> 4707 : 6
7239 -> 9059 : 1
1232 -> 7210 : 2
2270 -> 3766 : 6
2962 -> 3634 : 8
144 -> 7071 : 19
5589 -> 3647 : 120
8765 -> 1469 : 1
1122 -> 2538 : 13
8664 -> 7249 : 464
3702 -> 9383 : 2
4532 -> 5009 : 15
7210 -> 8495 : 2
3124 -> 2698 : 289
1901 -> 958 : 17
6381 -> 1690 : 27
2538 -> 837 : 10
5868 -> 7064 : 17
6453 -> 4893 : 6
1790 -> 171 : 64
7936 -> 7182 : 199
6866 -> 2396 : 14
4095 -> 303 : 44
8533 -> 2901 : 3
3928 -> 7308 : 13
3294 -> 7105 : 2213
5925 -> 4220 : 1
4981 -> 6356 : 2
5009 -> 885 : 14
6610 -> 5070 : 3
7989 -> 1158 : 576
5494 -> 7313 : 65
560 -> 8970 : 13
4532 -> 1229 : 2
6841 -> 5869 : 1
2088 -> 97 : 1
6521 -> 6325 : 1
3946 -> 7757 : 29
1346 -> 6352 : 1
8040 -> 5626 : 5
486 -> 3528 : 4
564 -> 4024 : 1
1252 -> 6788 : 33
8745 -> 4918 : 1
5289 -> 1458 : 1
6352 -> 5613 : 1
6623 -> 4526 : 1
5336 -> 9211 : 621
6066 -> 1206 : 48
9139 -> 892 : 31
1467 -> 8803 : 21
6304 -> 8474 : 13
4729 -> 7385 : 103
7827 -> 1847 : 574
8019 -> 9174 : 11
1525 -> 4649 : 35
97 -> 7334 : 1
6888 -> 7973 : 149
2729 -> 3309 : 21
4899 -> 9976 : 3
5626 -> 4822 : 2
5426 -> 8615 : 602
8425 -> 3814 : 991
0 -> 5312 : 24669
1252 -> 7096 : 74
1025 -> 2553 : 427
6668 -> 7612 : 1
8404 -> 6713 : 171
1232 -> 4044 : 1
9210 -> 9871 : 1298
1945 -> 2047 : 2019
8536 -> 730 : 149
1805 -> 592 : 14
7064 -> 4373 : 17
8447 -> 3349 : 2
9698 -> 8082 : 412
3977 -> 9115 : 166
276 -> 4842 : 113
8281 -> 9578 : 1
9418 -> 2598 : 1
3469 -> 6044 : 2607
9879 -> 2666 : 5
8209 -> 4141 : 300
2762 -> 2407 : 122
2884 -> 4031 : 11925
1920 -> 8899 : 2787
6801 -> 7605 : 96
6980 -> 4668 : 6
2007 -> 2365 : 97
4768 -> 8532 : 2
8816 -> 9829 : 19
8803 -> 3018 : 4
7714 -> 8674 : 1
5855 -> 9711 : 368
5925 -> 3966 : 1
1702 -> 917 : 92
837 -> 7999 : 8
5697 -> 9781 : 11659
4521 -> 2598 : 38
6411 -> 7958 : 2
9659 -> 6092 : 1
5553 -> 113 : 1
9563 -> 3853 : 38
9449 -> 4831 : 3
9499 -> 25 : 2
28 -> 9825 : 234
6274 -> 2762 : 2
1792 -> 678 : 101
9959 -> 2086 : 20
9976 -> 8719 : 3
6325 -> 9160 : 1
28 -> 5258 : 20
2953 -> 892 : 885
837 -> 2007 : 2
326 -> 8319 : 26
3294 -> 1761 : 1164
7612 -> 5389 : 1
2221 -> 3754 : 6209
5009 -> 2002 : 1
6066 -> 4901 : 24
1272 -> 4629 : 1
7105 -> 3393 : 223
8070 -> 5636 : 45
4729 -> 1232 : 17
1583 -> 9319 : 850
4981 -> 3226 : 1
4893 -> 1760 : 271
746 -> 311 : 315
7385 -> 5368 : 93
5700 -> 3042 : 2
7827 -> 6776 : 412
2026 -> 8399 : 57
5258 -> 4553 : 9
8447 -> 2348 : 1
5336 -> 4668 : 48
5070 -> 9102 : 1
6715 -> 224 : 1
3295 -> 3017 : 12
1618 -> 1680 : 84
2729 -> 4691 : 1
215 -> 5800 : 59
6776 -> 4466 : 24
3790 -> 2860 : 4
3193 -> 1025 : 1
5374 -> 8889 : 10
3680 -> 1065 : 5
6371 -> 4205 : 4
9030 -> 9199 : 2
8399 -> 589 : 74
1999 -> 3285 : 4
8514 -> 942 : 1
3226 -> 3698 : 1
5995 -> 4079 : 15
4446 -> 3239 : 5
224 -> 538 : 1
7238 -> 2095 : 3178
2893 -> 4022 : 3
5446 -> 3615 : 51
6157 -> 8907 : 1180
4031 -> 7355 : 2553
4107 -> 5436 : 1
5974 -> 2282 : 54
6113 -> 8307 : 516
820 -> 9463 : 48
545 -> 8640 : 4
7945 -> 7265 : 85
6183 -> 877 : 3686
5802 -> 9793 : 29
3569 -> 963 : 81
8235 -> 6990 : 1
8399 -> 18 : 1
2976 -> 4150 : 2062
7759 -> 366 : 8
9174 -> 5793 : 9
4691 -> 53 : 1
6044 -> 9276 : 893
922 -> 7911 : 1
3011 -> 4199 : 530
4022 -> 3498 : 3
7334 -> 8008 : 1
1374 -> 5681 : 1664
2715 -> 8200 : 49
7945 -> 949 : 5
9894 -> 8275 : 15
9160 -> 4853 : 1
2396 -> 7173 : 14
1103 -> 5362 : 530
5445 -> 1700 : 13
3615 -> 6336 : 49
5519 -> 9636 : 3
7332 -> 7234 : 9734
2591 -> 332 : 13
7628 -> 7472 : 12602
8336 -> 6979 : 4
8864 -> 2246 : 1
1076 -> 7343 : 8
8935 -> 3171 : 898
6801 -> 2497 : 23
2137 -> 6230 : 4
3822 -> 5219 : 200
667 -> 4476 : 1
232 -> 9067 : 29
5070 -> 8449 : 5
5802 -> 8595 : 2
9709 -> 2578 : 28
9200 -> 5349 : 1
3694 -> 9077 : 43
8070 -> 2905 : 11
326 -> 8379 : 7
5643 -> 5573 : 1
326 -> 2110 : 2
9566 -> 3479 : 174
7958 -> 9576 : 1
1583 -> 5833 : 214
2007 -> 4657 : 55
387 -> 4026 : 9
1680 -> 6382 : 52
8081 -> 6660 : 84
8483 -> 3962 : 14
1076 -> 2784 : 87
5236 -> 2728 : 10
0 -> 5373 : 2472
6250 -> 4193 : 161
2434 -> 5615 : 529
9781 -> 9119 : 1047
2110 -> 6995 : 1
589 -> 2414 : 58
2282 -> 9461 : 26
7936 -> 2962 : 25
7105 -> 9417 : 62
885 -> 1478 : 10
3017 -> 5135 : 10
2828 -> 1250 : 5
3979 -> 2112 : 1
5232 -> 7372 : 6
4649 -> 3289 : 29
7628 -> 8723 : 3247
3018 -> 9062 : 2
4465 -> 5359 : 8
2962 -> 2775 : 5
5348 -> 6943 : 1
3469 -> 59 : 5289
1680 -> 6072 : 8
5091 -> 5492 : 103
2570 -> 5016 : 99
4831 -> 9938 : 2
6901 -> 5538 : 367
1805 -> 4407 : 6
4199 -> 6189 : 347
1671 -> 5142 : 9
7911 -> 847 : 1
592 -> 1909 : 11
3223 -> 3279 : 852
2857 -> 1262 : 138
53 -> 51 : 1
9139 -> 5984 : 31
3289 -> 5378 : 15
5849 -> 7129 : 1
5292 -> 5201 : 14
5270 -> 1841 : 6
2047 -> 7793 : 539
6336 -> 2510 : 20
9944 -> 8181 : 2
2026 -> 6849 : 77
593 -> 2285 : 77
4754 -> 8042 : 417
1618 -> 246 : 67
2844 -> 6460 : 90
4067 -> 82 : 31
6788 -> 9495 : 22
5095 -> 5463 : 34
9908 -> 8137 : 49
8674 -> 5625 : 1
6321 -> 447 : 10
4526 -> 6520 : 1
6634 -> 8422 : 23
1316 -> 3186 : 817
7382 -> 560 : 10
8553 -> 2712 : 31
5779 -> 4923 : 147
9439 -> 4837 : 2
3895 -> 2594 : 1
5995 -> 5058 : 13
7645 -> 660 : 855
1525 -> 4022 : 94
3459 -> 1731 : 488
5815 -> 1968 : 6
3295 -> 5414 : 16
3295 -> 2821 : 3
1847 -> 9520 : 383
9932 -> 7390 : 253
1635 -> 4544 : 57
5373 -> 3177 : 277
7472 -> 4873 : 9495
3479 -> 1029 : 2
6453 -> 9642 : 1
2905 -> 6698 : 6
3017 -> 6131 : 1
4968 -> 7337 : 8
8008 -> 5516 : 1
6183 -> 3944 : 515
3349 -> 5940 : 1
949 -> 6680 : 1
6111 -> 9916 : 1
3186 -> 86 : 293
3946 -> 3675 : 77
221 -> 5420 : 2
9606 -> 3919 : 1
9426 -> 2588 : 2680
8628 -> 3910 : 2306
9038 -> 5608 : 185
7999 -> 819 : 8
4945 -> 5521 : 59
1478 -> 6328 : 9
4924 -> 25 : 702
1076 -> 6192 : 11
949 -> 8609 : 4
9062 -> 5065 : 2
3528 -> 7541 : 3
6192 -> 9521 : 11
6777 -> 1019 : 167
9594 -> 3930 : 2611
5800 -> 4478 : 30
8950 -> 6961 : 2715
6371 -> 602 : 2
6990 -> 1468 : 1
5800 -> 4331 : 15
1653 -> 4103 : 409
6092 -> 4961 : 1
4478 -> 9357 : 27
9566 -> 2031 : 1016
1468 -> 5615 : 1
4150 -> 8019 : 23
4079 -> 3093 : 10
2683 -> 420 : 53
6330 -> 7447 : 196
5349 -> 4083 : 1
3899 -> 4420 : 2
142 -> 4064 : 8
311 -> 1402 : 282
9174 -> 4635 : 1
819 -> 764 : 2
2104 -> 3579 : 2
5258 -> 5375 : 4
4373 -> 1220 : 9
6980 -> 472 : 1
5214 -> 8972 : 2646
6776 -> 9720 : 343
5359 -> 2978 : 1
2438 -> 1053 : 142
420 -> 2891 : 569
4279 -> 6060 : 9931
441 -> 9381 : 98
8082 -> 726 : 57
326 -> 127 : 1
7343 -> 8659 : 5
9284 -> 5048 : 21
9642 -> 1325 : 1
4331 -> 5985 : 10
5636 -> 7111 : 37
3393 -> 2213 : 137
4553 -> 6836 : 6
2891 -> 5786 : 74
1361 -> 1335 : 4186
4923 -> 9603 : 108
3352 -> 7762 : 2
5091 -> 343 : 426
9600 -> 3560 : 1
8610 -> 7489 : 60
946 -> 7593 : 3
2133 -> 4014 : 8
2104 -> 1513 : 2
4924 -> 8481 : 59
5800 -> 9326 : 7
5375 -> 9610 : 1
127 -> 9317 : 1
3223 -> 1393 : 113
6066 -> 8619 : 6
7973 -> 5258 : 34
5076 -> 639 : 4
5445 -> 6139 : 1
8719 -> 181 : 2
253 -> 2109 : 11
4893 -> 8412 : 35
6183 -> 121 : 93
681 -> 8669 : 1388
5375 -> 7402 : 3
7197 -> 215 : 1
366 -> 6353 : 1
5974 -> 6565 : 1
9992 -> 7923 : 2652
2857 -> 8775 : 15
9276 -> 6953 : 241
1010 -> 9213 : 68
6072 -> 8633 : 2
6060 -> 8013 : 5299
5697 -> 7952 : 468
5721 -> 7881 : 94
5613 -> 6358 : 1
602 -> 214 : 1
4397 -> 3284 : 396
2962 -> 3188 : 37
7605 -> 5122 : 14
971 -> 1593 : 2
9418 -> 7903 : 1
9462 -> 2199 : 145
8082 -> 7646 : 28
6668 -> 6923 : 1
6139 -> 4319 : 1
1890 -> 4415 : 11
4150 -> 8766 : 1823
1805 -> 4341 : 10
9025 -> 8788 : 1
9200 -> 8615 : 19
28 -> 9254 : 1
2578 -> 1214 : 26
9067 -> 9811 : 21
8040 -> 7614 : 2
6201 -> 3900 : 28
3554 -> 445 : 222
7262 -> 4078 : 3
9417 -> 1929 : 49
9811 -> 4847 : 3
3896 -> 2025 : 39
1909 -> 7253 : 4
6899 -> 6440 : 119
1467 -> 4217 : 1
3393 -> 3136 : 15
1076 -> 2544 : 1
4486 -> 9696 : 1
6111 -> 3527 : 1
2221 -> 4549 : 5175
6356 -> 2563 : 2
2857 -> 130 : 48
6943 -> 3465 : 1
5142 -> 3674 : 6
2407 -> 1834 : 75
6440 -> 6485 : 112
1731 -> 9048 : 483
4041 -> 8503 : 187
5793 -> 8840 : 2
1262 -> 8038 : 113
3270 -> 7008 : 13
5122 -> 2292 : 5
3309 -> 8767 : 16
9594 -> 3055 : 57
9132 -> 667 : 1
4024 -> 6976 : 1
9004 -> 7098 : 6
1370 -> 4791 : 2
4754 -> 5392 : 165
2976 -> 5421 : 1109
253 -> 3431 : 16
4812 -> 3528 : 1
9199 -> 6877 : 2
3469 -> 9087 : 430
9894 -> 5421 : 14
7714 -> 242 : 1
326 -> 2900 : 1
3560 -> 7678 : 1
366 -> 7404 : 7
9126 -> 1001 : 17
3309 -> 8006 : 2
7779 -> 4445 : 3
2497 -> 4310 : 12
8739 -> 60 : 1
9894 -> 5261 : 3
130 -> 2302 : 39
1478 -> 4901 : 1
6113 -> 1735 : 212
4415 -> 9866 : 9
7743 -> 8880 : 1
9099 -> 9475 : 51
7881 -> 1003 : 28
130 -> 8211 : 9
4790 -> 6044 : 426
1382 -> 4844 : 1261
8739 -> 6548 : 1
4465 -> 5851 : 1
