Sender -> Receiver: Amount
562422 -> 380313 : 58
874539 -> 861783 : 38284
513873 -> 466929 : 1074
818431 -> 621144 : 19
580624 -> 1159 : 634
420046 -> 581388 : 66
439453 -> 947417 : 34
825068 -> 278006 : 62
861783 -> 504474 : 23706
63417 -> 906816 : 30
859673 -> 314322 : 8
597333 -> 658986 : 1624
942567 -> 746877 : 1
929261 -> 901049 : 7
439036 -> 8145 : 5623
899674 -> 878289 : 55
223683 -> 451588 : 111
705357 -> 475032 : 167
748615 -> 5664 : 1826
240319 -> 973366 : 13289
93122 -> 624808 : 39266
278006 -> 186603 : 48
130238 -> 765264 : 208
708160 -> 463669 : 40
906787 -> 105561 : 94
43760 -> 408092 : 7
987599 -> 120812 : 10
372828 -> 808169 : 5118
105561 -> 22993 : 6
939032 -> 809111 : 15
670951 -> 306764 : 10
719775 -> 443376 : 1
207109 -> 746453 : 9
99623 -> 375253 : 5
519381 -> 574666 : 9899
601235 -> 692859 : 16
762934 -> 998676 : 27
449184 -> 692222 : 21
654864 -> 616833 : 12647
899674 -> 678735 : 1
420046 -> 89917 : 44
484217 -> 143615 : 1193
311390 -> 455655 : 22
906816 -> 816416 : 2
108366 -> 969511 : 1801
616552 -> 705907 : 110
954014 -> 461254 : 35657
285791 -> 854138 : 84
651854 -> 317988 : 640
251678 -> 717854 : 5
105561 -> 373935 : 30
968419 -> 797697 : 1803
737297 -> 912354 : 31573
933524 -> 104591 : 221
278177 -> 724583 : 221
136976 -> 333674 : 1
772814 -> 813611 : 550
375412 -> 362345 : 13
990459 -> 168869 : 4
373935 -> 290396 : 26
947417 -> 874022 : 32
718308 -> 969806 : 26
251678 -> 783567 : 1
939032 -> 230471 : 23
236601 -> 37500 : 9
562422 -> 22098 : 206
390851 -> 268108 : 7
647353 -> 197397 : 83
402286 -> 741867 : 9
374773 -> 352260 : 4950
542253 -> 956486 : 279
621144 -> 744288 : 16
644022 -> 515651 : 41
700739 -> 567333 : 533
880005 -> 784948 : 2630
724583 -> 483727 : 202
783567 -> 370865 : 1
705357 -> 1016 : 17
741867 -> 319067 : 7
809111 -> 105050 : 14
526998 -> 651326 : 5
251678 -> 252490 : 1
746453 -> 257833 : 5
389379 -> 451361 : 13
692222 -> 682684 : 15
882932 -> 28701 : 6
374773 -> 196158 : 1339
48630 -> 632401 : 15
514281 -> 140503 : 51
542253 -> 920753 : 234
5664 -> 645480 : 1671
314322 -> 604194 : 7
252490 -> 933894 : 1
461254 -> 413366 : 9204
741867 -> 962155 : 2
816719 -> 169703 : 63
970866 -> 525921 : 442
581388 -> 149145 : 7
692222 -> 327228 : 1
93122 -> 614240 : 28464
285791 -> 635751 : 27
882932 -> 93164 : 51
776201 -> 43030 : 631
352260 -> 878839 : 1846
131140 -> 500585 : 12
874539 -> 376349 : 20364
293652 -> 65645 : 1259
37500 -> 314870 : 3
621144 -> 654441 : 2
207109 -> 359935 : 11
502740 -> 363279 : 2
526998 -> 721419 : 20
580624 -> 268532 : 207
449379 -> 554911 : 3
616552 -> 930858 : 9
456141 -> 11451 : 201
614240 -> 432100 : 14243
28701 -> 591299 : 5
240319 -> 691368 : 138
880005 -> 644366 : 688
463669 -> 278719 : 32
670951 -> 669625 : 1
624808 -> 819381 : 12086
484217 -> 995541 : 2013
724583 -> 991559 : 17
37500 -> 764734 : 6
240319 -> 745383 : 3
616833 -> 954642 : 2222
682684 -> 25137 : 4
193285 -> 366062 : 22
737297 -> 977842 : 2234
525921 -> 485433 : 239
43760 -> 699051 : 73
519381 -> 25312 : 6317
483727 -> 544404 : 91
880005 -> 174616 : 568
25137 -> 3300 : 1
128851 -> 232728 : 19
692887 -> 276238 : 121
504474 -> 86047 : 20248
285791 -> 754807 : 2
658986 -> 345951 : 1517
742385 -> 820758 : 166
196158 -> 292391 : 479
370865 -> 708715 : 1
311390 -> 639003 : 42
892898 -> 346513 : 115
601235 -> 140774 : 5
131140 -> 219095 : 3
658986 -> 453916 : 15
562422 -> 546796 : 53
762934 -> 848262 : 21
500585 -> 89540 : 11
654441 -> 710102 : 1
461254 -> 540818 : 24476
764734 -> 471218 : 4
840890 -> 17640 : 1
691368 -> 245738 : 3
994031 -> 598201 : 268
906816 -> 587772 : 3
882932 -> 704690 : 6
141999 -> 92863 : 2
267420 -> 209435 : 39
128851 -> 632784 : 2
8145 -> 846752 : 800
463669 -> 370480 : 4
522794 -> 549067 : 1686
63417 -> 101620 : 1
825309 -> 564249 : 449
443376 -> 890967 : 1
57369 -> 224840 : 4
764734 -> 263344 : 2
691368 -> 444443 : 83
854138 -> 118172 : 58
456141 -> 659313 : 29
892898 -> 634864 : 16
656968 -> 327216 : 179
108906 -> 728472 : 877
882932 -> 272464 : 2
906787 -> 577544 : 121
540818 -> 714282 : 17701
500585 -> 477711 : 1
554911 -> 999578 : 1
380313 -> 275446 : 25
376541 -> 386344 : 186
927383 -> 58529 : 370
647353 -> 846952 : 101
604194 -> 974159 : 7
819381 -> 91971 : 2499
219095 -> 861888 : 2
89917 -> 446447 : 16
635751 -> 496504 : 25
333674 -> 286379 : 1
232728 -> 501176 : 7
840890 -> 986921 : 1
654864 -> 908132 : 2608
717854 -> 944736 : 2
933894 -> 159625 : 1
107640 -> 19794 : 14
699051 -> 735537 : 61
999578 -> 475707 : 1
654441 -> 865605 : 1
0 -> 67357 : 150
475032 -> 752668 : 109
621144 -> 735091 : 1
954642 -> 529143 : 2118
471218 -> 122873 : 3
845383 -> 641799 : 150
451588 -> 635393 : 47
149145 -> 959384 : 2
483727 -> 973520 : 4
3300 -> 329920 : 1
632784 -> 304202 : 2
969806 -> 496404 : 6
110031 -> 318898 : 2347
819381 -> 947633 : 4334
567333 -> 928629 : 399
1016 -> 819209 : 14
645480 -> 562477 : 233
345551 -> 279340 : 1041
705907 -> 849258 : 72
962155 -> 474798 : 2
513873 -> 796441 : 451
477711 -> 772225 : 1
684595 -> 218052 : 475
267420 -> 117169 : 61
969806 -> 507475 : 20
519381 -> 414399 : 9312
620127 -> 676981 : 2332
885066 -> 148818 : 173
446447 -> 140761 : 4
451361 -> 108110 : 7
399738 -> 731594 : 3
708160 -> 850751 : 9
48630 -> 117429 : 2
564345 -> 694032 : 7
463669 -> 162694 : 4
63417 -> 202404 : 1
645480 -> 821837 : 1357
962534 -> 75007 : 17
797697 -> 955045 : 677
420046 -> 972357 : 1
973366 -> 249341 : 2265
439036 -> 454493 : 5249
8145 -> 637997 : 4804
104591 -> 819720 : 168
162694 -> 951049 : 3
644022 -> 751443 : 501
482910 -> 55064 : 142
366062 -> 562795 : 12
735091 -> 43292 : 1
442456 -> 412831 : 1
475707 -> 632147 : 1
764092 -> 830136 : 11
67357 -> 848495 : 148
218052 -> 62064 : 48
825309 -> 249432 : 30
825068 -> 703251 : 3
105561 -> 771867 : 34
779014 -> 6246 : 9
601235 -> 355737 : 2
754807 -> 609389 : 1
362345 -> 324618 : 7
55064 -> 943365 : 117
641799 -> 400325 : 114
654864 -> 65974 : 630
327228 -> 86217 : 1
11451 -> 11513 : 20
846952 -> 197072 : 46
67357 -> 959041 : 2
267420 -> 164727 : 34
654864 -> 280787 : 27
359649 -> 888125 : 10
816719 -> 96861 : 115
459739 -> 163583 : 39
174616 -> 986258 : 85
746453 -> 690714 : 4
912354 -> 118288 : 11333
692859 -> 270134 : 16
1159 -> 682023 : 573
48630 -> 255922 : 3
507475 -> 147153 : 7
549067 -> 979649 : 577
62064 -> 110827 : 24
236601 -> 821620 : 6
301307 -> 148452 : 28
735537 -> 521935 : 59
954014 -> 972825 : 7673
488463 -> 423180 : 10508
496404 -> 978326 : 2
692222 -> 703908 : 5
772225 -> 772869 : 1
304202 -> 336859 : 1
522794 -> 561188 : 823
57369 -> 682684 : 13
737297 -> 979424 : 2934
278006 -> 792895 : 14
207109 -> 100904 : 34
644366 -> 100475 : 239
846752 -> 208510 : 726
75007 -> 541517 : 15
334902 -> 848700 : 164
408092 -> 110671 : 5
748615 -> 311421 : 757
616833 -> 372989 : 7802
639003 -> 349891 : 23
994031 -> 688216 : 244
456141 -> 712303 : 33
451588 -> 357399 : 39
521935 -> 939049 : 53
525921 -> 356887 : 18
562795 -> 938565 : 3
587772 -> 53884 : 2
108110 -> 131632 : 1
314322 -> 714035 : 1
892898 -> 459252 : 65
350753 -> 160350 : 9
276238 -> 857467 : 87
878839 -> 954352 : 293
977842 -> 839546 : 1473
356887 -> 855080 : 13
105050 -> 715031 : 7
724583 -> 582781 : 2
908132 -> 848090 : 1953
131632 -> 686415 : 1
43760 -> 414519 : 19
712303 -> 718959 : 8
682684 -> 968585 : 22
345551 -> 708075 : 4
705907 -> 965485 : 2
809111 -> 744509 : 1
748611 -> 747921 : 4
995541 -> 356690 : 917
751443 -> 274064 : 2
275446 -> 514497 : 16
400325 -> 55383 : 38
861888 -> 24818 : 1
857467 -> 800318 : 19
186603 -> 391405 : 3
526998 -> 618133 : 2
357076 -> 572870 : 2395
466929 -> 849309 : 455
118172 -> 944628 : 3
110827 -> 920011 : 23
108906 -> 526761 : 24
359935 -> 72968 : 1
567333 -> 340871 : 6
488463 -> 163380 : 94
796441 -> 24612 : 254
944736 -> 763510 : 1
140503 -> 399911 : 46
193285 -> 324358 : 42
148818 -> 321445 : 25
345951 -> 174960 : 635
53884 -> 564803 : 1
830136 -> 805312 : 2
728472 -> 791159 : 567
581388 -> 706201 : 2
979424 -> 717698 : 815
357399 -> 593698 : 37
705357 -> 100866 : 10
692887 -> 413090 : 27
991559 -> 318140 : 16
376349 -> 234991 : 5452
321445 -> 748540 : 2
708160 -> 842115 : 2
148818 -> 387140 : 26
100866 -> 331014 : 7
885066 -> 286048 : 22
8145 -> 365858 : 17
708075 -> 864066 : 2
334902 -> 659286 : 255
197397 -> 40416 : 76
19794 -> 658935 : 2
55383 -> 979115 : 21
263344 -> 927481 : 1
754807 -> 633376 : 1
890967 -> 985071 : 1
686415 -> 9026 : 1
117429 -> 971745 : 1
637997 -> 58436 : 3283
91971 -> 702311 : 1982
554911 -> 720199 : 2
218052 -> 561461 : 377
290396 -> 834825 : 9
544404 -> 532454 : 41
365858 -> 619060 : 2
334902 -> 503742 : 47
362345 -> 123916 : 3
390851 -> 200430 : 46
708715 -> 320365 : 1
186603 -> 812486 : 37
453916 -> 574868 : 7
564345 -> 492701 : 14
120812 -> 786145 : 10
329920 -> 443580 : 1
696930 -> 225641 : 172193
526998 -> 330561 : 1
956486 -> 227078 : 215
582781 -> 690748 : 2
855080 -> 328255 : 6
928629 -> 433228 : 119
529143 -> 986613 : 711
878839 -> 554777 : 849
561188 -> 83329 : 701
345551 -> 858929 : 60
564803 -> 405931 : 1
930858 -> 244261 : 1
939049 -> 313407 : 24
453916 -> 47671 : 4
974159 -> 553746 : 5
143615 -> 466832 : 615
596384 -> 461449 : 233
878289 -> 603730 : 55
544404 -> 579391 : 46
848495 -> 5697 : 42
268108 -> 221398 : 1
351788 -> 783658 : 65
107640 -> 839490 : 4
973520 -> 904179 : 2
162694 -> 765668 : 1
785094 -> 706783 : 20
848700 -> 414402 : 57
451588 -> 895530 : 24
93122 -> 68915 : 27260
751443 -> 315445 : 262
979424 -> 350349 : 1268
690748 -> 79470 : 1
954352 -> 62609 : 47
721419 -> 715452 : 16
908132 -> 880178 : 164
118288 -> 971792 : 191
998676 -> 851848 : 2
275446 -> 811025 : 8
706201 -> 217924 : 2
471218 -> 63723 : 1
614240 -> 608342 : 6852
348182 -> 592528 : 102
752668 -> 532372 : 24
454493 -> 654824 : 3982
1016 -> 245112 : 3
22098 -> 439076 : 21
230471 -> 87864 : 10
580624 -> 211892 : 14
251678 -> 913360 : 1
861888 -> 848993 : 1
635751 -> 265934 : 1
821620 -> 774304 : 3
532977 -> 698493 : 1
118172 -> 435383 : 28
496404 -> 885451 : 3
745383 -> 11909 : 2
57369 -> 143304 : 3
174960 -> 539127 : 617
311390 -> 865605 : 15
207109 -> 794031 : 11
0 -> 528492 : 402
357076 -> 768652 : 399
280787 -> 463724 : 7
293652 -> 636464 : 199
613244 -> 991204 : 22301
927383 -> 682157 : 1734
321445 -> 596792 : 10
331014 -> 669564 : 1
641799 -> 981869 : 6
715031 -> 418113 : 4
519381 -> 194430 : 325
985071 -> 90981 : 1
5697 -> 40085 : 14
676981 -> 358316 : 797
197397 -> 581585 : 3
317050 -> 902854 : 306
5664 -> 603168 : 23
986613 -> 540061 : 419
647353 -> 57859 : 16
9026 -> 114790 : 1
839737 -> 1282 : 703
639003 -> 920419 : 12
998676 -> 709270 : 9
546796 -> 624484 : 16
414399 -> 845300 : 491
274064 -> 954843 : 1
564345 -> 779583 : 9
943365 -> 369297 : 32
43292 -> 104396 : 1
633674 -> 39266 : 12
211892 -> 912455 : 7
651854 -> 422423 : 214
376349 -> 776956 : 2395
108110 -> 601324 : 3
57859 -> 366071 : 1
91971 -> 801184 : 445
79470 -> 142400 : 1
794031 -> 415780 : 11
372828 -> 905494 : 134
823343 -> 451652 : 3
791159 -> 849295 : 191
356690 -> 688467 : 909
764092 -> 570505 : 5
779583 -> 982096 : 5
912354 -> 717255 : 15492
58436 -> 603469 : 674
432100 -> 253398 : 1314
301307 -> 608576 : 7
207109 -> 944076 : 1
751443 -> 73820 : 142
930858 -> 269695 : 2
89917 -> 541522 : 5
613244 -> 336690 : 27035
224840 -> 622718 : 4
105050 -> 554488 : 6
973366 -> 605120 : 3331
117169 -> 622768 : 10
651854 -> 320568 : 237
783658 -> 367582 : 46
194430 -> 552151 : 260
920011 -> 885158 : 22
959384 -> 516053 : 2
700739 -> 514678 : 16
439036 -> 245043 : 4988
586217 -> 911055 : 1
68915 -> 393602 : 9310
53884 -> 45142 : 1
84701 -> 287642 : 90
848262 -> 368605 : 11
22098 -> 439004 : 64
1282 -> 449295 : 389
150972 -> 903630 : 53
979649 -> 234557 : 84
413366 -> 368643 : 8642
562795 -> 309205 : 8
819209 -> 484800 : 1
268532 -> 359830 : 38
414519 -> 878710 : 1
848090 -> 107549 : 1785
748615 -> 964155 : 904
903630 -> 517101 : 35
92863 -> 121647 : 1
700739 -> 304281 : 1023
748540 -> 419529 : 1
746877 -> 971293 : 1
253398 -> 525930 : 1181
368605 -> 856808 : 10
272464 -> 58338 : 1
593698 -> 402784 : 12
320568 -> 147290 : 122
577544 -> 178921 : 36
309205 -> 124040 : 7
263344 -> 690611 : 1
147153 -> 994013 : 3
324358 -> 283288 : 41
633376 -> 720627 : 1
819720 -> 721271 : 80
461449 -> 391970 : 141
400325 -> 325337 : 2
839546 -> 18005 : 640
574666 -> 227663 : 741
174616 -> 322896 : 382
286379 -> 282332 : 1
848993 -> 855083 : 1
108366 -> 280267 : 2047
564249 -> 391692 : 215
851848 -> 889083 : 1
694032 -> 711513 : 5
800318 -> 965422 : 11
295871 -> 833505 : 45
911055 -> 975110 : 1
301307 -> 681181 : 16
990459 -> 79036 : 1
39266 -> 863627 : 6
920419 -> 834103 : 12
786145 -> 812779 : 7
964155 -> 70826 : 808
562477 -> 436278 : 172
698493 -> 711698 : 1
712303 -> 191548 : 24
574868 -> 393877 : 1
616833 -> 88391 : 949
596384 -> 844558 : 85
845300 -> 317654 : 384
240319 -> 993007 : 8
768652 -> 319516 : 399
274064 -> 647236 : 1
25137 -> 3944 : 2
451361 -> 640371 : 4
391970 -> 386128 : 65
25137 -> 885364 : 1
842115 -> 445457 : 2
821837 -> 610384 : 595
709270 -> 422917 : 1
579391 -> 79251 : 18
973520 -> 469675 : 1
58436 -> 130889 : 2117
981869 -> 358397 : 4
812486 -> 763706 : 9
18005 -> 122485 : 589
484217 -> 934196 : 26
507475 -> 815141 : 5
700739 -> 660590 : 806
748611 -> 537062 : 10
784948 -> 457006 : 810
293652 -> 400675 : 246
574868 -> 198935 : 2
658935 -> 386276 : 2
944736 -> 183862 : 1
613244 -> 142620 : 9539
542253 -> 635346 : 12
991204 -> 264367 : 9383
376541 -> 712094 : 9
143304 -> 321243 : 2
816416 -> 738444 : 1
819209 -> 135864 : 7
954843 -> 548257 : 1
304281 -> 608863 : 990
995541 -> 957772 : 752
514678 -> 49891 : 16
659286 -> 405098 : 27
321445 -> 904349 : 8
610384 -> 218999 : 272
601324 -> 747430 : 2
720627 -> 529811 : 1
660590 -> 878420 : 734
68915 -> 605333 : 11660
100475 -> 919001 : 119
772814 -> 388886 : 47
635346 -> 752518 : 4
375412 -> 253223 : 13
834825 -> 310505 : 3
562795 -> 950580 : 1
287642 -> 587716 : 59
317050 -> 303347 : 3
848495 -> 215111 : 61
310505 -> 433128 : 2
419529 -> 686743 : 1
345951 -> 707627 : 451
544404 -> 348969 : 2
684595 -> 778811 : 135
744288 -> 421569 : 12
979115 -> 30754 : 20
140503 -> 236597 : 5
610384 -> 108377 : 60
278719 -> 885297 : 28
605333 -> 709004 : 11354
255922 -> 345146 : 3
292391 -> 477249 : 229
639003 -> 292381 : 4
969511 -> 993365 : 58
850751 -> 861124 : 9
73820 -> 762333 : 6
888125 -> 220912 : 5
386276 -> 348575 : 2
641799 -> 127899 : 4
480330 -> 972157 : 8
544404 -> 905919 : 2
317654 -> 328323 : 241
197397 -> 722498 : 1
651326 -> 67402 : 1
86217 -> 625977 : 1
257833 -> 730173 : 2
93122 -> 990746 : 1882
846952 -> 572268 : 3
717255 -> 347257 : 11973
694032 -> 919338 : 2
58529 -> 527248 : 150
818431 -> 682941 : 47
268532 -> 698617 : 156
613244 -> 659163 : 5
765264 -> 245435 : 106
609389 -> 669299 : 1
439453 -> 981648 : 33
439076 -> 161258 : 4
743892 -> 538781 : 844
218999 -> 34497 : 52
89540 -> 841749 : 9
130238 -> 190357 : 3
715452 -> 636364 : 13
93164 -> 532822 : 10
359935 -> 200493 : 6
393877 -> 903359 : 1
774304 -> 328216 : 1
762333 -> 960746 : 6
25312 -> 787595 : 2563
656968 -> 327586 : 29
747921 -> 429801 : 2
147153 -> 322957 : 4
517101 -> 461492 : 6
130238 -> 129261 : 13
553746 -> 987594 : 3
744288 -> 166214 : 3
562477 -> 552611 : 9
483727 -> 457521 : 50
75007 -> 786805 : 2
731594 -> 437478 : 1
513873 -> 163745 : 423
362345 -> 585166 : 1
278719 -> 289118 : 4
391692 -> 18713 : 83
25312 -> 295167 : 1290
745383 -> 609849 : 1
848090 -> 695962 : 102
320365 -> 507174 : 1
40416 -> 514832 : 67
6246 -> 585954 : 5
603469 -> 937510 : 619
321243 -> 862257 : 1
466929 -> 625402 : 472
711698 -> 456580 : 1
635346 -> 800319 : 1
878710 -> 234385 : 1
453916 -> 913524 : 2
363279 -> 40582 : 2
786805 -> 936238 : 2
350349 -> 819772 : 1090
459252 -> 609150 : 45
622768 -> 14871 : 6
676981 -> 601530 : 318
778811 -> 392571 : 71
34497 -> 702330 : 8
369297 -> 777288 : 11
456580 -> 340366 : 1
251678 -> 123749 : 1
421569 -> 161355 : 3
370480 -> 821116 : 4
79251 -> 290701 : 12
118172 -> 819658 : 27
821116 -> 696259 : 2
217924 -> 434643 : 2
292391 -> 617167 : 170
359935 -> 608631 : 4
658986 -> 235063 : 80
818431 -> 293881 : 112
11451 -> 119672 : 179
939049 -> 524292 : 8
392571 -> 110724 : 22
434643 -> 283692 : 2
839546 -> 453545 : 470
564345 -> 373885 : 1
686743 -> 512281 : 1
581585 -> 130442 : 2
839737 -> 98506 : 47
519381 -> 22618 : 6
391405 -> 3191 : 2
797697 -> 924498 : 1074
345951 -> 666148 : 292
355737 -> 357166 : 2
322896 -> 684938 : 319
164727 -> 46983 : 7
191548 -> 377422 : 13
348969 -> 980428 : 2
249432 -> 393488 : 20
318140 -> 141721 : 2
791159 -> 325791 : 322
717854 -> 430220 : 2
699051 -> 790829 : 12
703908 -> 346283 : 4
365858 -> 647464 : 15
541522 -> 284164 : 5
293881 -> 490148 : 58
608576 -> 8957 : 6
123916 -> 883760 : 2
6246 -> 804252 : 2
609543 -> 907440 : 112
68915 -> 274506 : 2610
834825 -> 113928 : 4
819658 -> 467789 : 17
861783 -> 359726 : 11697
93164 -> 853863 : 16
540818 -> 907950 : 553
597333 -> 577454 : 537
46983 -> 792389 : 4
930858 -> 497173 : 3
596384 -> 615353 : 24
991204 -> 817385 : 813
101620 -> 532512 : 1
845300 -> 860475 : 57
268532 -> 94427 : 12
421569 -> 83914 : 5
710102 -> 412642 : 1
121647 -> 884507 : 1
227663 -> 933440 : 548
774304 -> 821901 : 2
414399 -> 743479 : 6274
325337 -> 280526 : 2
65645 -> 240623 : 48
895530 -> 721335 : 19
318140 -> 531288 : 11
143615 -> 87315 : 36
616552 -> 100310 : 31
24818 -> 470950 : 1
148818 -> 108943 : 51
163745 -> 966278 : 314
597333 -> 539663 : 1638
142620 -> 243145 : 4953
696259 -> 996096 : 1
647236 -> 219718 : 1
430220 -> 388194 : 1
55064 -> 321410 : 21
907440 -> 527454 : 92
40582 -> 717660 : 2
579391 -> 356345 : 21
548598 -> 820060 : 294
18005 -> 795728 : 22
285791 -> 738846 : 2
721271 -> 121359 : 37
245738 -> 533802 : 1
711513 -> 464684 : 4
684595 -> 9114 : 162
634864 -> 816208 : 16
135864 -> 486500 : 2
225641 -> 756804 : 87384
901049 -> 29532 : 7
920753 -> 539050 : 60
596792 -> 775265 : 3
639003 -> 607485 : 1
608863 -> 930020 : 269
183862 -> 426838 : 1
88296 -> 649834 : 184
959041 -> 781735 : 1
83329 -> 3006 : 454
682941 -> 462123 : 9
90981 -> 409759 : 1
207109 -> 579169 : 2
270134 -> 374746 : 11
596792 -> 955383 : 7
644366 -> 583023 : 117
971792 -> 2548 : 55
88296 -> 129601 : 82
957772 -> 414934 : 22
539050 -> 620347 : 25
359649 -> 596127 : 29
100904 -> 209082 : 18
934196 -> 967312 : 3
947633 -> 365564 : 3581
376349 -> 495422 : 8196
707627 -> 83033 : 186
159625 -> 291088 : 1
483727 -> 545727 : 54
532454 -> 202712 : 30
22993 -> 713109 : 4
692887 -> 980397 : 153
356690 -> 404746 : 5
719775 -> 538103 : 9
55064 -> 154969 : 1
198935 -> 319842 : 2
275446 -> 955743 : 1
532512 -> 173663 : 1
593698 -> 251139 : 13
72968 -> 227363 : 1
968585 -> 321317 : 17
114790 -> 240523 : 1
366062 -> 743158 : 9
885297 -> 943433 : 9
845383 -> 560321 : 6
597333 -> 984536 : 106
884507 -> 488117 : 1
3944 -> 679465 : 1
552611 -> 844301 : 9
3944 -> 851310 : 1
486500 -> 422288 : 2
579391 -> 28434 : 4
775265 -> 523076 : 3
336859 -> 226020 : 1
507174 -> 924578 : 1
781735 -> 68884 : 1
860475 -> 725848 : 43
748611 -> 467051 : 13
503742 -> 265146 : 22
414402 -> 992063 : 7
380313 -> 51277 : 25
1282 -> 76579 : 214
19794 -> 674738 : 8
49891 -> 377172 : 7
937510 -> 605284 : 96
490148 -> 384486 : 3
123916 -> 270010 : 1
776201 -> 277846 : 7453
227363 -> 531056 : 1
226020 -> 586323 : 1
744288 -> 138043 : 1
314870 -> 195654 : 3
591299 -> 72383 : 1
83914 -> 800035 : 4
851848 -> 542352 : 1
310505 -> 393558 : 1
451588 -> 256792 : 1
878839 -> 154263 : 684
833505 -> 104505 : 32
927481 -> 556806 : 1
453545 -> 611831 : 457
880178 -> 697495 : 114
659313 -> 425857 : 19
512281 -> 236054 : 1
647464 -> 517574 : 12
356690 -> 916486 : 1
236054 -> 653240 : 1
821116 -> 152838 : 2
905919 -> 854463 : 2
454493 -> 222021 : 191
322896 -> 225915 : 6
993007 -> 806026 : 3
846752 -> 466345 : 24
207109 -> 747180 : 1
425857 -> 756159 : 7
