Sender -> Receiver: Amount
948947 -> 305671 : 70
346699 -> 277151 : 12166
225299 -> 777844 : 29
660149 -> 9 : 392
491945 -> 965787 : 13
185776 -> 259774 : 42307
506255 -> 396477 : 1
120814 -> 668691 : 3
874301 -> 628296 : 1253
680445 -> 628967 : 25
259774 -> 262175 : 25290
267418 -> 842721 : 11661
166214 -> 752256 : 4
147856 -> 487540 : 5
619354 -> 370295 : 1
248412 -> 423865 : 2
147856 -> 169152 : 1
44628 -> 311848 : 25416
483808 -> 20659 : 33
311848 -> 10525 : 20689
692942 -> 462207 : 408
36293 -> 691895 : 16605
305671 -> 945117 : 34
670132 -> 155708 : 1
347384 -> 222413 : 2
347384 -> 132076 : 1
887402 -> 585310 : 4
931727 -> 100417 : 1
693863 -> 980689 : 116
626583 -> 902694 : 7970
781952 -> 999376 : 493
206905 -> 550831 : 1
628967 -> 2367 : 12
691409 -> 132347 : 133
850149 -> 115596 : 1
360229 -> 545825 : 1
499221 -> 404879 : 6104
173279 -> 142711 : 271
327865 -> 731715 : 7
376048 -> 771436 : 4928
570906 -> 476870 : 20
921036 -> 949343 : 17
462207 -> 367575 : 386
193370 -> 889878 : 375
550831 -> 239269 : 1
350528 -> 582149 : 74
267418 -> 464181 : 366
300105 -> 292653 : 124986
176937 -> 758128 : 37
82120 -> 5534 : 50
965787 -> 18552 : 5
775801 -> 541822 : 1438
116659 -> 10044 : 3
893817 -> 969220 : 88
893817 -> 984933 : 474
915576 -> 691481 : 1
367575 -> 471979 : 371
376048 -> 613100 : 6597
902694 -> 521580 : 4212
464181 -> 423 : 346
116659 -> 700205 : 8
170313 -> 598743 : 191
984933 -> 104943 : 299
740142 -> 406217 : 1
949343 -> 23845 : 13
374491 -> 102702 : 149
354851 -> 709173 : 2812
18552 -> 381832 : 1
424342 -> 862557 : 2
537496 -> 982101 : 7
5534 -> 174851 : 26
406217 -> 607720 : 1
889878 -> 297942 : 350
134673 -> 241576 : 1
423865 -> 218899 : 2
346699 -> 160051 : 2175
120814 -> 138395 : 7
297942 -> 838992 : 183
752256 -> 157458 : 3
673186 -> 118888 : 2
132076 -> 386075 : 1
72524 -> 985787 : 4
386075 -> 324718 : 1
110304 -> 547569 : 8
234380 -> 232676 : 27733
261722 -> 9978 : 2175
23845 -> 864055 : 6
442183 -> 858324 : 38
367575 -> 206253 : 13
120014 -> 964116 : 1
902694 -> 182636 : 2832
49739 -> 548496 : 135
805164 -> 998765 : 6665
483808 -> 596770 : 21
950177 -> 880125 : 2
42633 -> 366055 : 1
724962 -> 122940 : 1
500408 -> 675259 : 10
740142 -> 344942 : 1
476870 -> 958041 : 10
982101 -> 736945 : 1
491945 -> 471787 : 10
761504 -> 119452 : 1
649580 -> 128629 : 340
858324 -> 490600 : 28
483808 -> 503468 : 5
267418 -> 109291 : 9965
541822 -> 524691 : 813
336026 -> 143159 : 2
948947 -> 116850 : 6
524691 -> 412962 : 324
927283 -> 984604 : 83
887402 -> 768761 : 1
506255 -> 409902 : 1
471979 -> 528466 : 148
267418 -> 531932 : 1879
838992 -> 346341 : 174
585310 -> 656412 : 2
225299 -> 176497 : 2
122940 -> 859694 : 1
128629 -> 14712 : 166
649580 -> 563657 : 663
858324 -> 961956 : 5
949343 -> 618840 : 4
442526 -> 665035 : 10
346341 -> 383885 : 117
259774 -> 743371 : 7969
741071 -> 757212 : 16
89951 -> 2380 : 6
781952 -> 143685 : 1614
596770 -> 286682 : 6
173279 -> 796423 : 28
775801 -> 189156 : 13111
234380 -> 347890 : 57536
859694 -> 332243 : 1
595769 -> 763429 : 3
9 -> 803559 : 274
396477 -> 867345 : 1
3341 -> 790384 : 22
735076 -> 204432 : 3951
116659 -> 212283 : 4
488141 -> 232111 : 2
660149 -> 359626 : 52
443673 -> 717045 : 11547
5534 -> 486999 : 16
548295 -> 269148 : 43
803559 -> 865744 : 143
618840 -> 726774 : 4
768761 -> 830506 : 1
160051 -> 70380 : 1325
287731 -> 951369 : 1081
815335 -> 933232 : 691
218899 -> 737821 : 2
336026 -> 7482 : 55
958041 -> 151349 : 4
592240 -> 747070 : 848
499221 -> 449828 : 273
287731 -> 113135 : 45
950177 -> 195843 : 2
142711 -> 126261 : 236
354851 -> 550512 : 142
691895 -> 524236 : 2300
598743 -> 150793 : 29
735076 -> 316046 : 551
736945 -> 954378 : 1
102702 -> 543921 : 11
287731 -> 18617 : 98
182636 -> 611015 : 2061
757212 -> 572237 : 5
999900 -> 764961 : 4591
401323 -> 777120 : 1
116333 -> 659226 : 19
659226 -> 720541 : 13
626583 -> 648094 : 818
151349 -> 381643 : 2
921036 -> 315301 : 1
346341 -> 242338 : 43
662053 -> 217154 : 22
126261 -> 809779 : 151
933232 -> 497589 : 665
222474 -> 983997 : 2
142711 -> 92721 : 12
3341 -> 665937 : 54
82120 -> 219858 : 1
503956 -> 551477 : 1
790384 -> 666362 : 6
442183 -> 79235 : 546
2380 -> 819157 : 2
68645 -> 828987 : 1291
923584 -> 714221 : 28
102702 -> 225541 : 54
666362 -> 400088 : 3
958041 -> 759463 : 2
662401 -> 624629 : 14603
777881 -> 401234 : 13
462207 -> 26773 : 16
757212 -> 333715 : 9
491945 -> 897191 : 38
383885 -> 435724 : 97
741071 -> 831586 : 1
297942 -> 6606 : 21
333715 -> 639437 : 4
897191 -> 971707 : 29
219858 -> 188814 : 1
126261 -> 244958 : 69
315301 -> 213951 : 1
693573 -> 245615 : 18898
116333 -> 200837 : 174
983997 -> 303530 : 1
695292 -> 84640 : 25
662053 -> 590046 : 1
951369 -> 367655 : 877
241576 -> 258305 : 1
44628 -> 257629 : 2600
980689 -> 784790 : 5
261722 -> 268021 : 298
344488 -> 878522 : 346
521580 -> 464305 : 1769
160051 -> 360521 : 486
535129 -> 626351 : 11
2367 -> 266543 : 12
998765 -> 538741 : 4081
442183 -> 329586 : 27
462207 -> 801975 : 3
118888 -> 893174 : 2
404879 -> 169581 : 3768
213951 -> 472168 : 1
157458 -> 197723 : 3
784790 -> 478935 : 4
464181 -> 330359 : 18
534545 -> 210601 : 6
691895 -> 207605 : 4687
197723 -> 51778 : 1
478935 -> 622235 : 4
543921 -> 288897 : 6
596770 -> 650307 : 1
150793 -> 217395 : 18
245615 -> 471916 : 9168
268021 -> 977310 : 104
9 -> 657957 : 44
189156 -> 334058 : 11771
629064 -> 245981 : 71
217395 -> 224384 : 18
487540 -> 151578 : 1
596770 -> 251695 : 4
400088 -> 689994 : 3
261722 -> 635312 : 21
775801 -> 428934 : 12115
830506 -> 857667 : 1
828987 -> 763955 : 1266
210601 -> 271913 : 5
231788 -> 889248 : 1
472168 -> 967008 : 1
151349 -> 138354 : 1
656056 -> 120708 : 8
965787 -> 850301 : 5
802640 -> 536452 : 2
5534 -> 780822 : 8
802640 -> 402978 : 2
726774 -> 59108 : 2
287731 -> 202065 : 71
491945 -> 640167 : 24
18617 -> 230459 : 13
292653 -> 770434 : 124004
985787 -> 420283 : 3
100417 -> 606428 : 1
119452 -> 484149 : 1
300105 -> 438967 : 2221
549799 -> 900658 : 1283
300105 -> 926426 : 337
865744 -> 82777 : 56
138354 -> 321008 : 1
484149 -> 374835 : 1
692942 -> 401313 : 364
401313 -> 246321 : 153
471979 -> 640727 : 100
246321 -> 195033 : 52
671737 -> 895810 : 9
10525 -> 863107 : 16537
336026 -> 193551 : 213
487540 -> 460474 : 1
598743 -> 278576 : 140
185517 -> 170582 : 750
900658 -> 547349 : 677
850301 -> 745272 : 5
87974 -> 534828 : 88
9 -> 170181 : 41
983997 -> 125759 : 1
948947 -> 939302 : 1
984933 -> 912219 : 71
648094 -> 359928 : 153
443673 -> 565033 : 987
87974 -> 29704 : 25
259774 -> 782200 : 3544
79235 -> 732950 : 279
671737 -> 123846 : 1
36293 -> 49618 : 23187
613100 -> 105162 : 1981
261722 -> 956949 : 5
266543 -> 313224 : 6
691409 -> 391212 : 48
629064 -> 293944 : 10
933232 -> 707780 : 10
650307 -> 101425 : 1
329586 -> 904139 : 18
217154 -> 677678 : 1
366055 -> 535393 : 1
18617 -> 480818 : 55
460474 -> 783887 : 1
720541 -> 308199 : 5
999376 -> 981798 : 10
790384 -> 658549 : 6
471979 -> 672024 : 92
939302 -> 650711 : 1
861007 -> 423881 : 84
110304 -> 382241 : 1
801975 -> 223863 : 3
783887 -> 68042 : 1
535393 -> 729571 : 1
499221 -> 288186 : 343
262175 -> 891653 : 2058
805164 -> 564624 : 330
607720 -> 547868 : 1
984933 -> 914817 : 21
729571 -> 422827 : 1
222474 -> 613033 : 5
536452 -> 239988 : 2
313224 -> 569781 : 4
675259 -> 266090 : 5
336026 -> 383028 : 7
18552 -> 585593 : 3
980689 -> 511545 : 30
741071 -> 429760 : 1
486999 -> 417904 : 2
399894 -> 289532 : 1737
692942 -> 532804 : 127
707780 -> 689864 : 4
693573 -> 504522 : 2027
656056 -> 978878 : 3
234380 -> 264988 : 29026
82120 -> 451614 : 6
113135 -> 251541 : 19
777844 -> 821030 : 3
258305 -> 344344 : 1
933232 -> 829330 : 13
151578 -> 982438 : 1
347890 -> 989446 : 1216
984604 -> 486486 : 12
978878 -> 59748 : 1
151349 -> 221573 : 1
212283 -> 550819 : 3
18617 -> 368762 : 26
977310 -> 153612 : 22
333715 -> 20349 : 3
153612 -> 37675 : 14
132347 -> 463161 : 124
150793 -> 456653 : 5
261722 -> 881814 : 5
511545 -> 12804 : 4
626351 -> 844550 : 10
116659 -> 620204 : 3
381832 -> 519424 : 1
865744 -> 733678 : 60
815335 -> 193117 : 37
691481 -> 316203 : 1
374835 -> 477488 : 1
861007 -> 867945 : 637
805164 -> 731924 : 87
714221 -> 183645 : 20
344488 -> 661253 : 46
311848 -> 275310 : 4129
689864 -> 907340 : 4
985787 -> 288533 : 1
497589 -> 371183 : 50
592240 -> 888808 : 3
622235 -> 909113 : 1
971707 -> 466382 : 21
828987 -> 92855 : 20
784790 -> 821387 : 1
750485 -> 56383 : 1
287731 -> 741481 : 6
850149 -> 393602 : 1
528466 -> 289296 : 15
36293 -> 61391 : 1543
193370 -> 15900 : 528
926426 -> 750958 : 113
692942 -> 930589 : 171
185776 -> 273975 : 3647
101425 -> 875816 : 1
828987 -> 993167 : 3
815335 -> 28118 : 28
297942 -> 53689 : 109
834688 -> 907363 : 32760
626583 -> 773820 : 1691
297942 -> 567450 : 30
332243 -> 770711 : 1
245981 -> 465533 : 56
775801 -> 952914 : 4049
142711 -> 568282 : 16
969220 -> 95342 : 3
15900 -> 187746 : 94
620204 -> 430075 : 1
185517 -> 659997 : 7
438967 -> 430479 : 863
838992 -> 134946 : 9
904480 -> 935237 : 6
221573 -> 915091 : 1
915091 -> 759516 : 1
195033 -> 254574 : 40
251541 -> 643057 : 5
95342 -> 657488 : 1
367575 -> 574569 : 2
61391 -> 397237 : 1239
435724 -> 892506 : 10
771436 -> 495645 : 4086
693863 -> 855111 : 39
538741 -> 868559 : 3100
844550 -> 785843 : 2
912219 -> 210326 : 41
55851 -> 369944 : 33
773820 -> 123075 : 918
893174 -> 56853 : 1
548295 -> 211283 : 56
875816 -> 856851 : 1
572237 -> 127798 : 3
438967 -> 394386 : 1261
887402 -> 801405 : 10
155708 -> 355170 : 1
193370 -> 302119 : 51
68042 -> 151611 : 1
658549 -> 784792 : 5
288186 -> 852402 : 55
151611 -> 197326 : 1
254574 -> 486784 : 1
486486 -> 562047 : 11
691895 -> 230368 : 2026
359928 -> 564337 : 142
491945 -> 661906 : 4
480818 -> 370531 : 22
857667 -> 610340 : 1
984933 -> 367527 : 10
566189 -> 278938 : 1656
547569 -> 649188 : 3
430479 -> 637781 : 116
640167 -> 116634 : 3
831586 -> 946663 : 1
735076 -> 654098 : 177
790384 -> 723624 : 7
675259 -> 443230 : 3
809779 -> 26896 : 113
700205 -> 275628 : 2
197326 -> 217843 : 1
42633 -> 349681 : 1
449828 -> 191987 : 134
242338 -> 348372 : 7
894356 -> 567659 : 6020
923584 -> 845923 : 4
790384 -> 810461 : 3
399894 -> 698717 : 52
359626 -> 323897 : 10
809779 -> 566843 : 25
185776 -> 190183 : 876
999900 -> 768860 : 7276
951369 -> 115914 : 190
359928 -> 166922 : 2
120708 -> 896580 : 7
354851 -> 160857 : 50
442526 -> 302030 : 3
888808 -> 254630 : 3
464305 -> 895208 : 76
217843 -> 588925 : 1
680445 -> 334926 : 6
864055 -> 302304 : 4
29704 -> 77011 : 16
777844 -> 697455 : 20
397237 -> 397432 : 81
731924 -> 95810 : 8
44088 -> 394999 : 143
541822 -> 519083 : 16
680445 -> 22870 : 7
861007 -> 847959 : 207
657488 -> 806383 : 1
193551 -> 967024 : 159
200837 -> 622993 : 72
635312 -> 682554 : 20
53689 -> 47696 : 4
292653 -> 899337 : 149
271913 -> 243934 : 3
160051 -> 113182 : 148
443230 -> 950595 : 2
206253 -> 722815 : 7
397432 -> 104792 : 18
547868 -> 539635 : 1
805164 -> 188461 : 58
745272 -> 719785 : 2
770434 -> 555127 : 107474
907340 -> 205258 : 3
344488 -> 743574 : 27
302304 -> 511111 : 2
517834 -> 687329 : 675
483808 -> 714838 : 47
120014 -> 740482 : 1
549799 -> 607908 : 4
242338 -> 359884 : 27
687329 -> 538072 : 81
874301 -> 736915 : 1175
368762 -> 359952 : 24
225541 -> 878901 : 31
547349 -> 14947 : 9
665937 -> 602927 : 45
115914 -> 75499 : 104
308199 -> 82468 : 2
899337 -> 28948 : 127
743574 -> 634841 : 22
782200 -> 665246 : 706
490600 -> 984713 : 12
506255 -> 314040 : 2
232676 -> 714066 : 252
757212 -> 108183 : 1
719785 -> 900366 : 1
174851 -> 929020 : 9
592240 -> 449344 : 11
811792 -> 692097 : 4
989446 -> 310488 : 356
607908 -> 723483 : 1
297942 -> 268783 : 1
275628 -> 263135 : 1
359952 -> 738238 : 3
547569 -> 426141 : 2
264988 -> 210373 : 5717
464181 -> 858735 : 1
607908 -> 442220 : 2
397432 -> 828620 : 48
56383 -> 229330 : 1
926426 -> 960151 : 98
620204 -> 480664 : 2
643057 -> 104560 : 4
463161 -> 149480 : 84
707235 -> 560761 : 14
531932 -> 118804 : 1044
251541 -> 818161 : 8
254630 -> 860367 : 2
628967 -> 618015 : 10
951369 -> 337596 : 12
14947 -> 271656 : 4
190183 -> 723552 : 597
207605 -> 920598 : 1559
302030 -> 600830 : 2
20659 -> 928534 : 8
709173 -> 332809 : 9
503468 -> 939061 : 1
169152 -> 474539 : 1
637781 -> 201740 : 109
70380 -> 54290 : 127
310488 -> 657279 : 175
193370 -> 607976 : 45
267418 -> 626926 : 6936
764961 -> 111420 : 3295
316046 -> 878710 : 71
723624 -> 148816 : 4
225299 -> 567368 : 21
852402 -> 951015 : 50
2380 -> 698923 : 1
982438 -> 642373 : 1
642373 -> 658692 : 1
657957 -> 57362 : 17
316046 -> 122627 : 183
998765 -> 138832 : 1900
956949 -> 969318 : 4
346341 -> 622265 : 10
399894 -> 850863 : 1
191987 -> 356388 : 67
251695 -> 643637 : 2
548496 -> 140612 : 9
409902 -> 681945 : 1
201740 -> 605882 : 87
188461 -> 93946 : 26
960151 -> 445860 : 77
950595 -> 517806 : 1
138832 -> 771281 : 686
948947 -> 690096 : 4
68645 -> 417204 : 20
367527 -> 493553 : 1
254574 -> 48817 : 39
659997 -> 100247 : 1
169581 -> 700859 : 1953
637781 -> 406523 : 7
844550 -> 458376 : 1
878522 -> 465789 : 146
26896 -> 373752 : 109
330359 -> 808415 : 12
146943 -> 265452 : 5
430479 -> 949390 : 198
402978 -> 916847 : 2
733678 -> 26592 : 41
14712 -> 983751 : 165
376048 -> 846658 : 162
360521 -> 767602 : 178
185776 -> 611135 : 5186
665246 -> 518893 : 350
738238 -> 496394 : 3
964116 -> 114443 : 1
108183 -> 23927 : 1
764961 -> 877266 : 330
6606 -> 680739 : 1
989446 -> 437667 : 238
982101 -> 829984 : 5
999376 -> 164859 : 232
23845 -> 1081 : 3
878710 -> 688295 : 4
487540 -> 970112 : 1
373752 -> 659078 : 96
650711 -> 618382 : 1
44628 -> 953240 : 32068
28118 -> 165669 : 4
867345 -> 200556 : 1
640167 -> 890363 : 12
114443 -> 324662 : 1
176937 -> 831774 : 1
329586 -> 822260 : 1
72524 -> 86561 : 1
517806 -> 494619 : 1
777120 -> 581140 : 1
438967 -> 517641 : 85
44088 -> 551855 : 147
643637 -> 378097 : 1
698717 -> 970568 : 21
75499 -> 323515 : 44
383885 -> 66614 : 7
978878 -> 832743 : 2
757212 -> 77761 : 1
960151 -> 231787 : 17
648094 -> 122301 : 363
104943 -> 399850 : 40
568282 -> 383944 : 6
346341 -> 144356 : 2
895810 -> 364354 : 4
182636 -> 190980 : 324
118804 -> 401588 : 65
166214 -> 289280 : 1
538072 -> 591029 : 25
920598 -> 530480 : 15
229468 -> 310313 : 6826
313224 -> 660972 : 2
359626 -> 611769 : 5
302119 -> 358877 : 24
359928 -> 55476 : 4
960151 -> 901606 : 1
261722 -> 385787 : 6
445860 -> 244511 : 18
120014 -> 40208 : 1
40208 -> 970710 : 1
624629 -> 956543 : 4057
511111 -> 285816 : 2
14712 -> 437667 : 1
682554 -> 546861 : 5
659078 -> 994961 : 56
330359 -> 334443 : 5
169581 -> 353781 : 674
367655 -> 31213 : 733
496394 -> 675672 : 2
464305 -> 257638 : 285
210373 -> 524710 : 1811
28948 -> 379 : 57
266543 -> 568836 : 6
994961 -> 587264 : 17
300105 -> 956476 : 503
347890 -> 348183 : 50071
150793 -> 783334 : 4
360521 -> 530967 : 107
383944 -> 41858 : 3
275628 -> 504312 : 1
719785 -> 201780 : 1
545825 -> 915581 : 1
626583 -> 278130 : 826
605882 -> 20630 : 31
353781 -> 759441 : 240
677678 -> 22552 : 1
104792 -> 236492 : 5
109291 -> 16546 : 4560
511545 -> 146497 : 13
622993 -> 281095 : 22
503468 -> 47408 : 4
9978 -> 2378 : 1369
801405 -> 339963 : 4
564337 -> 850134 : 127
259774 -> 931393 : 570
862557 -> 846573 : 1
471979 -> 655966 : 5
494619 -> 184116 : 1
443230 -> 475408 : 1
640167 -> 944192 : 5
234380 -> 284440 : 181
245615 -> 981960 : 4096
981798 -> 320007 : 1
858735 -> 801487 : 1
48817 -> 564970 : 33
815335 -> 564579 : 55
462207 -> 344936 : 1
257629 -> 315455 : 2464
493553 -> 950887 : 1
707235 -> 822390 : 24
785843 -> 103216 : 2
475408 -> 460748 : 1
568836 -> 890909 : 4
68645 -> 629636 : 4
731647 -> 621243 : 1293
222474 -> 247549 : 18
560761 -> 922517 : 1
741481 -> 341533 : 1
759 -> 860573 : 18
354851 -> 802273 : 80
420283 -> 379340 : 1
767602 -> 879541 : 157
961956 -> 571856 : 2
472291 -> 410015 : 114
864055 -> 60674 : 2
116850 -> 969099 : 5
916847 -> 521796 : 2
890363 -> 844736 : 2
551477 -> 436447 : 1
504522 -> 679937 : 1789
257638 -> 737998 : 105
610340 -> 278882 : 1
417904 -> 673741 : 2
750958 -> 240540 : 112
22552 -> 471577 : 1
811792 -> 275153 : 13
984604 -> 384688 : 47
731924 -> 321554 : 5
229330 -> 708073 : 1
810461 -> 30494 : 1
984713 -> 984543 : 4
146943 -> 525493 : 3
210326 -> 717409 : 9
950595 -> 489103 : 1
672024 -> 498544 : 10
958041 -> 470456 : 3
6606 -> 902598 : 1
47696 -> 893313 : 3
640727 -> 12651 : 54
714066 -> 900191 : 5
210601 -> 524487 : 1
828987 -> 102663 : 1
300105 -> 187352 : 988
994961 -> 231264 : 35
378097 -> 21255 : 1
858324 -> 900929 : 4
315455 -> 550494 : 953
310488 -> 557373 : 158
341533 -> 428776 : 1
305671 -> 997055 : 20
681945 -> 815300 : 1
801487 -> 300646 : 1
360865 -> 479181 : 1
229468 -> 915067 : 49743
110304 -> 842035 : 1
693573 -> 444138 : 657
6606 -> 51821 : 10
574569 -> 370596 : 1
855111 -> 290730 : 21
55851 -> 496395 : 2
379 -> 935625 : 47
541822 -> 920317 : 223
187746 -> 895903 : 33
950177 -> 204705 : 1
538072 -> 308199 : 53
750958 -> 49982 : 1
900658 -> 861070 : 577
337596 -> 343421 : 10
914817 -> 141826 : 13
423 -> 792930 : 225
783334 -> 618391 : 4
210373 -> 436866 : 1332
430479 -> 814216 : 177
759 -> 711887 : 5
954378 -> 381721 : 1
278938 -> 204744 : 1405
622993 -> 436943 : 32
861070 -> 736544 : 153
445860 -> 584384 : 43
465533 -> 861992 : 43
23927 -> 194631 : 1
971707 -> 148208 : 3
850863 -> 335409 : 1
496394 -> 353120 : 1
902598 -> 221659 : 1
909113 -> 39552 : 1
300105 -> 45217 : 818
245615 -> 718419 : 1498
659078 -> 157377 : 11
146497 -> 992215 : 5
471787 -> 617718 : 4
113182 -> 508671 : 27
275310 -> 837848 : 2740
2378 -> 991606 : 923
9978 -> 859964 : 307
890363 -> 602109 : 5
801440 -> 187931 : 97411
720541 -> 77950 : 5
474539 -> 333024 : 1
802273 -> 360942 : 6
759516 -> 537722 : 1
585310 -> 800290 : 1
550512 -> 901642 : 25
138832 -> 989226 : 79
500408 -> 561842 : 3
333715 -> 301762 : 2
36293 -> 113585 : 1114
149480 -> 658054 : 57
239988 -> 452004 : 1
743574 -> 888496 : 4
691409 -> 28596 : 29
205258 -> 337829 : 3
592240 -> 75842 : 3
860367 -> 135051 : 2
160857 -> 961078 : 39
792930 -> 672346 : 217
546861 -> 936777 : 2
449828 -> 63559 : 127
289296 -> 140193 : 13
278882 -> 882021 : 1
477488 -> 150496 : 1
383028 -> 366312 : 5
164859 -> 394270 : 131
605882 -> 845406 : 6
404879 -> 701594 : 1127
878522 -> 268392 : 191
555127 -> 906875 : 44700
629064 -> 401965 : 9
170181 -> 835330 : 34
289532 -> 304392 : 1076
426141 -> 705414 : 1
412962 -> 113669 : 290
287731 -> 44664 : 20
271913 -> 555324 : 2
665246 -> 286158 : 238
360521 -> 816285 : 200
251541 -> 135538 : 6
412962 -> 59588 : 31
286158 -> 885593 : 196
709173 -> 632198 : 515
673186 -> 225860 : 1
381721 -> 164408 : 1
394999 -> 723927 : 78
570906 -> 146464 : 2
148816 -> 214867 : 4
