Sender -> Receiver: Amount
805 -> 931 : 105
240 -> 365 : 3
456 -> 295 : 15724
309 -> 564 : 324
2 -> 711 : 19
976 -> 495 : 6
104 -> 382 : 198
764 -> 787 : 1094
753 -> 992 : 1
57 -> 668 : 37
25 -> 92 : 10
961 -> 957 : 49
12 -> 313 : 3505
785 -> 824 : 1
956 -> 419 : 4
20 -> 610 : 30
266 -> 551 : 32027
698 -> 84 : 900
727 -> 813 : 575
244 -> 514 : 64
506 -> 156 : 2
64 -> 854 : 2
514 -> 905 : 36
225 -> 619 : 64
757 -> 803 : 1715
770 -> 818 : 1
383 -> 323 : 22
523 -> 361 : 6
653 -> 374 : 823
37 -> 573 : 106520
254 -> 632 : 80
564 -> 729 : 80
674 -> 914 : 10
28 -> 468 : 92
274 -> 777 : 3
182 -> 776 : 294
866 -> 171 : 5
852 -> 64 : 11
645 -> 706 : 32
361 -> 896 : 1
136 -> 667 : 77
694 -> 892 : 177
226 -> 38 : 298
413 -> 956 : 1086
864 -> 390 : 2
982 -> 291 : 9
174 -> 367 : 209
603 -> 36 : 7
933 -> 977 : 21
532 -> 735 : 25
151 -> 680 : 51
667 -> 978 : 38
253 -> 516 : 2595
607 -> 185 : 585
594 -> 494 : 606
514 -> 684 : 27
675 -> 942 : 1
234 -> 788 : 3
531 -> 92 : 51
667 -> 997 : 22
667 -> 145 : 16
645 -> 807 : 7
46 -> 522 : 207
481 -> 342 : 7
564 -> 987 : 56
390 -> 778 : 1
689 -> 451 : 24283
662 -> 746 : 4
523 -> 446 : 1
219 -> 509 : 3
106 -> 406 : 12624
933 -> 512 : 4
713 -> 788 : 1
482 -> 414 : 464
608 -> 921 : 1
149 -> 573 : 295
981 -> 693 : 30
876 -> 818 : 33
155 -> 452 : 429
721 -> 641 : 428
558 -> 827 : 14
825 -> 89 : 81
382 -> 841 : 98
64 -> 548 : 11
608 -> 766 : 1
446 -> 393 : 1
729 -> 891 : 3
135 -> 697 : 2
367 -> 760 : 54
386 -> 714 : 231
266 -> 717 : 1837
861 -> 231 : 11
498 -> 847 : 12
641 -> 391 : 92
323 -> 468 : 17
374 -> 756 : 10
551 -> 131 : 17724
964 -> 746 : 1
218 -> 678 : 2
954 -> 107 : 195
104 -> 971 : 1031
711 -> 62 : 19
402 -> 320 : 873
800 -> 38 : 4033
617 -> 744 : 35
711 -> 139 : 24
919 -> 826 : 165
714 -> 631 : 80
716 -> 883 : 27
171 -> 45 : 1
28 -> 647 : 110
764 -> 551 : 225
854 -> 840 : 1
746 -> 974 : 54
896 -> 403 : 1
721 -> 736 : 7
196 -> 516 : 82
151 -> 907 : 17
344 -> 420 : 41
145 -> 767 : 12
379 -> 373 : 1758
603 -> 623 : 15
12 -> 984 : 1302
174 -> 941 : 101
365 -> 787 : 2
268 -> 620 : 171
360 -> 178 : 212
484 -> 892 : 81
480 -> 812 : 64
931 -> 764 : 74
289 -> 664 : 133
941 -> 861 : 87
892 -> 427 : 7
721 -> 276 : 2
208 -> 339 : 25
97 -> 833 : 141
269 -> 243 : 4
843 -> 137 : 118
992 -> 596 : 1
481 -> 834 : 1
617 -> 502 : 698
691 -> 804 : 11507
521 -> 677 : 15
746 -> 115 : 97
844 -> 620 : 2
103 -> 193 : 415
976 -> 618 : 1
594 -> 218 : 746
374 -> 904 : 610
794 -> 663 : 856
605 -> 769 : 107
351 -> 202 : 1
360 -> 889 : 49
109 -> 214 : 455
766 -> 797 : 1
698 -> 394 : 264
153 -> 784 : 491
607 -> 325 : 2307
590 -> 54 : 5256
630 -> 844 : 65
70 -> 573 : 217
489 -> 310 : 164
160 -> 340 : 87
982 -> 171 : 5
12 -> 269 : 256
4 -> 930 : 434
603 -> 282 : 36
208 -> 862 : 21
42 -> 900 : 3
156 -> 410 : 2
943 -> 985 : 137
889 -> 713 : 128
64 -> 570 : 1
244 -> 874 : 79
4 -> 511 : 375
711 -> 40 : 1
532 -> 611 : 20
258 -> 486 : 400
629 -> 970 : 127
92 -> 287 : 6
656 -> 882 : 72
459 -> 642 : 1491
663 -> 871 : 28
883 -> 76 : 23
452 -> 575 : 171
154 -> 132 : 759
420 -> 532 : 7
702 -> 616 : 1
834 -> 845 : 1
285 -> 438 : 492
382 -> 330 : 75
136 -> 12 : 62
847 -> 22 : 2
22 -> 158 : 1
800 -> 61 : 3631
199 -> 980 : 162
278 -> 520 : 367
361 -> 772 : 4
617 -> 951 : 157
97 -> 201 : 211
579 -> 150 : 7
931 -> 872 : 1
814 -> 500 : 1
903 -> 812 : 38519
898 -> 315 : 15
746 -> 911 : 109
57 -> 535 : 12
870 -> 75 : 22
233 -> 788 : 2
905 -> 109 : 21
949 -> 919 : 9507
170 -> 395 : 3842
648 -> 492 : 1216
301 -> 598 : 541
596 -> 811 : 286
535 -> 56 : 5
900 -> 996 : 3
309 -> 315 : 130
648 -> 725 : 24
502 -> 547 : 26
411 -> 147 : 52
919 -> 913 : 1410
635 -> 433 : 6791
641 -> 145 : 86
983 -> 500 : 6
901 -> 920 : 31
520 -> 771 : 309
276 -> 467 : 2
62 -> 894 : 23055
268 -> 908 : 11
171 -> 742 : 1
115 -> 346 : 78
106 -> 721 : 647
590 -> 288 : 154
444 -> 820 : 65
193 -> 577 : 235
707 -> 310 : 3160
626 -> 370 : 6
540 -> 447 : 2626
772 -> 477 : 3
701 -> 237 : 4
114 -> 264 : 2544
301 -> 104 : 2351
709 -> 537 : 1
788 -> 4 : 2
45 -> 241 : 1
581 -> 243 : 2
161 -> 655 : 24
670 -> 77 : 12
984 -> 126 : 1255
585 -> 196 : 1
829 -> 137 : 23
206 -> 800 : 5
480 -> 31 : 2
897 -> 48 : 5
954 -> 745 : 91
62 -> 42 : 1507
494 -> 823 : 394
522 -> 762 : 130
573 -> 38 : 6646
913 -> 43 : 977
685 -> 85 : 9
85 -> 859 : 88
76 -> 0 : 16
160 -> 713 : 680
824 -> 491 : 1
2 -> 274 : 4
954 -> 475 : 86
847 -> 970 : 10
0 -> 581 : 3312
706 -> 415 : 47
971 -> 206 : 343
788 -> 496 : 4
489 -> 909 : 164
844 -> 147 : 54
586 -> 843 : 17
438 -> 895 : 86
241 -> 579 : 1
133 -> 682 : 668
729 -> 723 : 71
155 -> 106 : 111
941 -> 488 : 5
755 -> 146 : 40
26 -> 5 : 13
581 -> 26 : 1522
516 -> 142 : 219
872 -> 145 : 1
459 -> 94 : 3
824 -> 724 : 1
811 -> 708 : 73
22 -> 679 : 1
688 -> 596 : 64
118 -> 230 : 1
752 -> 196 : 283
889 -> 948 : 22
600 -> 76 : 55
854 -> 436 : 1
436 -> 338 : 1
382 -> 147 : 19
364 -> 107 : 15
199 -> 179 : 107
619 -> 893 : 35
586 -> 465 : 47
406 -> 430 : 2128
716 -> 370 : 1
774 -> 790 : 33
768 -> 37 : 2
237 -> 799 : 3
75 -> 565 : 17
680 -> 593 : 9
328 -> 652 : 40
20 -> 230 : 30
877 -> 238 : 13
662 -> 490 : 1
500 -> 735 : 5
16 -> 336 : 5
844 -> 791 : 2
667 -> 11 : 1
178 -> 856 : 40
651 -> 559 : 694
386 -> 808 : 1215
789 -> 583 : 1
755 -> 848 : 2
744 -> 170 : 30
674 -> 40 : 9
87 -> 523 : 25
124 -> 959 : 67
961 -> 680 : 26
959 -> 74 : 24
627 -> 579 : 2032
551 -> 619 : 2799
243 -> 254 : 2
70 -> 390 : 10
910 -> 313 : 4
778 -> 920 : 1
948 -> 752 : 11
616 -> 2 : 1
911 -> 457 : 154
909 -> 526 : 21
886 -> 262 : 4
664 -> 753 : 112
178 -> 167 : 122
756 -> 498 : 8
338 -> 749 : 1
97 -> 805 : 29
833 -> 783 : 99
103 -> 74 : 523
812 -> 18 : 17226
481 -> 737 : 2
382 -> 331 : 5
323 -> 626 : 4
62 -> 273 : 640
71 -> 536 : 16
366 -> 664 : 1
394 -> 766 : 42
914 -> 822 : 3
641 -> 377 : 235
361 -> 260 : 1
76 -> 443 : 44
421 -> 324 : 321
42 -> 337 : 201
142 -> 461 : 82
291 -> 577 : 9
151 -> 482 : 4
282 -> 614 : 3539
843 -> 185 : 7
240 -> 865 : 20
710 -> 403 : 527
337 -> 948 : 100
727 -> 335 : 320
48 -> 534 : 2
302 -> 451 : 3
385 -> 794 : 171
611 -> 868 : 19
892 -> 834 : 91
393 -> 365 : 3
355 -> 895 : 45
753 -> 216 : 108
613 -> 66 : 252
763 -> 897 : 7
302 -> 995 : 3
861 -> 327 : 21
395 -> 839 : 921
707 -> 482 : 161
532 -> 452 : 22
959 -> 438 : 21
536 -> 511 : 17
170 -> 930 : 3782
402 -> 237 : 182
262 -> 773 : 1
682 -> 156 : 429
25 -> 722 : 6
193 -> 274 : 52
697 -> 27 : 2
528 -> 796 : 931
363 -> 661 : 48116
811 -> 155 : 13
727 -> 103 : 186
633 -> 451 : 553
56 -> 980 : 2
886 -> 985 : 34
594 -> 346 : 72
537 -> 772 : 1
523 -> 34 : 11
268 -> 421 : 4
330 -> 846 : 64
136 -> 682 : 58
178 -> 130 : 47
774 -> 791 : 1
861 -> 687 : 35
642 -> 206 : 887
52 -> 120 : 1675
617 -> 771 : 29
456 -> 474 : 6744
496 -> 273 : 899
794 -> 937 : 1598
269 -> 874 : 174
971 -> 963 : 49
24 -> 828 : 26
977 -> 989 : 12
852 -> 846 : 4
907 -> 306 : 40
564 -> 359 : 70
179 -> 852 : 53
264 -> 95 : 535
402 -> 248 : 12
796 -> 826 : 429
406 -> 38 : 9699
656 -> 953 : 34
710 -> 498 : 447
289 -> 627 : 19
800 -> 839 : 3832
52 -> 796 : 1566
137 -> 619 : 823
139 -> 661 : 12
901 -> 732 : 2
315 -> 403 : 111
664 -> 398 : 19
528 -> 10 : 104
932 -> 539 : 517
339 -> 74 : 2
225 -> 405 : 81
469 -> 707 : 4
894 -> 875 : 11249
684 -> 502 : 17
564 -> 680 : 95
494 -> 472 : 3
708 -> 459 : 69
826 -> 935 : 401
406 -> 791 : 710
87 -> 245 : 284
678 -> 875 : 2
413 -> 317 : 54
26 -> 613 : 1509
951 -> 278 : 4788
905 -> 355 : 4
891 -> 983 : 3
610 -> 50 : 9
216 -> 561 : 59
661 -> 917 : 5062
363 -> 514 : 1
825 -> 748 : 27
131 -> 346 : 15282
443 -> 292 : 6
480 -> 336 : 5
316 -> 760 : 6
808 -> 236 : 780
419 -> 514 : 4
623 -> 394 : 4
660 -> 23 : 25
364 -> 71 : 2
268 -> 732 : 38
828 -> 320 : 24
77 -> 738 : 3
744 -> 941 : 1
804 -> 651 : 111
193 -> 796 : 104
79 -> 561 : 534
70 -> 174 : 29
94 -> 183 : 1
631 -> 429 : 65
886 -> 14 : 2
551 -> 711 : 2722
390 -> 663 : 4
909 -> 194 : 53
2 -> 205 : 10
941 -> 270 : 10
897 -> 666 : 6
978 -> 169 : 1150
982 -> 868 : 2
254 -> 400 : 2
937 -> 25 : 645
689 -> 375 : 3700
95 -> 479 : 596
827 -> 78 : 14
577 -> 663 : 2002
710 -> 12 : 2234
757 -> 888 : 786
828 -> 616 : 2
852 -> 125 : 42
469 -> 370 : 2
330 -> 164 : 3
234 -> 304 : 1
593 -> 485 : 6
532 -> 862 : 4
902 -> 54 : 230
614 -> 760 : 3153
50 -> 958 : 4
953 -> 526 : 22
609 -> 913 : 2
893 -> 793 : 3
877 -> 95 : 191
26 -> 684 : 3
43 -> 373 : 909
415 -> 118 : 14
397 -> 140 : 29
339 -> 181 : 17
54 -> 190 : 3896
167 -> 487 : 90
980 -> 615 : 67
379 -> 418 : 83
822 -> 980 : 2
685 -> 182 : 14
711 -> 598 : 2315
14 -> 341 : 2
42 -> 800 : 879
494 -> 610 : 5
804 -> 878 : 7242
732 -> 206 : 9
883 -> 806 : 4
62 -> 930 : 191
931 -> 118 : 23
713 -> 849 : 774
28 -> 292 : 274
3 -> 812 : 7483
716 -> 388 : 1
363 -> 151 : 13760
451 -> 800 : 11401
468 -> 559 : 95
846 -> 304 : 10
230 -> 707 : 6
977 -> 349 : 4
664 -> 569 : 1
873 -> 752 : 197
196 -> 195 : 185
586 -> 39 : 3
254 -> 278 : 9
716 -> 10 : 4
648 -> 844 : 92
766 -> 437 : 27
677 -> 563 : 12
996 -> 173 : 4
943 -> 757 : 5
852 -> 37 : 6
145 -> 541 : 59
283 -> 108 : 10
774 -> 691 : 5
716 -> 563 : 1
185 -> 617 : 290
668 -> 765 : 47
258 -> 980 : 3
833 -> 469 : 40
79 -> 357 : 68
708 -> 357 : 3
818 -> 8 : 5
257 -> 887 : 56
802 -> 404 : 191
413 -> 755 : 25
24 -> 553 : 2
742 -> 370 : 1
3 -> 447 : 1600
417 -> 400 : 2
908 -> 825 : 7
749 -> 620 : 1
797 -> 898 : 1
385 -> 740 : 92
878 -> 78 : 830
59 -> 281 : 11
266 -> 646 : 660
190 -> 623 : 3298
808 -> 482 : 268
627 -> 498 : 2056
242 -> 490 : 1
694 -> 432 : 21
130 -> 832 : 25
438 -> 686 : 321
461 -> 40 : 21
328 -> 127 : 19
684 -> 99 : 3
313 -> 172 : 1462
146 -> 401 : 28
871 -> 729 : 14
686 -> 600 : 347
804 -> 686 : 994
385 -> 427 : 251
456 -> 535 : 1045
457 -> 76 : 132
859 -> 333 : 17
625 -> 882 : 9
418 -> 561 : 19
935 -> 187 : 820
154 -> 415 : 5
935 -> 202 : 738
155 -> 553 : 805
740 -> 841 : 41
727 -> 298 : 11
331 -> 236 : 5
373 -> 283 : 2606
904 -> 711 : 459
54 -> 985 : 1230
518 -> 534 : 2
285 -> 741 : 1689
142 -> 592 : 223
512 -> 64 : 3
457 -> 644 : 22
522 -> 271 : 41
877 -> 562 : 268
674 -> 114 : 56
937 -> 698 : 869
559 -> 876 : 332
400 -> 952 : 2
386 -> 689 : 171
83 -> 696 : 24
131 -> 722 : 2207
529 -> 310 : 583
862 -> 344 : 3831
131 -> 965 : 188
689 -> 526 : 4995
802 -> 408 : 52
708 -> 740 : 1
976 -> 954 : 1
696 -> 45 : 20
619 -> 394 : 2179
946 -> 394 : 42
791 -> 760 : 90
187 -> 893 : 22
11 -> 426 : 1
415 -> 77 : 12
10 -> 967 : 88
231 -> 259 : 1691
600 -> 926 : 211
722 -> 905 : 1449
825 -> 14 : 37
391 -> 886 : 43
784 -> 280 : 32
56 -> 821 : 1
169 -> 177 : 764
262 -> 415 : 3
313 -> 231 : 234
54 -> 163 : 355
628 -> 125 : 292
415 -> 280 : 9
503 -> 288 : 6
71 -> 371 : 14
821 -> 917 : 1
871 -> 101 : 2
54 -> 270 : 19
794 -> 902 : 3
521 -> 629 : 1
981 -> 697 : 21
477 -> 69 : 2
592 -> 581 : 204
70 -> 792 : 1
158 -> 690 : 1
64 -> 857 : 1
710 -> 796 : 11
25 -> 376 : 183
862 -> 562 : 131
878 -> 44 : 2795
509 -> 55 : 1
898 -> 59 : 17
459 -> 854 : 21
344 -> 861 : 321
846 -> 138 : 25
628 -> 953 : 42
469 -> 530 : 14
28 -> 443 : 126
741 -> 927 : 588
625 -> 883 : 12
664 -> 944 : 1
467 -> 735 : 2
320 -> 78 : 379
965 -> 726 : 87
186 -> 320 : 7
960 -> 777 : 36
54 -> 11 : 6
903 -> 319 : 23065
389 -> 499 : 2
346 -> 353 : 5187
374 -> 246 : 196
511 -> 408 : 231
39 -> 591 : 1
645 -> 91 : 1
460 -> 948 : 269
746 -> 559 : 12
99 -> 707 : 1
257 -> 880 : 12
967 -> 271 : 27
400 -> 636 : 1
349 -> 810 : 1
304 -> 150 : 6
932 -> 53 : 88
577 -> 212 : 224
895 -> 480 : 7
877 -> 262 : 303
276 -> 863 : 1
935 -> 986 : 48
266 -> 96 : 110
883 -> 700 : 10
377 -> 224 : 97
245 -> 975 : 49
833 -> 430 : 1
428 -> 316 : 91
83 -> 616 : 207
259 -> 571 : 504
691 -> 463 : 177
287 -> 511 : 2
815 -> 504 : 2813
925 -> 901 : 261
130 -> 288 : 19
79 -> 414 : 207
717 -> 422 : 157
377 -> 132 : 31
486 -> 273 : 468
259 -> 975 : 803
164 -> 861 : 3
746 -> 909 : 3
176 -> 243 : 975
565 -> 871 : 13
219 -> 777 : 2
762 -> 216 : 293
325 -> 805 : 1328
514 -> 75 : 7
723 -> 335 : 149
844 -> 64 : 16
579 -> 494 : 293
609 -> 221 : 2
833 -> 579 : 1
790 -> 674 : 654
114 -> 951 : 216
83 -> 556 : 45
856 -> 269 : 26
511 -> 396 : 10
258 -> 457 : 74
45 -> 322 : 19
704 -> 289 : 19
525 -> 725 : 1721
202 -> 893 : 346
956 -> 430 : 241
443 -> 905 : 63
28 -> 477 : 3
775 -> 655 : 71
388 -> 389 : 1
830 -> 573 : 117
341 -> 811 : 2
909 -> 685 : 26
516 -> 882 : 1127
610 -> 60 : 4
628 -> 658 : 276
206 -> 297 : 645
477 -> 361 : 3
790 -> 413 : 1061
444 -> 697 : 328
744 -> 718 : 3
946 -> 627 : 38
104 -> 581 : 2943
375 -> 284 : 1616
297 -> 664 : 421
139 -> 44 : 7
970 -> 101 : 10
195 -> 845 : 49
124 -> 814 : 33
640 -> 664 : 232
937 -> 363 : 10
845 -> 980 : 11
875 -> 692 : 3235
52 -> 251 : 22
285 -> 934 : 580
432 -> 515 : 21
841 -> 807 : 514
685 -> 264 : 31
31 -> 488 : 228
515 -> 123 : 19
662 -> 166 : 1
623 -> 927 : 1163
888 -> 530 : 434
377 -> 714 : 33
504 -> 430 : 1669
154 -> 613 : 56
772 -> 658 : 1
902 -> 456 : 539
187 -> 948 : 441
