Sender -> Receiver: Amount
37 -> 97 : 15472
21 -> 18 : 708
66 -> 79 : 2731
2 -> 69 : 86
21 -> 91 : 87
95 -> 43 : 8778
21 -> 50 : 27
82 -> 70 : 51
42 -> 10 : 12703
44 -> 82 : 9707
2 -> 69 : 204
46 -> 17 : 4532
42 -> 50 : 24288
50 -> 68 : 6345
68 -> 7 : 2566
45 -> 64 : 578
48 -> 43 : 8
90 -> 16 : 4933
42 -> 62 : 14091
2 -> 54 : 8
55 -> 50 : 18309
49 -> 92 : 42586
25 -> 34 : 1153
64 -> 17 : 783
20 -> 3 : 1311
4 -> 63 : 3115
19 -> 53 : 2716
61 -> 52 : 653
69 -> 9 : 221
95 -> 45 : 15916
79 -> 91 : 1418
57 -> 0 : 3595
21 -> 81 : 16
9 -> 17 : 121
12 -> 80 : 1753
43 -> 9 : 29243
82 -> 92 : 20948
53 -> 75 : 11291
76 -> 41 : 434
35 -> 13 : 106
16 -> 58 : 3348
17 -> 77 : 2274
62 -> 56 : 5775
42 -> 86 : 121
4 -> 72 : 524
93 -> 30 : 6226
13 -> 28 : 14053
12 -> 37 : 713
70 -> 75 : 4
55 -> 14 : 1320
44 -> 60 : 9713
50 -> 72 : 39933
18 -> 43 : 457
3 -> 44 : 2242
90 -> 33 : 87
63 -> 31 : 312
82 -> 68 : 5599
9 -> 76 : 26382
10 -> 65 : 9304
51 -> 73 : 10
25 -> 45 : 6025
25 -> 24 : 2648
99 -> 98 : 13157
92 -> 65 : 7678
34 -> 49 : 23
73 -> 55 : 3
68 -> 40 : 2698
34 -> 36 : 544
82 -> 25 : 12695
7 -> 90 : 5423
11 -> 29 : 62
96 -> 24 : 2
48 -> 47 : 7
88 -> 8 : 3639
39 -> 48 : 1254
12 -> 7 : 2185
92 -> 13 : 35408
44 -> 21 : 2544
57 -> 22 : 180
9 -> 68 : 1352
83 -> 30 : 2402
76 -> 34 : 13592
29 -> 59 : 79
74 -> 76 : 92168
2 -> 13 : 4
99 -> 40 : 5500
18 -> 17 : 227
90 -> 61 : 8313
75 -> 50 : 10244
72 -> 25 : 17991
15 -> 72 : 207
60 -> 0 : 7095
28 -> 32 : 5053
59 -> 73 : 41
81 -> 30 : 218
78 -> 43 : 40825
12 -> 56 : 2965
51 -> 95 : 3
7 -> 6 : 4709
78 -> 74 : 50748
83 -> 98 : 358
30 -> 78 : 6498
59 -> 80 : 19
69 -> 66 : 503
36 -> 59 : 144
0 -> 1 : 3190
62 -> 68 : 2798
9 -> 19 : 1304
3 -> 16 : 1091
62 -> 63 : 5363
58 -> 63 : 2113
84 -> 96 : 169
77 -> 6 : 1469
84 -> 93 : 82
50 -> 39 : 723
95 -> 10 : 1228
68 -> 20 : 6913
61 -> 66 : 6056
1 -> 75 : 771
97 -> 80 : 3353
22 -> 10 : 89244
7 -> 28 : 1769
88 -> 63 : 268
60 -> 95 : 1943
43 -> 97 : 3102
2 -> 28 : 4
15 -> 77 : 25
99 -> 68 : 19082
92 -> 23 : 4802
30 -> 1 : 1906
11 -> 53 : 1
99 -> 43 : 1354
47 -> 30 : 7
19 -> 10 : 31103
89 -> 23 : 28755
69 -> 46 : 30
89 -> 31 : 1067
9 -> 97 : 273
17 -> 81 : 2454
17 -> 79 : 336
10 -> 28 : 29139
0 -> 60 : 7527
53 -> 87 : 271
55 -> 25 : 72
86 -> 77 : 38
36 -> 42 : 374
57 -> 22 : 71
22 -> 21 : 7428
99 -> 18 : 978
95 -> 73 : 308
42 -> 38 : 61
29 -> 85 : 840
66 -> 17 : 4594
48 -> 91 : 512
48 -> 23 : 328
96 -> 17 : 77
98 -> 47 : 2496
16 -> 53 : 2564
84 -> 63 : 11
48 -> 87 : 245
44 -> 58 : 3377
30 -> 88 : 112
40 -> 9 : 2780
49 -> 71 : 9316
70 -> 11 : 56
70 -> 9 : 12
29 -> 97 : 89
52 -> 56 : 622
72 -> 46 : 2751
13 -> 26 : 35041
19 -> 53 : 324
10 -> 17 : 85013
52 -> 69 : 5
58 -> 90 : 1949
30 -> 2 : 44
64 -> 28 : 407
72 -> 49 : 17873
9 -> 92 : 1942
16 -> 45 : 21
72 -> 12 : 909
76 -> 71 : 72522
80 -> 40 : 1430
32 -> 82 : 2517
90 -> 72 : 2292
36 -> 15 : 7
60 -> 35 : 5444
79 -> 45 : 395
11 -> 65 : 39
91 -> 15 : 1057
28 -> 87 : 9786
2 -> 32 : 6
81 -> 40 : 878
2 -> 79 : 30
44 -> 70 : 166
60 -> 82 : 1009
63 -> 2 : 6675
12 -> 81 : 6
69 -> 4 : 14
17 -> 49 : 31478
33 -> 89 : 61221
64 -> 53 : 143
56 -> 96 : 4008
70 -> 73 : 38
64 -> 13 : 70
19 -> 50 : 3701
58 -> 70 : 513
12 -> 34 : 2150
7 -> 23 : 12
83 -> 34 : 545
59 -> 41 : 85
60 -> 49 : 2460
60 -> 25 : 17
90 -> 28 : 415
68 -> 64 : 7756
34 -> 3 : 14155
85 -> 90 : 171
51 -> 27 : 1
12 -> 33 : 696
82 -> 48 : 4831
80 -> 68 : 2063
28 -> 78 : 12402
18 -> 88 : 738
34 -> 40 : 2539
68 -> 93 : 10352
58 -> 98 : 1349
61 -> 63 : 13
83 -> 73 : 972
15 -> 47 : 940
6 -> 50 : 809
72 -> 45 : 486
96 -> 66 : 575
74 -> 6 : 57466
46 -> 22 : 3447
86 -> 21 : 81
1 -> 22 : 2724
37 -> 63 : 928
99 -> 40 : 1059
62 -> 11 : 32
89 -> 37 : 57385
64 -> 78 : 7680
84 -> 11 : 1
48 -> 4 : 3135
29 -> 65 : 3
70 -> 52 : 527
82 -> 78 : 28
55 -> 99 : 2
74 -> 84 : 13312
59 -> 54 : 44
59 -> 23 : 21
64 -> 35 : 92
95 -> 79 : 1867
15 -> 63 : 76
12 -> 85 : 271
68 -> 5 : 2485
38 -> 70 : 42
59 -> 91 : 12
11 -> 46 : 29
36 -> 96 : 17
24 -> 96 : 551
32 -> 59 : 271
56 -> 39 : 1854
4 -> 6 : 2881
18 -> 29 : 2
32 -> 3 : 1644
79 -> 2 : 1521
92 -> 79 : 7042
52 -> 72 : 263
2 -> 13 : 7978
76 -> 34 : 25052
25 -> 22 : 21694
18 -> 66 : 181
0 -> 75 : 3099
16 -> 34 : 32
69 -> 62 : 10
36 -> 52 : 1
12 -> 51 : 17
12 -> 52 : 9
26 -> 42 : 978
69 -> 9 : 2
68 -> 2 : 985
53 -> 95 : 711
89 -> 85 : 660
22 -> 51 : 30958
86 -> 29 : 2
2 -> 32 : 37
55 -> 58 : 5
20 -> 14 : 2283
71 -> 42 : 70613
46 -> 14 : 163
29 -> 78 : 3
1 -> 66 : 1485
20 -> 67 : 2775
81 -> 62 : 94
60 -> 4 : 3
11 -> 44 : 15
83 -> 57 : 121
29 -> 21 : 5
36 -> 66 : 1
26 -> 6 : 26554
23 -> 76 : 13929
82 -> 65 : 76
13 -> 58 : 6230
67 -> 33 : 2690
93 -> 90 : 1934
52 -> 87 : 205
40 -> 57 : 9454
17 -> 66 : 10162
5 -> 34 : 450
74 -> 69 : 8928
74 -> 46 : 42
16 -> 76 : 7
23 -> 0 : 6386
66 -> 3 : 9695
4 -> 62 : 434
22 -> 93 : 333
39 -> 77 : 8666
89 -> 77 : 1581
8 -> 31 : 615
55 -> 50 : 2
79 -> 69 : 7632
32 -> 59 : 529
4 -> 96 : 27
13 -> 5 : 4635
65 -> 92 : 12479
89 -> 72 : 358
82 -> 22 : 9
85 -> 35 : 1387
4 -> 36 : 39
63 -> 55 : 2464
47 -> 96 : 432
17 -> 7 : 14252
95 -> 18 : 1378
91 -> 1 : 1714
44 -> 84 : 59
18 -> 49 : 1028
32 -> 23 : 2
68 -> 74 : 3182
37 -> 58 : 56985
91 -> 47 : 3372
42 -> 40 : 18836
56 -> 85 : 8920
21 -> 62 : 4024
61 -> 31 : 1161
36 -> 76 : 38
47 -> 29 : 568
96 -> 15 : 2750
42 -> 56 : 19455
60 -> 67 : 2
74 -> 72 : 3212
66 -> 32 : 1456
34 -> 89 : 98
26 -> 51 : 6657
72 -> 33 : 4121
33 -> 97 : 1567
89 -> 31 : 287
98 -> 18 : 11676
24 -> 31 : 1378
67 -> 72 : 76
13 -> 33 : 278
69 -> 59 : 15819
2 -> 30 : 64
2 -> 92 : 156
61 -> 26 : 102
6 -> 84 : 86031
11 -> 53 : 3
24 -> 10 : 418
2 -> 75 : 783
11 -> 36 : 2
64 -> 85 : 172
62 -> 4 : 1475
65 -> 50 : 3703
97 -> 48 : 3718
80 -> 44 : 681
39 -> 10 : 2241
4 -> 82 : 501
76 -> 1 : 2806
39 -> 17 : 378
55 -> 59 : 2404
0 -> 24 : 337
27 -> 59 : 1
20 -> 4 : 1907
63 -> 20 : 1049
82 -> 64 : 1
48 -> 39 : 594
88 -> 34 : 48
17 -> 31 : 10787
45 -> 97 : 2199
3 -> 16 : 12120
1 -> 90 : 3042
76 -> 53 : 15002
60 -> 0 : 1
96 -> 91 : 1600
72 -> 58 : 2218
34 -> 35 : 14229
35 -> 7 : 11112
53 -> 91 : 13562
3 -> 29 : 5704
67 -> 87 : 11
2 -> 70 : 138
73 -> 51 : 246
4 -> 1 : 2486
16 -> 72 : 6393
68 -> 24 : 1389
19 -> 38 : 6598
6 -> 29 : 3363
30 -> 78 : 35
83 -> 92 : 13
93 -> 31 : 4566
65 -> 20 : 123
28 -> 48 : 8638
31 -> 78 : 9632
75 -> 71 : 24333
91 -> 94 : 8822
40 -> 64 : 758
54 -> 21 : 44
41 -> 29 : 321
85 -> 99 : 9098
38 -> 42 : 2096
38 -> 28 : 1685
72 -> 6 : 2380
77 -> 71 : 10136
10 -> 0 : 4602
4 -> 67 : 121
93 -> 73 : 426
98 -> 15 : 471
5 -> 95 : 5218
77 -> 67 : 754
79 -> 75 : 156
14 -> 19 : 3143
19 -> 95 : 15644
70 -> 78 : 283
9 -> 10 : 161
69 -> 35 : 84
32 -> 74 : 237
33 -> 44 : 6440
97 -> 78 : 13750
33 -> 8 : 1568
34 -> 95 : 3962
64 -> 73 : 433
68 -> 32 : 206
24 -> 83 : 1220
35 -> 50 : 3013
71 -> 17 : 23312
74 -> 68 : 124
55 -> 38 : 45
24 -> 16 : 473
25 -> 63 : 3934
8 -> 99 : 2448
51 -> 76 : 13223
91 -> 71 : 7793
53 -> 51 : 1403
31 -> 67 : 8533
53 -> 60 : 327
1 -> 44 : 794
30 -> 33 : 87
53 -> 61 : 1830
96 -> 25 : 185
63 -> 51 : 1708
33 -> 72 : 1435
92 -> 14 : 6679
13 -> 70 : 556
16 -> 26 : 1330
82 -> 93 : 507
45 -> 59 : 11929
80 -> 24 : 401
58 -> 62 : 39187
29 -> 67 : 4980
56 -> 76 : 14265
62 -> 71 : 31217
45 -> 23 : 7412
92 -> 69 : 3738
76 -> 99 : 17206
99 -> 82 : 12273
81 -> 99 : 1637
37 -> 81 : 2969
34 -> 77 : 1458
71 -> 28 : 26639
81 -> 46 : 2854
20 -> 22 : 190
95 -> 66 : 5219
60 -> 8 : 151
67 -> 36 : 8457
78 -> 36 : 39017
65 -> 43 : 564
84 -> 80 : 57699
96 -> 15 : 11
40 -> 85 : 10683
71 -> 78 : 7390
89 -> 1 : 31
14 -> 12 : 2759
81 -> 63 : 158
44 -> 40 : 6159
46 -> 97 : 1166
53 -> 22 : 9
63 -> 32 : 1747
94 -> 60 : 2961
23 -> 94 : 9843
85 -> 59 : 4113
29 -> 68 : 4671
60 -> 2 : 1298
32 -> 80 : 760
47 -> 36 : 176
91 -> 99 : 93
61 -> 91 : 1354
94 -> 11 : 1573
74 -> 48 : 30
8 -> 20 : 922
76 -> 7 : 2717
9 -> 18 : 653
18 -> 49 : 1152
44 -> 33 : 405
44 -> 38 : 541
10 -> 40 : 5646
61 -> 41 : 1005
66 -> 9 : 5978
1 -> 62 : 183
17 -> 91 : 6193
44 -> 24 : 25
16 -> 57 : 2417
94 -> 95 : 1668
67 -> 74 : 1568
50 -> 64 : 19089
4 -> 57 : 13
88 -> 41 : 68
72 -> 24 : 157
58 -> 62 : 24320
36 -> 51 : 31936
90 -> 85 : 2987
23 -> 79 : 2425
25 -> 76 : 2722
45 -> 87 : 2833
79 -> 95 : 2466
60 -> 93 : 1228
85 -> 30 : 4418
51 -> 57 : 3406
80 -> 14 : 25074
69 -> 24 : 3509
95 -> 80 : 4378
69 -> 45 : 388
22 -> 41 : 7
89 -> 92 : 72
71 -> 28 : 5085
85 -> 82 : 1346
23 -> 28 : 6214
26 -> 6 : 1380
57 -> 76 : 13953
69 -> 5 : 384
91 -> 9 : 6144
38 -> 11 : 2017
67 -> 60 : 3289
83 -> 12 : 85
37 -> 71 : 705
85 -> 0 : 130
31 -> 79 : 1309
31 -> 64 : 54
3 -> 8 : 7847
14 -> 63 : 7219
16 -> 80 : 2126
47 -> 20 : 4309
99 -> 0 : 14182
5 -> 8 : 1658
9 -> 95 : 3979
72 -> 69 : 3191
22 -> 69 : 181
70 -> 56 : 194
77 -> 69 : 911
76 -> 45 : 5557
38 -> 89 : 664
87 -> 43 : 7995
9 -> 81 : 2762
71 -> 3 : 11753
24 -> 21 : 2457
56 -> 6 : 3987
72 -> 71 : 134
35 -> 40 : 3514
53 -> 39 : 21
79 -> 37 : 465
58 -> 4 : 250
48 -> 38 : 9181
77 -> 0 : 733
15 -> 37 : 2184
55 -> 71 : 4
16 -> 76 : 293
34 -> 46 : 4624
31 -> 46 : 500
36 -> 6 : 8459
67 -> 48 : 1033
6 -> 60 : 11458
68 -> 67 : 4391
43 -> 21 : 13711
7 -> 13 : 6656
96 -> 70 : 1
26 -> 61 : 138
35 -> 33 : 5435
80 -> 60 : 16325
3 -> 13 : 7211
91 -> 59 : 1053
99 -> 64 : 3095
2 -> 11 : 1263
59 -> 43 : 28905
74 -> 71 : 273
0 -> 46 : 499
33 -> 54 : 2586
69 -> 18 : 3418
41 -> 25 : 272
22 -> 6 : 53
5 -> 90 : 72
31 -> 21 : 132
47 -> 97 : 503
23 -> 64 : 6369
15 -> 14 : 967
3 -> 94 : 4076
9 -> 51 : 451
31 -> 97 : 12
58 -> 91 : 2044
48 -> 83 : 1715
9 -> 62 : 4483
51 -> 22 : 7509
33 -> 41 : 2301
65 -> 2 : 76
21 -> 73 : 14054
46 -> 82 : 2789
29 -> 38 : 302
17 -> 66 : 14389
87 -> 46 : 977
96 -> 20 : 17
99 -> 77 : 952
92 -> 15 : 9987
58 -> 15 : 435
42 -> 2 : 30826
9 -> 8 : 272
92 -> 21 : 2456
56 -> 38 : 2114
54 -> 61 : 199
7 -> 9 : 7643
59 -> 60 : 2860
25 -> 88 : 2566
98 -> 53 : 84
69 -> 68 : 896
43 -> 79 : 29284
73 -> 3 : 13314
45 -> 93 : 3252
85 -> 97 : 2175
41 -> 97 : 672
56 -> 32 : 436
64 -> 67 : 3743
29 -> 47 : 2
18 -> 73 : 11588
28 -> 91 : 42047
31 -> 25 : 1
89 -> 45 : 146
24 -> 79 : 1064
50 -> 44 : 6365
62 -> 34 : 5375
38 -> 4 : 4254
79 -> 93 : 17710
83 -> 20 : 199
19 -> 79 : 1952
9 -> 29 : 1361
24 -> 23 : 563
94 -> 4 : 3436
75 -> 58 : 368
16 -> 58 : 58
98 -> 70 : 56
32 -> 75 : 2846
84 -> 89 : 28648
8 -> 13 : 9192
14 -> 61 : 8337
64 -> 45 : 10259
76 -> 68 : 21687
40 -> 44 : 19702
4 -> 59 : 7959
34 -> 80 : 445
17 -> 19 : 1356
72 -> 9 : 237
81 -> 6 : 1412
45 -> 4 : 11834
3 -> 57 : 3567
90 -> 77 : 688
56 -> 42 : 882
79 -> 12 : 13707
20 -> 3 : 3467
54 -> 78 : 2217
97 -> 89 : 3130
76 -> 49 : 823
2 -> 60 : 29239
84 -> 97 : 12991
44 -> 49 : 14194
0 -> 90 : 10825
89 -> 4 : 4764
59 -> 62 : 4855
39 -> 18 : 1006
93 -> 39 : 14553
53 -> 87 : 490
38 -> 57 : 4179
66 -> 75 : 16026
9 -> 25 : 904
35 -> 80 : 99
60 -> 81 : 2395
48 -> 95 : 1721
34 -> 84 : 3446
8 -> 81 : 992
63 -> 94 : 741
52 -> 58 : 100
61 -> 71 : 6583
47 -> 95 : 546
8 -> 91 : 47
70 -> 60 : 162
35 -> 53 : 75
38 -> 75 : 3588
55 -> 13 : 3
47 -> 13 : 91
12 -> 73 : 3425
60 -> 23 : 5929
99 -> 23 : 635
14 -> 56 : 11450
68 -> 49 : 2421
33 -> 35 : 607
62 -> 59 : 15341
81 -> 34 : 87
42 -> 10 : 385
62 -> 87 : 21026
10 -> 98 : 1171
1 -> 78 : 538
74 -> 47 : 292
23 -> 47 : 4730
92 -> 77 : 43
16 -> 86 : 26
92 -> 65 : 226
40 -> 65 : 495
14 -> 69 : 391
4 -> 37 : 12303
52 -> 35 : 7
65 -> 83 : 62
21 -> 1 : 5801
37 -> 60 : 11866
43 -> 2 : 5497
87 -> 13 : 24424
33 -> 83 : 83
36 -> 67 : 5583
23 -> 25 : 3916
92 -> 52 : 76
48 -> 97 : 1556
71 -> 21 : 7280
2 -> 72 : 4135
63 -> 68 : 3576
25 -> 73 : 749
62 -> 53 : 1493
32 -> 13 : 110
66 -> 71 : 120
15 -> 0 : 1515
39 -> 68 : 8567
45 -> 64 : 943
58 -> 73 : 251
58 -> 25 : 253
44 -> 99 : 9604
32 -> 90 : 12
1 -> 38 : 6945
62 -> 55 : 1474
97 -> 42 : 3866
23 -> 22 : 239
40 -> 39 : 701
50 -> 77 : 5895
51 -> 27 : 27415
33 -> 65 : 247
58 -> 71 : 15
94 -> 3 : 5889
52 -> 31 : 21
17 -> 63 : 15936
81 -> 58 : 782
97 -> 70 : 5408
22 -> 57 : 4647
86 -> 63 : 1
43 -> 85 : 4790
56 -> 19 : 9049
46 -> 72 : 1080
80 -> 70 : 13082
86 -> 73 : 21
46 -> 58 : 5744
52 -> 32 : 17
49 -> 72 : 76155
25 -> 17 : 4635
13 -> 65 : 19597
76 -> 97 : 13
81 -> 2 : 2712
9 -> 82 : 3464
66 -> 47 : 340
70 -> 93 : 16371
71 -> 80 : 10181
95 -> 79 : 24691
13 -> 48 : 11553
18 -> 82 : 922
94 -> 62 : 7639
60 -> 63 : 60498
41 -> 74 : 177
14 -> 52 : 1397
20 -> 40 : 1113
77 -> 36 : 4605
5 -> 33 : 15
21 -> 52 : 1662
26 -> 49 : 677
33 -> 7 : 351
61 -> 19 : 2472
88 -> 90 : 3025
40 -> 54 : 2006
52 -> 75 : 874
77 -> 98 : 505
88 -> 43 : 359
2 -> 88 : 4499
49 -> 44 : 28888
0 -> 48 : 4929
53 -> 46 : 1009
42 -> 71 : 5535
69 -> 50 : 35
93 -> 17 : 12116
69 -> 60 : 74
51 -> 12 : 13302
2 -> 64 : 321
43 -> 41 : 2526
95 -> 23 : 2988
19 -> 56 : 14326
51 -> 74 : 4906
77 -> 15 : 2063
88 -> 23 : 2611
37 -> 68 : 619
59 -> 79 : 4455
59 -> 92 : 11515
76 -> 61 : 35
94 -> 98 : 262
8 -> 16 : 905
78 -> 21 : 1812
31 -> 56 : 20
23 -> 7 : 6969
46 -> 17 : 435
87 -> 89 : 757
67 -> 73 : 9574
95 -> 82 : 186
88 -> 5 : 1872
6 -> 53 : 2777
47 -> 44 : 896
89 -> 69 : 918
57 -> 66 : 7079
50 -> 97 : 1357
71 -> 66 : 4793
61 -> 19 : 14
95 -> 53 : 102
37 -> 86 : 2083
82 -> 64 : 18702
31 -> 48 : 1
51 -> 85 : 1878
0 -> 47 : 1456
57 -> 78 : 5106
49 -> 21 : 3170
99 -> 94 : 9535
52 -> 77 : 2067
69 -> 4 : 1106
10 -> 1 : 1305
9 -> 44 : 1510
52 -> 6 : 17
43 -> 88 : 15976
90 -> 31 : 7356
8 -> 55 : 106
65 -> 92 : 12350
60 -> 71 : 4544
19 -> 95 : 606
44 -> 57 : 17504
15 -> 9 : 1092
54 -> 68 : 283
33 -> 88 : 54
41 -> 35 : 2029
8 -> 99 : 18
8 -> 89 : 7
63 -> 66 : 3539
10 -> 17 : 112
27 -> 22 : 20134
32 -> 13 : 11
92 -> 41 : 23750
95 -> 19 : 25
76 -> 44 : 32
89 -> 34 : 12911
48 -> 99 : 4914
41 -> 17 : 3614
21 -> 61 : 14408
1 -> 74 : 2384
59 -> 69 : 4475
85 -> 97 : 8025
56 -> 32 : 13841
76 -> 53 : 15
52 -> 17 : 8
23 -> 75 : 448
78 -> 50 : 13569
73 -> 49 : 4516
59 -> 81 : 668
10 -> 40 : 847
71 -> 45 : 616
93 -> 61 : 11067
71 -> 47 : 4994
38 -> 63 : 3571
18 -> 27 : 3193
6 -> 93 : 5689
15 -> 65 : 1196
93 -> 63 : 7516
26 -> 90 : 17
41 -> 15 : 22994
23 -> 35 : 18
39 -> 33 : 6039
6 -> 5 : 445
68 -> 77 : 23213
31 -> 5 : 4312
30 -> 13 : 592
93 -> 7 : 2534
62 -> 44 : 3112
28 -> 76 : 1658
91 -> 72 : 28335
64 -> 8 : 15082
87 -> 97 : 386
11 -> 25 : 4566
76 -> 80 : 1018
85 -> 70 : 111
27 -> 5 : 6145
84 -> 69 : 2125
64 -> 62 : 7643
39 -> 31 : 728
87 -> 60 : 168
99 -> 82 : 2792
1 -> 98 : 287
51 -> 50 : 713
18 -> 35 : 20
14 -> 65 : 1083
12 -> 74 : 6667
98 -> 75 : 1739
67 -> 35 : 1857
71 -> 13 : 313
25 -> 52 : 3873
29 -> 73 : 940
30 -> 87 : 1162
27 -> 52 : 2003
81 -> 76 : 1585
40 -> 66 : 621
3 -> 41 : 4119
93 -> 59 : 304
92 -> 66 : 73
18 -> 98 : 169
54 -> 59 : 48
22 -> 65 : 7128
56 -> 28 : 2848
87 -> 82 : 1313
78 -> 71 : 17855
75 -> 83 : 25193
20 -> 77 : 1083
9 -> 97 : 663
90 -> 27 : 7154
94 -> 99 : 1371
84 -> 96 : 502
45 -> 23 : 661
49 -> 11 : 5594
30 -> 58 : 1719
56 -> 18 : 139
4 -> 10 : 2699
23 -> 51 : 327
9 -> 88 : 246
68 -> 95 : 2911
6 -> 81 : 184
50 -> 48 : 3307
54 -> 38 : 323
52 -> 79 : 1791
90 -> 14 : 861
54 -> 35 : 275
29 -> 46 : 295
15 -> 85 : 27748
90 -> 54 : 149
13 -> 22 : 8433
95 -> 2 : 2807
6 -> 40 : 7
43 -> 84 : 3247
39 -> 75 : 333
13 -> 44 : 9572
88 -> 51 : 13325
98 -> 51 : 194
81 -> 12 : 422
91 -> 82 : 12601
46 -> 85 : 31
59 -> 90 : 291
3 -> 20 : 7384
74 -> 6 : 13203
20 -> 48 : 2692
36 -> 99 : 4981
88 -> 66 : 1922
15 -> 30 : 3946
71 -> 25 : 3304
87 -> 84 : 8
41 -> 59 : 4085
40 -> 72 : 1551
14 -> 30 : 791
68 -> 29 : 3904
2 -> 80 : 3259
32 -> 26 : 4931
78 -> 70 : 4263
44 -> 54 : 4159
21 -> 35 : 478
22 -> 81 : 14285
86 -> 65 : 1777
4 -> 36 : 262
76 -> 94 : 211
51 -> 27 : 11009
99 -> 33 : 3711
9 -> 49 : 678
8 -> 21 : 11271
19 -> 38 : 59
84 -> 27 : 2398
17 -> 52 : 14673
28 -> 1 : 4768
83 -> 45 : 13976
59 -> 6 : 1498
68 -> 15 : 1741
11 -> 25 : 507
36 -> 16 : 220
30 -> 98 : 1291
21 -> 50 : 3629
71 -> 8 : 1455
38 -> 33 : 3826
12 -> 51 : 18652
44 -> 92 : 15056
57 -> 12 : 18473
32 -> 30 : 5602
8 -> 92 : 4729
65 -> 39 : 18571
21 -> 17 : 6781
53 -> 98 : 3180
71 -> 90 : 5310
78 -> 54 : 503
81 -> 50 : 8138
98 -> 96 : 4752
86 -> 90 : 95
5 -> 23 : 1289
59 -> 22 : 1491
49 -> 23 : 1150
21 -> 64 : 1399
20 -> 49 : 4503
26 -> 68 : 354
51 -> 66 : 21615
93 -> 73 : 255
33 -> 1 : 7872
44 -> 78 : 7845
26 -> 0 : 2546
55 -> 28 : 1050
54 -> 66 : 4294
91 -> 49 : 3367
28 -> 26 : 7395
19 -> 93 : 4
14 -> 40 : 120
20 -> 34 : 571
23 -> 73 : 1850
27 -> 84 : 20639
36 -> 75 : 797
31 -> 51 : 1114
45 -> 56 : 13173
12 -> 44 : 7615
51 -> 60 : 1959
60 -> 18 : 2059
61 -> 37 : 1764
7 -> 50 : 6908
95 -> 51 : 68
4 -> 95 : 1729
27 -> 34 : 145
96 -> 2 : 2104
13 -> 51 : 146
25 -> 23 : 2703
99 -> 63 : 3184
22 -> 65 : 6256
60 -> 95 : 897
55 -> 54 : 441
44 -> 49 : 2281
31 -> 61 : 232
41 -> 70 : 21
80 -> 74 : 24251
86 -> 64 : 107
41 -> 75 : 48
56 -> 59 : 13260
67 -> 41 : 1313
90 -> 38 : 5702
11 -> 76 : 3079
77 -> 71 : 7336
77 -> 33 : 10029
31 -> 27 : 730
37 -> 57 : 1645
56 -> 38 : 233
87 -> 54 : 1
56 -> 79 : 108
83 -> 78 : 227
47 -> 98 : 2019
32 -> 6 : 1236
90 -> 64 : 57
10 -> 34 : 1494
80 -> 51 : 226
20 -> 81 : 73
