Sender -> Receiver: Amount
99800 -> 78234 : 14
15127 -> 71469 : 957
93153 -> 91976 : 40172
11593 -> 41756 : 172059
15127 -> 57558 : 202
25944 -> 72730 : 759
62431 -> 51759 : 132
39142 -> 83528 : 745
71934 -> 79122 : 3
74648 -> 39454 : 91
78234 -> 62115 : 2
41235 -> 34616 : 1
50706 -> 74847 : 1
94057 -> 43675 : 777
23980 -> 78463 : 11
61619 -> 83369 : 3
7012 -> 25672 : 15
62599 -> 80508 : 2816
26547 -> 1503 : 25
71934 -> 19572 : 5
7839 -> 47257 : 67
34313 -> 72533 : 195
2903 -> 39099 : 2
87662 -> 76773 : 764
96856 -> 42056 : 4
82570 -> 4843 : 54380
46799 -> 62665 : 22
42565 -> 59600 : 123
26378 -> 44354 : 7054
65254 -> 66891 : 79
2903 -> 48524 : 1
43404 -> 79160 : 2723
83369 -> 58836 : 2
25672 -> 75383 : 9
26265 -> 42699 : 3
0 -> 77442 : 39
88286 -> 36011 : 528
15127 -> 72833 : 9
8844 -> 84348 : 1489
24692 -> 34593 : 1
7940 -> 62031 : 3
90965 -> 7382 : 3
17965 -> 49073 : 5
56097 -> 60872 : 3058
7382 -> 4790 : 1
14182 -> 35346 : 2409
73096 -> 61249 : 218
68311 -> 98183 : 6
62842 -> 47124 : 3
42041 -> 89450 : 8
76355 -> 90585 : 87
15116 -> 61059 : 895
35098 -> 35953 : 2461
5269 -> 95513 : 19
3927 -> 74300 : 27
86380 -> 962 : 1
84418 -> 59856 : 2352
34313 -> 31896 : 117
84348 -> 80504 : 243
22380 -> 58573 : 44
26265 -> 9788 : 1
62599 -> 88918 : 3974
75383 -> 30626 : 6
98183 -> 88179 : 4
51467 -> 30642 : 192
35953 -> 92713 : 1670
82570 -> 34048 : 14199
14303 -> 81550 : 11501
71934 -> 17045 : 2
14303 -> 55070 : 956
26547 -> 64949 : 4
59600 -> 11456 : 110
14725 -> 82763 : 5749
61249 -> 71311 : 185
76355 -> 4791 : 13
78772 -> 63371 : 19
49508 -> 88584 : 704
77442 -> 1336 : 37
23303 -> 29673 : 1
29673 -> 41545 : 1
71469 -> 13586 : 839
10264 -> 81983 : 5382
61249 -> 46099 : 28
75144 -> 22446 : 347
59600 -> 94725 : 3
5963 -> 73212 : 1
71934 -> 93137 : 1
94452 -> 49649 : 70
24561 -> 63347 : 2
1390 -> 56267 : 1667
28680 -> 26721 : 28586
34313 -> 5486 : 74
83528 -> 96577 : 213
14182 -> 97205 : 137
73212 -> 82490 : 1
44354 -> 9513 : 4870
34313 -> 78523 : 22
52118 -> 24098 : 324
39099 -> 93701 : 2
73602 -> 23965 : 1
76773 -> 42547 : 718
62031 -> 50444 : 2
14725 -> 79091 : 9562
92713 -> 30861 : 1067
55448 -> 85761 : 522
23965 -> 90401 : 1
59600 -> 94624 : 6
94057 -> 4309 : 353
14182 -> 3949 : 230
45868 -> 42625 : 4
37005 -> 8719 : 66
88584 -> 86391 : 290
56097 -> 48737 : 468
24561 -> 74993 : 2
71834 -> 39970 : 17
83890 -> 68583 : 641
56267 -> 11641 : 1010
90585 -> 15802 : 42
1390 -> 85060 : 300
4512 -> 2446 : 18
68583 -> 19384 : 370
59856 -> 5546 : 759
5419 -> 19584 : 11014
86391 -> 72183 : 56
52503 -> 90529 : 2860
4791 -> 3658 : 6
80504 -> 87076 : 195
5546 -> 39469 : 28
99800 -> 5542 : 73
79595 -> 65671 : 5
34990 -> 70531 : 7
26378 -> 50280 : 5221
41756 -> 3859 : 152907
56097 -> 18091 : 204
68583 -> 22817 : 15
65671 -> 2603 : 1
4791 -> 89443 : 3
49214 -> 56519 : 39579
42041 -> 33566 : 20
43291 -> 84936 : 25748
9513 -> 13664 : 4439
14182 -> 86329 : 33
96364 -> 23548 : 1805
49073 -> 60126 : 3
88179 -> 21634 : 3
962 -> 61465 : 1
47124 -> 93882 : 2
90716 -> 53154 : 8
25193 -> 44722 : 1965
30987 -> 28984 : 1
19572 -> 63851 : 5
10264 -> 48876 : 199
74648 -> 49454 : 617
81083 -> 60292 : 41
74847 -> 20692 : 1
57353 -> 42457 : 589
17965 -> 95587 : 2
60848 -> 3266 : 767
3927 -> 69947 : 11
23980 -> 45464 : 4
62431 -> 36117 : 1
47885 -> 76904 : 368
30861 -> 40596 : 602
35953 -> 94032 : 166
83369 -> 52273 : 1
90716 -> 23660 : 26
56519 -> 57461 : 38520
30911 -> 82664 : 2217
72526 -> 88881 : 5502
50280 -> 77814 : 2895
90529 -> 29990 : 2338
19276 -> 67306 : 1
7232 -> 54326 : 1790
42625 -> 74343 : 1
78234 -> 58026 : 9
10264 -> 4930 : 2595
93701 -> 81848 : 2
90716 -> 9521 : 8
88881 -> 83994 : 4602
19868 -> 36693 : 2235
51467 -> 7292 : 272
79122 -> 35538 : 2
77988 -> 65134 : 180
4791 -> 57730 : 4
85761 -> 26347 : 64
55070 -> 7206 : 563
98164 -> 8580 : 13
83994 -> 82398 : 515
2446 -> 5377 : 6
46099 -> 5928 : 16
31896 -> 45020 : 15
62842 -> 61048 : 17
97443 -> 47355 : 20
2603 -> 84983 : 1
90585 -> 21367 : 10
60848 -> 51515 : 217
57461 -> 37236 : 30890
3658 -> 57708 : 2
19868 -> 8278 : 2102
36011 -> 6847 : 106
7660 -> 94446 : 1
29990 -> 9982 : 1754
7940 -> 29608 : 2
90731 -> 7739 : 170
11310 -> 80178 : 69
94725 -> 38347 : 3
11810 -> 5708 : 40
45868 -> 7697 : 2
4309 -> 99500 : 253
90965 -> 53746 : 3
69947 -> 57067 : 11
68972 -> 28023 : 11166
11810 -> 20852 : 90
7697 -> 43755 : 1
49508 -> 70281 : 22
8580 -> 22145 : 11
9788 -> 71917 : 1
21328 -> 34375 : 7123
78772 -> 55372 : 1
28680 -> 14810 : 19582
76355 -> 73552 : 138
8 -> 35590 : 121
72533 -> 25421 : 11
40596 -> 82398 : 93
54326 -> 87265 : 558
42288 -> 17838 : 532
53746 -> 82252 : 2
27315 -> 84839 : 2
38347 -> 36161 : 2
63851 -> 28736 : 4
36693 -> 69890 : 1851
49649 -> 92166 : 64
55372 -> 25932 : 1
8844 -> 45749 : 275
98954 -> 66124 : 200
75358 -> 85102 : 2
89704 -> 2309 : 1
49508 -> 68171 : 27
3658 -> 55308 : 1
26013 -> 89503 : 1
7292 -> 1975 : 233
10264 -> 10182 : 41
78234 -> 93347 : 1
45464 -> 82756 : 3
4843 -> 87621 : 1407
47257 -> 19408 : 26
87621 -> 8929 : 1404
39970 -> 56592 : 1
73734 -> 46886 : 3451
42288 -> 40065 : 77
47438 -> 43296 : 7
37236 -> 48672 : 11293
75144 -> 10705 : 55
85060 -> 64164 : 192
46799 -> 28633 : 10
60126 -> 70252 : 3
72014 -> 42560 : 12928
7012 -> 82273 : 2
24093 -> 14478 : 1
30626 -> 34540 : 5
82273 -> 3788 : 1
94612 -> 56496 : 2
10082 -> 56104 : 447
30911 -> 9524 : 144
7206 -> 3093 : 470
14303 -> 53438 : 127
68583 -> 85276 : 20
79160 -> 84577 : 2445
51759 -> 22151 : 101
57461 -> 22667 : 3204
73552 -> 88016 : 79
6618 -> 49827 : 2000
56519 -> 90505 : 151
19408 -> 70270 : 19
60292 -> 42584 : 12
46099 -> 79526 : 11
80508 -> 42866 : 1105
60848 -> 53703 : 264
1390 -> 68694 : 593
77442 -> 71289 : 1
0 -> 81287 : 34
7940 -> 3480 : 1
81848 -> 47116 : 2
34616 -> 59989 : 1
89450 -> 98247 : 2
71311 -> 36713 : 79
64949 -> 87328 : 3
98247 -> 49993 : 2
44570 -> 89900 : 669
89450 -> 41757 : 4
62115 -> 15979 : 2
11641 -> 68224 : 493
82664 -> 98874 : 1571
54326 -> 93586 : 901
78828 -> 4150 : 2
44570 -> 13229 : 285
77988 -> 44597 : 7
11456 -> 71858 : 84
19384 -> 66624 : 221
10705 -> 30181 : 25
61048 -> 13181 : 15
34313 -> 1541 : 21
82252 -> 94282 : 1
84418 -> 51002 : 675
21328 -> 42610 : 4819
53703 -> 9443 : 153
43315 -> 31769 : 252
3788 -> 40811 : 1
7427 -> 45146 : 414
72833 -> 27369 : 9
20852 -> 81958 : 58
86329 -> 53739 : 14
14810 -> 19927 : 13703
84983 -> 94707 : 1
52273 -> 4619 : 1
69890 -> 57531 : 662
35069 -> 65150 : 216
4512 -> 22375 : 4
34593 -> 15377 : 1
97116 -> 24734 : 560
9982 -> 84502 : 991
14810 -> 72862 : 4527
7883 -> 33030 : 4838
43755 -> 6551 : 1
61249 -> 14965 : 3
47116 -> 24630 : 2
22380 -> 62846 : 15
66891 -> 54309 : 36
89503 -> 66338 : 1
10264 -> 25581 : 22
85992 -> 66996 : 10
37005 -> 3290 : 41
40065 -> 51398 : 64
96005 -> 69037 : 364
25193 -> 79517 : 72
81550 -> 54779 : 10245
88584 -> 47074 : 289
27369 -> 22271 : 3
46799 -> 14521 : 5
7232 -> 31202 : 2695
3658 -> 33736 : 1
1385 -> 13384 : 1007
93586 -> 99894 : 154
63371 -> 956 : 9
68583 -> 5243 : 4
71289 -> 33327 : 1
34313 -> 47302 : 2
43315 -> 32773 : 22
10705 -> 31808 : 4
77345 -> 4155 : 8
35944 -> 8100 : 746
30642 -> 80128 : 168
42784 -> 23214 : 1853
75358 -> 94854 : 4
90401 -> 98393 : 1
39710 -> 83147 : 345
8844 -> 61934 : 50
60848 -> 51114 : 27
7427 -> 13725 : 155
88881 -> 1242 : 463
5377 -> 65346 : 5
62842 -> 55725 : 3
81958 -> 59515 : 28
42457 -> 26059 : 441
14182 -> 581 : 20
79603 -> 78452 : 91
22271 -> 97756 : 1
5377 -> 40022 : 1
94854 -> 47841 : 3
74300 -> 12835 : 6
1541 -> 46007 : 12
99894 -> 5047 : 152
1975 -> 23409 : 151
54309 -> 75408 : 28
82273 -> 96344 : 1
93137 -> 8596 : 1
97756 -> 28784 : 1
64380 -> 5368 : 1
8844 -> 49191 : 6
87621 -> 52801 : 2
70252 -> 80397 : 3
62599 -> 86405 : 3
48876 -> 55501 : 52
31808 -> 9426 : 1
70270 -> 28004 : 16
62842 -> 64399 : 4
41756 -> 67805 : 6444
8844 -> 11835 : 6
57461 -> 57524 : 1984
94282 -> 55244 : 1
1390 -> 69224 : 177
56496 -> 36845 : 2
19384 -> 52309 : 23
58573 -> 20032 : 3
11835 -> 77927 : 3
78772 -> 38942 : 2
77814 -> 68547 : 1504
67805 -> 12793 : 3301
4150 -> 24343 : 2
74648 -> 52074 : 10
7232 -> 50206 : 1871
67805 -> 99447 : 3110
47257 -> 11291 : 36
42457 -> 49991 : 92
13229 -> 59004 : 135
71311 -> 33616 : 71
13586 -> 62244 : 699
84418 -> 42469 : 8
42784 -> 6713 : 293
57524 -> 3415 : 356
51114 -> 56136 : 5
94032 -> 49297 : 85
81083 -> 69735 : 61
77345 -> 79417 : 1
66338 -> 68295 : 1
30861 -> 71270 : 114
27369 -> 53837 : 3
99500 -> 93786 : 94
5546 -> 51060 : 406
5708 -> 9590 : 40
69890 -> 87130 : 865
11810 -> 18124 : 38
66891 -> 70307 : 30
90965 -> 18684 : 1
85761 -> 79975 : 174
39454 -> 96415 : 9
82756 -> 27504 : 2
8580 -> 61996 : 1
40065 -> 77042 : 13
24630 -> 60194 : 1
74993 -> 35729 : 1
41757 -> 69888 : 1
52118 -> 13398 : 46
70763 -> 92573 : 62
36011 -> 24687 : 221
76773 -> 96508 : 41
51467 -> 95647 : 355
78234 -> 500 : 2
14182 -> 38749 : 4
64164 -> 13902 : 162
56097 -> 74504 : 30
72014 -> 86542 : 7644
44354 -> 9921 : 113
61934 -> 71810 : 10
14303 -> 43269 : 44
42699 -> 70719 : 3
83476 -> 90307 : 35008
56592 -> 42035 : 1
71270 -> 46624 : 47
92713 -> 46328 : 292
10082 -> 30879 : 42
2309 -> 81214 : 1
35590 -> 81608 : 87
92508 -> 12877 : 9
20032 -> 90962 : 1
7427 -> 97891 : 2
10182 -> 28855 : 23
76773 -> 73738 : 5
4843 -> 25568 : 7790
51467 -> 24836 : 3
43296 -> 11343 : 1
94854 -> 86109 : 1
26347 -> 14992 : 48
4512 -> 97548 : 4
38749 -> 85469 : 3
98954 -> 31402 : 285
27315 -> 52716 : 1
32773 -> 38132 : 13
97443 -> 28075 : 3
23660 -> 56229 : 6
72862 -> 8890 : 1500
22151 -> 39514 : 94
24836 -> 12162 : 2
90585 -> 1097 : 11
42469 -> 92993 : 3
79091 -> 78032 : 4544
23214 -> 88172 : 1034
8278 -> 91301 : 1251
74343 -> 39764 : 1
54323 -> 29406 : 1613
35944 -> 1432 : 507
19868 -> 52091 : 28
3058 -> 5064 : 3
23409 -> 81570 : 13
79091 -> 83658 : 3959
36693 -> 85102 : 345
37804 -> 62194 : 51
59004 -> 35398 : 108
68295 -> 60202 : 1
49073 -> 17718 : 1
3859 -> 49344 : 69322
42547 -> 39130 : 185
42560 -> 3611 : 3136
43315 -> 27817 : 10
27817 -> 48250 : 1
5546 -> 68693 : 229
14965 -> 16926 : 3
8929 -> 3684 : 310
4790 -> 49987 : 1
45749 -> 98825 : 273
39469 -> 62615 : 21
33327 -> 14157 : 1
62846 -> 81351 : 9
4309 -> 60731 : 54
93347 -> 50585 : 1
46007 -> 20817 : 10
50444 -> 35880 : 2
94624 -> 11633 : 6
39710 -> 17877 : 429
26378 -> 82626 : 40
65150 -> 79057 : 99
62431 -> 57618 : 1
1336 -> 2807 : 8
5542 -> 10746 : 10
60731 -> 17120 : 50
13664 -> 10383 : 3643
43296 -> 6539 : 2
36117 -> 49812 : 1
51759 -> 72052 : 20
1432 -> 19505 : 267
60292 -> 95136 : 9
64164 -> 49143 : 17
4309 -> 50740 : 9
57540 -> 62054 : 443
40722 -> 54743 : 239
78500 -> 3576 : 1
47355 -> 68239 : 16
19584 -> 86376 : 4419
28023 -> 37478 : 2704
66996 -> 71944 : 8
42457 -> 41946 : 29
3611 -> 75317 : 1817
88881 -> 14440 : 219
77345 -> 61541 : 1
86376 -> 41945 : 4409
42866 -> 47328 : 321
59004 -> 79639 : 4
8300 -> 56413 : 41
71834 -> 85285 : 1
57353 -> 83260 : 746
92993 -> 60373 : 2
42784 -> 763 : 15
47328 -> 28550 : 26
70531 -> 76247 : 5
70018 -> 84383 : 13
4619 -> 42019 : 1
37005 -> 29961 : 26
48672 -> 79024 : 8521
88881 -> 21819 : 28
52074 -> 83777 : 6
5064 -> 87781 : 2
64399 -> 62324 : 2
59004 -> 34215 : 22
47920 -> 42667 : 1
79517 -> 36510 : 28
72052 -> 76395 : 11
79975 -> 31448 : 93
53529 -> 98532 : 14130
71270 -> 24474 : 35
39514 -> 90811 : 64
56413 -> 38256 : 40
31808 -> 72868 : 2
83890 -> 48656 : 151
82756 -> 9032 : 1
49993 -> 92767 : 2
58573 -> 64632 : 27
3480 -> 67409 : 1
92993 -> 39496 : 1
5546 -> 30554 : 52
9590 -> 85071 : 36
84333 -> 43428 : 1131
47841 -> 76702 : 3
7012 -> 13067 : 2
5928 -> 49522 : 1
26721 -> 2387 : 826
74648 -> 55216 : 4
70531 -> 25730 : 2
82252 -> 77248 : 1
97891 -> 10893 : 1
62431 -> 1164 : 1
28855 -> 46862 : 20
88918 -> 76612 : 362
43675 -> 45047 : 295
11211 -> 5718 : 24
47328 -> 62146 : 274
23548 -> 14297 : 1473
69888 -> 65901 : 1
66891 -> 29130 : 12
11343 -> 86391 : 1
40022 -> 99528 : 1
72868 -> 55442 : 1
54743 -> 47279 : 88
46328 -> 41786 : 155
2446 -> 19594 : 12
50206 -> 75056 : 1335
67409 -> 89004 : 1
9521 -> 84970 : 4
62356 -> 51686 : 52
30988 -> 22593 : 30
44570 -> 97249 : 15
6551 -> 59838 : 1
68694 -> 90083 : 247
59515 -> 83010 : 25
25932 -> 39777 : 1
75144 -> 67773 : 13
20852 -> 61928 : 17
49296 -> 7960 : 1
10383 -> 65809 : 3498
25730 -> 36246 : 1
58836 -> 34093 : 1
86329 -> 94196 : 4
20692 -> 42368 : 1
86109 -> 11090 : 1
69735 -> 78481 : 37
79122 -> 85114 : 1
22380 -> 71737 : 1
8428 -> 92680 : 1
38256 -> 25705 : 9
52801 -> 76776 : 2
98532 -> 21395 : 7872
57558 -> 24546 : 75
36693 -> 34367 : 12
11633 -> 3626 : 5
62054 -> 18869 : 103
91301 -> 98478 : 402
57067 -> 52884 : 8
58573 -> 88179 : 8
31402 -> 7243 : 213
84383 -> 34950 : 7
41757 -> 2979 : 1
52118 -> 59510 : 546
8580 -> 98519 : 1
7839 -> 16514 : 1
28004 -> 73842 : 5
22271 -> 37845 : 1
76612 -> 67734 : 361
41756 -> 93730 : 7034
79417 -> 11213 : 1
12793 -> 97226 : 2572
57461 -> 3021 : 1624
3415 -> 9498 : 26
89004 -> 24378 : 1
52309 -> 81949 : 10
39514 -> 49105 : 28
49991 -> 98569 : 15
33566 -> 78836 : 8
61249 -> 15057 : 2
98874 -> 56024 : 812
48656 -> 46882 : 123
75358 -> 5961 : 1
95647 -> 46159 : 280
52884 -> 38497 : 5
91976 -> 29463 : 13129
37236 -> 33821 : 676
86542 -> 62850 : 5011
68547 -> 57549 : 313
3290 -> 52874 : 40
19868 -> 89546 : 46
69037 -> 88057 : 84
53703 -> 96083 : 62
4149 -> 45029 : 96
70270 -> 76290 : 3
10383 -> 15623 : 88
24378 -> 57995 : 1
50585 -> 76459 : 1
35398 -> 58618 : 77
4512 -> 619 : 1
36161 -> 8087 : 2
95136 -> 9899 : 5
62615 -> 82406 : 2
35953 -> 7215 : 429
98478 -> 67212 : 397
61106 -> 67338 : 6
47355 -> 13171 : 3
3021 -> 53177 : 109
9590 -> 57648 : 4
57531 -> 58836 : 54
42784 -> 84914 : 1
96508 -> 59647 : 6
1242 -> 70119 : 87
57730 -> 47275 : 1
53529 -> 75045 : 460
11456 -> 32934 : 7
71737 -> 57132 : 1
13171 -> 63171 : 3
20032 -> 33528 : 2
23980 -> 61318 : 6
61465 -> 63258 : 1
94196 -> 35134 : 3
24734 -> 47807 : 308
9521 -> 45050 : 2
29990 -> 66632 : 258
21328 -> 17316 : 7847
8100 -> 88037 : 17
99776 -> 29110 : 4
8087 -> 95579 : 2
87265 -> 38707 : 557
83147 -> 18073 : 58
57540 -> 70040 : 54
46886 -> 71479 : 2954
92573 -> 19816 : 41
94196 -> 52727 : 1
38942 -> 28297 : 2
62054 -> 86466 : 178
35590 -> 23603 : 14
26950 -> 42440 : 7619
19868 -> 62872 : 2
9498 -> 801 : 24
34367 -> 82320 : 8
63851 -> 75619 : 1
64632 -> 48801 : 5
39777 -> 48732 : 1
9443 -> 78154 : 58
97249 -> 59705 : 6
77988 -> 4710 : 34
87130 -> 790 : 68
84418 -> 87489 : 1
70119 -> 57355 : 62
33528 -> 45223 : 1
8890 -> 37201 : 877
81214 -> 12442 : 1
44597 -> 71639 : 2
19594 -> 33085 : 8
60731 -> 40945 : 4
51060 -> 93301 : 277
65901 -> 48775 : 1
16926 -> 40858 : 2
96415 -> 59519 : 7
5542 -> 22279 : 18
62031 -> 88840 : 1
59515 -> 70383 : 1
49191 -> 74440 : 5
69890 -> 82862 : 289
65150 -> 53113 : 14
86466 -> 8775 : 7
90811 -> 14672 : 41
51114 -> 81558 : 1
14440 -> 93454 : 32
93730 -> 94376 : 2069
94707 -> 70861 : 1
5546 -> 65012 : 34
3415 -> 3656 : 61
11090 -> 55324 : 1
15979 -> 65873 : 2
89546 -> 28149 : 32
68224 -> 33052 : 345
48524 -> 45266 : 1
38749 -> 96144 : 1
82763 -> 3356 : 3087
15802 -> 3433 : 14
31896 -> 20136 : 25
13384 -> 3667 : 710
47257 -> 5391 : 3
7883 -> 85815 : 347
72014 -> 20258 : 8909
71944 -> 53523 : 1
97226 -> 82025 : 857
84936 -> 72693 : 10940
11835 -> 93599 : 1
71810 -> 48240 : 8
49073 -> 45863 : 1
26950 -> 49200 : 507
89900 -> 5818 : 615
54743 -> 52473 : 91
66624 -> 70430 : 82
80178 -> 80542 : 14
28550 -> 56425 : 18
96083 -> 90698 : 45
28784 -> 36653 : 1
96005 -> 17104 : 68
47328 -> 61926 : 21
83010 -> 30088 : 3
36693 -> 1172 : 4
54326 -> 67398 : 314
49297 -> 73593 : 30
45464 -> 1735 : 1
59838 -> 67115 : 1
24474 -> 27025 : 14
42866 -> 7601 : 585
84333 -> 20593 : 1456
33528 -> 4136 : 1
12835 -> 8613 : 6
41545 -> 52733 : 1
20817 -> 87702 : 8
47124 -> 43017 : 1
64399 -> 58314 : 2
93730 -> 88565 : 3543
42056 -> 94794 : 1
91034 -> 34887 : 12
14478 -> 30297 : 1
86542 -> 60834 : 295
59647 -> 4590 : 3
62850 -> 34930 : 4013
84936 -> 7442 : 13558
74300 -> 45938 : 4
37478 -> 34163 : 1434
19868 -> 7320 : 5
75317 -> 57075 : 834
82025 -> 64317 : 282
77248 -> 79675 : 1
7215 -> 90414 : 383
43296 -> 73556 : 2
