Sender -> Receiver: Amount
2812 -> 5602 : 202
7305 -> 6155 : 3
1819 -> 3614 : 357
4070 -> 3914 : 779
873 -> 2461 : 1
1905 -> 1585 : 5
9695 -> 1038 : 13
860 -> 4338 : 1
1729 -> 1952 : 30
5840 -> 903 : 6
9695 -> 9174 : 1
9024 -> 9164 : 1071
1718 -> 8816 : 39
8797 -> 1814 : 647
9549 -> 5103 : 1
8896 -> 9362 : 1309
634 -> 3048 : 19
4037 -> 610 : 1
8748 -> 5491 : 98
2782 -> 3947 : 1
472 -> 1990 : 12
6220 -> 6472 : 13
3653 -> 4519 : 3
7851 -> 9428 : 1
2094 -> 3458 : 2
903 -> 9859 : 2
1952 -> 6689 : 24
2529 -> 4662 : 560
3614 -> 3748 : 31
2529 -> 5152 : 5
2484 -> 4855 : 116
1578 -> 5032 : 2
3127 -> 883 : 1
1395 -> 2232 : 14
1648 -> 1769 : 1
7174 -> 96 : 11
1814 -> 9249 : 52
9164 -> 3533 : 808
758 -> 7063 : 7
8887 -> 1090 : 14272
274 -> 8018 : 43
6923 -> 879 : 1181
5718 -> 5701 : 1
8568 -> 2008 : 4
6467 -> 2320 : 6
972 -> 5880 : 1
3048 -> 257 : 17
4042 -> 2933 : 68
1827 -> 4186 : 1
6168 -> 1831 : 43887
5503 -> 6047 : 2
8090 -> 1664 : 1
6472 -> 8925 : 5
7630 -> 7569 : 3
4347 -> 7143 : 8
4519 -> 9773 : 20
125 -> 7370 : 1
5840 -> 6723 : 5
3738 -> 8669 : 9
8760 -> 776 : 3
642 -> 7312 : 1328
8592 -> 3235 : 1
9249 -> 7321 : 22
5503 -> 9502 : 1
9773 -> 4413 : 18
6220 -> 8611 : 12
5109 -> 1663 : 5
92 -> 9885 : 1289
9742 -> 5142 : 1
4413 -> 757 : 8
1122 -> 6901 : 10390
4984 -> 3823 : 2
9502 -> 3196 : 1
753 -> 5773 : 2
4614 -> 8315 : 11
873 -> 9550 : 3
1047 -> 7870 : 2007
4543 -> 3056 : 185
9109 -> 6138 : 78
1304 -> 2253 : 1
4720 -> 1272 : 929
8285 -> 5345 : 9
8283 -> 1827 : 2
1884 -> 1314 : 1
5525 -> 8538 : 36
4444 -> 8357 : 4
4185 -> 1474 : 4
6533 -> 5481 : 1
5880 -> 5408 : 1
2529 -> 5357 : 1
8262 -> 7053 : 4
4984 -> 1810 : 5
8018 -> 2757 : 8
9035 -> 8143 : 149
96 -> 6337 : 1
7644 -> 8448 : 10
7574 -> 818 : 1
5988 -> 8784 : 1
3478 -> 7630 : 1
5377 -> 1155 : 2
387 -> 5137 : 120
8760 -> 4996 : 2
2015 -> 5247 : 1
5017 -> 1716 : 2
1664 -> 7817 : 1
4604 -> 728 : 1233
4174 -> 5560 : 3
7774 -> 7670 : 1
776 -> 1666 : 3
9249 -> 1042 : 4
818 -> 5829 : 1
6468 -> 7980 : 84
1561 -> 484 : 4
1072 -> 9672 : 454
257 -> 4824 : 7
6923 -> 9730 : 1309
6155 -> 2937 : 3
3603 -> 2312 : 4
2320 -> 6302 : 1
7667 -> 1010 : 7
6337 -> 5398 : 1
9611 -> 6903 : 649
5679 -> 8502 : 3
7496 -> 2332 : 1
8448 -> 8215 : 9
4946 -> 402 : 5
8480 -> 2958 : 45
8816 -> 4599 : 28
6472 -> 2060 : 1
4187 -> 3261 : 24
9070 -> 7058 : 1
7817 -> 612 : 1
1952 -> 6208 : 3
1729 -> 1190 : 9
7472 -> 1305 : 217
5481 -> 9910 : 1
1718 -> 5126 : 32
5419 -> 4103 : 1269
634 -> 7157 : 20
3211 -> 5654 : 3
5654 -> 488 : 1
1990 -> 2141 : 10
2060 -> 9393 : 1
8187 -> 7402 : 1281
5654 -> 6049 : 1
5857 -> 5790 : 1
4186 -> 7541 : 1
9773 -> 1152 : 2
3458 -> 9432 : 1
9432 -> 3494 : 1
1578 -> 1868 : 1
3178 -> 8398 : 1570
1090 -> 8372 : 11444
8674 -> 1343 : 132
3211 -> 6011 : 5
879 -> 8733 : 983
9549 -> 9104 : 1
5047 -> 358 : 1
1831 -> 4149 : 41015
9824 -> 8554 : 233
6872 -> 8512 : 30
1769 -> 6596 : 1
4416 -> 4829 : 1
507 -> 8835 : 6
250 -> 7619 : 1
1810 -> 9920 : 1
6903 -> 7329 : 338
8925 -> 7440 : 4
5654 -> 6101 : 1
5773 -> 214 : 2
3567 -> 4474 : 2
1454 -> 8240 : 1
9918 -> 6928 : 8
9393 -> 8750 : 1
5700 -> 8931 : 376
9949 -> 4959 : 2
6872 -> 5864 : 8
517 -> 5747 : 1
4174 -> 145 : 2
1730 -> 7372 : 1
419 -> 54 : 7497
3025 -> 2764 : 2
8600 -> 4498 : 3668
7670 -> 4793 : 1
6323 -> 9615 : 1
3614 -> 7948 : 243
8240 -> 1275 : 1
9249 -> 7258 : 16
6723 -> 7164 : 5
3859 -> 2654 : 6
1395 -> 2775 : 11
8554 -> 2436 : 94
8797 -> 8799 : 9452
4543 -> 3683 : 2
2332 -> 109 : 1
5901 -> 6590 : 7
6872 -> 2344 : 9
5457 -> 9041 : 306
227 -> 9555 : 232
6049 -> 2197 : 1
3586 -> 449 : 4320
2937 -> 6543 : 2
6872 -> 4248 : 7
4174 -> 3535 : 1
2014 -> 1351 : 132
109 -> 6764 : 1
1193 -> 6842 : 52
990 -> 1372 : 2
1905 -> 30 : 4
6842 -> 8736 : 38
3592 -> 3305 : 2692
5864 -> 853 : 4
4185 -> 7991 : 14
6524 -> 9293 : 1
8215 -> 3386 : 5
7496 -> 238 : 1
8262 -> 5925 : 2
589 -> 5202 : 32
1372 -> 5427 : 2
2517 -> 2923 : 537
1313 -> 9460 : 1
990 -> 6330 : 4
2812 -> 6566 : 27
9615 -> 818 : 1
1304 -> 7284 : 2
6472 -> 9923 : 3
1574 -> 5429 : 14
1152 -> 6869 : 2
7574 -> 7711 : 1
2436 -> 7651 : 87
8896 -> 5637 : 403
7981 -> 2214 : 102
5457 -> 977 : 407
3603 -> 4704 : 3
6174 -> 8999 : 3
96 -> 6613 : 2
5017 -> 7984 : 1
8539 -> 306 : 33
7186 -> 2341 : 836
5424 -> 663 : 1
1635 -> 2091 : 43
9672 -> 1328 : 280
642 -> 4503 : 626
8003 -> 1068 : 7
5829 -> 5345 : 1
589 -> 6588 : 3
8681 -> 386 : 107
8750 -> 5270 : 1
1272 -> 7117 : 692
5419 -> 4903 : 516
3586 -> 3930 : 104
4793 -> 6977 : 1
1122 -> 865 : 2697
1155 -> 2903 : 1
4959 -> 3824 : 1
7163 -> 2108 : 496
7737 -> 1977 : 1249
4720 -> 5118 : 49
7472 -> 9095 : 27
2881 -> 2827 : 1
4804 -> 1679 : 2
2197 -> 6427 : 1
5840 -> 7045 : 29
7163 -> 5850 : 7
5457 -> 4939 : 221
2341 -> 730 : 139
6467 -> 6828 : 4
4450 -> 341 : 6
7981 -> 6863 : 9
4824 -> 9467 : 5
7541 -> 8773 : 1
4474 -> 4485 : 2
8896 -> 4713 : 487
3586 -> 5756 : 125
9940 -> 4056 : 32
8018 -> 7078 : 12
8896 -> 1091 : 424
1038 -> 459 : 13
990 -> 1590 : 60
9476 -> 4543 : 3
1091 -> 9626 : 412
7619 -> 6182 : 3
8448 -> 2322 : 1
8554 -> 2544 : 111
3465 -> 624 : 1
6263 -> 55 : 2
3235 -> 3488 : 1
5269 -> 4554 : 166
8799 -> 6589 : 1501
1590 -> 9439 : 26
3950 -> 8672 : 2
9362 -> 747 : 64
5345 -> 933 : 2
4720 -> 5359 : 84
1590 -> 3673 : 29
990 -> 6920 : 57
1848 -> 8052 : 1
5574 -> 225 : 1
5560 -> 830 : 2
7630 -> 328 : 7
6168 -> 1963 : 11281
2757 -> 4976 : 4
9940 -> 4517 : 3
4872 -> 9070 : 2486
5152 -> 1584 : 1
3653 -> 4049 : 3
296 -> 9459 : 14
6901 -> 745 : 4955
4554 -> 8440 : 132
1810 -> 4925 : 2
5870 -> 1897 : 3
6566 -> 3943 : 20
6920 -> 33 : 52
4720 -> 8066 : 6
7186 -> 1946 : 255
1590 -> 2137 : 4
6872 -> 3914 : 1
7163 -> 23 : 20
5202 -> 6093 : 27
818 -> 6849 : 1
8554 -> 5809 : 2
6472 -> 6803 : 1
5398 -> 7634 : 1
3533 -> 8723 : 353
4536 -> 2973 : 61
5377 -> 7672 : 1
23 -> 8305 : 2
7360 -> 1647 : 75
2312 -> 5700 : 1
1343 -> 4570 : 10
2312 -> 9188 : 2
6903 -> 3979 : 245
111 -> 433 : 7
7486 -> 7341 : 1
2633 -> 8776 : 4
7402 -> 438 : 395
7944 -> 2513 : 6
6975 -> 7752 : 4
1810 -> 4908 : 2
5637 -> 5937 : 306
913 -> 8857 : 3
238 -> 8729 : 1
274 -> 9663 : 1
7651 -> 7577 : 20
8462 -> 1883 : 1405
8357 -> 9847 : 2
6590 -> 5630 : 4
4908 -> 6385 : 1
2253 -> 1073 : 1
8285 -> 8610 : 1
1178 -> 4565 : 75
801 -> 4255 : 1729
5209 -> 5794 : 16
195 -> 2851 : 1
2775 -> 6740 : 4
7619 -> 7016 : 1
433 -> 8900 : 5
6561 -> 8526 : 9
3488 -> 7184 : 1
6596 -> 3669 : 1
8931 -> 2379 : 290
489 -> 3480 : 16
5115 -> 6340 : 268
8723 -> 1750 : 290
6278 -> 1425 : 169
2881 -> 8229 : 1
5109 -> 611 : 1
5109 -> 5204 : 1
1190 -> 3672 : 9
1716 -> 1778 : 1
747 -> 6066 : 21
8357 -> 9130 : 1
4517 -> 7108 : 1
269 -> 2024 : 4
440 -> 8002 : 3
9459 -> 798 : 12
6330 -> 8028 : 2
7486 -> 9873 : 1
3449 -> 6620 : 26
1977 -> 9954 : 305
6472 -> 5942 : 2
1073 -> 8452 : 1
1474 -> 2333 : 2
1750 -> 2695 : 26
2108 -> 9006 : 413
9095 -> 7554 : 10
5809 -> 5813 : 2
6863 -> 9230 : 9
2461 -> 8140 : 1
5857 -> 8979 : 1
1474 -> 8616 : 1
9824 -> 3464 : 50
1990 -> 8092 : 2
6278 -> 7747 : 13
5525 -> 4982 : 4
5204 -> 9963 : 1
5115 -> 8152 : 46
6588 -> 1635 : 2
7117 -> 5298 : 397
9920 -> 7433 : 1
7078 -> 4869 : 12
6920 -> 9821 : 5
296 -> 3075 : 5
7372 -> 4389 : 1
6903 -> 5773 : 11
9439 -> 7389 : 10
6740 -> 9797 : 1
1350 -> 6303 : 1
4413 -> 8441 : 6
2654 -> 3674 : 3
3386 -> 2254 : 2
7472 -> 4147 : 5
30 -> 4724 : 2
8797 -> 3729 : 14954
5756 -> 8399 : 30
2014 -> 3181 : 3
2312 -> 1848 : 1
5298 -> 2646 : 330
7305 -> 4126 : 1
4614 -> 6001 : 1
8592 -> 7973 : 21
358 -> 5971 : 1
9057 -> 4031 : 1
7045 -> 2361 : 5
6613 -> 1275 : 1
5701 -> 1668 : 1
6011 -> 9462 : 2
7402 -> 7310 : 601
2341 -> 8870 : 333
1514 -> 9984 : 19
9984 -> 8778 : 18
8554 -> 350 : 14
299 -> 6021 : 14
6919 -> 3790 : 8
6097 -> 2578 : 1374
7981 -> 3173 : 12
7554 -> 3682 : 9
6240 -> 1264 : 3
459 -> 4819 : 1
5152 -> 4654 : 1
4438 -> 984 : 460
1729 -> 6933 : 3
402 -> 7792 : 3
4654 -> 2035 : 1
7980 -> 9440 : 17
7157 -> 735 : 10
3682 -> 6180 : 6
9104 -> 45 : 1
7737 -> 4037 : 385
9024 -> 8493 : 2482
8681 -> 4850 : 228
5840 -> 3020 : 3
634 -> 1241 : 24
8526 -> 5596 : 4
5549 -> 8386 : 3
8452 -> 711 : 1
2764 -> 9375 : 2
433 -> 1048 : 1
5332 -> 7123 : 1
1882 -> 5501 : 174
1493 -> 6243 : 3493
9399 -> 1081 : 6
2654 -> 6403 : 3
8859 -> 5087 : 1
6168 -> 385 : 410
8931 -> 5801 : 49
3914 -> 1154 : 117
7981 -> 3922 : 3
8285 -> 9802 : 3
1969 -> 4720 : 7
2782 -> 7953 : 1
1906 -> 1245 : 1
4982 -> 9222 : 3
903 -> 6639 : 1
5602 -> 6243 : 146
3824 -> 7759 : 1
3494 -> 9516 : 1
334 -> 8668 : 26
4187 -> 9845 : 3
9362 -> 4936 : 220
7341 -> 6916 : 1
2578 -> 8564 : 897
6066 -> 936 : 18
4198 -> 9791 : 30
3048 -> 9070 : 2
2958 -> 3823 : 43
9467 -> 1553 : 2
5427 -> 1115 : 1
1814 -> 1657 : 387
747 -> 9815 : 29
7973 -> 6515 : 8
5137 -> 4974 : 120
8870 -> 1277 : 82
4982 -> 7814 : 1
663 -> 2055 : 1
7360 -> 4360 : 125
4974 -> 1533 : 21
8018 -> 3337 : 23
1897 -> 2115 : 2
7053 -> 4968 : 1
2055 -> 5636 : 1
8784 -> 1260 : 1
6468 -> 9174 : 21
7164 -> 2295 : 4
7614 -> 5013 : 25
9963 -> 2972 : 1
9451 -> 1428 : 29
7759 -> 8998 : 1
2937 -> 1153 : 1
3592 -> 6961 : 206
8835 -> 8141 : 5
8141 -> 8140 : 1
6278 -> 3122 : 144
753 -> 8102 : 1
7016 -> 4772 : 1
6590 -> 900 : 2
4570 -> 6691 : 6
7577 -> 3193 : 12
2035 -> 7310 : 1
2115 -> 9735 : 1
936 -> 5010 : 9
4056 -> 802 : 12
4869 -> 2684 : 7
762 -> 1280 : 14
8669 -> 3574 : 9
7378 -> 634 : 1
6240 -> 2937 : 41
488 -> 8801 : 1
6240 -> 4060 : 20
3823 -> 4856 : 14
9909 -> 5448 : 1
1428 -> 6868 : 21
9440 -> 4659 : 13
758 -> 3021 : 1
9516 -> 4025 : 1
33 -> 6034 : 31
9459 -> 2249 : 2
250 -> 705 : 16
4543 -> 8819 : 7
1047 -> 8434 : 135
9249 -> 5995 : 3
7045 -> 4212 : 10
9859 -> 5845 : 346
4869 -> 8426 : 3
6034 -> 2794 : 19
7258 -> 3328 : 9
8564 -> 2933 : 683
753 -> 5548 : 4
8028 -> 2083 : 2
8681 -> 2516 : 19
801 -> 3728 : 372
7402 -> 8551 : 136
4338 -> 3619 : 1
5491 -> 498 : 74
3328 -> 7644 : 6
4610 -> 2124 : 1
5850 -> 327 : 1
1369 -> 2879 : 1
1977 -> 5400 : 675
4056 -> 4051 : 15
4925 -> 725 : 1
8441 -> 8785 : 4
903 -> 9611 : 2
5747 -> 3559 : 1
498 -> 2228 : 3
5087 -> 2577 : 1
853 -> 4839 : 1
6849 -> 7503 : 1
5630 -> 922 : 2
1952 -> 9134 : 1
8052 -> 8671 : 1
7184 -> 2705 : 1
745 -> 8372 : 2984
4037 -> 6951 : 264
9847 -> 516 : 1
2775 -> 8804 : 5
922 -> 3226 : 1
5448 -> 1418 : 2
1081 -> 7788 : 6
8739 -> 1831 : 1
4063 -> 7874 : 459
612 -> 7730 : 1
7747 -> 1485 : 12
257 -> 475 : 4
9399 -> 6212 : 3
5126 -> 3086 : 16
6590 -> 5062 : 1
6138 -> 2546 : 19
8564 -> 9001 : 111
1814 -> 7667 : 107
2516 -> 5723 : 2
9815 -> 7965 : 29
9954 -> 4866 : 217
4976 -> 4425 : 2
9035 -> 9765 : 133
7174 -> 1199 : 11
440 -> 4681 : 7
9910 -> 4288 : 1
3920 -> 8631 : 4956
92 -> 3349 : 209
6208 -> 7854 : 3
3639 -> 1182 : 6
8723 -> 8624 : 8
1314 -> 4863 : 1
5429 -> 3460 : 2
2902 -> 6490 : 3
8907 -> 7186 : 41471
6427 -> 4569 : 1
8092 -> 2357 : 2
7980 -> 4937 : 26
3173 -> 9719 : 6
9672 -> 4093 : 99
3559 -> 676 : 1
1585 -> 3183 : 1
9791 -> 6478 : 1
33 -> 6313 : 11
507 -> 9942 : 10
4681 -> 6784 : 1
8785 -> 9343 : 4
6392 -> 1819 : 206
1068 -> 7655 : 7
2775 -> 2603 : 1
6240 -> 549 : 11
8998 -> 9255 : 1
3458 -> 6750 : 1
6138 -> 4077 : 16
3021 -> 5692 : 1
9802 -> 471 : 2
23 -> 58 : 2
33 -> 3506 : 9
96 -> 8817 : 4
2484 -> 5735 : 8
4070 -> 640 : 7
8526 -> 248 : 3
1275 -> 231 : 2
8229 -> 5212 : 1
1305 -> 8105 : 202
2232 -> 9594 : 13
1750 -> 674 : 147
8187 -> 4659 : 171
7440 -> 1253 : 1
4288 -> 113 : 1
498 -> 6645 : 58
2684 -> 4699 : 7
0 -> 2777 : 8991
4485 -> 685 : 2
4939 -> 3583 : 61
589 -> 5842 : 1
9873 -> 1296 : 1
7310 -> 4355 : 180
2973 -> 7439 : 27
1280 -> 8412 : 11
4077 -> 4622 : 2
3408 -> 2778 : 1
4968 -> 8930 : 1
3914 -> 3826 : 496
5870 -> 3991 : 4
4051 -> 2864 : 10
5212 -> 7861 : 1
5602 -> 113 : 55
8736 -> 8931 : 20
1304 -> 5844 : 2
7360 -> 7278 : 27
1868 -> 1854 : 1
1574 -> 1672 : 7
5842 -> 4374 : 1
3193 -> 2612 : 10
7360 -> 5892 : 131
7117 -> 6094 : 178
5850 -> 3872 : 1
2757 -> 2438 : 3
111 -> 4442 : 7
1657 -> 704 : 387
6392 -> 2573 : 48
8386 -> 1010 : 2
2603 -> 6559 : 1
4699 -> 1976 : 2
4939 -> 2844 : 31
4037 -> 9176 : 25
6784 -> 7471 : 1
3178 -> 2951 : 1931
6011 -> 7190 : 1
9006 -> 280 : 7
8399 -> 3010 : 6
5971 -> 6388 : 1
5142 -> 4507 : 1
3010 -> 871 : 6
3950 -> 2448 : 1
4507 -> 9595 : 1
9176 -> 2402 : 20
798 -> 3118 : 4
2923 -> 1468 : 361
4025 -> 9523 : 1
8512 -> 715 : 27
1882 -> 2560 : 105
6951 -> 7462 : 213
3823 -> 9144 : 24
227 -> 7540 : 312
1663 -> 2311 : 3
1814 -> 8929 : 24
248 -> 3342 : 3
5427 -> 541 : 1
2778 -> 4090 : 1
1977 -> 7200 : 88
2124 -> 5852 : 1
4925 -> 8667 : 1
1693 -> 5670 : 12
5247 -> 6080 : 1
4344 -> 1453 : 1
5357 -> 4075 : 1
6775 -> 5506 : 246101
5937 -> 4492 : 220
2311 -> 3107 : 3
5574 -> 3445 : 3
4416 -> 8616 : 1
4569 -> 1770 : 1
8671 -> 7468 : 1
9824 -> 3116 : 158
3683 -> 1293 : 1
7312 -> 3124 : 728
5692 -> 8489 : 1
1897 -> 9203 : 1
1474 -> 1883 : 1
6093 -> 7296 : 19
7854 -> 8049 : 1
8227 -> 7712 : 6
4996 -> 3818 : 1
9730 -> 8604 : 201
387 -> 7811 : 12
4389 -> 3948 : 1
865 -> 7651 : 2307
9991 -> 6232 : 1
9954 -> 2937 : 17
9144 -> 229 : 3
5185 -> 9744 : 8075
5202 -> 4274 : 1
676 -> 8501 : 1
9845 -> 9917 : 3
4819 -> 547 : 1
7711 -> 7841 : 1
1072 -> 9354 : 198
4519 -> 5048 : 7
8285 -> 1137 : 3
6403 -> 9593 : 3
853 -> 4690 : 3
7614 -> 4798 : 14
6388 -> 6228 : 1
8315 -> 9835 : 5
5369 -> 6579 : 15809
227 -> 3143 : 472
7358 -> 238 : 147
704 -> 8441 : 28
4093 -> 3149 : 11
9663 -> 6917 : 1
903 -> 3009 : 1
8564 -> 9969 : 20
225 -> 5591 : 1
9255 -> 6846 : 1
6775 -> 3799 : 110820
755 -> 87 : 6142
1264 -> 8455 : 2
2333 -> 9608 : 2
9593 -> 2425 : 2
9249 -> 4713 : 3
1048 -> 7105 : 1
8156 -> 6581 : 639
8668 -> 9050 : 23
