Sender -> Receiver: Amount
756 -> 491 : 14
810 -> 907 : 2
188 -> 0 : 1341
499 -> 841 : 525
862 -> 38 : 31
63 -> 185 : 1
669 -> 601 : 596
719 -> 955 : 1233
654 -> 165 : 20
838 -> 45 : 110
656 -> 22 : 424
281 -> 479 : 143
518 -> 944 : 1
142 -> 987 : 8372
48 -> 954 : 6
824 -> 326 : 1713
6 -> 742 : 1345
649 -> 820 : 1
454 -> 616 : 25
207 -> 436 : 49
811 -> 281 : 25142
37 -> 752 : 45
345 -> 959 : 3
454 -> 815 : 1
482 -> 620 : 1
107 -> 982 : 13
866 -> 525 : 510
270 -> 711 : 12
519 -> 594 : 1
838 -> 950 : 13
711 -> 936 : 12
991 -> 493 : 51
258 -> 718 : 6
369 -> 500 : 28
98 -> 46 : 4
120 -> 457 : 151
538 -> 65 : 75
792 -> 651 : 6
820 -> 624 : 2
390 -> 534 : 1
165 -> 689 : 2
689 -> 160 : 1
69 -> 785 : 2
633 -> 883 : 11
165 -> 45 : 12
198 -> 499 : 39
897 -> 56 : 72
513 -> 325 : 1
67 -> 782 : 1
488 -> 291 : 658
89 -> 315 : 1
891 -> 661 : 23761
274 -> 765 : 54
550 -> 672 : 94596
923 -> 109 : 1296
358 -> 441 : 2
187 -> 454 : 1944
378 -> 887 : 3
165 -> 53 : 1
75 -> 242 : 163
922 -> 518 : 8
584 -> 241 : 41
658 -> 671 : 5
449 -> 694 : 1
441 -> 954 : 1
488 -> 27 : 91
36 -> 924 : 3
60 -> 872 : 10175
770 -> 434 : 1655
658 -> 387 : 2
651 -> 128 : 1
997 -> 498 : 30
797 -> 349 : 1
651 -> 869 : 2
0 -> 786 : 1152
991 -> 896 : 101
275 -> 768 : 1
841 -> 227 : 474
674 -> 621 : 41
513 -> 773 : 4
22 -> 749 : 378
671 -> 807 : 3
75 -> 817 : 8
424 -> 7 : 1
742 -> 934 : 1050
532 -> 295 : 1
258 -> 709 : 1
708 -> 304 : 2
957 -> 502 : 46
314 -> 951 : 38
879 -> 811 : 1
868 -> 211 : 1
841 -> 146 : 19
903 -> 854 : 26
990 -> 96 : 198
629 -> 636 : 2
829 -> 883 : 11
182 -> 450 : 1512
132 -> 376 : 2
500 -> 591 : 17
436 -> 678 : 46
905 -> 443 : 6
209 -> 300 : 22
68 -> 571 : 13
923 -> 64 : 155
991 -> 949 : 44
55 -> 255 : 904
624 -> 686 : 2
173 -> 398 : 1
957 -> 220 : 9
570 -> 752 : 25
288 -> 335 : 52
789 -> 947 : 9
127 -> 768 : 1
0 -> 29 : 159
525 -> 471 : 462
916 -> 539 : 120
987 -> 128 : 541
402 -> 727 : 22
193 -> 693 : 10
752 -> 373 : 10
771 -> 237 : 162
773 -> 375 : 1
811 -> 783 : 2102
403 -> 857 : 18
883 -> 656 : 12142
125 -> 990 : 90
8 -> 664 : 1200
152 -> 40 : 5
817 -> 163 : 819
903 -> 375 : 35
571 -> 5 : 12
276 -> 902 : 11
387 -> 150 : 2
526 -> 670 : 3
228 -> 477 : 4
150 -> 5 : 2
502 -> 133 : 41
237 -> 349 : 147
491 -> 159 : 8
797 -> 136 : 1
44 -> 918 : 345
349 -> 60 : 346
718 -> 918 : 4
879 -> 807 : 14
75 -> 827 : 22
351 -> 539 : 41
373 -> 807 : 10
322 -> 163 : 1015
377 -> 123 : 6
132 -> 977 : 1
826 -> 940 : 576
45 -> 192 : 785
693 -> 110 : 10
1 -> 369 : 7
510 -> 665 : 410
628 -> 470 : 139
851 -> 975 : 2333
15 -> 502 : 128
77 -> 399 : 9
335 -> 124 : 19
61 -> 911 : 149
994 -> 144 : 6
800 -> 76 : 3
37 -> 184 : 9
786 -> 339 : 670
672 -> 682 : 93617
792 -> 529 : 12
163 -> 732 : 1270
250 -> 465 : 1
908 -> 985 : 1
773 -> 469 : 2
93 -> 145 : 122
266 -> 206 : 2758
492 -> 766 : 93
374 -> 204 : 501
708 -> 377 : 2
110 -> 181 : 8
982 -> 979 : 9
556 -> 884 : 343
672 -> 746 : 55
792 -> 820 : 17
911 -> 644 : 18
717 -> 733 : 198
323 -> 497 : 1398
954 -> 780 : 215
447 -> 601 : 2
479 -> 924 : 77
110 -> 159 : 2
591 -> 383 : 3
727 -> 906 : 47
488 -> 530 : 11
844 -> 825 : 10
465 -> 609 : 7987
330 -> 968 : 5592
107 -> 138 : 3
434 -> 849 : 777
827 -> 935 : 11
543 -> 42 : 29
669 -> 393 : 425
380 -> 974 : 2
530 -> 54 : 10
292 -> 769 : 39
896 -> 341 : 40
22 -> 166 : 43
224 -> 394 : 1325
181 -> 58 : 4
125 -> 7 : 259
992 -> 529 : 1
295 -> 820 : 1
362 -> 122 : 12440
163 -> 885 : 76
515 -> 620 : 9
109 -> 635 : 660
193 -> 295 : 41
686 -> 286 : 2
35 -> 948 : 14
872 -> 9 : 10012
88 -> 71 : 1
906 -> 996 : 32
987 -> 174 : 7577
291 -> 274 : 259
854 -> 67 : 69
46 -> 888 : 1
362 -> 707 : 6889
339 -> 438 : 594
48 -> 866 : 1
888 -> 47 : 1
360 -> 986 : 12
237 -> 968 : 1
812 -> 939 : 2
674 -> 619 : 4
60 -> 454 : 2883
55 -> 202 : 6247
470 -> 137 : 65
276 -> 81 : 5
586 -> 359 : 2
949 -> 831 : 12
941 -> 585 : 3378
165 -> 263 : 5
454 -> 137 : 1640
727 -> 824 : 18
57 -> 269 : 5
192 -> 577 : 23
751 -> 219 : 340
234 -> 759 : 138
897 -> 147 : 34
924 -> 768 : 38
733 -> 837 : 62
457 -> 219 : 130
164 -> 492 : 107
949 -> 618 : 27
672 -> 355 : 426
792 -> 502 : 9
174 -> 229 : 1049
820 -> 89 : 18
8 -> 596 : 728
626 -> 356 : 46
431 -> 40 : 4
125 -> 797 : 15
257 -> 626 : 27
769 -> 956 : 38
65 -> 108 : 73
233 -> 403 : 5
148 -> 547 : 15
620 -> 706 : 1
579 -> 107 : 34
672 -> 877 : 5
375 -> 937 : 15
25 -> 3 : 3
866 -> 652 : 31
923 -> 992 : 26
908 -> 254 : 3
944 -> 828 : 1
325 -> 224 : 1
979 -> 989 : 7
240 -> 438 : 1397
872 -> 567 : 3
345 -> 418 : 2
670 -> 919 : 1
727 -> 304 : 24
826 -> 571 : 718
107 -> 905 : 3
383 -> 968 : 4
751 -> 823 : 600
358 -> 828 : 4
324 -> 962 : 16
134 -> 701 : 8944
628 -> 245 : 47
814 -> 928 : 1
636 -> 223 : 1
924 -> 181 : 10
145 -> 206 : 11
224 -> 808 : 2954
621 -> 948 : 6
862 -> 753 : 266
87 -> 836 : 4
732 -> 744 : 394
220 -> 901 : 3
887 -> 666 : 2
436 -> 886 : 1
671 -> 801 : 1
917 -> 685 : 255
839 -> 943 : 187
621 -> 376 : 37
807 -> 562 : 16
885 -> 909 : 65
376 -> 717 : 40
897 -> 369 : 7
359 -> 349 : 2
501 -> 398 : 2
600 -> 972 : 3
985 -> 486 : 301
869 -> 567 : 11
82 -> 761 : 247
108 -> 101 : 17
672 -> 29 : 160
866 -> 924 : 5
261 -> 706 : 1057
413 -> 602 : 45
223 -> 595 : 1
886 -> 714 : 19
326 -> 883 : 1214
299 -> 267 : 1440
826 -> 815 : 1
5 -> 927 : 8433
322 -> 170 : 3834
185 -> 293 : 9262
71 -> 704 : 1
410 -> 479 : 4
726 -> 804 : 12
233 -> 89 : 1
179 -> 813 : 12
390 -> 564 : 1
545 -> 303 : 47
229 -> 24 : 1049
884 -> 119 : 58
585 -> 68 : 2777
187 -> 307 : 50
938 -> 510 : 2685
955 -> 190 : 1218
316 -> 457 : 4
469 -> 133 : 2
96 -> 488 : 97
120 -> 910 : 50
179 -> 322 : 49
625 -> 477 : 148
564 -> 379 : 1
479 -> 327 : 69
33 -> 933 : 36
314 -> 529 : 14
721 -> 108 : 1
224 -> 504 : 1206
669 -> 387 : 12
869 -> 555 : 101
282 -> 608 : 4
494 -> 636 : 1
844 -> 563 : 3
908 -> 95 : 1
375 -> 186 : 9
903 -> 810 : 7
387 -> 744 : 6
199 -> 327 : 855
821 -> 269 : 1
893 -> 212 : 71
910 -> 7 : 16
341 -> 942 : 14
769 -> 344 : 1
37 -> 99 : 5
956 -> 655 : 2
240 -> 42 : 676
147 -> 847 : 2
761 -> 161 : 215
766 -> 55 : 29
620 -> 423 : 27
260 -> 648 : 11
44 -> 279 : 44
36 -> 135 : 9
374 -> 266 : 254
402 -> 877 : 16
295 -> 437 : 34
997 -> 952 : 6
897 -> 144 : 10
609 -> 654 : 4625
952 -> 928 : 10
267 -> 800 : 16
188 -> 900 : 115
932 -> 926 : 2
24 -> 922 : 89
279 -> 990 : 8
682 -> 538 : 59145
780 -> 628 : 103
147 -> 868 : 17
57 -> 194 : 5
123 -> 853 : 6
295 -> 993 : 7
829 -> 747 : 6
986 -> 588 : 9
57 -> 856 : 2
849 -> 533 : 117
292 -> 173 : 32
319 -> 3 : 2
197 -> 204 : 1
164 -> 340 : 97
67 -> 757 : 28
966 -> 86 : 16
187 -> 37 : 2
827 -> 886 : 2
423 -> 796 : 13
910 -> 950 : 4
135 -> 17 : 3
773 -> 300 : 1
933 -> 762 : 24
267 -> 748 : 582
322 -> 991 : 30
818 -> 559 : 25
157 -> 67 : 938
919 -> 696 : 1
61 -> 291 : 137
47 -> 308 : 1
234 -> 955 : 75
759 -> 405 : 89
938 -> 197 : 1347
704 -> 480 : 1
937 -> 788 : 6
707 -> 342 : 4232
661 -> 765 : 15638
362 -> 994 : 4013
123 -> 213 : 1
171 -> 616 : 38552
297 -> 796 : 3
872 -> 163 : 32
686 -> 305 : 1
186 -> 460 : 4
584 -> 481 : 6
668 -> 101 : 317
375 -> 434 : 6
194 -> 141 : 4
696 -> 542 : 1
668 -> 364 : 147
754 -> 152 : 1
167 -> 276 : 706
806 -> 12 : 3830
470 -> 529 : 69
75 -> 48 : 6
770 -> 303 : 949
717 -> 543 : 93
181 -> 527 : 11
89 -> 72 : 11
920 -> 898 : 247
399 -> 6 : 24
12 -> 533 : 2118
48 -> 283 : 4
161 -> 381 : 152
266 -> 837 : 242
447 -> 590 : 2
636 -> 635 : 1
982 -> 598 : 1
570 -> 139 : 1
160 -> 92 : 1
598 -> 153 : 2
644 -> 864 : 21
656 -> 487 : 1935
72 -> 596 : 1
510 -> 478 : 2002
912 -> 139 : 3
591 -> 564 : 12
565 -> 396 : 5394
77 -> 484 : 1
76 -> 207 : 16465
682 -> 141 : 16445
423 -> 826 : 10
330 -> 606 : 2057
815 -> 242 : 1
744 -> 542 : 94
286 -> 992 : 1
621 -> 886 : 15
744 -> 298 : 151
94 -> 665 : 615
296 -> 918 : 250
649 -> 17 : 3
236 -> 67 : 1
934 -> 773 : 187
678 -> 120 : 298
283 -> 745 : 3
170 -> 151 : 1548
136 -> 691 : 2
856 -> 982 : 2
308 -> 793 : 1
484 -> 852 : 1
613 -> 418 : 5
254 -> 262 : 1
151 -> 926 : 1261
836 -> 579 : 1
3 -> 435 : 3
454 -> 496 : 2260
797 -> 597 : 8
403 -> 116 : 8
718 -> 76 : 2
374 -> 413 : 21
790 -> 16 : 3
545 -> 143 : 7
993 -> 140 : 3
454 -> 340 : 456
655 -> 658 : 24
706 -> 12 : 504
996 -> 27 : 18
209 -> 547 : 7
436 -> 30 : 1
832 -> 210 : 2
943 -> 777 : 26
740 -> 911 : 17
377 -> 926 : 6
911 -> 34 : 122
431 -> 458 : 2
796 -> 411 : 12
555 -> 765 : 20
608 -> 16 : 2
399 -> 654 : 7
733 -> 493 : 25
813 -> 110 : 9
487 -> 723 : 1353
107 -> 784 : 23
636 -> 950 : 1
1 -> 112 : 1
501 -> 456 : 3
682 -> 669 : 15609
563 -> 673 : 1
488 -> 691 : 5
217 -> 575 : 5
364 -> 505 : 77
9 -> 969 : 8478
2 -> 57 : 3
689 -> 420 : 1
471 -> 312 : 420
151 -> 132 : 188
682 -> 397 : 1953
518 -> 913 : 5
527 -> 13 : 3
46 -> 280 : 3
416 -> 52 : 1
613 -> 840 : 2
362 -> 347 : 160
655 -> 927 : 42
551 -> 33 : 21
377 -> 406 : 5
7 -> 917 : 42
199 -> 27 : 86
570 -> 939 : 1
745 -> 342 : 1
343 -> 679 : 221
797 -> 192 : 1
651 -> 923 : 3
500 -> 279 : 6
144 -> 82 : 10
457 -> 825 : 15
813 -> 770 : 2
732 -> 625 : 470
497 -> 413 : 310
986 -> 850 : 3
190 -> 356 : 508
369 -> 733 : 31
109 -> 429 : 287
992 -> 269 : 26
939 -> 406 : 3
825 -> 69 : 2
770 -> 499 : 188
270 -> 366 : 11
899 -> 196 : 3
571 -> 667 : 202
15 -> 29 : 14
418 -> 661 : 3
327 -> 342 : 195
10 -> 364 : 2
206 -> 422 : 337
286 -> 302 : 1
606 -> 316 : 1451
283 -> 65 : 1
34 -> 433 : 35
954 -> 258 : 1637
936 -> 495 : 8
903 -> 967 : 12
987 -> 899 : 105
54 -> 537 : 7
245 -> 238 : 1
164 -> 705 : 220
381 -> 145 : 150
82 -> 694 : 9
316 -> 540 : 140
166 -> 794 : 39
891 -> 384 : 1674
635 -> 569 : 470
620 -> 973 : 7
929 -> 386 : 1065
719 -> 361 : 174
813 -> 668 : 1
694 -> 716 : 1
891 -> 450 : 2257
438 -> 132 : 881
302 -> 119 : 1
667 -> 525 : 207
542 -> 94 : 61
35 -> 173 : 6
872 -> 372 : 117
935 -> 180 : 5
885 -> 649 : 3
15 -> 249 : 1
941 -> 883 : 1590
293 -> 415 : 3407
481 -> 740 : 5
374 -> 748 : 582
743 -> 847 : 5
575 -> 316 : 4
772 -> 443 : 1
379 -> 528 : 1
197 -> 363 : 1084
818 -> 162 : 1
58 -> 855 : 1
534 -> 696 : 60
612 -> 705 : 7
612 -> 383 : 11
576 -> 309 : 10
260 -> 779 : 25
991 -> 256 : 1
299 -> 511 : 345
199 -> 865 : 84
515 -> 411 : 32
572 -> 310 : 408
34 -> 511 : 59
5 -> 683 : 15085
138 -> 965 : 3
745 -> 954 : 2
292 -> 68 : 33
951 -> 794 : 21
499 -> 746 : 116
406 -> 197 : 4
153 -> 817 : 278
180 -> 136 : 4
540 -> 753 : 55
324 -> 425 : 33
739 -> 203 : 1
37 -> 422 : 2
852 -> 658 : 1
181 -> 459 : 1
488 -> 693 : 19
654 -> 380 : 165
678 -> 311 : 234
134 -> 273 : 5424
717 -> 699 : 1
670 -> 97 : 1
287 -> 63 : 5
405 -> 930 : 67
487 -> 355 : 343
988 -> 339 : 17
34 -> 454 : 4
399 -> 299 : 1
30 -> 110 : 1
604 -> 359 : 99
34 -> 882 : 5
569 -> 758 : 129
726 -> 789 : 26
850 -> 730 : 1
109 -> 63 : 232
496 -> 234 : 1040
57 -> 964 : 3
304 -> 196 : 25
789 -> 378 : 18
510 -> 966 : 304
825 -> 769 : 9
761 -> 674 : 15
884 -> 105 : 50
965 -> 876 : 123
480 -> 6 : 1
609 -> 196 : 3061
437 -> 318 : 32
782 -> 196 : 1
826 -> 438 : 1
928 -> 90 : 4
847 -> 976 : 3
125 -> 701 : 47
656 -> 854 : 7191
909 -> 974 : 48
985 -> 728 : 51
609 -> 576 : 11
720 -> 53 : 18
930 -> 369 : 29
29 -> 922 : 149
93 -> 609 : 114
862 -> 858 : 141
366 -> 548 : 37
99 -> 745 : 2
40 -> 765 : 8
534 -> 353 : 241
109 -> 191 : 45
298 -> 619 : 142
220 -> 201 : 6
977 -> 774 : 1
67 -> 604 : 836
680 -> 261 : 4
678 -> 604 : 10
901 -> 254 : 1
866 -> 592 : 1
60 -> 323 : 15
783 -> 401 : 782
203 -> 221 : 1
359 -> 176 : 90
817 -> 553 : 244
378 -> 563 : 8
585 -> 138 : 114
499 -> 616 : 114
423 -> 531 : 3
926 -> 83 : 972
825 -> 234 : 5
129 -> 491 : 160920
497 -> 49 : 478
292 -> 384 : 14
947 -> 43 : 840
281 -> 696 : 18598
82 -> 558 : 10
952 -> 388 : 3
265 -> 570 : 1
635 -> 471 : 70
202 -> 994 : 5335
89 -> 668 : 3
948 -> 512 : 5
292 -> 792 : 4
9 -> 160 : 1474
600 -> 923 : 1
386 -> 353 : 1038
743 -> 997 : 3
911 -> 296 : 2
184 -> 543 : 1
556 -> 822 : 79
670 -> 826 : 1
460 -> 245 : 3
