Sender -> Receiver: Amount
3065 -> 9189 : 19648
9121 -> 6692 : 4
1382 -> 1903 : 193
4161 -> 9614 : 1100
6482 -> 2704 : 786
5812 -> 400 : 12635
6212 -> 3183 : 83
5770 -> 3898 : 4
8752 -> 7442 : 987
8752 -> 6486 : 10791
3848 -> 7135 : 55
2051 -> 9324 : 8800
3637 -> 5303 : 16467
6200 -> 2011 : 2
5436 -> 4390 : 277
9924 -> 7324 : 18262
9324 -> 3806 : 4680
3433 -> 7218 : 106813
9573 -> 4401 : 168
1349 -> 3419 : 700
1044 -> 7579 : 6356
7579 -> 779 : 3869
6873 -> 7721 : 5374
374 -> 342 : 157
9121 -> 8760 : 1
9680 -> 4079 : 11246
4449 -> 4553 : 124
8376 -> 1837 : 173
927 -> 2374 : 20
3419 -> 7928 : 196
6345 -> 8889 : 1192
5471 -> 7410 : 77
9573 -> 3073 : 2791
9189 -> 9994 : 5141
4446 -> 9641 : 182
9121 -> 1123 : 1
6014 -> 9284 : 60
9522 -> 4840 : 1310
9798 -> 9758 : 2
1370 -> 4490 : 1543
7442 -> 2313 : 166
6068 -> 2807 : 433
9977 -> 4719 : 411
3806 -> 6486 : 1997
654 -> 7391 : 11
9196 -> 1720 : 84
9641 -> 415 : 164
2374 -> 1582 : 4
4422 -> 3148 : 8010
4553 -> 1041 : 112
9798 -> 2509 : 1
415 -> 4283 : 90
4390 -> 7142 : 266
9367 -> 4326 : 2345
9614 -> 3213 : 299
1349 -> 5055 : 388
2374 -> 1553 : 7
4390 -> 2845 : 5
1837 -> 738 : 146
4257 -> 8700 : 256
8889 -> 6801 : 673
7928 -> 3422 : 80
5699 -> 6207 : 27
6366 -> 5932 : 1
9924 -> 849 : 3837
4995 -> 9033 : 26453
3065 -> 7587 : 95080
8700 -> 9785 : 76
9758 -> 2487 : 2
4553 -> 7520 : 12
2120 -> 203 : 13388
5055 -> 3161 : 15
400 -> 1670 : 11727
4878 -> 1482 : 19544
9196 -> 4100 : 37
6730 -> 2297 : 718
7579 -> 427 : 21
5494 -> 4341 : 1662
3073 -> 1439 : 336
5393 -> 8979 : 1000
9994 -> 9156 : 1846
9680 -> 4424 : 2190
2585 -> 6484 : 23
4449 -> 47 : 25
5471 -> 3851 : 20
6942 -> 7467 : 1
7324 -> 7456 : 3227
7721 -> 3881 : 144
2011 -> 1371 : 1
3073 -> 1390 : 2277
4995 -> 3699 : 7096
6482 -> 3062 : 4
6801 -> 3817 : 261
8699 -> 1080 : 54
1044 -> 7654 : 16508
3817 -> 9329 : 130
8979 -> 1356 : 64
9522 -> 3944 : 375
1041 -> 4687 : 109
4687 -> 4254 : 11
5643 -> 718 : 56
7442 -> 4106 : 666
7520 -> 2453 : 7
4840 -> 931 : 1098
8979 -> 218 : 371
7142 -> 9930 : 143
7520 -> 8886 : 3
4868 -> 1794 : 42
253 -> 1279 : 2622
6696 -> 8472 : 79
8699 -> 9507 : 1
8376 -> 7617 : 190
5342 -> 2328 : 336
5471 -> 979 : 1
3817 -> 7991 : 114
3183 -> 1350 : 33
2127 -> 3555 : 121
4257 -> 6545 : 13
3148 -> 4337 : 5066
2011 -> 1268 : 1
1954 -> 9180 : 892
1041 -> 6050 : 2
218 -> 81 : 140
6207 -> 5927 : 27
2127 -> 520 : 296
7391 -> 4481 : 4
9641 -> 509 : 8
6418 -> 6565 : 47
3213 -> 1249 : 191
1371 -> 8482 : 1
6486 -> 2456 : 8567
8699 -> 3368 : 33
7410 -> 828 : 36
7927 -> 5632 : 86
1482 -> 4970 : 18542
4089 -> 9398 : 1260
503 -> 8495 : 12047
5055 -> 9634 : 3
7962 -> 5075 : 48
3881 -> 6071 : 66
9785 -> 798 : 38
6873 -> 9764 : 312
2120 -> 6649 : 88261
798 -> 2931 : 1
427 -> 2396 : 6
7142 -> 9929 : 24
1439 -> 3417 : 29
849 -> 4818 : 2306
1720 -> 9638 : 1
6014 -> 1349 : 3
9284 -> 8552 : 2
8886 -> 5203 : 3
81 -> 9063 : 58
1954 -> 3355 : 337
203 -> 5231 : 2165
4611 -> 5650 : 3419
2127 -> 1948 : 161
2845 -> 1562 : 3
342 -> 401 : 73
7149 -> 9221 : 109
1670 -> 2170 : 10336
7928 -> 5249 : 111
3213 -> 4129 : 14
7721 -> 1276 : 2972
8752 -> 3319 : 2390
5393 -> 1737 : 2397
718 -> 932 : 5
47 -> 389 : 21
1482 -> 728 : 663
6486 -> 7926 : 365
374 -> 9047 : 62
3073 -> 1501 : 114
3161 -> 3786 : 12
4868 -> 3523 : 38
6007 -> 3806 : 401
728 -> 7107 : 366
2170 -> 639 : 4234
0 -> 3891 : 7000
7410 -> 5066 : 9
9324 -> 4590 : 2565
2931 -> 3659 : 1
6649 -> 7252 : 5326
8376 -> 6390 : 39
5231 -> 3055 : 1956
1737 -> 5841 : 235
5231 -> 3760 : 69
6007 -> 8018 : 3978
6486 -> 5588 : 2941
8700 -> 4189 : 172
4100 -> 4352 : 2
7391 -> 5886 : 4
4283 -> 8323 : 16
2396 -> 1334 : 1
9929 -> 1993 : 24
5841 -> 3502 : 157
4424 -> 4645 : 1494
4129 -> 7637 : 9
415 -> 2016 : 49
4422 -> 617 : 19024
3419 -> 5141 : 250
7928 -> 9165 : 4
6050 -> 2916 : 1
9994 -> 8929 : 1474
9785 -> 8964 : 16
3817 -> 319 : 13
6345 -> 1596 : 15
2374 -> 9823 : 7
3506 -> 9134 : 326
4449 -> 4751 : 10
7962 -> 9368 : 31
7509 -> 618 : 20535
931 -> 3657 : 486
4337 -> 6466 : 673
9134 -> 3002 : 114
927 -> 6702 : 2
503 -> 136 : 3692
2396 -> 3666 : 5
927 -> 7446 : 1
1670 -> 2022 : 78
6486 -> 4982 : 763
9033 -> 6753 : 16226
1482 -> 4401 : 41
389 -> 7993 : 3
503 -> 3836 : 696
8700 -> 4398 : 7
136 -> 8317 : 3451
5138 -> 876 : 130
400 -> 276 : 742
3002 -> 433 : 46
7135 -> 6103 : 28
6696 -> 9274 : 23
5203 -> 2923 : 3
3055 -> 4812 : 8
7721 -> 8317 : 1694
4161 -> 8563 : 854
9033 -> 9722 : 9369
6545 -> 3001 : 12
2704 -> 1057 : 359
6071 -> 6186 : 34
979 -> 3036 : 1
4254 -> 1477 : 3
8700 -> 6971 : 1
639 -> 7751 : 1599
8808 -> 1090 : 1291
6817 -> 4601 : 1564
520 -> 6272 : 154
2170 -> 501 : 4743
6482 -> 7355 : 30
8964 -> 1073 : 14
1152 -> 9118 : 285
9930 -> 2177 : 51
5055 -> 7843 : 114
1268 -> 8105 : 1
2016 -> 1804 : 1
1837 -> 2160 : 1
6486 -> 9726 : 53
3637 -> 8550 : 5325
436 -> 5161 : 6487
828 -> 8862 : 15
8964 -> 7774 : 1
3958 -> 5797 : 37
8699 -> 7369 : 1
8457 -> 2090 : 713
5393 -> 9949 : 2223
4611 -> 8626 : 5980
9924 -> 7339 : 10749
5138 -> 8815 : 188
8376 -> 4612 : 57
3183 -> 1977 : 8
7369 -> 8417 : 1
1073 -> 7064 : 12
4422 -> 1507 : 3147
7149 -> 7559 : 19
7252 -> 1749 : 3795
4089 -> 9646 : 547
7721 -> 4673 : 126
8018 -> 9511 : 2599
9641 -> 4887 : 5
9994 -> 6599 : 973
4161 -> 3844 : 29
689 -> 846 : 2
9063 -> 6976 : 40
6730 -> 3592 : 115
7993 -> 3467 : 1
3806 -> 2434 : 797
7962 -> 8208 : 13
9047 -> 2917 : 34
8457 -> 6169 : 81
7107 -> 4156 : 98
7410 -> 3315 : 1
6050 -> 4260 : 1
2051 -> 8733 : 587
1439 -> 3412 : 126
3848 -> 11 : 86
8552 -> 1335 : 2
6692 -> 8885 : 1
2487 -> 5384 : 1
1903 -> 4393 : 18
932 -> 6370 : 1
5886 -> 4214 : 3
6389 -> 640 : 333
2170 -> 2658 : 730
9156 -> 9450 : 539
3898 -> 1040 : 3
5055 -> 7457 : 24
3657 -> 9072 : 182
4878 -> 99 : 4871
3732 -> 9985 : 59
375 -> 6824 : 244
7391 -> 809 : 3
8472 -> 5141 : 25
1080 -> 4287 : 15
1670 -> 6614 : 470
1903 -> 1557 : 58
4393 -> 3512 : 15
1057 -> 2481 : 321
1477 -> 6271 : 1
6390 -> 1293 : 12
876 -> 9092 : 9
849 -> 3251 : 872
4390 -> 9681 : 1
6186 -> 2667 : 1
1044 -> 8413 : 411
6390 -> 6568 : 11
4214 -> 1603 : 1
8867 -> 8951 : 323
415 -> 4306 : 22
779 -> 7778 : 3862
9180 -> 6181 : 737
3073 -> 4231 : 17
7751 -> 4560 : 397
4337 -> 7092 : 233
3417 -> 5411 : 16
4189 -> 3198 : 117
1837 -> 639 : 5
4287 -> 7118 : 1
1501 -> 8416 : 75
5066 -> 151 : 7
3148 -> 2981 : 1654
4089 -> 3965 : 557
4422 -> 9527 : 2006
1040 -> 8245 : 1
1370 -> 235 : 199
9634 -> 6056 : 2
7135 -> 3651 : 10
9638 -> 7130 : 1
4982 -> 8207 : 296
7135 -> 5983 : 13
7339 -> 9446 : 5375
7903 -> 1545 : 250
3183 -> 9269 : 35
8416 -> 4298 : 18
6370 -> 3994 : 1
5075 -> 8253 : 19
9726 -> 3509 : 21
4257 -> 1048 : 27
9930 -> 4446 : 87
6649 -> 4230 : 40433
7467 -> 5042 : 1
617 -> 388 : 17455
5436 -> 5527 : 13
6389 -> 3618 : 27
401 -> 7202 : 10
8563 -> 5629 : 841
3198 -> 1183 : 69
3944 -> 7352 : 288
6389 -> 5807 : 2
654 -> 3451 : 23
4751 -> 9749 : 1
8370 -> 9265 : 23
4379 -> 4733 : 1
6014 -> 3845 : 6
8929 -> 8527 : 1198
7509 -> 6860 : 348
3506 -> 1669 : 36
3595 -> 2953 : 148
6466 -> 3408 : 111
3944 -> 6632 : 80
4214 -> 3325 : 1
1276 -> 493 : 1989
7457 -> 1936 : 9
6860 -> 8954 : 66
7778 -> 4966 : 3816
342 -> 9596 : 5
4401 -> 5533 : 131
5807 -> 5277 : 2
374 -> 2021 : 1
4601 -> 3993 : 1392
7962 -> 8240 : 1
6860 -> 1501 : 128
1903 -> 8608 : 111
2456 -> 4854 : 1378
7410 -> 3202 : 23
4070 -> 4131 : 75
2170 -> 9536 : 398
2051 -> 6217 : 195
4612 -> 7258 : 53
6103 -> 912 : 20
151 -> 4156 : 3
1040 -> 1096 : 2
5138 -> 4306 : 81
3422 -> 2341 : 35
5962 -> 7211 : 15289
5436 -> 6673 : 121
6801 -> 5156 : 258
4257 -> 1204 : 4
6345 -> 452 : 12
3851 -> 5760 : 14
2127 -> 494 : 58
3958 -> 1089 : 19
4611 -> 5255 : 231
5962 -> 9406 : 3266
4089 -> 2507 : 72
3994 -> 2730 : 1
4115 -> 3789 : 2373
1080 -> 3271 : 14
4481 -> 1573 : 2
5141 -> 1037 : 51
3251 -> 6861 : 638
2509 -> 3304 : 1
3161 -> 5403 : 2
8472 -> 6858 : 36
7617 -> 6885 : 94
5161 -> 9934 : 2269
1948 -> 3264 : 63
4970 -> 3710 : 2181
6181 -> 5202 : 371
6649 -> 3061 : 17907
8508 -> 6402 : 109
7198 -> 8489 : 3769
1152 -> 8644 : 48
9033 -> 8026 : 582
7442 -> 3566 : 100
9536 -> 2037 : 128
9118 -> 2158 : 92
5932 -> 4292 : 1
6460 -> 8688 : 2923
2585 -> 2843 : 4
452 -> 1621 : 2
8253 -> 4985 : 15
4687 -> 9880 : 84
427 -> 8634 : 1
932 -> 5122 : 1
6217 -> 4198 : 18
2807 -> 5994 : 313
3944 -> 1147 : 5
7130 -> 3276 : 1
6858 -> 3927 : 1
6068 -> 2873 : 2154
4446 -> 3008 : 29
8889 -> 8754 : 86
5812 -> 4361 : 19826
7446 -> 9829 : 1
2296 -> 7003 : 8
1749 -> 3193 : 1937
4995 -> 7306 : 5781
2873 -> 1128 : 1218
5075 -> 3681 : 22
9192 -> 5849 : 5526
5255 -> 2723 : 38
3264 -> 3813 : 7
1477 -> 4555 : 2
5471 -> 4225 : 3
3433 -> 9205 : 7470
7258 -> 5678 : 4
3881 -> 5766 : 3
6692 -> 6678 : 2
4317 -> 6483 : 12520
5760 -> 887 : 11
3965 -> 1320 : 518
6861 -> 845 : 141
1090 -> 4283 : 899
2845 -> 7511 : 2
4560 -> 5777 : 73
8489 -> 7586 : 3485
9192 -> 1827 : 853
2170 -> 2740 : 113
4129 -> 2718 : 1
3817 -> 2329 : 3
845 -> 4181 : 22
9367 -> 387 : 112
845 -> 9745 : 8
2908 -> 3508 : 5
1954 -> 8062 : 21
8472 -> 5301 : 6
5805 -> 9173 : 52
3183 -> 3940 : 4
4337 -> 7470 : 1305
3789 -> 1597 : 1471
6482 -> 1168 : 1
9823 -> 81 : 1
7355 -> 585 : 9
2160 -> 4541 : 1
1152 -> 5335 : 241
3198 -> 5566 : 30
3898 -> 6513 : 1
6271 -> 5590 : 1
5066 -> 6748 : 2
3659 -> 3615 : 1
4401 -> 4509 : 18
9772 -> 5850 : 4609
7751 -> 4222 : 435
1356 -> 8934 : 62
6678 -> 6434 : 1
6568 -> 2159 : 1
1827 -> 3724 : 349
520 -> 3803 : 88
5156 -> 6258 : 196
8026 -> 9610 : 533
2917 -> 5095 : 29
2177 -> 3118 : 25
6730 -> 4036 : 25
375 -> 3734 : 68
8979 -> 7833 : 5
1596 -> 6886 : 11
1557 -> 6376 : 7
809 -> 9823 : 1
2481 -> 2417 : 286
1356 -> 1397 : 1
931 -> 8442 : 468
5962 -> 4075 : 8044
1562 -> 8257 : 1
8527 -> 9345 : 1130
7903 -> 9178 : 57
1948 -> 6022 : 28
9189 -> 2365 : 11293
7324 -> 6319 : 9766
8482 -> 8857 : 1
8885 -> 6028 : 1
4509 -> 6980 : 16
433 -> 1537 : 9
9614 -> 3691 : 632
5797 -> 7032 : 37
8929 -> 1282 : 188
5994 -> 6027 : 130
1936 -> 2239 : 1
9189 -> 3865 : 1394
4260 -> 9016 : 1
5055 -> 6426 : 96
2923 -> 5343 : 3
4509 -> 4141 : 1
5249 -> 9115 : 109
8733 -> 2724 : 32
5678 -> 7694 : 2
1320 -> 5884 : 323
8808 -> 8511 : 508
9772 -> 931 : 2851
4222 -> 7421 : 72
3502 -> 1452 : 128
1334 -> 6520 : 1
520 -> 1202 : 51
5699 -> 3085 : 7
1080 -> 7997 : 23
1670 -> 9492 : 770
3073 -> 473 : 8
9880 -> 8635 : 69
2740 -> 715 : 61
2021 -> 9934 : 1
6748 -> 1526 : 2
7774 -> 875 : 1
5527 -> 4197 : 11
9985 -> 827 : 42
3806 -> 3169 : 1347
3417 -> 5874 : 11
8634 -> 2724 : 1
9192 -> 2485 : 105
3710 -> 100 : 2095
7586 -> 5285 : 1460
4072 -> 6717 : 6573
6513 -> 1248 : 1
585 -> 1501 : 8
9205 -> 4357 : 2161
5055 -> 7728 : 90
2723 -> 1921 : 11
1573 -> 4100 : 2
203 -> 9184 : 3552
1276 -> 8312 : 955
5285 -> 2850 : 144
3304 -> 7096 : 1
5629 -> 6006 : 410
9367 -> 8820 : 204
7355 -> 347 : 20
1880 -> 4963 : 27
4818 -> 2980 : 944
1545 -> 1735 : 85
7092 -> 8032 : 194
5202 -> 6842 : 312
7202 -> 1540 : 4
1282 -> 1701 : 20
9880 -> 7884 : 10
7694 -> 8265 : 2
7903 -> 2018 : 3
3724 -> 520 : 68
2718 -> 9275 : 1
6696 -> 8802 : 12
827 -> 8991 : 42
6022 -> 6702 : 22
7107 -> 7948 : 150
9527 -> 7925 : 1593
9016 -> 5474 : 1
400 -> 2137 : 87
3085 -> 8793 : 2
218 -> 8717 : 214
7252 -> 3331 : 1177
4840 -> 1578 : 74
1507 -> 5074 : 1733
1578 -> 6992 : 8
9033 -> 349 : 18
5632 -> 5263 : 24
8527 -> 6958 : 44
2297 -> 604 : 438
6241 -> 8198 : 9
8198 -> 2259 : 8
2740 -> 1318 : 15
6186 -> 8691 : 9
3651 -> 1562 : 5
3148 -> 8255 : 555
8815 -> 2610 : 108
11 -> 3116 : 23
9994 -> 7055 : 714
1335 -> 8599 : 2
7107 -> 6890 : 14
3502 -> 5111 : 27
8802 -> 1566 : 10
9994 -> 6823 : 7
1993 -> 4135 : 2
8018 -> 3069 : 708
4161 -> 7240 : 69
738 -> 9484 : 57
2374 -> 117 : 2
1123 -> 3384 : 1
1249 -> 2132 : 78
1183 -> 1137 : 20
8312 -> 5207 : 381
4601 -> 9376 : 10
4751 -> 9716 : 1
2724 -> 2487 : 29
3433 -> 6439 : 8367
4985 -> 9241 : 11
389 -> 2960 : 11
8527 -> 7084 : 1
401 -> 1148 : 3
5588 -> 8633 : 1544
6426 -> 9912 : 27
1452 -> 7824 : 48
3264 -> 2324 : 23
3502 -> 441 : 1
1439 -> 9646 : 167
5207 -> 8613 : 358
3555 -> 3534 : 114
2120 -> 6996 : 22016
1948 -> 4175 : 7
7721 -> 5493 : 80
3264 -> 4084 : 29
2329 -> 2425 : 2
1596 -> 1779 : 4
5632 -> 215 : 58
1073 -> 2810 : 1
6319 -> 4393 : 2291
1452 -> 5255 : 27
9329 -> 4818 : 101
4230 -> 6193 : 25509
4424 -> 9378 : 598
2850 -> 3658 : 71
5884 -> 3128 : 231
8815 -> 713 : 2
3658 -> 8159 : 48
8754 -> 6950 : 84
3595 -> 6504 : 9
4509 -> 4074 : 1
3637 -> 8655 : 195
1293 -> 8490 : 6
9092 -> 6734 : 5
3993 -> 2419 : 277
3666 -> 8507 : 3
7258 -> 2150 : 48
9205 -> 3186 : 3333
5841 -> 3049 : 32
6007 -> 629 : 201
8867 -> 3092 : 1386
1545 -> 742 : 164
5301 -> 5856 : 5
912 -> 2961 : 11
9785 -> 17 : 10
9823 -> 4108 : 2
6028 -> 86 : 1
1557 -> 1129 : 32
2850 -> 2449 : 15
9745 -> 971 : 4
7118 -> 5192 : 1
5138 -> 6441 : 469
7993 -> 621 : 1
1566 -> 7662 : 4
9063 -> 1019 : 8
3069 -> 5168 : 25
3657 -> 1626 : 140
3092 -> 4058 : 1326
6376 -> 9286 : 1
9118 -> 4963 : 21
6418 -> 2576 : 71
4198 -> 3098 : 3
1248 -> 4733 : 1
5699 -> 6173 : 4
3710 -> 9956 : 55
6702 -> 1813 : 1
3512 -> 69 : 15
9173 -> 7436 : 9
3836 -> 689 : 435
7928 -> 978 : 1
3315 -> 4218 : 1
6389 -> 9701 : 5
3008 -> 4986 : 11
4161 -> 7345 : 7
1137 -> 8972 : 3
1320 -> 4994 : 1
5805 -> 4567 : 460
6007 -> 7198 : 1
3118 -> 7471 : 14
2916 -> 8307 : 1
4189 -> 4397 : 32
9522 -> 770 : 1473
9189 -> 944 : 1738
8867 -> 7444 : 71
5629 -> 7006 : 192
9134 -> 4472 : 119
3806 -> 9265 : 340
6520 -> 5600 : 1
1735 -> 4031 : 57
1501 -> 4378 : 145
5474 -> 8254 : 1
4854 -> 7151 : 981
3760 -> 8442 : 66
8198 -> 9766 : 1
8265 -> 9464 : 1
1566 -> 6123 : 3
5231 -> 7971 : 115
8508 -> 1750 : 140
8240 -> 6448 : 1
9726 -> 5257 : 13
8808 -> 8462 : 426
6123 -> 9939 : 2
5257 -> 4675 : 6
9772 -> 6699 : 8826
4422 -> 6711 : 55
9368 -> 8553 : 10
6976 -> 4307 : 22
1557 -> 5053 : 7
2704 -> 1806 : 53
6071 -> 315 : 10
5650 -> 714 : 577
2341 -> 3236 : 18
6734 -> 1998 : 1
342 -> 9467 : 61
8257 -> 7360 : 1
5075 -> 1341 : 5
3732 -> 5961 : 25
2873 -> 9120 : 197
8857 -> 8330 : 1
6734 -> 8941 : 2
3958 -> 8175 : 2
1152 -> 2520 : 11
9726 -> 8546 : 14
520 -> 9244 : 65
7833 -> 2052 : 4
9641 -> 1411 : 3
5777 -> 1651 : 48
1948 -> 1257 : 53
6193 -> 241 : 17323
7339 -> 1124 : 546
7306 -> 2827 : 1987
6014 -> 7962 : 2
509 -> 7866 : 7
9956 -> 6338 : 24
5962 -> 7734 : 143
415 -> 7374 : 1
415 -> 1134 : 1
4390 -> 1046 : 2
2127 -> 9752 : 17
4985 -> 7116 : 3
7092 -> 9223 : 18
5095 -> 1385 : 9
4056 -> 4087 : 36
2022 -> 5429 : 55
2724 -> 161 : 1
375 -> 977 : 25
1669 -> 1252 : 28
276 -> 2672 : 40
3331 -> 2940 : 775
5962 -> 22 : 13
2487 -> 8472 : 1
5699 -> 4723 : 2
6376 -> 1191 : 1
1993 -> 6702 : 5
100 -> 6044 : 1789
6338 -> 779 : 23
315 -> 4511 : 2
4084 -> 7914 : 3
8635 -> 3173 : 3
100 -> 3385 : 121
7914 -> 7790 : 1
452 -> 4092 : 1
5994 -> 7486 : 25
1134 -> 6797 : 1
5168 -> 2444 : 23
5436 -> 7109 : 306
6696 -> 5073 : 1
8964 -> 241 : 1
2127 -> 2408 : 5
3116 -> 8693 : 12
9467 -> 8793 : 61
347 -> 9285 : 8
7721 -> 5173 : 187
9956 -> 5821 : 22
9680 -> 4357 : 1750
4070 -> 6026 : 107
6376 -> 5967 : 2
2018 -> 6129 : 3
5249 -> 7162 : 2
3325 -> 2176 : 1
4424 -> 2640 : 6
944 -> 5122 : 1271
4230 -> 5982 : 2686
846 -> 5125 : 1
1903 -> 3543 : 1
9241 -> 9451 : 9
3433 -> 7062 : 96
4601 -> 9386 : 96
8760 -> 294 : 1
9749 -> 9511 : 1
7444 -> 6776 : 61
4422 -> 1604 : 28
2672 -> 9782 : 13
4490 -> 6552 : 549
1041 -> 4209 : 1
654 -> 7902 : 6
3128 -> 6117 : 50
6117 -> 7520 : 14
294 -> 6728 : 1
5125 -> 9498 : 1
7734 -> 6440 : 108
8490 -> 3423 : 3
6376 -> 1751 : 2
6022 -> 8057 : 1
2324 -> 4942 : 21
6678 -> 1118 : 1
8941 -> 8058 : 1
3251 -> 1220 : 119
4352 -> 5324 : 1
8462 -> 2313 : 85
7211 -> 8919 : 1687
3844 -> 5942 : 10
8546 -> 8642 : 2
5527 -> 165 : 1
8323 -> 8588 : 2
3534 -> 3421 : 88
5805 -> 3596 : 20
2150 -> 9957 : 18
6861 -> 9861 : 89
6129 -> 3018 : 3
6390 -> 2705 : 14
8550 -> 5520 : 4005
2724 -> 367 : 2
3467 -> 6396 : 1
7962 -> 2516 : 1
9165 -> 6352 : 3
4812 -> 6999 : 2
7032 -> 5448 : 24
6885 -> 5140 : 54
86 -> 2160 : 1
3422 -> 5771 : 7
8733 -> 5014 : 68
6980 -> 909 : 8
6890 -> 1148 : 6
9745 -> 214 : 4
7306 -> 7933 : 1678
7162 -> 8089 : 2
4397 -> 7121 : 3
8550 -> 7119 : 653
1073 -> 2343 : 1
8245 -> 763 : 1
4079 -> 636 : 7749
3836 -> 6683 : 51
7654 -> 5813 : 5813
2810 -> 5257 : 1
7520 -> 5976 : 6
9985 -> 7217 : 4
1191 -> 9249 : 1
6717 -> 5705 : 1361
5493 -> 6411 : 64
1903 -> 2792 : 1
4231 -> 5851 : 7
3891 -> 9729 : 4283
6319 -> 7267 : 3401
9192 -> 1515 : 36
9244 -> 5329 : 52
2672 -> 9461 : 11
9244 -> 5596 : 11
7933 -> 1437 : 1529
5471 -> 2064 : 5
9596 -> 4942 : 2
3881 -> 7244 : 9
3836 -> 2711 : 109
3008 -> 2076 : 4
8511 -> 2355 : 243
2487 -> 6891 : 9
6390 -> 7697 : 1
7064 -> 2101 : 3
4218 -> 7728 : 1
6504 -> 3902 : 7
7092 -> 2840 : 15
493 -> 7258 : 1353
5805 -> 6352 : 4
2960 -> 2123 : 6
1341 -> 8224 : 4
1128 -> 4260 : 540
5140 -> 6673 : 13
2723 -> 4192 : 15
7360 -> 6994 : 1
9189 -> 4017 : 42
6824 -> 1647 : 125
3384 -> 2531 : 1
136 -> 9348 : 239
8062 -> 9632 : 16
3193 -> 2364 : 217
5982 -> 7508 : 438
5942 -> 7172 : 5
6717 -> 7099 : 4157
9681 -> 9210 : 1
1168 -> 8460 : 1
3502 -> 2132 : 1
5342 -> 5008 : 183
5263 -> 3516 : 11
4108 -> 1228 : 2
7751 -> 197 : 321
5588 -> 1194 : 651
9782 -> 7068 : 5
7244 -> 1016 : 2
3169 -> 1592 : 85
2672 -> 6172 : 15
9178 -> 1013 : 45
1701 -> 9780 : 6
6426 -> 6075 : 18
4292 -> 3592 : 1
2711 -> 2689 : 24
7032 -> 9371 : 10
2953 -> 7538 : 1
4942 -> 6567 : 5
4283 -> 3984 : 515
6886 -> 1244 : 9
4555 -> 6073 : 2
9492 -> 9795 : 482
9223 -> 7471 : 3
9192 -> 1139 : 4
9614 -> 4662 : 134
6484 -> 3282 : 4
2585 -> 6429 : 31
7997 -> 6925 : 11
8255 -> 265 : 461
2723 -> 8696 : 9
3423 -> 8856 : 1
9912 -> 869 : 11
1390 -> 569 : 576
3958 -> 2386 : 7
2444 -> 7959 : 5
1993 -> 1557 : 10
3965 -> 9713 : 1
5629 -> 388 : 139
