Sender -> Receiver: Amount
4535 -> 313 : 740
7045 -> 21 : 274
7961 -> 3202 : 41
7429 -> 2882 : 412
7389 -> 9922 : 428
1606 -> 8104 : 4
9592 -> 3765 : 5
9804 -> 6018 : 7
4714 -> 4139 : 1
5238 -> 7190 : 21
5372 -> 3704 : 64
2204 -> 6171 : 56
162 -> 7202 : 185
8158 -> 2741 : 58
9684 -> 5000 : 3897
6677 -> 4291 : 31
3799 -> 5957 : 14
4391 -> 9213 : 18
4978 -> 8894 : 15
1524 -> 8419 : 3
8666 -> 7518 : 29
3970 -> 1914 : 5
7190 -> 5834 : 12
7776 -> 5903 : 174
1503 -> 7719 : 3
7818 -> 7115 : 16
5559 -> 8844 : 12
8617 -> 9238 : 50
4505 -> 488 : 21
4250 -> 4480 : 33
8958 -> 3279 : 62
8958 -> 7941 : 14
4500 -> 72 : 52
9740 -> 6733 : 1
4460 -> 9912 : 593
7152 -> 4825 : 473
5038 -> 5634 : 1
8650 -> 2982 : 363
5365 -> 3503 : 15
9334 -> 2942 : 38
8196 -> 9861 : 1
1518 -> 5051 : 2
1994 -> 7942 : 114
127 -> 2743 : 569
8139 -> 4715 : 14539
1766 -> 1647 : 3
3503 -> 1609 : 11
1766 -> 9298 : 8
8812 -> 3567 : 1
8361 -> 2197 : 1
3966 -> 6150 : 726
4927 -> 3230 : 2
963 -> 4154 : 44
6120 -> 6499 : 6
7708 -> 6458 : 19644
1194 -> 5711 : 7
4848 -> 2698 : 15
7535 -> 7201 : 75
4535 -> 8020 : 747
2660 -> 7392 : 35
8248 -> 9299 : 28
3382 -> 9579 : 57
4250 -> 9717 : 36
9239 -> 5312 : 1
7152 -> 2614 : 207
6527 -> 6813 : 302
9503 -> 8265 : 2176
5352 -> 3031 : 2
9579 -> 3920 : 1
7810 -> 1990 : 81
9253 -> 6818 : 9
4096 -> 5770 : 2
4886 -> 738 : 1
5312 -> 602 : 1
2006 -> 6905 : 467
4154 -> 6119 : 32
2083 -> 3688 : 205
8162 -> 7536 : 7
8882 -> 7718 : 1
2872 -> 8897 : 209
3008 -> 6695 : 15325
6714 -> 554 : 5
1521 -> 3946 : 4
4764 -> 5130 : 7
7776 -> 2704 : 15
7470 -> 1025 : 846
1672 -> 6410 : 38
7172 -> 5466 : 4736
597 -> 7304 : 2
7895 -> 7158 : 199
1086 -> 1716 : 1
777 -> 1490 : 1
9213 -> 8675 : 8
8162 -> 6291 : 585
8645 -> 9700 : 24
7776 -> 6494 : 17
3920 -> 4800 : 1
6695 -> 8971 : 3766
6813 -> 6332 : 61
8104 -> 9906 : 3
1618 -> 8088 : 3
9369 -> 7135 : 4
8338 -> 5121 : 50
9741 -> 3351 : 1
2808 -> 6135 : 6
2711 -> 9576 : 8
6494 -> 99 : 12
6505 -> 3324 : 782
9503 -> 2872 : 406
3725 -> 1674 : 2
6733 -> 4312 : 1
7158 -> 7329 : 129
3881 -> 322 : 720
988 -> 6029 : 3
70 -> 2616 : 5
8105 -> 8690 : 93
3765 -> 3508 : 5
6818 -> 5556 : 5
4163 -> 6012 : 1
322 -> 6435 : 52
5800 -> 9978 : 22
8331 -> 3863 : 2
6818 -> 7901 : 1
4952 -> 4981 : 73442
6357 -> 3342 : 77
7961 -> 3902 : 63
6405 -> 6748 : 107
2204 -> 3159 : 12
7739 -> 8691 : 20
5260 -> 2278 : 8
4960 -> 73 : 46
959 -> 3847 : 1
6911 -> 9891 : 28804
9593 -> 6495 : 8
959 -> 9889 : 1
7465 -> 7597 : 4
4927 -> 2101 : 4
3725 -> 5504 : 5
6791 -> 7474 : 39
3902 -> 5555 : 42
1101 -> 5241 : 867
847 -> 3060 : 1445
1424 -> 4361 : 58
1839 -> 9129 : 11
8419 -> 5302 : 3
2882 -> 8033 : 246
1779 -> 6806 : 2
8897 -> 8617 : 201
6499 -> 9669 : 5
6604 -> 6866 : 1
6405 -> 3569 : 688
7045 -> 6160 : 5
5669 -> 8068 : 22
1194 -> 829 : 2
3569 -> 7576 : 10
7474 -> 1503 : 3
4 -> 5828 : 3
5418 -> 457 : 960
9684 -> 2528 : 344
8770 -> 4450 : 882
8869 -> 432 : 13
7818 -> 843 : 24
2741 -> 8875 : 22
2279 -> 6635 : 4
9298 -> 4920 : 6
6435 -> 3068 : 32
5996 -> 7201 : 577
5213 -> 412 : 16
21 -> 8199 : 105
6553 -> 9930 : 1
8617 -> 8788 : 51
6305 -> 1160 : 9
3382 -> 1725 : 20
3324 -> 4055 : 138
3799 -> 3963 : 5
6458 -> 2976 : 15506
530 -> 6803 : 131
3031 -> 8299 : 2
755 -> 5057 : 16
591 -> 856 : 3
8971 -> 7626 : 3261
8645 -> 8179 : 3
1388 -> 9229 : 10
9267 -> 5046 : 53
8897 -> 4198 : 3
8158 -> 8516 : 1
856 -> 7618 : 3
3567 -> 608 : 1
1160 -> 8916 : 9
6267 -> 11 : 394
499 -> 2280 : 400
2616 -> 7435 : 1
6332 -> 7502 : 18
8849 -> 8539 : 535
1638 -> 2246 : 350
8299 -> 6890 : 1
4848 -> 6835 : 5
5213 -> 7781 : 18
6171 -> 5053 : 1
8139 -> 1508 : 1283
5519 -> 897 : 5026
8149 -> 6085 : 1
591 -> 9242 : 64
7810 -> 8220 : 39
4470 -> 3099 : 2511
1898 -> 3930 : 254
8020 -> 7927 : 4
554 -> 6139 : 2
72 -> 5075 : 36
7776 -> 4496 : 6
9401 -> 8175 : 398
4248 -> 9453 : 3
909 -> 4671 : 39
5225 -> 1474 : 110
3902 -> 3261 : 2
6267 -> 1539 : 79
6644 -> 187 : 367
9593 -> 8723 : 1
7618 -> 5185 : 3
6267 -> 4257 : 9
2246 -> 3981 : 22
6714 -> 7501 : 25
2489 -> 200 : 123
1609 -> 3833 : 7
6911 -> 532 : 1186
9839 -> 5699 : 8
6803 -> 5988 : 41
7282 -> 7962 : 27
9229 -> 8154 : 7
8154 -> 698 : 7
847 -> 9555 : 295
718 -> 4022 : 27
8344 -> 8893 : 221
9016 -> 2786 : 15
8971 -> 8150 : 186
3098 -> 8348 : 72
4418 -> 4169 : 14
8175 -> 4111 : 223
50 -> 7203 : 20
7015 -> 4423 : 263
6695 -> 8459 : 5703
2982 -> 7350 : 34
7471 -> 4186 : 5
5556 -> 7506 : 5
6703 -> 8671 : 5
3799 -> 1182 : 1
7597 -> 6209 : 2
7626 -> 1451 : 579
6135 -> 6649 : 6
7369 -> 8855 : 13
6806 -> 65 : 1
3847 -> 5822 : 1
6703 -> 7873 : 11
5576 -> 7961 : 5
8897 -> 9750 : 4
4257 -> 7178 : 1
3725 -> 2385 : 12
7115 -> 5980 : 10
313 -> 5650 : 196
2197 -> 4407 : 7
5519 -> 1089 : 230
7791 -> 3930 : 6
7115 -> 7683 : 5
6905 -> 6684 : 401
127 -> 3623 : 243
5877 -> 7574 : 26
6514 -> 575 : 20
6119 -> 4293 : 31
5051 -> 3079 : 2
6085 -> 1021 : 1
6706 -> 1048 : 15589
9238 -> 919 : 6
6635 -> 9697 : 4
2741 -> 1954 : 5
2204 -> 4789 : 257
1606 -> 2254 : 7
4950 -> 9861 : 6553
8731 -> 1924 : 276
7012 -> 632 : 9
9974 -> 9893 : 2
2982 -> 5958 : 135
6695 -> 3556 : 865
313 -> 4947 : 142
1647 -> 8015 : 2
5957 -> 5025 : 12
6018 -> 7659 : 6
7850 -> 642 : 1010
9267 -> 4727 : 40
3506 -> 7204 : 86
8604 -> 6074 : 2
6160 -> 7100 : 3
7626 -> 464 : 2204
4169 -> 8988 : 14
4715 -> 345 : 4815
3079 -> 1519 : 1
2698 -> 7300 : 6
8539 -> 6713 : 461
72 -> 88 : 2
8188 -> 2450 : 1
595 -> 341 : 2
6703 -> 100 : 2
3503 -> 1906 : 4
8299 -> 8070 : 1
9637 -> 3148 : 7
1898 -> 6222 : 45
9669 -> 5081 : 4
100 -> 6584 : 2
3963 -> 4579 : 1
1182 -> 7675 : 1
7901 -> 8529 : 1
8516 -> 7251 : 1
6695 -> 766 : 59
6029 -> 7407 : 3
4671 -> 9196 : 7
1031 -> 7336 : 74
2704 -> 3390 : 13
7369 -> 3736 : 1
9839 -> 9605 : 1
3623 -> 6845 : 132
3230 -> 1589 : 1
1585 -> 6998 : 1
1779 -> 7550 : 3
8574 -> 5534 : 17
50 -> 2529 : 12
1990 -> 6465 : 29
7116 -> 5123 : 181
5534 -> 1575 : 8
6012 -> 3110 : 1
99 -> 7362 : 6
6413 -> 36 : 8
1095 -> 8754 : 25
8842 -> 9375 : 1
6468 -> 9270 : 124
7389 -> 1200 : 549
8650 -> 3455 : 249
2808 -> 149 : 23
8894 -> 6296 : 3
5283 -> 7461 : 625
5466 -> 8602 : 948
3314 -> 2283 : 7
9893 -> 9248 : 1
6649 -> 8862 : 2
9891 -> 2125 : 24027
3008 -> 1865 : 4781
7723 -> 8976 : 1
4978 -> 2648 : 2
7781 -> 177 : 18
1929 -> 3135 : 1822
5081 -> 5999 : 21506
2704 -> 9430 : 1
4210 -> 517 : 156
5988 -> 9304 : 36
475 -> 9441 : 14
1606 -> 266 : 1
5123 -> 248 : 145
1370 -> 3297 : 485
7152 -> 9476 : 9
5711 -> 8079 : 1
2280 -> 7234 : 379
8971 -> 8685 : 276
6833 -> 3415 : 88
8068 -> 1502 : 15
9256 -> 8315 : 58
7389 -> 6270 : 279
1703 -> 8618 : 29
6327 -> 1403 : 8
4981 -> 9118 : 26674
7182 -> 7667 : 217
7116 -> 5113 : 856
7739 -> 2707 : 4
7304 -> 1185 : 1
341 -> 8771 : 1
2446 -> 8710 : 67
1906 -> 6263 : 4
7407 -> 5246 : 1
7941 -> 6048 : 6
2660 -> 1557 : 18
4280 -> 3074 : 2
6815 -> 721 : 3
4407 -> 8805 : 3
50 -> 8460 : 22
8759 -> 2917 : 51
2839 -> 3940 : 33
8256 -> 9306 : 510
7962 -> 3964 : 11
5260 -> 7616 : 1
9242 -> 786 : 3
847 -> 7556 : 175
3218 -> 5054 : 15702
4819 -> 1037 : 18
4022 -> 5842 : 23
2743 -> 2596 : 249
1736 -> 3791 : 9
3351 -> 2303 : 1
3799 -> 6889 : 1
6505 -> 2620 : 111
6933 -> 4562 : 216
530 -> 5032 : 25
7158 -> 556 : 22
9503 -> 5454 : 602
6806 -> 4239 : 1
7626 -> 8465 : 190
7329 -> 7536 : 24
187 -> 6334 : 122
456 -> 9560 : 3
1638 -> 4220 : 86
7683 -> 172 : 5
1725 -> 1554 : 10
2101 -> 7056 : 1
9441 -> 3488 : 9
6584 -> 7052 : 1
6018 -> 7290 : 1
4960 -> 8563 : 4
5519 -> 6454 : 10
5975 -> 2198 : 188
7307 -> 5054 : 21
3323 -> 9465 : 9
9922 -> 1449 : 50
4850 -> 9772 : 37
488 -> 4819 : 11
6454 -> 1622 : 3
7776 -> 3178 : 5
32 -> 3737 : 3
7344 -> 5135 : 1
843 -> 8622 : 11
3688 -> 8684 : 183
412 -> 2 : 4
3079 -> 8581 : 1
8715 -> 6729 : 13
2808 -> 3798 : 8
8563 -> 1407 : 3
575 -> 1675 : 9
4312 -> 518 : 1
4505 -> 1056 : 7
5628 -> 8102 : 2
1503 -> 967 : 4
3798 -> 8009 : 4
4848 -> 3208 : 5
698 -> 1736 : 3
7536 -> 8451 : 29
1647 -> 5308 : 1
8844 -> 3008 : 3
425 -> 2568 : 8
608 -> 1869 : 1
7344 -> 8498 : 3
847 -> 4156 : 257
2614 -> 4171 : 151
8199 -> 3208 : 22
646 -> 1575 : 32
6933 -> 5139 : 197
1839 -> 3254 : 3
3966 -> 5918 : 58
897 -> 9700 : 2333
5213 -> 3766 : 7
559 -> 4349 : 3
3390 -> 4701 : 2
7573 -> 9270 : 9
5025 -> 7930 : 4
9476 -> 8609 : 2
6019 -> 3990 : 3
8348 -> 4928 : 72
6413 -> 7367 : 5
1674 -> 4850 : 1
3663 -> 4943 : 6
4198 -> 4311 : 1
266 -> 1990 : 1190
1427 -> 8560 : 3
4328 -> 285 : 8
8675 -> 2787 : 5
8574 -> 9313 : 149
6514 -> 9246 : 2
1618 -> 9398 : 2
7158 -> 2061 : 4
5057 -> 9541 : 1
1609 -> 1168 : 2
3043 -> 2276 : 254
7158 -> 1408 : 17
4265 -> 4223 : 1377
3060 -> 9453 : 716
498 -> 6567 : 3
7435 -> 4582 : 1
4543 -> 5852 : 1
2942 -> 2336 : 1
9313 -> 7014 : 148
4055 -> 3149 : 38
6160 -> 5574 : 2
2061 -> 5621 : 3
8539 -> 999 : 61
5302 -> 9438 : 3
172 -> 7022 : 3
4022 -> 553 : 3
7795 -> 6771 : 3
4328 -> 1094 : 1
3178 -> 7684 : 4
8976 -> 43 : 1
2086 -> 2610 : 1
8158 -> 6697 : 1
9242 -> 931 : 58
7350 -> 9961 : 30
9592 -> 2098 : 1
3593 -> 543 : 205
2276 -> 5954 : 90
7471 -> 9537 : 1
88 -> 8079 : 2
3964 -> 3653 : 9
6649 -> 5289 : 4
1203 -> 7558 : 15
1606 -> 1852 : 1
9304 -> 7846 : 24
8015 -> 8263 : 1
1021 -> 7668 : 1
9637 -> 1802 : 51
1025 -> 2861 : 69
5046 -> 8747 : 33
5418 -> 7794 : 191
1898 -> 427 : 209
2698 -> 9980 : 9
5559 -> 7320 : 17
9082 -> 1437 : 115
1575 -> 14 : 21
3981 -> 155 : 8
2660 -> 4561 : 3
1924 -> 7234 : 88
6813 -> 2470 : 113
732 -> 5921 : 23
766 -> 9194 : 32
7836 -> 6749 : 99
3288 -> 9488 : 17714
5634 -> 5551 : 1
200 -> 5287 : 78
4040 -> 1439 : 131
6222 -> 3256 : 30
3508 -> 4870 : 3
8874 -> 3089 : 1
8563 -> 9013 : 1
6749 -> 7812 : 67
7152 -> 7996 : 9
1490 -> 1116 : 1
7708 -> 288 : 1320
4139 -> 8122 : 1
3508 -> 8790 : 2
8685 -> 926 : 221
5123 -> 9669 : 30
5054 -> 9700 : 3203
9476 -> 5489 : 2
6334 -> 2594 : 74
2741 -> 6775 : 4
177 -> 3467 : 11
7719 -> 6483 : 1
36 -> 7020 : 6
8162 -> 9524 : 118
5988 -> 3191 : 5
6905 -> 9633 : 14
4220 -> 8508 : 46
3068 -> 5547 : 3
6291 -> 5157 : 72
5489 -> 7121 : 1
73 -> 100 : 41
2529 -> 4203 : 1
4943 -> 7733 : 4
140 -> 9716 : 67
3178 -> 6603 : 1
1200 -> 9700 : 353
7121 -> 9923 : 1
3159 -> 8807 : 3
1508 -> 76 : 1449
5954 -> 3179 : 89
8162 -> 4239 : 36
3149 -> 8692 : 15
6706 -> 9185 : 650
499 -> 7961 : 53
1675 -> 302 : 6
2283 -> 69 : 2
3766 -> 6790 : 1
7204 -> 8705 : 47
5157 -> 5812 : 579
7836 -> 3813 : 15
5032 -> 5725 : 9
1624 -> 8853 : 269
5852 -> 5620 : 1
9118 -> 165 : 4223
7961 -> 7190 : 102
152 -> 4906 : 48
2086 -> 4014 : 3
8015 -> 5685 : 1
6211 -> 6550 : 2
7651 -> 4165 : 1970
2942 -> 9347 : 32
760 -> 4908 : 4
6818 -> 1646 : 2
3964 -> 2787 : 1
7795 -> 9531 : 3
843 -> 4095 : 12
427 -> 8340 : 158
7429 -> 8011 : 51
9861 -> 2741 : 1154
3741 -> 1969 : 8
2529 -> 3509 : 1
9438 -> 3477 : 2
6334 -> 8373 : 11
1407 -> 7229 : 3
5670 -> 7028 : 126
9978 -> 7818 : 15
9697 -> 8229 : 3
9891 -> 2248 : 1050
6911 -> 6241 : 2940
7556 -> 8508 : 26
9895 -> 463 : 1
6270 -> 9212 : 223
5081 -> 8800 : 3320
4 -> 5767 : 4
464 -> 742 : 1427
8855 -> 6414 : 6
6048 -> 2485 : 1
1924 -> 6035 : 15
3324 -> 2507 : 608
6465 -> 4125 : 24
6874 -> 1471 : 150
931 -> 8776 : 24
9401 -> 8361 : 134
8622 -> 5681 : 10
4496 -> 283 : 6
1716 -> 1209 : 1
1503 -> 621 : 1
5669 -> 5721 : 15
9267 -> 7676 : 44
2489 -> 6260 : 56
8248 -> 1246 : 6
9196 -> 1657 : 6
4220 -> 8044 : 11
1025 -> 5707 : 180
177 -> 6742 : 6
897 -> 6805 : 1889
8645 -> 5624 : 10
2 -> 456 : 2
4095 -> 3374 : 10
7847 -> 6339 : 1
8574 -> 7693 : 49
1203 -> 5440 : 22
9129 -> 9451 : 9
7012 -> 812 : 2
9700 -> 8022 : 4536
165 -> 5276 : 3049
4886 -> 5511 : 1
322 -> 1840 : 250
3978 -> 6143 : 8
5260 -> 70 : 1
7224 -> 8262 : 37
8958 -> 7395 : 9
4460 -> 5329 : 4
2480 -> 3565 : 73
4950 -> 9375 : 675
2594 -> 1010 : 29
2568 -> 9445 : 6
3098 -> 893 : 29
69 -> 7378 : 2
6270 -> 4570 : 2
7836 -> 4600 : 4
4095 -> 2499 : 2
766 -> 7605 : 2
1471 -> 136 : 99
155 -> 6942 : 8
3230 -> 6356 : 1
9313 -> 1807 : 1
200 -> 3860 : 40
5418 -> 2731 : 837
9465 -> 1125 : 4
760 -> 2629 : 2
7392 -> 6952 : 30
5621 -> 3747 : 3
1814 -> 2137 : 2438
1292 -> 7371 : 85
7573 -> 6102 : 2
