Sender -> Receiver: Amount
802 -> 185 : 38
400 -> 991 : 1
33 -> 192 : 6
949 -> 6 : 1
997 -> 123 : 108
653 -> 281 : 408
265 -> 990 : 10355
185 -> 466 : 24
647 -> 695 : 13
630 -> 895 : 3
695 -> 920 : 8
83 -> 547 : 46
630 -> 343 : 1
961 -> 646 : 205
240 -> 583 : 9029
940 -> 986 : 41
277 -> 410 : 1
669 -> 483 : 5
668 -> 135 : 1824
6 -> 276 : 1
458 -> 804 : 12151
410 -> 432 : 1343
561 -> 578 : 1859
522 -> 72 : 1
954 -> 365 : 400
635 -> 91 : 58
286 -> 713 : 338
131 -> 297 : 3
940 -> 576 : 17
944 -> 865 : 234
593 -> 751 : 15
991 -> 393 : 1
255 -> 957 : 57
794 -> 954 : 6
679 -> 284 : 3
597 -> 413 : 1643
777 -> 295 : 14084
184 -> 772 : 1162
341 -> 56 : 11
583 -> 836 : 226
106 -> 935 : 3
578 -> 111 : 420
131 -> 193 : 14
409 -> 645 : 251
431 -> 478 : 4
514 -> 715 : 3
778 -> 567 : 553
499 -> 58 : 54
301 -> 850 : 104
174 -> 612 : 45297
286 -> 728 : 309
566 -> 312 : 45
337 -> 970 : 6317
997 -> 667 : 1
113 -> 307 : 29990
72 -> 927 : 1
9 -> 41 : 372
111 -> 610 : 165
715 -> 757 : 1
354 -> 255 : 1
575 -> 322 : 3
844 -> 843 : 1
703 -> 778 : 1
413 -> 662 : 972
881 -> 781 : 89
901 -> 112 : 5718
69 -> 506 : 13
222 -> 675 : 1
175 -> 142 : 5
932 -> 10 : 3
47 -> 642 : 1977
48 -> 823 : 4
131 -> 230 : 4
307 -> 867 : 14038
213 -> 970 : 6
805 -> 53 : 2
927 -> 626 : 1
424 -> 808 : 3
935 -> 15 : 2
597 -> 635 : 110
193 -> 405 : 4
923 -> 370 : 223
698 -> 361 : 546
193 -> 180 : 6
15 -> 20 : 1
210 -> 907 : 2
343 -> 999 : 10873
111 -> 670 : 149
96 -> 284 : 181
142 -> 369 : 5
772 -> 574 : 526
174 -> 480 : 27847
477 -> 443 : 54
257 -> 816 : 5
35 -> 631 : 8
698 -> 357 : 19
53 -> 947 : 2
940 -> 274 : 4
274 -> 510 : 1
934 -> 897 : 854
901 -> 5 : 1524
626 -> 762 : 1
372 -> 352 : 302
635 -> 605 : 63
163 -> 868 : 224
836 -> 146 : 62
91 -> 355 : 4
777 -> 605 : 118
374 -> 391 : 711
990 -> 759 : 9298
369 -> 180 : 5
127 -> 594 : 3692
41 -> 547 : 160
561 -> 981 : 204
816 -> 139 : 5
106 -> 406 : 2
954 -> 969 : 26
943 -> 462 : 8267
773 -> 815 : 90
825 -> 701 : 1
91 -> 679 : 38
787 -> 350 : 14
286 -> 886 : 72
698 -> 275 : 443
650 -> 416 : 4
897 -> 607 : 138
789 -> 722 : 17721
66 -> 575 : 34
703 -> 989 : 2
225 -> 255 : 1
668 -> 537 : 705
761 -> 67 : 3279
343 -> 877 : 27
850 -> 170 : 42
766 -> 723 : 1
992 -> 302 : 2
901 -> 24 : 4527
514 -> 575 : 172
201 -> 810 : 245
96 -> 417 : 286
185 -> 734 : 11
963 -> 150 : 1
466 -> 973 : 18
955 -> 907 : 302
48 -> 481 : 4
483 -> 788 : 5
123 -> 174 : 60885
766 -> 722 : 1
146 -> 423 : 1472
393 -> 116 : 1
573 -> 45 : 7
423 -> 47 : 1330
973 -> 54 : 7598
999 -> 4 : 8688
522 -> 47 : 1
402 -> 860 : 9258
727 -> 157 : 8
286 -> 397 : 17
720 -> 69 : 1
139 -> 509 : 4
502 -> 754 : 7
567 -> 538 : 515
386 -> 837 : 1
836 -> 604 : 117
534 -> 77 : 3
51 -> 365 : 3
413 -> 102 : 217
649 -> 732 : 3
336 -> 603 : 15752
960 -> 208 : 254
923 -> 516 : 63
139 -> 821 : 1
361 -> 698 : 183
578 -> 134 : 1058
772 -> 495 : 392
116 -> 313 : 1
687 -> 508 : 1
578 -> 910 : 20
838 -> 758 : 6
923 -> 215 : 56
787 -> 934 : 1
397 -> 800 : 14
405 -> 615 : 2
815 -> 590 : 70
512 -> 796 : 349
635 -> 899 : 351
901 -> 195 : 47
478 -> 297 : 2
758 -> 933 : 6
728 -> 709 : 110
929 -> 700 : 26
232 -> 509 : 1294
490 -> 252 : 1
15 -> 672 : 1
653 -> 17 : 680
154 -> 441 : 5
850 -> 348 : 15
923 -> 673 : 15
709 -> 711 : 35
131 -> 11 : 1
814 -> 801 : 1
365 -> 736 : 307
527 -> 743 : 4801
127 -> 925 : 39819
787 -> 970 : 1
836 -> 988 : 35
163 -> 326 : 7
543 -> 829 : 411
798 -> 934 : 12294
495 -> 493 : 292
58 -> 259 : 38
527 -> 805 : 870
699 -> 445 : 1085
616 -> 760 : 435
35 -> 397 : 9
930 -> 549 : 6
295 -> 829 : 11949
96 -> 597 : 133
784 -> 861 : 6
543 -> 142 : 278
213 -> 395 : 1
760 -> 37 : 5
396 -> 954 : 14937
616 -> 86 : 273
352 -> 508 : 250
575 -> 520 : 3
215 -> 661 : 14
472 -> 487 : 183
179 -> 107 : 2
509 -> 764 : 1059
649 -> 746 : 1
583 -> 975 : 7239
154 -> 844 : 16
406 -> 603 : 2
960 -> 243 : 110
722 -> 93 : 366
395 -> 197 : 1
754 -> 501 : 1
720 -> 697 : 1
341 -> 981 : 17
999 -> 760 : 2135
667 -> 155 : 1
578 -> 169 : 257
629 -> 578 : 62
653 -> 75 : 17
51 -> 229 : 1
561 -> 669 : 3
508 -> 407 : 60
150 -> 52 : 1
947 -> 727 : 1
96 -> 367 : 213
560 -> 821 : 3
646 -> 460 : 1596
801 -> 766 : 1
578 -> 130 : 21
723 -> 316 : 1
495 -> 882 : 93
977 -> 218 : 31
184 -> 587 : 183
169 -> 736 : 47
409 -> 65 : 81
593 -> 372 : 35
106 -> 276 : 3
54 -> 60 : 5430
259 -> 546 : 6
788 -> 290 : 1
746 -> 63 : 1
352 -> 51 : 28
423 -> 504 : 8
114 -> 274 : 1
661 -> 889 : 11
381 -> 902 : 7
661 -> 676 : 2
679 -> 100 : 14
605 -> 113 : 135
901 -> 183 : 60
478 -> 900 : 1
990 -> 135 : 1048
41 -> 69 : 181
290 -> 380 : 1
635 -> 485 : 177
766 -> 632 : 1
701 -> 862 : 299
881 -> 635 : 70
367 -> 863 : 159
546 -> 268 : 2
717 -> 394 : 1
823 -> 251 : 2
91 -> 547 : 15
253 -> 778 : 1474
416 -> 603 : 157
478 -> 4 : 1
398 -> 167 : 42
610 -> 251 : 99
986 -> 889 : 15
900 -> 694 : 1
981 -> 842 : 149
612 -> 835 : 421
699 -> 311 : 6131
583 -> 886 : 1332
854 -> 309 : 1
646 -> 8 : 870
487 -> 747 : 68
631 -> 711 : 3
252 -> 28 : 1
302 -> 434 : 1
495 -> 811 : 2
78 -> 166 : 3722
466 -> 228 : 3
567 -> 785 : 11
431 -> 124 : 1
516 -> 224 : 4
973 -> 930 : 773
192 -> 28 : 2
54 -> 116 : 1674
788 -> 455 : 2
502 -> 55 : 9
232 -> 70 : 1173
778 -> 258 : 441
372 -> 726 : 52
899 -> 530 : 318
823 -> 465 : 1
67 -> 198 : 3878
760 -> 124 : 11
604 -> 228 : 86
384 -> 863 : 184
157 -> 822 : 405
24 -> 894 : 2352
527 -> 278 : 1188
760 -> 670 : 8
781 -> 42 : 2087
41 -> 579 : 11
465 -> 849 : 1
986 -> 84 : 14
367 -> 208 : 14
970 -> 422 : 2759
301 -> 152 : 217
410 -> 479 : 1
56 -> 734 : 9
672 -> 8 : 1
58 -> 527 : 14
265 -> 324 : 1092
423 -> 399 : 85
322 -> 702 : 1
734 -> 992 : 19
934 -> 285 : 2629
635 -> 676 : 22
240 -> 132 : 3075
742 -> 912 : 8
504 -> 960 : 165
458 -> 160 : 195
732 -> 852 : 1
561 -> 179 : 2
370 -> 697 : 128
947 -> 295 : 1
4 -> 634 : 8094
835 -> 582 : 355
477 -> 784 : 22
445 -> 505 : 762
764 -> 731 : 309
676 -> 800 : 10
899 -> 409 : 6
925 -> 273 : 37658
169 -> 452 : 165
445 -> 224 : 58
179 -> 153 : 1
106 -> 267 : 2
365 -> 749 : 76
899 -> 669 : 16
505 -> 229 : 556
407 -> 229 : 5
631 -> 208 : 2
402 -> 749 : 17767
762 -> 351 : 1
370 -> 587 : 93
397 -> 858 : 7
100 -> 639 : 2
35 -> 171 : 2
860 -> 62 : 6626
179 -> 377 : 1
268 -> 327 : 1
169 -> 850 : 36
625 -> 628 : 1
130 -> 81 : 9
837 -> 215 : 1
60 -> 105 : 273
981 -> 315 : 56
472 -> 603 : 3
384 -> 155 : 19
560 -> 335 : 1
45 -> 5 : 4
675 -> 441 : 1
268 -> 313 : 1
899 -> 551 : 5
658 -> 408 : 1
634 -> 142 : 17151
211 -> 460 : 45
62 -> 86 : 3496
844 -> 986 : 3
897 -> 544 : 96
391 -> 445 : 483
171 -> 463 : 2
800 -> 522 : 22
865 -> 90 : 178
934 -> 982 : 10860
697 -> 204 : 44
312 -> 40 : 35
757 -> 9 : 1
169 -> 760 : 2
943 -> 614 : 5
169 -> 304 : 1
195 -> 33 : 31
794 -> 945 : 1
47 -> 175 : 3535
327 -> 476 : 1
255 -> 453 : 7
786 -> 886 : 268
891 -> 662 : 33
297 -> 3 : 5
692 -> 888 : 2411
86 -> 454 : 609
934 -> 18 : 891
970 -> 800 : 2997
378 -> 524 : 1
786 -> 602 : 8
777 -> 554 : 2829
224 -> 627 : 10
278 -> 873 : 870
831 -> 907 : 827
527 -> 203 : 4
989 -> 927 : 1
286 -> 112 : 4
278 -> 561 : 203
322 -> 827 : 1
786 -> 776 : 17
394 -> 940 : 1
157 -> 452 : 106
265 -> 267 : 400
749 -> 58 : 14505
420 -> 733 : 1
175 -> 842 : 1366
505 -> 721 : 162
337 -> 448 : 2072
416 -> 153 : 66
759 -> 315 : 3404
697 -> 724 : 43
481 -> 945 : 4
607 -> 568 : 117
822 -> 947 : 297
462 -> 597 : 4731
322 -> 184 : 1
116 -> 287 : 206
673 -> 951 : 6
3 -> 593 : 4
185 -> 509 : 3
228 -> 259 : 6082
452 -> 584 : 18
243 -> 406 : 105
350 -> 217 : 7
865 -> 159 : 22
805 -> 259 : 449
754 -> 783 : 2
728 -> 467 : 134
47 -> 465 : 61
100 -> 185 : 4
267 -> 108 : 319
999 -> 75 : 34
2 -> 924 : 1365
208 -> 848 : 198
178 -> 573 : 1
309 -> 319 : 1
648 -> 527 : 87
561 -> 785 : 164
0 -> 902 : 3
743 -> 141 : 3814
662 -> 465 : 219
974 -> 52 : 7
721 -> 302 : 24
934 -> 40 : 147
122 -> 725 : 3518
453 -> 456 : 4
743 -> 285 : 727
153 -> 742 : 3
772 -> 724 : 112
28 -> 924 : 2
679 -> 659 : 11
873 -> 18 : 914
33 -> 494 : 15
60 -> 787 : 1790
361 -> 595 : 200
315 -> 966 : 1922
537 -> 790 : 308
787 -> 445 : 778
924 -> 433 : 471
982 -> 580 : 7780
895 -> 477 : 3
944 -> 774 : 128
396 -> 869 : 325
721 -> 66 : 51
127 -> 702 : 31739
781 -> 585 : 5
574 -> 535 : 257
232 -> 405 : 170
711 -> 614 : 9
810 -> 619 : 70
701 -> 353 : 120
159 -> 591 : 15
977 -> 572 : 172
84 -> 382 : 13
694 -> 799 : 1
986 -> 15 : 8
547 -> 866 : 14
574 -> 158 : 44
852 -> 897 : 1
963 -> 516 : 1
132 -> 354 : 1004
391 -> 875 : 175
311 -> 51 : 4414
335 -> 312 : 1
581 -> 703 : 18493
944 -> 341 : 17
192 -> 618 : 1
549 -> 571 : 1
301 -> 612 : 13
573 -> 719 : 1
561 -> 744 : 22
711 -> 486 : 3
604 -> 926 : 9
453 -> 237 : 1
486 -> 552 : 2
527 -> 217 : 58
653 -> 100 : 54
631 -> 544 : 2
614 -> 935 : 2
844 -> 733 : 4
408 -> 260 : 1
71 -> 875 : 9094
982 -> 173 : 1929
173 -> 777 : 472
391 -> 949 : 41
784 -> 272 : 13
20 -> 256 : 1
329 -> 457 : 1
975 -> 232 : 3707
850 -> 676 : 57
93 -> 422 : 17
760 -> 367 : 1549
215 -> 309 : 3
130 -> 763 : 4
35 -> 818 : 3
256 -> 960 : 1
639 -> 530 : 2
568 -> 329 : 78
431 -> 809 : 1
337 -> 727 : 534
90 -> 86 : 64
454 -> 633 : 556
350 -> 442 : 1
1 -> 577 : 1
304 -> 542 : 1
56 -> 348 : 2
131 -> 75 : 1
448 -> 523 : 660
802 -> 127 : 22
744 -> 150 : 5
211 -> 716 : 1
866 -> 586 : 4
70 -> 846 : 2868
619 -> 473 : 2
944 -> 894 : 87
122 -> 951 : 5399
169 -> 13 : 1
132 -> 32 : 1834
586 -> 492 : 15
796 -> 640 : 12641
989 -> 656 : 1
309 -> 92 : 1
357 -> 730 : 5
86 -> 556 : 1858
631 -> 954 : 1
506 -> 161 : 6
486 -> 386 : 1
505 -> 73 : 23
460 -> 868 : 134
868 -> 320 : 89
742 -> 823 : 4
616 -> 584 : 606
727 -> 952 : 238
312 -> 776 : 1
269 -> 844 : 12
862 -> 555 : 82
336 -> 648 : 2065
854 -> 856 : 1
163 -> 540 : 3
509 -> 572 : 6
747 -> 809 : 64
42 -> 200 : 133
353 -> 555 : 96
493 -> 616 : 129
127 -> 703 : 2644
618 -> 452 : 1
91 -> 286 : 1
822 -> 970 : 86
796 -> 416 : 7421
197 -> 534 : 1
873 -> 68 : 125
582 -> 515 : 11
952 -> 306 : 217
951 -> 915 : 4299
530 -> 324 : 215
616 -> 846 : 174
284 -> 500 : 136
487 -> 526 : 32
284 -> 203 : 12
426 -> 565 : 1470
386 -> 387 : 1
547 -> 321 : 155
167 -> 179 : 8
721 -> 223 : 43
430 -> 938 : 782
793 -> 172 : 60
586 -> 559 : 12
975 -> 448 : 2275
423 -> 756 : 29
970 -> 619 : 623
930 -> 457 : 197
157 -> 782 : 20
159 -> 458 : 20
350 -> 508 : 4
927 -> 809 : 1
938 -> 438 : 756
73 -> 118 : 17
418 -> 195 : 1
614 -> 546 : 12
881 -> 958 : 40
102 -> 443 : 111
312 -> 36 : 3
566 -> 973 : 3
607 -> 4 : 12
75 -> 189 : 44
150 -> 482 : 2
730 -> 445 : 2
952 -> 156 : 14
988 -> 604 : 3
957 -> 782 : 53
112 -> 515 : 360
159 -> 695 : 3
466 -> 295 : 1
391 -> 149 : 8
0 -> 542 : 26
731 -> 865 : 124
11 -> 235 : 1
399 -> 847 : 69
897 -> 597 : 505
647 -> 76 : 24
986 -> 83 : 6
524 -> 330 : 1
551 -> 301 : 3
161 -> 803 : 1
604 -> 703 : 22
581 -> 348 : 547
619 -> 454 : 405
790 -> 749 : 200
223 -> 470 : 5
628 -> 319 : 1
321 -> 339 : 146
907 -> 403 : 1108
645 -> 885 : 70
500 -> 970 : 104
640 -> 483 : 1415
530 -> 877 : 103
5 -> 565 : 789
116 -> 650 : 137
28 -> 616 : 1
632 -> 128 : 98
337 -> 857 : 6
873 -> 990 : 52
774 -> 659 : 73
122 -> 262 : 1467
676 -> 702 : 22
788 -> 822 : 2
977 -> 117 : 16
945 -> 255 : 3
146 -> 546 : 3109
100 -> 361 : 50
361 -> 694 : 40
843 -> 282 : 1
405 -> 94 : 60
734 -> 279 : 1
595 -> 263 : 66
924 -> 257 : 790
391 -> 35 : 1
653 -> 887 : 1
102 -> 946 : 78
579 -> 528 : 11
581 -> 26 : 25
169 -> 194 : 4
278 -> 973 : 93
272 -> 882 : 12
661 -> 888 : 1
201 -> 265 : 14
224 -> 403 : 38
43 -> 497 : 5
823 -> 913 : 2
