Sender -> Receiver: Amount
393 -> 451 : 13
726 -> 211 : 9
48 -> 427 : 1
433 -> 925 : 6907
808 -> 229 : 8
214 -> 926 : 7
189 -> 774 : 1
517 -> 298 : 4538
246 -> 560 : 1
811 -> 116 : 2
786 -> 739 : 27
451 -> 215 : 11
725 -> 313 : 154
750 -> 501 : 12
213 -> 524 : 12299
506 -> 487 : 24
206 -> 580 : 8
91 -> 338 : 1
517 -> 914 : 52
81 -> 892 : 16
358 -> 577 : 3
506 -> 705 : 3
632 -> 556 : 1
556 -> 231 : 1
721 -> 67 : 136
904 -> 475 : 1
925 -> 593 : 4125
871 -> 519 : 178
309 -> 617 : 14837
684 -> 361 : 7
846 -> 621 : 2
617 -> 236 : 2937
892 -> 650 : 8
824 -> 89 : 5
213 -> 26 : 6640
517 -> 327 : 53
641 -> 817 : 1
81 -> 472 : 33
524 -> 672 : 5369
477 -> 420 : 10
705 -> 271 : 2
218 -> 225 : 32
800 -> 101 : 25122
946 -> 568 : 12
350 -> 411 : 2
593 -> 927 : 1852
672 -> 188 : 2974
254 -> 648 : 410090
399 -> 250 : 4
873 -> 895 : 141
800 -> 837 : 26001
253 -> 105 : 3
524 -> 937 : 6235
593 -> 285 : 447
267 -> 313 : 4
546 -> 998 : 1
517 -> 989 : 4
918 -> 466 : 27
475 -> 155 : 1
568 -> 425 : 1
231 -> 392 : 140
215 -> 640 : 1
593 -> 679 : 1707
354 -> 735 : 26
253 -> 501 : 1
155 -> 992 : 3
577 -> 143 : 2
143 -> 931 : 2
918 -> 284 : 1
946 -> 644 : 8
213 -> 677 : 104
694 -> 515 : 1461
617 -> 778 : 2405
672 -> 32 : 1216
346 -> 594 : 15
543 -> 999 : 40
284 -> 727 : 1
774 -> 281 : 1
309 -> 999 : 9564
501 -> 729 : 8
874 -> 153 : 1
937 -> 828 : 1756
543 -> 509 : 24
267 -> 631 : 3
301 -> 196 : 19
122 -> 153 : 1
592 -> 60 : 416
388 -> 117 : 8
873 -> 349 : 81
501 -> 983 : 1
580 -> 168 : 6
998 -> 48 : 1
725 -> 212 : 84
116 -> 288 : 2
650 -> 545 : 6
211 -> 523 : 2
828 -> 236 : 626
834 -> 772 : 1521
393 -> 608 : 4
594 -> 596 : 15
78 -> 133 : 30140
750 -> 98 : 5
487 -> 950 : 11
133 -> 231 : 16432
420 -> 638 : 9
288 -> 761 : 1
639 -> 550 : 58
727 -> 304 : 1
196 -> 116 : 12
218 -> 217 : 201
416 -> 388 : 16
641 -> 510 : 17
16 -> 910 : 104
250 -> 787 : 4
969 -> 826 : 482
581 -> 252 : 1
545 -> 69 : 4
236 -> 910 : 2434
212 -> 309 : 40
524 -> 403 : 2069
638 -> 14 : 2506
537 -> 881 : 1
309 -> 209 : 586
98 -> 753 : 5
217 -> 216 : 55
678 -> 687 : 204
619 -> 571 : 46
895 -> 980 : 23
218 -> 571 : 13
519 -> 741 : 107
116 -> 284 : 8
873 -> 199 : 25
644 -> 617 : 1
509 -> 672 : 2
515 -> 978 : 1030
739 -> 912 : 3
32 -> 940 : 160
217 -> 858 : 95
288 -> 703 : 1
298 -> 859 : 2305
644 -> 924 : 2
32 -> 680 : 435
402 -> 521 : 39
89 -> 215 : 3
304 -> 835 : 1
596 -> 571 : 15
550 -> 548 : 26
699 -> 999 : 1
761 -> 102 : 1
225 -> 702 : 30
327 -> 405 : 8
937 -> 537 : 2844
678 -> 312 : 379
548 -> 39 : 8
858 -> 966 : 91
694 -> 308 : 2034
60 -> 180 : 24
524 -> 346 : 637
741 -> 662 : 10
487 -> 784 : 8
950 -> 29 : 4
504 -> 595 : 1
881 -> 185 : 1
515 -> 498 : 50
753 -> 161 : 4
388 -> 573 : 30
510 -> 598 : 15
451 -> 540 : 1
892 -> 684 : 5
937 -> 419 : 1132
950 -> 634 : 1
393 -> 622 : 3
681 -> 270 : 219
101 -> 915 : 11713
213 -> 638 : 131
729 -> 128 : 8
117 -> 482 : 2
399 -> 744 : 7
639 -> 684 : 6
128 -> 575 : 1
346 -> 122 : 353
196 -> 235 : 5
650 -> 254 : 1
931 -> 363 : 1
117 -> 900 : 5
937 -> 81 : 84
270 -> 678 : 3
472 -> 770 : 23
39 -> 571 : 7
529 -> 528 : 21
363 -> 337 : 1
617 -> 688 : 6099
69 -> 337 : 2
337 -> 648 : 2
346 -> 843 : 182
416 -> 784 : 7
537 -> 857 : 606
806 -> 177 : 16958
510 -> 148 : 1
519 -> 873 : 67
927 -> 113 : 681
528 -> 749 : 21
678 -> 211 : 376
910 -> 629 : 2055
846 -> 242 : 2
800 -> 149 : 3050
346 -> 815 : 108
215 -> 158 : 11
32 -> 923 : 226
21 -> 487 : 1
778 -> 707 : 1184
346 -> 69 : 14
133 -> 667 : 5573
427 -> 445 : 1
888 -> 161 : 126
834 -> 118 : 1295
915 -> 215 : 7178
158 -> 480 : 8
858 -> 691 : 4
910 -> 598 : 368
480 -> 382 : 1217
236 -> 790 : 414
753 -> 265 : 1
568 -> 538 : 7
252 -> 654 : 1
403 -> 480 : 1575
118 -> 644 : 1145
211 -> 101 : 350
403 -> 255 : 112
196 -> 469 : 1
891 -> 276 : 1
680 -> 70 : 33
138 -> 80 : 40
215 -> 364 : 7030
70 -> 944 : 16
950 -> 72 : 1
312 -> 407 : 255
837 -> 819 : 15465
451 -> 720 : 1
550 -> 438 : 25
859 -> 505 : 1548
911 -> 817 : 3
32 -> 500 : 141
910 -> 944 : 41
276 -> 875 : 1
521 -> 947 : 39
811 -> 669 : 23
843 -> 929 : 90
826 -> 54 : 984
403 -> 692 : 46
105 -> 339 : 1
327 -> 862 : 2
575 -> 442 : 1
834 -> 130 : 2100
217 -> 136 : 41
639 -> 704 : 1
983 -> 218 : 1
67 -> 669 : 94
505 -> 39 : 545
350 -> 944 : 3
707 -> 771 : 86
800 -> 328 : 129
117 -> 266 : 1
466 -> 744 : 21
420 -> 789 : 1
900 -> 18 : 2
509 -> 40 : 18
72 -> 581 : 1
148 -> 280 : 1
750 -> 893 : 6
445 -> 707 : 1
269 -> 140 : 1644
515 -> 321 : 125
206 -> 357 : 1
130 -> 342 : 709
664 -> 285 : 10
275 -> 664 : 1
817 -> 130 : 2
517 -> 218 : 5
466 -> 385 : 1
180 -> 122 : 13
681 -> 252 : 34
705 -> 891 : 1
542 -> 153 : 662
640 -> 141 : 11626
185 -> 63 : 1
662 -> 62 : 12
16 -> 52 : 86
639 -> 828 : 4
741 -> 163 : 84
950 -> 594 : 4
40 -> 297 : 10
509 -> 789 : 3
672 -> 294 : 296
149 -> 116 : 2185
63 -> 937 : 1
416 -> 357 : 27
141 -> 846 : 7128
595 -> 318 : 1
929 -> 289 : 67
784 -> 248 : 7
910 -> 283 : 48
989 -> 4 : 3
466 -> 624 : 3
778 -> 513 : 156
346 -> 199 : 1
677 -> 509 : 10
704 -> 638 : 1
619 -> 370 : 72
594 -> 58 : 2
546 -> 626 : 4
523 -> 750 : 2
161 -> 333 : 77
924 -> 156 : 6323
567 -> 85 : 439
246 -> 274 : 1
631 -> 373 : 2
469 -> 200 : 1
739 -> 501 : 24
0 -> 723 : 3646
196 -> 874 : 1
62 -> 955 : 9
837 -> 94 : 9071
735 -> 773 : 7
914 -> 610 : 6
513 -> 463 : 40
678 -> 554 : 16
893 -> 61 : 5
664 -> 717 : 24
720 -> 541 : 1
648 -> 44 : 56283
318 -> 235 : 1
370 -> 603 : 54
188 -> 435 : 2094
416 -> 904 : 8
153 -> 265 : 342
790 -> 917 : 92
242 -> 249 : 1
692 -> 251 : 16
140 -> 40 : 1271
270 -> 889 : 138
105 -> 735 : 1
361 -> 170 : 6
800 -> 777 : 42
550 -> 586 : 1
678 -> 154 : 6
619 -> 556 : 7
116 -> 271 : 830
688 -> 874 : 5581
744 -> 967 : 28
664 -> 908 : 3
900 -> 12 : 3
58 -> 94 : 1
944 -> 251 : 4
27 -> 860 : 1
62 -> 323 : 1
136 -> 895 : 18
621 -> 83 : 2
78 -> 100 : 9615
12 -> 733 : 3
914 -> 714 : 26
721 -> 103 : 233
141 -> 85 : 1460
519 -> 808 : 1
236 -> 660 : 133
789 -> 798 : 4
660 -> 850 : 107
541 -> 23 : 1
309 -> 70 : 18
513 -> 134 : 106
654 -> 971 : 1
733 -> 750 : 3
313 -> 33 : 72
206 -> 281 : 1
940 -> 939 : 140
500 -> 455 : 86
770 -> 535 : 23
694 -> 263 : 147
485 -> 552 : 9
308 -> 121 : 1957
354 -> 583 : 1
504 -> 945 : 2
405 -> 299 : 8
875 -> 182 : 1
735 -> 446 : 17
581 -> 195 : 1
251 -> 168 : 1
161 -> 967 : 9
519 -> 645 : 2
644 -> 342 : 465
455 -> 510 : 48
635 -> 269 : 1
385 -> 443 : 1
284 -> 181 : 4
70 -> 900 : 2
23 -> 690 : 1
235 -> 226 : 5
364 -> 308 : 963
113 -> 657 : 23
242 -> 324 : 1
419 -> 143 : 601
947 -> 492 : 10
200 -> 262 : 1
592 -> 861 : 586
48 -> 549 : 1
118 -> 153 : 122
307 -> 535 : 20324
540 -> 706 : 1
94 -> 970 : 1702
40 -> 432 : 1229
622 -> 448 : 3
392 -> 165 : 94
571 -> 358 : 35
83 -> 320 : 2
433 -> 705 : 27541
749 -> 147 : 18
102 -> 97 : 1
843 -> 230 : 52
888 -> 543 : 743
320 -> 788 : 1
619 -> 921 : 1
134 -> 784 : 37
690 -> 622 : 1
333 -> 887 : 37
195 -> 136 : 1
498 -> 768 : 21
101 -> 926 : 9513
705 -> 551 : 1374
648 -> 12 : 106059
681 -> 783 : 38
392 -> 360 : 46
298 -> 379 : 311
303 -> 55 : 598
85 -> 789 : 1135
442 -> 577 : 3
556 -> 522 : 3
634 -> 411 : 1
992 -> 792 : 2
218 -> 341 : 5
710 -> 293 : 26274
138 -> 929 : 10
122 -> 570 : 11
411 -> 690 : 1
158 -> 599 : 2
320 -> 80 : 1
80 -> 361 : 33
433 -> 155 : 9979
726 -> 280 : 4
664 -> 973 : 1
284 -> 290 : 2
122 -> 883 : 32
339 -> 211 : 1
617 -> 434 : 72
550 -> 677 : 3
357 -> 382 : 24
358 -> 434 : 16
147 -> 117 : 5
828 -> 213 : 592
254 -> 145 : 49191
354 -> 693 : 2
678 -> 233 : 18
249 -> 272 : 1
89 -> 25 : 2
800 -> 964 : 77
681 -> 903 : 5
136 -> 785 : 16
519 -> 235 : 1
923 -> 376 : 76
455 -> 488 : 2
980 -> 45 : 14
252 -> 502 : 19
792 -> 922 : 1
969 -> 422 : 455
130 -> 58 : 843
158 -> 705 : 1
501 -> 669 : 13
323 -> 831 : 1
946 -> 21 : 23
263 -> 993 : 57
672 -> 241 : 729
925 -> 378 : 2163
488 -> 249 : 2
815 -> 254 : 27
294 -> 283 : 158
594 -> 568 : 1
399 -> 903 : 1
44 -> 602 : 26593
917 -> 810 : 90
537 -> 773 : 578
324 -> 495 : 1
328 -> 456 : 92
313 -> 184 : 4
543 -> 884 : 549
641 -> 444 : 5
113 -> 5 : 363
388 -> 211 : 38
908 -> 26 : 2
32 -> 88 : 193
834 -> 857 : 406
113 -> 683 : 204
138 -> 550 : 6
800 -> 345 : 29
101 -> 353 : 447
25 -> 575 : 2
608 -> 999 : 1
693 -> 688 : 2
608 -> 705 : 1
407 -> 338 : 122
270 -> 635 : 46
294 -> 501 : 113
964 -> 742 : 7
545 -> 125 : 2
927 -> 13 : 887
535 -> 415 : 12214
307 -> 146 : 946
568 -> 637 : 5
750 -> 375 : 5
594 -> 690 : 1
122 -> 599 : 254
143 -> 524 : 222
248 -> 824 : 7
313 -> 364 : 81
790 -> 745 : 128
790 -> 532 : 177
937 -> 912 : 269
900 -> 956 : 1
593 -> 387 : 49
973 -> 44 : 1
62 -> 517 : 2
903 -> 780 : 6
495 -> 269 : 1
892 -> 840 : 3
513 -> 685 : 1
180 -> 298 : 10
94 -> 768 : 6910
567 -> 77 : 61
45 -> 607 : 9
134 -> 67 : 61
180 -> 432 : 1
678 -> 437 : 19
284 -> 334 : 1
873 -> 590 : 50
327 -> 353 : 30
706 -> 14 : 1
538 -> 502 : 2
342 -> 111 : 582
100 -> 583 : 4169
548 -> 375 : 13
593 -> 480 : 29
328 -> 580 : 4
677 -> 977 : 73
571 -> 990 : 8
80 -> 257 : 6
216 -> 754 : 21
218 -> 67 : 2
283 -> 902 : 177
138 -> 454 : 1
917 -> 867 : 1
231 -> 505 : 3464
226 -> 956 : 3
14 -> 824 : 1104
929 -> 137 : 15
808 -> 717 : 1
215 -> 306 : 116
915 -> 222 : 44
136 -> 47 : 6
554 -> 772 : 8
608 -> 997 : 1
926 -> 477 : 5827
26 -> 494 : 1165
723 -> 501 : 26
811 -> 652 : 20
4 -> 402 : 3
679 -> 21 : 724
640 -> 46 : 1971
333 -> 552 : 12
204 -> 673 : 12
631 -> 9 : 1
956 -> 783 : 2
641 -> 958 : 2
444 -> 90 : 5
532 -> 694 : 123
403 -> 493 : 187
679 -> 917 : 269
554 -> 493 : 2
522 -> 636 : 3
54 -> 758 : 163
45 -> 441 : 2
745 -> 782 : 125
266 -> 505 : 1
358 -> 736 : 8
947 -> 187 : 22
328 -> 801 : 22
466 -> 419 : 2
694 -> 981 : 204
293 -> 425 : 15355
583 -> 5 : 1109
241 -> 891 : 652
155 -> 977 : 7645
741 -> 755 : 9
638 -> 43 : 6446
438 -> 598 : 14
749 -> 961 : 1
617 -> 735 : 2522
229 -> 688 : 1
437 -> 806 : 16
219 -> 131 : 63
43 -> 971 : 2486
446 -> 328 : 1
251 -> 583 : 14
97 -> 958 : 1
443 -> 903 : 1
113 -> 867 : 84
924 -> 283 : 1943
121 -> 179 : 1671
437 -> 115 : 1
955 -> 415 : 5
971 -> 303 : 966
321 -> 183 : 5
231 -> 692 : 11033
13 -> 785 : 583
859 -> 935 : 657
889 -> 399 : 101
862 -> 459 : 1
122 -> 373 : 35
914 -> 405 : 18
448 -> 971 : 3
500 -> 843 : 16
966 -> 602 : 43
754 -> 124 : 21
790 -> 464 : 14
122 -> 882 : 4
407 -> 839 : 33
950 -> 917 : 1
980 -> 761 : 3
280 -> 53 : 5
735 -> 58 : 1434
599 -> 118 : 231
567 -> 97 : 20
792 -> 374 : 1
290 -> 705 : 1
58 -> 529 : 668
787 -> 764 : 3
862 -> 107 : 1
107 -> 124 : 1
170 -> 908 : 2
500 -> 179 : 28
619 -> 613 : 4
637 -> 765 : 5
52 -> 553 : 23
44 -> 995 : 26385
140 -> 75 : 247
88 -> 522 : 23
188 -> 704 : 362
783 -> 872 : 22
678 -> 661 : 1
806 -> 999 : 10973
926 -> 596 : 2515
904 -> 641 : 5
914 -> 732 : 1
459 -> 59 : 1
513 -> 970 : 9
969 -> 230 : 228
94 -> 220 : 349
184 -> 952 : 1
543 -> 578 : 154
334 -> 326 : 1
204 -> 161 : 3
826 -> 236 : 903
77 -> 881 : 51
236 -> 423 : 1146
70 -> 59 : 16
915 -> 483 : 3326
500 -> 612 : 7
360 -> 459 : 43
494 -> 80 : 677
45 -> 685 : 2
915 -> 77 : 848
97 -> 367 : 14
549 -> 87 : 1
212 -> 412 : 39
255 -> 877 : 36
309 -> 592 : 47
337 -> 689 : 1
335 -> 686 : 60
5 -> 277 : 835
165 -> 37 : 60
229 -> 684 : 1
726 -> 812 : 1
971 -> 355 : 1133
103 -> 906 : 161
184 -> 553 : 2
686 -> 260 : 9
117 -> 470 : 2
245 -> 482 : 2
165 -> 258 : 23
997 -> 223 : 1
764 -> 235 : 1
524 -> 477 : 3181
989 -> 88 : 1
58 -> 181 : 1387
115 -> 611 : 1
529 -> 37 : 26
446 -> 905 : 14
88 -> 254 : 40
47 -> 995 : 2
358 -> 527 : 14
672 -> 833 : 72
272 -> 17 : 1
297 -> 952 : 6
17 -> 861 : 1
683 -> 807 : 162
216 -> 268 : 31
407 -> 822 : 79
991 -> 745 : 5
255 -> 549 : 33
357 -> 528 : 2
929 -> 892 : 8
177 -> 357 : 6932
270 -> 87 : 31
77 -> 311 : 724
345 -> 883 : 18
817 -> 153 : 1
874 -> 982 : 1549
9 -> 893 : 1
686 -> 115 : 34
423 -> 940 : 941
100 -> 107 : 3348
745 -> 196 : 5
446 -> 511 : 1
67 -> 512 : 61
944 -> 975 : 44
685 -> 848 : 1
923 -> 428 : 142
772 -> 330 : 973
270 -> 77 : 1
498 -> 279 : 24
939 -> 59 : 76
914 -> 252 : 1
704 -> 154 : 332
179 -> 568 : 1566
342 -> 245 : 353
685 -> 914 : 2
229 -> 37 : 5
27 -> 869 : 1
707 -> 865 : 125
688 -> 483 : 57
749 -> 71 : 1
188 -> 500 : 515
626 -> 752 : 2
464 -> 461 : 13
966 -> 768 : 48
294 -> 32 : 6
219 -> 743 : 6
509 -> 790 : 3
687 -> 592 : 44
156 -> 998 : 1084
940 -> 960 : 959
32 -> 929 : 60
560 -> 517 : 1
812 -> 13 : 1
923 -> 963 : 5
681 -> 170 : 4
542 -> 226 : 2
626 -> 555 : 2
154 -> 132 : 151
130 -> 253 : 429
249 -> 624 : 2
891 -> 372 : 230
635 -> 740 : 19
182 -> 815 : 1
403 -> 238 : 21
52 -> 467 : 22
373 -> 110 : 18
111 -> 762 : 399
376 -> 15 : 53
978 -> 714 : 860
586 -> 796 : 1
787 -> 547 : 1
790 -> 713 : 1
925 -> 325 : 431
407 -> 344 : 10
342 -> 422 : 16
358 -> 135 : 1
260 -> 684 : 3
742 -> 817 : 6
183 -> 921 : 3
161 -> 189 : 27
428 -> 997 : 2534
18 -> 272 : 2
547 -> 751 : 1
707 -> 826 : 690
141 -> 825 : 1689
527 -> 877 : 6
771 -> 80 : 36
342 -> 243 : 6
94 -> 751 : 13
236 -> 762 : 232
947 -> 612 : 4
764 -> 937 : 1
299 -> 636 : 5
931 -> 177 : 1
571 -> 415 : 8
52 -> 68 : 41
945 -> 522 : 2
981 -> 538 : 116
59 -> 595 : 75
611 -> 879 : 1
345 -> 781 : 5
60 -> 750 : 180
629 -> 853 : 1919
752 -> 827 : 2
40 -> 234 : 36
713 -> 122 : 1
230 -> 936 : 22
53 -> 166 : 2
593 -> 840 : 22
212 -> 897 : 5
251 -> 828 : 5
939 -> 940 : 46
326 -> 595 : 1
437 -> 744 : 2
990 -> 655 : 1
613 -> 366 : 1
43 -> 64 : 3682
40 -> 775 : 12
483 -> 94 : 2754
891 -> 420 : 153
311 -> 64 : 646
741 -> 934 : 2
768 -> 747 : 6365
90 -> 829 : 3
892 -> 875 : 6
459 -> 897 : 36
271 -> 633 : 838
676 -> 352 : 828
438 -> 89 : 8
608 -> 159 : 1
80 -> 439 : 247
669 -> 115 : 62
958 -> 397 : 2
312 -> 366 : 124
335 -> 494 : 31
188 -> 532 : 119
402 -> 333 : 724
917 -> 34 : 191
935 -> 923 : 360
122 -> 674 : 14
206 -> 324 : 1
501 -> 702 : 39
992 -> 768 : 1
859 -> 566 : 60
674 -> 51 : 4
772 -> 374 : 3296
480 -> 550 : 1808
828 -> 189 : 219
853 -> 260 : 1604
884 -> 183 : 88
924 -> 683 : 444
837 -> 444 : 1348
703 -> 737 : 1
454 -> 796 : 1
667 -> 295 : 4238
636 -> 519 : 7
